"id","year","question_html","explanation_html"
"433","2017","<p>Broad-based Trade and Investment Agreement (BTIA)’ is sometimes seen in the news in the context of negotiations held between India and</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: A – European Union**

- The Broad-based Trade and Investment Agreement (BTIA) refers specifically to the proposed free trade agreement between India and the European Union (EU).
- Negotiations for the BTIA began in 2007 aiming to enhance trade and investment flows by reducing tariffs, addressing non-tariff barriers, and improving regulatory cooperation.
- The BTIA is a comprehensive trade agreement covering goods, services, investment, intellectual property rights, and sustainable development.
- It is distinct from other regional or international groups and is focused on deepening economic ties between India and the EU member states.

## 2. Why Other Options Are Not Correct

### Option B: Gulf Cooperation Council (GCC)

- The GCC is a political and economic alliance of six Middle Eastern countries focused on regional cooperation.
- While India has strong trade relations with GCC countries, there is no formal BTIA negotiation with the GCC as a bloc.
- Trade agreements with GCC countries are usually bilateral or sector-specific, not under a broad-based trade and investment agreement like the BTIA.

### Option C: Organization for Economic Cooperation and Development (OECD)

- The OECD is an international organization focused on economic policy coordination and development among mostly developed countries.
- It does not negotiate trade agreements with individual countries; rather, it provides a platform for policy dialogue.
- Hence, BTIA is not related to the OECD.

### Option D: Shanghai Cooperation Organization (SCO)

- The SCO is a Eurasian political, economic, and security alliance primarily focused on regional security and cooperation.
- It does not engage in negotiating trade and investment agreements like BTIA.
- India is a member of SCO, but the BTIA is unrelated to this organization.

## 3. Concept Note (Core Knowledge)

The Broad-based Trade and Investment Agreement (BTIA) is a proposed comprehensive free trade agreement between India and the European Union. It aims to liberalize trade in goods and services, promote investment, and address regulatory and non-tariff barriers to enhance economic integration. Negotiations began in 2007 but have faced challenges due to differences on market access, intellectual property rights, and regulatory standards. The BTIA is significant as it represents one of India’s most ambitious trade negotiations with a major economic bloc, reflecting efforts to deepen economic ties with the EU, which is one of India’s largest trading partners. It is distinct from other regional or international groupings like the GCC, OECD, or SCO, which have different mandates and scopes."
"434","2017","<p>Consider the following statements:</p><ol><li>India has ratified to Trade Facilitation Agreement (TFA) of WTO.</li><li>TFA is a part of WTO’s Bali Ministerial Package of 2013.</li><li>TFA came into force in January 2016.</li></ol><p>Which of the statements given above is/are correct?</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: A – 1 and 2 only**

- India has indeed ratified the Trade Facilitation Agreement (TFA) of the WTO, fulfilling its commitment to expedite the movement, release, and clearance of goods across borders.
- The TFA is a key part of the WTO’s Bali Ministerial Package adopted in 2013, aimed at simplifying and modernizing customs procedures globally.
- However, the TFA officially came into force in February 2017, not January 2016, after two-thirds of WTO members ratified it. Hence, statement 3 is incorrect.

## 2. Why Other Options Are Not Correct

### Option B

- Statement 3 is incorrect because the TFA entered into force in February 2017, not January 2016.
- Although India ratified the TFA (statement 1 correct), and the TFA is part of the Bali Package (statement 2 correct), the incorrect date for enforcement invalidates this option.

### Option C

- Statement 1 is incorrect here; India ratified the TFA, so it cannot be excluded.
- Statements 2 and 3 are partially correct, but the enforcement date is wrong.
- Hence, this option is invalid.

### Option D

- This option assumes all three statements are correct.
- The enforcement date in statement 3 is wrong, so this option is incorrect.

## 3. Concept Note (Core Knowledge)

The Trade Facilitation Agreement (TFA) is a landmark multilateral trade agreement under the World Trade Organization (WTO), adopted during the Bali Ministerial Conference in 2013. It aims to simplify, modernize, and harmonize customs procedures to reduce trade costs and enhance cross-border trade efficiency. The agreement covers measures such as faster customs clearance, improved transparency, and cooperation between customs authorities. The TFA entered into force on February 22, 2017, after ratification by two-thirds of WTO members. India ratified the agreement, committing to reforms that facilitate trade while supporting developing countries through technical assistance and capacity building. The TFA is significant for promoting global trade and economic growth by reducing bureaucratic delays and costs."
"435","2017","<p>What is the importance of developing Chabahar Port by India?</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Reducing dependence on Pakistan for access to Afghanistan and Central Asia**

- Chabahar Port, located in Iran, provides India a strategic maritime route to Afghanistan and Central Asia, bypassing Pakistan.
- This port allows India to access landlocked Central Asian countries and Afghanistan directly, circumventing the traditional route through Pakistan, which has often been politically sensitive.
- Developing Chabahar enhances India's connectivity and trade potential with these regions, strengthening economic and strategic ties.
- It also supports India's efforts to counterbalance China's influence in the region, especially through the China-Pakistan Economic Corridor (CPEC).
- Thus, the key importance lies in reducing India's reliance on Pakistan-controlled routes for regional access.

## 2. Why Other Options Are Not Correct

### Option A

- While Chabahar could facilitate trade routes, its primary strategic focus is not on increasing trade with African countries.
- African trade is generally accessed through other maritime routes, such as via the Indian Ocean ports on India's west and east coasts.
- Therefore, this option exaggerates the port's direct impact on India-Africa trade.

### Option B

- Strengthening relations with oil-producing Arab countries is more related to India's diplomatic and energy policies rather than the development of Chabahar.
- Chabahar is located in Iran and primarily serves as a gateway to Central Asia and Afghanistan, not directly impacting ties with Arab nations.
- Hence, this option is unrelated to the port's strategic purpose.

### Option D

- Pakistan is unlikely to facilitate or protect a gas pipeline between Iraq and India, especially given the tense India-Pakistan relations.
- Moreover, the Chabahar Port project is about bypassing Pakistan, not involving it in energy infrastructure.
- This option is factually incorrect and irrelevant to Chabahar's development.

## 3. Concept Note (Core Knowledge)

Chabahar Port is a strategically located deep-sea port in southeastern Iran on the Gulf of Oman. It offers India a direct maritime route to Afghanistan and Central Asia, bypassing Pakistan, which has traditionally restricted India's overland access to these regions. The port's development is part of India's broader strategy to enhance regional connectivity, promote trade, and counterbalance China's influence, particularly the China-Pakistan Economic Corridor (CPEC). It also facilitates India's involvement in regional infrastructure projects and energy corridors. Chabahar is distinct from Pakistan's Gwadar Port and serves as a critical node in India's Act East and Connect Central Asia policies."
"436","2017"," <p>In India, it is legally mandatory for which of the following to report on cyber security incidents?</p><ol><li>Service providers</li><li>Data centres</li><li>Body corporate</li></ol><p>Select the correct answer using the code given below:</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: D – Service providers, Data centres, and Body corporate**

- Under the Information Technology (The Indian Computer Emergency Response Team and Manner of Performing Functions and Duties) Rules, 2013, it is mandatory for service providers, data centres, and body corporates to report cyber security incidents to the Indian Computer Emergency Response Team (CERT-In).
- This reporting helps in timely response, mitigation, and prevention of cyber threats and attacks.
- The law recognizes these entities as critical stakeholders in the cyber ecosystem, responsible for maintaining cybersecurity hygiene.
- Failure to report such incidents can lead to penalties and legal consequences under the IT Act, 2000.
- The inclusion of all three categories ensures comprehensive coverage of entities that handle or manage digital data and services.

## 2. Why Other Options Are Not Correct

### Option A

- Service providers alone are required to report cyber incidents, but this excludes data centres and body corporates.
- This option is incomplete as it ignores other key entities mandated by law.

### Option B

- Service providers and data centres are indeed required to report incidents.
- However, this option excludes body corporates, which are also legally mandated to report.
- Body corporates include companies and organizations that own, control, or operate any computer resource.

### Option C

- Body corporates must report cyber incidents, but this option excludes service providers and data centres.
- Service providers and data centres are critical for network and data infrastructure and are legally required to report as well.
- Hence, this option is incomplete.

## 3. Concept Note (Core Knowledge)

In India, the Information Technology (The Indian Computer Emergency Response Team and Manner of Performing Functions and Duties) Rules, 2013, mandate that service providers, data centres, and body corporates report cyber security incidents to CERT-In. Service providers offer digital services, data centres host or manage data storage, and body corporates are companies or organizations managing computer resources. Reporting includes incidents like data breaches, hacking, malware attacks, and denial of service attacks. This framework ensures a coordinated response to cyber threats, enhancing national cybersecurity. The IT Act, 2000, provides the legal backing for these rules, emphasizing accountability and timely reporting to safeguard digital infrastructure."
"437","2017","        <p>Right to vote and to be elected in India is a</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Constitutional Right**

- The right to vote and to be elected in India is explicitly provided and regulated by the Constitution of India, making it a constitutional right.
- This right is enshrined under Articles 326 (right to vote) and 84, 102, 173, 192, 327 (qualifications for membership in Parliament and State Legislatures).
- It is not a fundamental right because the Constitution does not list voting as a fundamental right under Part III.
- The Constitution guarantees this right but also allows reasonable restrictions and qualifications to be imposed by law.
- Hence, it is a right derived from the Constitution and protected by it, but not an absolute fundamental right.

## 2. Why Other Options Are Not Correct

### Option A

- Fundamental Rights are those guaranteed under Part III of the Indian Constitution, such as the right to equality, freedom of speech, and right to life.
- The right to vote is not included in the fundamental rights list; it is a constitutional right but not fundamental.
- Therefore, it does not enjoy the same level of protection as fundamental rights, such as enforceability by courts under Article 32.

### Option B

- Natural rights are rights considered inherent and universal, not dependent on laws or constitutions.
- While voting can be seen as a democratic right, in the Indian context, it is not a natural right but a right granted and regulated by the Constitution.
- The Indian legal system does not recognize voting as a natural right independent of constitutional provisions.

### Option D

- Legal rights are rights granted by ordinary laws passed by the legislature.
- The right to vote is not merely a legal right because it is guaranteed by the Constitution itself, which is superior to ordinary laws.
- Legal rights can be changed or repealed by legislation, but constitutional rights require constitutional amendment to alter.

## 3. Concept Note (Core Knowledge)

The right to vote and to be elected in India is a constitutional right guaranteed by the Constitution but not classified as a fundamental right. Article 326 provides universal adult suffrage to all citizens aged 18 and above, subject to certain qualifications prescribed by law. The Constitution also specifies qualifications for membership in Parliament and State Legislatures. Unlike fundamental rights, constitutional rights can be regulated and restricted by law within the framework of the Constitution. This distinction ensures that while citizens have the right to participate in elections, the state can impose reasonable conditions to maintain the integrity of the electoral process. Understanding this classification is crucial for grasping the nature of electoral rights in India."
"438","2017","<p>What is the purpose of ‘evolved Laser Interferometer Space Antenna (eLISA)’ project?</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – To detect gravitational waves**

- eLISA is a planned space-based observatory designed specifically to detect and measure gravitational waves, ripples in spacetime caused by massive accelerating objects like merging black holes or neutron stars.
- Unlike ground-based detectors such as LIGO, eLISA will operate in space, allowing it to detect lower-frequency gravitational waves that cannot be observed from Earth due to seismic noise and other interferences.
- The mission involves a constellation of spacecraft forming a giant laser interferometer to measure tiny changes in distances caused by passing gravitational waves.
- Detecting gravitational waves helps in understanding fundamental physics, black hole mergers, and the early universe.

## 2. Why Other Options Are Not Correct

### Option A

- Neutrinos are nearly massless subatomic particles detected by specialized neutrino observatories like Super-Kamiokande or IceCube.
- eLISA is not designed to detect neutrinos; it focuses on gravitational waves, which are a completely different phenomenon.
- Neutrino detection requires massive underground detectors, not laser interferometry in space.

### Option C

- Missile defence systems involve radar, missile tracking, and interception technologies.
- eLISA’s purpose is scientific observation of cosmic phenomena, not military applications or missile defence effectiveness.
- The project’s technology and mission goals are unrelated to missile defence systems.

### Option D

- Solar flares affect communication systems via electromagnetic disturbances and are studied using satellites monitoring solar activity and space weather.
- eLISA does not study solar flares or their effects on communications; it focuses on gravitational wave astronomy.
- Solar flare studies require different instruments like solar telescopes and magnetometers.

## 3. Concept Note (Core Knowledge)

The evolved Laser Interferometer Space Antenna (eLISA) is a proposed space mission to detect gravitational waves—ripples in spacetime caused by massive accelerating bodies such as merging black holes or neutron stars. It consists of multiple spacecraft arranged in a triangular formation millions of kilometers apart, using laser interferometry to measure minute changes in distance caused by passing gravitational waves. Operating in space allows eLISA to detect lower-frequency gravitational waves inaccessible to ground-based detectors like LIGO, enabling the study of phenomena such as supermassive black hole mergers and early universe cosmology. Gravitational wave astronomy opens a new window into understanding the universe’s most energetic events and fundamental physics."
"439","2017","<p>What is the purpose of ‘Vidyanjali Yojana’?</p><ol><li>To enable the famous foreign educational institutions to open their campuses in India.</li><li>To increase the quality of education provided in government schools by taking help from the private sector and the community.</li><li>To encourage voluntary monetary contributions from private individuals and organizations so as to improve the infrastructure facilities for primary and secondary schools.</li></ol><p>Select the correct answer using the code given below:</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: A – To increase the quality of education in government schools by involving private sector and community**

- Vidyanjali Yojana is a government initiative aimed at improving the quality of education in government schools.
- It encourages participation from private sector volunteers, NGOs, and community members to provide support in co-scholastic activities like sports, arts, and mentoring.
- The scheme focuses on enriching the learning environment rather than monetary contributions or foreign educational institutions.
- It does not involve foreign institutions opening campuses in India, nor is it primarily about infrastructure funding through voluntary monetary donations.

## 2. Why Other Options Are Not Correct

### Option B

- Refers to encouraging voluntary monetary contributions to improve infrastructure in primary and secondary schools.
- This is more aligned with schemes like the Rashtriya Madhyamik Shiksha Abhiyan (RMSA) or other infrastructure-focused programs.
- Vidyanjali Yojana focuses on volunteer engagement for quality improvement, not direct monetary contributions for infrastructure.

### Option C

- Includes both enabling foreign educational institutions to open campuses and improving government school education quality.
- The first part about foreign institutions is incorrect; Vidyanjali does not deal with foreign campuses.
- Hence, this option is partially incorrect due to the inclusion of point 1.

### Option D

- Combines improving education quality through community involvement and encouraging voluntary monetary contributions.
- While the first part is correct, the scheme does not primarily focus on monetary contributions.
- Therefore, this option is incorrect as it wrongly includes point 3.

## 3. Concept Note (Core Knowledge)

Vidyanjali Yojana is a scheme launched by the Ministry of Human Resource Development (now Ministry of Education) to enhance the quality of education in government schools by involving volunteers from the private sector, NGOs, and the community. It aims to supplement co-scholastic activities such as sports, arts, and mentoring, thereby enriching the learning experience. The scheme encourages social responsibility and community participation without focusing on infrastructure funding or foreign educational institution involvement. It is part of the broader effort to improve government school education through collaborative engagement rather than financial aid or foreign partnerships."
"440","2017","<p>What is the aim of the programme ‘Unnat Bharat Abhiyan’?</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – Connecting institutions of higher education with local communities to address development challenges through appropriate technologies**

- Unnat Bharat Abhiyan (UBA) is a flagship initiative by the Ministry of Education (formerly MHRD) aimed at linking higher education institutions with rural India.
- The programme encourages colleges and universities to work directly with villages to identify local problems and provide sustainable, technology-driven solutions.
- It focuses on leveraging academic expertise and research to improve rural development in areas such as agriculture, water management, sanitation, energy, and education.
- By fostering collaboration between academia and rural communities, UBA aims to create scalable and replicable models for rural transformation.

## 2. Why Other Options Are Not Correct

### Option A

- This option describes a programme focused on achieving 100% literacy through collaboration between voluntary organizations, government education systems, and local communities.
- It aligns more closely with initiatives like the National Literacy Mission or Saakshar Bharat, which focus on adult literacy and education.
- However, UBA’s primary goal is not literacy but rural development through technology and institutional collaboration.

### Option C

- This option refers to strengthening scientific research institutions to make India a scientific and technological power.
- It resembles objectives of programmes like the Department of Science and Technology initiatives or the Science and Engineering Research Board (SERB).
- UBA is not directly aimed at enhancing research institutions but at applying existing knowledge to rural development.

### Option D

- This option talks about developing human capital via funds for healthcare, education, and skill development for the poor.
- It is similar to schemes like the National Rural Livelihood Mission (NRLM) or Skill India Mission.
- UBA’s focus is on technology and institutional collaboration for rural development, not primarily on funding healthcare or vocational training.

## 3. Concept Note (Core Knowledge)

Unnat Bharat Abhiyan is a government initiative launched in 2014 to involve higher education institutions in the sustainable development of rural India. It aims to create a direct interface between academia and rural communities, enabling the application of appropriate technologies and innovations to solve local problems. Participating institutions adopt villages to understand their challenges in areas like water, sanitation, energy, agriculture, and education, and work collaboratively to implement solutions. The programme promotes experiential learning for students and faculty while contributing to the government’s vision of inclusive rural development and self-reliant villages. It exemplifies the use of knowledge and technology transfer for grassroots empowerment."
"441","2017","        <p>Consider the following statements:</p><ol><li>The Election Commission of India is a five-member body.</li><li>Union Ministry of Home Affairs decides the election schedule for the conduct of both general elections and bye-elections.</li><li>Election Commission resolves the disputes relating to splits/mergers of recognized political parties.</li></ol><p>Which of the statements given above is/are correct?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: D – Election Commission resolves disputes relating to splits/mergers of recognized political parties**

- The Election Commission of India (ECI) is a constitutional body responsible for conducting free and fair elections in India.
- It is a **single-member body** headed by the Chief Election Commissioner, though it can have up to two Election Commissioners, making it a maximum three-member body, not five.
- The Union Ministry of Home Affairs (MHA) does **not** decide election schedules; this is the exclusive domain of the Election Commission.
- The ECI has the authority to recognize political parties and resolve disputes related to splits and mergers of recognized political parties under the anti-defection law and party recognition rules.
- Therefore, only statement 3 is correct.

## 2. Why Other Options Are Not Correct

### Option A

- The Election Commission is **not a five-member body**; it consists of the Chief Election Commissioner and up to two Election Commissioners.
- Hence, statement 1 is factually incorrect.
- Also, the MHA does not decide election schedules, so statement 2 is incorrect.

### Option B

- The Union Ministry of Home Affairs does **not** decide the election schedule; this is the exclusive prerogative of the Election Commission.
- Therefore, statement 2 is incorrect.

### Option C

- Statement 2 is incorrect for the reasons above.
- While statement 3 is correct, pairing it with the incorrect statement 2 makes this option wrong.

## 3. Concept Note (Core Knowledge)

The Election Commission of India is a constitutional authority established under Article 324 of the Indian Constitution to conduct free and fair elections to the Parliament, State Legislatures, and the offices of the President and Vice-President. It is a multi-member body comprising the Chief Election Commissioner and up to two Election Commissioners. The Commission alone decides the election schedule and supervises the entire election process. It also grants recognition to political parties and adjudicates disputes related to splits and mergers of recognized parties, especially under the anti-defection law. The Ministry of Home Affairs has no role in deciding election schedules or conducting elections. This independence ensures the impartiality and autonomy of the electoral process in India."
"442","2017"," <p>In India, if a species of tortoise is declared protected under Schedule I of the Wildlife (Protection) Act, 1972, what does it imply?</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: A – It enjoys the same level of protection as the tiger.**

- Schedule I of the Wildlife (Protection) Act, 1972, lists species that are accorded the highest degree of legal protection in India.
- Species under Schedule I receive the strictest penalties for hunting, poaching, or trade, similar to iconic species like the tiger.
- Declaring a tortoise species under Schedule I means it is recognized as highly vulnerable or endangered, warranting maximum conservation efforts.
- This status ensures stringent restrictions on hunting and trade, and mandates government action for habitat protection and species recovery.

## 2. Why Other Options Are Not Correct

### Option B

- Refers to species that are extinct in the wild but may survive in captivity, a status known as ""Extinct in the Wild"" under IUCN categories.
- The Wildlife (Protection) Act does not equate Schedule I status with extinction or captive-only existence.
- Schedule I is about protection level, not the species’ survival status or impossibility of preventing extinction.

### Option C

- Endemism means a species is native and restricted to a particular geographic region.
- Schedule I status does not imply endemism; species can be protected regardless of whether they are endemic or widespread.
- Protection level and geographic distribution are separate criteria.

### Option D

- Since both (b) and (c) are incorrect in this context, this combined option is also incorrect.
- Schedule I status does not inherently imply extinction in the wild or endemism.

## 3. Concept Note (Core Knowledge)

The Wildlife (Protection) Act, 1972, is India’s primary legislation for wildlife conservation. It categorizes species into Schedules I to VI, with Schedule I species receiving the highest protection due to their endangered or vulnerable status. These species are protected against hunting, poaching, and trade with the strictest penalties. The Act aims to ensure the survival of these species through habitat preservation and legal safeguards. Schedule I includes iconic and critically endangered animals like tigers, elephants, and certain tortoises, reflecting their priority in conservation efforts. Endemism or extinction status is not a criterion for Schedule I listing; rather, it focuses on the threat level and need for protection."
"443","2017","         <p>In India, Judicial Review implies</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: A – Power to pronounce on constitutionality of laws and executive orders**

- Judicial Review in India primarily refers to the judiciary's authority to examine and determine whether laws passed by the legislature or orders issued by the executive conform to the Constitution.
- If a law or executive action is found unconstitutional, the judiciary can declare it invalid or void.
- This power ensures that the Constitution remains the supreme law and protects fundamental rights and the basic structure of the Constitution.
- Judicial Review acts as a check and balance on the legislature and executive, maintaining the rule of law.

## 2. Why Other Options Are Not Correct

### Option B

- This option suggests the judiciary can question the ""wisdom"" of laws.
- The judiciary does not assess the policy wisdom, desirability, or effectiveness of legislation; it only examines constitutionality.
- Policy decisions are the domain of the legislature, not the courts.

### Option C

- This implies the judiciary reviews all laws before Presidential assent.
- In India, there is no pre-enactment judicial review; laws are reviewed after enactment when challenged in courts.
- The President's assent is a political process, not subject to judicial scrutiny beforehand.

### Option D

- This refers to the judiciary’s power to review its own past judgments (known as review petitions).
- While courts can review their own decisions, this is distinct from Judicial Review of laws and executive orders.
- Judicial Review specifically involves constitutional validity of legislation and executive actions.

## 3. Concept Note (Core Knowledge)

Judicial Review in India is the power vested in the judiciary, especially the Supreme Court and High Courts, to examine the constitutionality of legislative enactments and executive orders. Rooted in Articles 13, 32, 131-136, and 226 of the Constitution, it allows courts to invalidate laws or actions that violate fundamental rights or the Constitution’s basic structure. This mechanism ensures supremacy of the Constitution, protects individual rights, and maintains the balance of power among the legislature, executive, and judiciary. Judicial Review is a cornerstone of constitutional democracy, preventing arbitrary use of power and upholding the rule of law. It is exercised post-enactment, upon challenge, rather than as a pre-approval process."
"444","2017","         <p>With reference to Indian freedom struggle, consider the following events:</p><ol><li>Mutiny in Royal Indian Navy</li><li>Quit Indian Movement launched</li><li>Second Round Table Conference</li></ol><p>What is the correct chronological sequence of the above events?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – 3-2-1 (Second Round Table Conference, Quit India Movement, Royal Indian Navy Mutiny)**

- The Second Round Table Conference took place in late 1931, as part of British efforts to discuss constitutional reforms in India.
- The Quit India Movement was launched by the Indian National Congress in August 1942, demanding an end to British rule.
- The Royal Indian Navy Mutiny occurred later, in February 1946, as a significant revolt by Indian naval forces against British authority.
- Hence, the chronological order is: Second Round Table Conference (1931), Quit India Movement (1942), Royal Indian Navy Mutiny (1946).

## 2. Why Other Options Are Not Correct

### Option A (1-2-3)

- The Royal Indian Navy Mutiny happened in 1946, which is after both the Quit India Movement (1942) and the Second Round Table Conference (1931).
- This sequence wrongly places the mutiny before the Quit India Movement and the Round Table Conference, which is historically inaccurate.

### Option B (2-1-3)

- This sequence places the Quit India Movement first (1942), then the Navy Mutiny (1946), and finally the Second Round Table Conference (1931).
- The Round Table Conference actually occurred much earlier, in 1931, so it cannot come last in the sequence.

### Option D (3-1-2)

- This sequence places the Second Round Table Conference correctly first (1931), but then the Navy Mutiny (1946) before the Quit India Movement (1942).
- Since the Quit India Movement predates the Navy Mutiny, this order is incorrect.

## 3. Concept Note (Core Knowledge)

The Indian freedom struggle involved multiple key events in a complex timeline. The Round Table Conferences (1930-32) were British-initiated discussions to consider constitutional reforms in India, with the Second Round Table Conference held in 1931. The Quit India Movement, launched by the Indian National Congress in August 1942 under Gandhi’s leadership, was a mass civil disobedience campaign demanding an immediate end to British rule. The Royal Indian Navy Mutiny in February 1946 was a significant armed revolt by Indian naval personnel against British colonial authority, reflecting growing unrest within the armed forces. Understanding the chronological order of these events is crucial to grasp the progression of India's struggle for independence."
"445","2017","<p>Consider the following statements:</p><ol><li>Tax revenue as a percent of GDP of India has steadily increased in the last decade.</li><li>Fiscal deficit as a percent of GDP of India has steadily increased in the last decade.</li></ol><p>Which of the statements given above is/are correct?<br/></p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: D – Neither 1 nor 2**

- India's tax revenue as a percentage of GDP has not shown a steady increase over the last decade; it has fluctuated due to various economic factors, reforms, and global conditions.
- Similarly, the fiscal deficit as a percentage of GDP has not steadily increased; it has varied, sometimes decreasing due to fiscal consolidation efforts and sometimes increasing due to stimulus measures or economic slowdowns.
- Both indicators reflect economic cycles, policy changes, and external shocks, so neither shows a consistent upward trend over the last ten years.

## 2. Why Other Options Are Not Correct

### Option A

- Tax revenue as a percentage of GDP has seen periods of increase and decrease, influenced by GST implementation, economic growth rates, and tax compliance.
- It is incorrect to say it has ""steadily increased"" because fluctuations and dips have occurred.
- Hence, statement 1 alone is not correct.

### Option B

- Fiscal deficit as a percentage of GDP has not steadily increased; it has varied due to government expenditure patterns, revenue collections, and economic conditions.
- For example, fiscal deficit was reduced in some years due to fiscal consolidation but increased during economic slowdowns or stimulus periods (e.g., COVID-19 pandemic).
- Therefore, statement 2 alone is incorrect.

### Option C

- Since both statements 1 and 2 are incorrect individually, their combination cannot be correct.
- Both tax revenue and fiscal deficit percentages have fluctuated rather than steadily increasing.

## 3. Concept Note (Core Knowledge)

Tax revenue as a percentage of GDP measures the government's ability to mobilize resources relative to the size of the economy. It depends on tax policy, economic growth, compliance, and reforms like GST. Fiscal deficit as a percentage of GDP indicates the gap between government expenditure and revenue (excluding borrowings), reflecting fiscal health. Both indicators are influenced by macroeconomic conditions, policy changes, and external shocks. In India, these ratios have shown variability over the last decade rather than consistent trends, reflecting the dynamic nature of the economy and fiscal management efforts. Understanding these indicators is crucial for assessing fiscal discipline and economic stability."
"446","2017","<p>Recently there was a proposal to translocate some of the lions from their habitat in Gujarat to which one of the following sites?</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – Kuno Palpur Wildlife Sanctuary**

- The proposal to translocate Asiatic lions from their only natural habitat in Gir Forest, Gujarat, aims to establish a second, geographically separate population to reduce extinction risk.
- Kuno Palpur Wildlife Sanctuary in Madhya Pradesh has been identified and prepared as a suitable site for this translocation due to its adequate prey base, habitat conditions, and protection status.
- This move is intended to safeguard the species from threats like disease outbreaks or natural disasters that could wipe out the entire population if confined to one location.
- The translocation plan aligns with the Indian government's and wildlife conservationists' efforts to ensure the long-term survival of Asiatic lions.

## 2. Why Other Options Are Not Correct

### Option A: Corbett National Park

- Corbett National Park in Uttarakhand is primarily known for its tiger population and is a tiger reserve.
- It is not considered suitable or proposed for Asiatic lion translocation due to ecological differences and existing predator dynamics.
- The focus for lion translocation has been on central India, not the Himalayan foothills where Corbett is located.

### Option C: Mudumalai Wildlife Sanctuary

- Mudumalai in Tamil Nadu is a tiger and elephant habitat in the Western Ghats.
- It is not a proposed site for Asiatic lion translocation, as it is geographically distant and ecologically distinct from the lions’ natural range.
- The sanctuary is part of a different biogeographic zone unsuitable for Asiatic lions.

### Option D: Sariska National Park

- Sariska National Park in Rajasthan had a small population of reintroduced Asiatic lions, but the project failed due to poaching and lack of sustained management.
- Currently, Sariska is not considered a viable site for new lion translocation efforts.
- The focus has shifted to Kuno Palpur for establishing a second population.

## 3. Concept Note (Core Knowledge)

Asiatic lions (Panthera leo persica) are currently found only in the Gir Forest of Gujarat, India. To prevent extinction from localized threats, conservationists have proposed translocating some lions to a second habitat. Kuno Palpur Wildlife Sanctuary in Madhya Pradesh has been selected due to its suitable habitat, prey availability, and protected status. This strategy aims to create a geographically separate population to enhance genetic diversity and reduce vulnerability. Other sites like Corbett, Mudumalai, and Sariska have different ecological characteristics or have proven unsuitable for sustaining Asiatic lions. The translocation is part of India's broader wildlife conservation efforts under the Wildlife Protection Act and National Wildlife Action Plan."
"447","2017","        <p>Which of the following are <strong><em>not</em></strong> necessarily the consequences of the proclamation of the President’s rule in a State?</p><ol><li>Dissolution of the State Legislative Assembly</li><li>Removal of the Council of Ministers in the State</li><li>Dissolution of the local bodies</li></ol><p>Select the correct answer using the code given below:</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – 1 and 3 only**

- The proclamation of President’s rule in a state leads to the removal of the Council of Ministers because the state government is dismissed or suspended.
- However, the dissolution of the State Legislative Assembly is **not automatic**; the Assembly may be either dissolved or kept in suspended animation.
- Similarly, the dissolution of local bodies (like municipalities and panchayats) is **not a necessary consequence** of President’s rule. Local bodies function independently and their dissolution depends on separate legal provisions.
- Therefore, only the removal of the Council of Ministers is a necessary consequence, while the other two are not necessarily so.

## 2. Why Other Options Are Not Correct

### Option A

- This option states that dissolution of the State Legislative Assembly and removal of the Council of Ministers are not necessarily consequences.
- While removal of the Council of Ministers is indeed a necessary consequence, dissolution of the Assembly is not automatic.
- Hence, this option incorrectly includes removal of Council of Ministers as not necessary.

### Option C

- This option claims removal of the Council of Ministers and dissolution of local bodies are not necessarily consequences.
- Removal of the Council of Ministers is always a consequence of President’s rule.
- Dissolution of local bodies is not necessary, but since removal of Council of Ministers is necessary, this option is incorrect.

### Option D

- This option says all three are not necessarily consequences.
- As explained, removal of the Council of Ministers is always a consequence.
- Hence, this option is incorrect.

## 3. Concept Note (Core Knowledge)

President’s rule under Article 356 of the Indian Constitution is imposed when a state government cannot function according to constitutional provisions. Upon proclamation, the Council of Ministers is dismissed or suspended, and the Governor administers the state on behalf of the President. The State Legislative Assembly may be either dissolved or kept in suspended animation, depending on the President’s decision. Local bodies such as municipalities and panchayats are governed by separate laws and are not automatically dissolved during President’s rule. Thus, removal of the Council of Ministers is a necessary consequence, but dissolution of the Assembly and local bodies is discretionary."
