q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
25,"The Inscription which proves
Chandragupta’s sway over western India is:",Kalinga Rock Inscription,Girnar Rock Inscription of Ashoka,Junagarh Rock Inscription of Rudradaman,Sopara Rock Inscription of Ashoka,UPSC CSE Pre.,1993,c,"Exp) Option c is the correct answer.
The Junagarh Rock Inscription of Rudradaman is the
inscription that provides evidence of Chandragupta’s sway
over western India. It lauds Rudradaman’s achievements
but indirectly reveals Chandragupta’s extensive Mauryan
Empire, encompassing Anarta, Surashtra, Maru, Kachchha,
and Sindhu-Sauvira. The inscription acknowledges
Chandragupta’s administrative legacy through water
management and welfare practices. It implies Rudradaman’s
reliance on Chandraguptas foundation. The mention
of Chandragupta’s reign in Rudradaman’s context
highlights Mauryan lineage’s influence. The inscription
also underscores these territories’ geopolitical importance,
validating historical accounts of Chandragupta’s rule and its
enduring impact on later rulers.

Important Tips

Kalinga Rock Inscription:

e The Kalinga Rock Edict, Ashoka’s major inscription,
recounts his remorse after the Kalinga war (262-261
BC), voicing sorrow for lives lost.

|e He advocates Dhamma’s influence among Greeks and

, forest tribes. Notably, he identifies victories over Greek

: rulers such as Antiochus 11, Ptolemy III, and others, ;
plus triumphs in South India and Ceylon. Written in |
Greek as well, it emphasizes ethical principles.

Girnar Rock Inscription of Ashoka:

e« The Girnar Rock Inscription, spanning 20 lines,
details Sudarshana Lake’s restoration under
Chandragupta Maurya’s rule, managed by successive
rulers including Rudradaman I,

e It highlights ancient water management practices
and mentions territories of Rudradaman J, including
Malwa, Gujarat, and Sindh.

» The Sanskrit inscription also notes Junagadh’s
historical names and references a Yavana ruler’s
conduit work during Ashoka’s reign.

° Skandagupta’s contribution to Gupta Empire
restoration and temple construction is also

mentioned, underscoring historical record-keeping
practices, _ ee _"
26,"Which of the following pairs are correctly matched?

1. Lothal: Ancient dockyard
2. Sarnath : First Sermon of Buddha
3. Rajgir : Lion capital of Ashoka
4. Nalanda: Great seat of Buddhist learning

Select the correct answer using the code given below:","1,2,3 and 4",3 and 4,"1,2and 4",1 and 2,UPSC CSE Pre.,1991,c,"Exp) Option c is the correct answer.

Pair J is correctly matched- Lothal is an ancient city located
in Gujarat, India. It was a major port city during the Indus
Valley Civilization. The ruins of othal include an ancient
dockyard, which is one of the earliest known dockyards in
the world.

Pair 2 is correctly matched- Sarnath is a town in Uttar
Pradesh, India. It is a major Buddhist pilgrimage site.
The Buddha gave his first sermon in Sarnath, after his

enlightenment. The ruins of a Buddhist stupa and monastery
can be found in Sarnath.

Pair 3 is incorrectly matched- The lion capital of Ashoka is
located in Sarnath.
Pair 4 is correctly matched- Nalanda is a town in Bihar,
India. It was a major center of learning during the Gupta
Empire. Nalanda University was a famous center of
Buddhist learning. The ruins of Nalanda University can be
found in Nalanda."
27,"In which of the following inscriptions of Ashoka, mention has been made of South Indian kingdoms?",Third Major Rock Edict,Second Major Rock Edict,Ninth Major Rock Edict,First Pillar Inscription,UPSC CSE Pre.,1991,b,"Exp) Option b is the correct answer.

In the Second Major Rock Edict, Ashoka references the
South Indian kingdoms of Pandyas, Satyapuras, and
Keralaputras. ‘he edict also discusses topics like medical
treatment for humans and animals, cultivation of fruits and
medicinal herbs, and the construction of wells for public
welfare.

Important Tips

Major Rock Edicts of Ashoka:

¢ Major Rock Edict I: Prohibits animal sacrifice and
promotes festive gatherings.

+ Major Rock Edict H: Discusses social welfare
measures under Dhamma, including medical care for
humans and animals, road construction, well digging,
and tree planting.

* Major Rock Edict III: Extols virtues like generosity
towards Brahmanas and Sramanas, respect for
parents, and other good qualities.

|e Major Rock Edict IV: Highlights Dhamma’ role in
curbing immorality, disrespect towards Brahmanas
; and Sramanas, violence, and animal killing.

« Major Rock Edict V: Introduces Dhamma-
mahamattas, special officers tasked with promoting
Dhamma across all sects and regions.

« Major Rock Edict VI; Instructs Dhamma-mahamattas
to report to the king without hindrance and
emphasizes efficient administration.

* Major Rock Edict VII: Appeals for tolerance among
sects to maintain unity, addressing tensions and open
antagonism.

« Major Rock Edict VIII: Announces the emperor’s
Dhammayatras (tours) to connect with various
sections of the population, replacing hunting

, expeditions.

« Major Rock Edict IX: Criticizes ceremonies related to
birth, illness, marriage, and travel, favoring Dhamma
practice over rituals,

« Major Rock Edict X: Critiques the pursuit of fame,
reiterates the value of Dhamma policy.

* Major Rock Edict XI: Emphasizes respecting elders,
refraining from animal killing, and generosity
towards friends.

j« Major Rock Edict XII: Advocates tolerance among
sects, reflecting the king’s plea for harmony amid
conflicts.

+ Major Rock Fdict XIII: Puts forth the paramount
principle of Dhamma-based conquest instead of
war, focusing on the adoption of Dhamma policy by
countries.

| Questions."
28,"From which archacological site of Indus Valley Civilization, the figures or models of boat are found?",Harappa and Kotdiji,Kalibangan and Ropar,Dhaulabira and Bhagatray,Mohenjodaro and Lothal,UPPCS (Pre),2022,d,"Exp) Option d is the correct answer
Clay model boats have been found from Lothal’s excavations.
Lathal is located between the Bhogavo and Sabarmati rivers
near the Gulf of Khambhat in Gujarat. A model of the boat
can also be seen on the seals discovered in the Mohenjodaro."
29,"Match list-I with list-II and select the correct answer using the codes given below the lists:
List-I         		List-II
A.Talar        	1. Guard of Octroi
B.Pattakola    	2. Officer of cases of Dacoity
C.Sahsadhipati 	3. Officer of Night Guards
D.Baladhip     	4. Village Tax Collector
Code: ABCD",2 1 4 3,3 4 2 1,1 2 3 4,4 3 1 2,UPPCS (Pre),2022,b,"Exp) Option b is the correct answer.
« Talar refers to Officer of Night Guards.
« Pattakola refers to Village Tax Collector.
+ Sahsadhipati refers to Officer of cases of Dacoity.
« Baladhip refers to Guard of Octroi."
30,In which state of India is the Harappan Civilization site Mandi situated?,Gujarat,Haryana,Rajasthan,Uttar Pradesh,U.P.P.C.S. (Pre.),2021,d,"Exp) Option d is the correct answer
The Harappan Civilization site Mandi, is in Uttar Pradesh,
India. It is notable for discovery and looting of treasure trove
by villagers in June, 2000. The treasure is believed to have
been from the Indus Valley Civilization period."
31,The official ‘Agronomai’ during Mauryan age was related to which of the following field?,Weight and measurement,Administrative management,Construction of roads,Revenue management,U.P.P.C.S. (Pre.),2020,c,"Exp) Option c is the correct answer.
During the Mauryan age, the official known as ‘Agronomai’
was related to the field of construction of roads.
Agronomai were responsible for the planning, construction,
and maintenance of roads and highways within the Mauryan
empire. These officials played a significant role in ensuring
efficient transportation and communication across the
empire by building and maintaining well-structured
road networks that facilitated trade, administration, and
connectivity between different regions."
32,"Match list-I with list-II and select the correct answer using the codes given below the lists:
A. Balu   1.Uttar Pradesh _
B. Manda  2. Jammu and Kashmir
C. Padri  3.Haryana
D. Hulas  4.Gujrat
Code: 
A B C D",3 2 1 4,2 3 4 1,2 4 3 1,3 2 4 1,UPPCS (Pre),2020,d,"Exp) Option d is the correct answer

Balu is 4 small archeological site attributed to the Indus

Valley civilisation, located some 22 kilometres (14 mi) south

of the city of Kaithal in the Indian state of Haryana.

Manda is a village and an archaeological site of Indus Valley

civilization in the Jammu district of the Union Territory of

Jammu and Kashmir, India

Padri is situated in Bhavnagar District, Gujarat. It is an

archaeological site of Indus Valley civilization.

Hulas, located in the Saharanpur district of Uttar Pradesh,

India, is a late Indus Valley civilization archeological site,"
33,"Match list-I with list-II and select the correct answer using the codes given below the lists:
(Harappa Site) (UT/State of India)
A. Indus Valley Civilisation 1. Pastoral
B. Later Vedic Society       2. Land Lordism
C. Rigvedic Society          3. Agrarism
D. Midieval Period           4. Urban   
Code: 

A B C D",4 2 3 1,2 1 4 3,3 4 1 2,4 3 1 2,UPPCS (Pre),2020,d,"Exp) Option d is the correct answer
The correct matches are A-4, B-3, C-1, D-2,
The Indus civilisation that appeared in the northwestern
part of India and Pakistan in third millennium BCE is
collectively called the Indus Civilisation. Since Harappa was
the first site to be identified in this civilisation, it is also
known as Harappan Civilisation. he Indus Civilisation
represents the first phase of urbanisation in India.
The Later Vedic culture is dated to the period between 1000
BCE and 700-600 BCE. Agricultural activities increased
during the Late Vedic period. The Satapatha Brahmana
mentions rituals related to ploughing undertaken by the
kings. This suggests the importance given to cultivation
by the rulers, and the shift to agriculture to support the
increasing population.
Rig Vedic Samhita is the earliest text that relates to the Early
Vedic period. ‘The Early Vedic culture is placed between
1500 BCE and 1000 BCE. The Rig Vedic people mainly
practiced Pastoralism. Cattle rearing was an tmpoctant
economic activity for the Aryans. Cattle were considered
wealth by the Aryans.
Medieval phase of Indian history can be related to the time
period between the 6th century and 16th century A.D. It was
marked by increase land lordism and Monarchial system."
34,Which of the following Indian Archaeologists first visited ‘Bhimbetka Caves’ and discovered prehistoric significance of its rock paintings?,Madho Swaroop Vatsa,H.D. Sankalia,VS. Wakankar,V.N. Mishra,U.P.P.C.S. (Pre),2020,c,"Exp) Option c is the correct answer,
V.S. Wakankar was an Indian archaeologist who first visited
the Bhimbetka caves in 1957 and recognized their prehistoric
significance. He nuticed the rock paintings and realized that
they were similar to those found in France and Spain. He
conducted extensive excavations and surveys at the site and
published his findings in various journals and books. He is
regarded as the discoverer of the Bhimbetka caves and one of
the pioneers of Indian rock art studies.
| Lnportant Tips ’
[* Madho Swaroop Vatsa was an Indian archaeologist and |
Sanskrit scholar who served as the Director-General of
the Archacological Survey of India from 1950 to 1954.
He is especially well known for his parlicipation in the
excavations at Mohenjodaro, which he supervised from
1924.
e H.D. Sankalia was an Indian Sanskrit scholar and
| archaeologist specialising in proto- and ancient
Indian history. He is considered to have pioneered
archaeological excavation techniques in India, with
several significant discoveries from the prehistoric ;
period to his credit. He received the Ranjitram Suvarna |
Chandrak award in 1966 and the Padma Bhushan in
3974.

e V.N. Mishra was an Indian archaeologist who graduated |
from University of Pune. He is noted for his research
into the Indus Valley civilization. He also excavated
important archaeological sites such as Balathal, among

' others."
35,Which among the following sites provides evidence of domestication of animals in the Mesolithic period?,Odai,Bori,Bagor,Lakhnia,U.P.P.C.S. (Pre),2018,c,"Exp) Option c is the correct answer.

Bagor is a site of late Mesolithic settlement in north-west

India, where the earliest evidence of domestication of animals

and fire was found. Bagor has three cultural phases, and

the first phase, dated between 5000-2000 BCE, shows that
the nomadic pastoralists of Bagor were engaged in animal
husbandry. The site also yielded the remains of a domestic
dog that shared the habitat with the stone age communities.
pon
Important Tips
o A fossilized human baby skull in 2001, recovered from
Odai in Bommayarpalayam in Tamil Nadu. It has been !
found to be 1.66 lakh years old, making it the second
oldest human fossil in India. Baby skull from Odai
belonged ta Homo Sapiens of the middle Pleistocene
period.
e Bori is a town located in Pune district, Maharashtra,
india. It is known for the discovery of some ancient
| human artefacts. The reported artefacts from Bori
suggest the appearance of human beings in India
| around 1.4 million years ago (middle Pleistocene)."
36,Which of the following is a Samhita of Shukla Yajurveda?,Vajasanami,Maitrayani,Taittiriya,Kathak,U.P.P.C.S (Pre),2018,a,"Exp) Option a is the correct answer

¢ Vajasanami/Vajasaneyi is a Samhita of Shukla
Yajurveda.. Vajasanami is a continuous text of the
vajasaneyins. It is divided into 40 adhyaya’s with 303
anuvaka’s. It gives a vivid description of many important
sacrifices such as Darsha-purnamasa, Agnihotra,
Vajapeya, Ashvamedha, and so on.

° ‘The Maitrayani Upanishad belongs to Maitrayani
Samhita of the Krishna Yajurveda. It is divided into
seven Prapathankas, Like many of the Upanishads, the
Maitrayani Upanishad describes the teachings in the
form of a dialogue between the Guru (imaster) and the
Sishya (disciple).

» ‘he Taittiriya Upanishad is a Vedic era Sanskrit text,
embedded in three chapters of the Krishna Yajurveda.
The Taittiriya Upanishad has three chapters: the Siksha
Valli, the Ananda Valli and the Bhrigu Valli.

e ‘he Katha Upanishad is the legendary story of a little
boy, Nachiketa ~ the son of Sage Vajasravasa, who meets
Yama (the deity of death)

[a ts ty

Unportant Tips

There are two main branches of the Yajurveda- Shukla

Yajurveda and Krishna Yajurveda. The Krishna Yajurveda

is characterized by its mixed format of prose and verse,

while the Shukla Yajurveda emphasizes the separation |
| of the two, with prose sections dedicated to rituals and |
mantras.

Krishna Yajurveda(Black Yajurveda)

'e Jt is called “Krishna” or “Black” because it contains |

both the ritualistic instructions (Yajus) and prose |
portions mixed together.

e It is further divided into two inajor branches: the
Taittiriya Samhita and the Maitrayani Samhita.

« The Taittiriya Samhita includes various rituals and

, prayers used during the Yajnas (sacrificial ceremonies)

and is often used by priests for recitations during
rituals.

» The Maitrayani Samhita is less common and is
associated with a different tradition of Yajurveda.

Shukla Yajurveda (White Yajurveda):

¢ It is called “Shukla” or “White” because it primarily
consists of the prose portions, and the ritualistic |
instructions are separated and found in the Shatapatha

| Brahmana, which is a commentary on the Yajurveda.

* The Shukla Yajurveda is also divided into several
branches or Shakhas, including the Vajasaneyi
Madhyandina and the Kanva Shakha."
37,"Match list-I with list-II and select the correct answer using the codes given below the lists:
list-I(Tirthankara) list-II
A.Adinatha         1.Bull
B.Mallinatha       2.Horse
C.Parshavanatha    3. Snake
D.Sambhavnatha     4. WaterJar

Code: A B C D",1 4 3 2,1 3 2 4,3 1 4 2,3 1 2 4,UPPCS (Pre),2017,a,"Exp) Option a is the correct answer.
Adinatha/Rishabhanatha/ 1. Bull
Adishwara/Yugadeva
Nabheya -

Mallinatha - 4, Water Jar
Parshavanatha - 3. Snake
Sambhavnatha - 2. Horse"
38,"Match List-I with List-II and select the correct answer from the codes given below:Codes: 
List-I            List-II
A.Harappa        1.Cemetry R-37
B.Lothal         2.Dockyard
C.Kalibangan     3.Dancing Girl
D.Mohenjo-Daro   4.Furrowed land

A B C D",1 2 3 4,2 1 4 3,3 4 1 2,1 2 4 3,U.P.P.C.S. (Mains),2017,d,"Exp) Option d is the correct answer

Two important discoveries at Harappa were made to the

south of the citadel. Two cemeteries were found—“R. 37,”

belonging to the Harappan Period, and “H,’ dating from

the Late or even Post-Harappan Period. These contained
different styles of burial.

The excavated site of Lothal is the port-town of the Indus

Valley Civilization. It has been identified as a tidal dockyard.

Kalibangan excavations in present western Rajasthan shows

a ploughed field, the first site of this nature in the world. It

shows a grid pattern of furrows, placed about 30 cm apart

running east-west and other spaced about 190 cm apart
running north-south, a pattern remarkably similar to the
one practiced even now.

The Dancing Girl is a bronze statue created over 4,500 years

ago and is a rare and unique masterpiece. It was found in the

ancient Mohenjo-Daro site in 1926,"
39,"Study the following statements about the Vedic God Indra and select the correct answer from the codes given below: 
1. Was the God of thunder.
2. Punished the sinners.
3. Was the guardian of the moral order.
4. Was the God of rain.
Codes:",1 and 2 are correct,1 and 3 are correct,2 and 4 are correct,1 and 4 are correct,U.P.P.C.S. (Mains),2017,d,"Exp) Option d is the correct answer

Indra is considered as king of the gods. He is one of the main

gods of the Rigveda. In carly religious texts, Indra plays a

variety of roles. As king, he leads cattle raids against the

dasas, or dasyus, native inhabitants of the lands over which
his people range. He brings rain as god of the thunderbolt.

‘Yhus he is considered as Gad of Thunder and Rain.

Varuna is the Vedic god.. He is the ruler of the sky realm and

the upholder of cosmic and moral law (rita).

Yama is responsible for the dispensation of law and
punishment of sinners in his abode, Yamapuri. He is also
known as Kala, and Dharmaraja. He is the Hindu god of
death and justice."
40,The name ‘Aghanya’ mentioned in many passages of the Rig Veda refers to:,Priest,Women,Cows,Brahmanas,U.P.P.C.S. (Pre),2017,c,"Exp) Option c is the correct answer
The various passages of Rig Veda refers cow as Aghanya or
‘the one who does not deserve to be killed. The Rig Veda
further addresses the cow as Mother of Rudras, the Daughter
of Vasus, the sister of the Adityas and the Centre of Nectar.
"" mportant Tips
Rig vedic terms:
« Agnyadheya - ceremony which preceded the public
rituals in Vedic Era.

+ Gavishti - a fight for cows.

¢ Gotra- A kinship unit

« Hiranyakara - Goldsmith

¢ Rathakara - Chariot maker

e Sira - Plough

+ Sita-Furrows ee __"
41,"Match list-I with list-II and select the correct answer using the codes given below the lists:
list-I          list-II
A.Lakulisa     1.Ajivaka
B.Nagarjuna    2.Sunyavada
C.Kalibanga Bhadrabahu 3.Pasupat
D.Gosala        4.Jain

Code: 
A B C D",2 3 4 1,3 2 4 1,1 2 3 4,3 1 4 2,UP RO/ARO (Pre),2017,b,"Exp) Option b is the correct answer.
A. Lakulisa - 3. Pasupat
Lakulisha, in the 2nd century A.D., organized the philosophy
of the Pashupata sect, which is recognized as the oldest
among the major schools of Shaivism.
B. Nagarjuna - 2. Sunyavada
Nagarjuna tived around the same time as King Gautmiputra
from the Satavahana kingdom. He started the Madhyamika
school of Mahayana Buddhism. He also talked about
something called Shunyawad or Emptiness.
C. Bhadrabahu - 4. Jain
Bhadrabahu was an important leader of the Jain community
when a big famine happened in Magadha. He went to
the south with his followers, while Sthulbahu stayed in
Bhagalpur with his followers. Some people who came back
from the south believed that being completely naked was
really important according to Mahavira’s teachings. But the
monks in Magadha started wearing white clothes instead.
The Svetambaras were those who wore white robes, and the
Digambaras were the ones who stayed naked.
D. Gosala - 1. Ajivaka
Makkhali Gosala believed in something called the Ajivika
philosophy. Ue was the very first student of Vardhaman
Mahavira."
42,Three human skeletons in a single grave were recovered at—,Sarai Nahar Rai,Damdama,Mahadaha,Langhnaj,U.P.P.C.S. (Pre),2016,b,"Exp) Option b is the correct answer.
Damdama is a Mesolithic site in the Pratapgarh district of
Uttar Pradesh, where 41 human graves were found, including
one triple burial grave. The grave was found in the uppermost

layer of the site, and it contained the remains of two adults and
one child. ‘he cause of death and the relationship between
the individuals are unknown. Damdama is also notable for
having a large number of animal bones, especially those of
cattle, sheep, goat, deer, pig, and fish. These bones indicate
that the Mesolithic people were engaged in hunting, fishing,
and domestication of animals."
43,"From which rock shelter of Vindhyas,a maximum number of human skeletons have been found?",Morahana Pahar,Ghagharia,Baghahi Khor,Lekhahia,U.P.P.C.S. (Pre),2016,d,"Exp) Option d is the correct answer.
Lekhahia is a rock shelter in the Vindhyas region of India
where a significant number of human skeletons have been
found. In a shelter at Lekhahia, as many as seventeen
skeletons, belonging to eight phases, were found. These
skeletons are of archaeological and anthropological
importance as they provide insights into the ancient history
and human habitation of the region."
44,Ashokaram monastery was situated at-,Vaishali,Pataliputra,Kaushambi,Shravasti,U.P.P.C.S. (Mains),2015,b,"Exp) Option b is the correct answer,

Ashokarain monastery was situated in Pataliputra, the

capital of the Mauryan Empire. It was founded by Emperor

Ashoka in the 3rd century BCE. The monastery was 4

center of learning and culture, and it attracted scholars and

monks from all over the Buddhist world. Pataliputra was

a major center of Buddhism during the Mauryan period.

It was home to many monasteries and stupas, and it was

a pilgrimage destination for Buddhists from all over the

world."
45,Who one of the following had not come to India with Alexander?,Nearchus,Onesicritus,Deimachus,Aristobulus,U.P.P.C.S. (Re. Exam) (Pre),2015,c,"Exp) Option c is the correct answer

¢ Alexander the Great, was a king of the ancient Greek
kingdom of Macedona. He reigned from 336 to 323 BC.

o Nearchus was one of the officers, a navarch, in the army
of Alexander.

0 Onesi critus was a Greek historical writer and Cynic
philosopher accompanied Alexander on his campaigns
towards India.

e Aristobulus was probably one of the friends of Alexander’s
father Philip and accompanied Alexander on his journey
towards India.

¢ Deimachus was a Greek of the Seleucid Empire. Therefore,
Deimachus did not came to India with Alexander.

| Important Tips

e Deimachus was sent by the Syrina ruler Antiochus I
to India.

« Deimachus became an ambassador to the court of the .
Mauryan ruler Bindusara “Amitragatha” in Pataliputra.

_« Asan ambassador, Demarches was the successor to the

| famous ambassedor and historian Megasthenes"
46,"In the early Rigvedic period, what was considered to be the most valuable property?",Land,Cow,Women,Water,U.P.P.C.S. (Pre) (Re. Exam),2015,b,"Exp) Option b is the correct answer

Cattle rearing was an important economic activity for the

Aryans, although they practiced agriculture. Cattle were

considered wealth and the most valuable property in Rigvedic
period. The term for war in the Rig Veda was gavishthi which
means search for cows. The donations to the priests were
mainly cows and women slaves but not land, which reveals
the importance of cows in their life."
47,Dadheri is a late Harappan site of-,Jammu,Punjab,Haryana,Uttar Pradesh,U.P.P.C.S. (Mains),2014,b,"Exp) Option b is the correct answer
Dadheri is located in the region of Punjab. Itis alate harappan
site. Antiquities found at this site included copper objects,
terracotta beads, wheels, round cakes, faience bangles and
terracota painted bull. A huge storage jar with Late Harappan
painted and incised wavy lines of pre-Harappan tradition
was noticed in situ."
