q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
33,"Which one of the following is considered to be the world’s greatest iconographical creations made by sthapatis of South India, particularly during the Chola period?",Mahishasuramardini,Nataraja,Rama,Somaskanda,UPSC CSE Pre,1993.0,b,"Exp) Option b fo the correct answer.
The bronze Icons of Neteraja ere considered to be the
world’s greatest icopogrephical creations because they
capture the essence of Hindu philosophy and cosmology
in a single image. They also demonstrate the mastery of
the Chola sthapatis, or sculptors, who used the lost-wax
techatque to create intricate and realistle figures with
perfect proportions and expressions. The Chola sthapatis
were patronized by the Chola kings, who ruled over southern
Tadix and Srl Lanka from the 9th to the 13th century C"
34,A lot of details regarding the village administration under the Cholas is provided by the inscription at:,Thanjavur,Uraiyur,Kanchipuram,Uttaramerur,UPSC CSE Pre,1993.0,d,".
Exp) Option d te the correct answer.
The Utceramerue Inscription is a set of copper plates thet
record the rules and regulations of the village administration
under the Cholas ts the 10th century CE. The inscription
reveals that the village had a democrathc system of electing its
representatives, who formed various committees to manage
different aspects of the village affairs. The inscription
also meatlons the qualifications, disqualifications, and
duties of the candidates ond the officlals. The inscription
is @ valuable source of information ebout the Chole
administration and the social and economic life of the people"
35,Who among the following introduced the famous Persian festival ‘Navroz’ in India?,Balban,Iltuimish,Firuj Tughlaq,Alauddin Khalji,UPSC CSE Pre,1993.0,e,"Exp) Option a ls the correct answer,
Balban introduced the famous Persian festival ‘Nevroz’ In
Indle. Navroz, also known as Nowrut, is the Persian New
Year, marking the first day of spring. Balban introduced the
renowned Persian festival of Nowruz in Indla as a sirategic
move to showcaee bis opulence and authority to both the
nobles and the genceal population. This Initiative almed to
consolidate his influence and emphasize the grandeur of
his reign through the celebration of the significant Nowruz
festivel.

Important Tips z

Navrox Festival: ,

« Nevroz io @ spring festlval that ts celebrated by
people of Iranian, Turkle, and other Central Asisn
and Middle Esstera cultures. It marks the first day of
apring and the beginatog of the new year,

© The date of Navroz varies from ycar to year, but it
always falta on the first day of spring. In the Gregorian
calendar, Navroz falls oa March 21 or 22.

« In : 1079 AD, a Persian (Iranian) king named
Jalaluddin Malekshah introduced this festival to
generate revenue and collect taxes from people.

« The festival is celebrated with a variety of customs,
including feasting, dancing, and exchanging gifts.

¢ It is inscribed in the list of UNESCO Intangible
Cultural Heritage of Humanity of India.

!e In India it is known as Jamshed Navroz."
36,"Under the following passage:
“In the course of a career on the road spanning almost thirty years, he crossed the breadth of the eastern hemisphere, visited territories equivalent to about 44 modern countries and put behind him a total distance of approximately 73,000 miles.” The world’s greatest traveller of premodern times to whom the above passage refers is:",Megasthenes,Fa-Hien,Marco Polo,Ibn Battuta,UPSC CSE Pre,1993.0,d,"Exp) Option d is the correct answer
The passage describes Abu Abdullah Muhammad Ib:
Battuta, commonly known as Ibn Battuta, as the world
greatest premodern traveler. He embarked on a journe
spanning almost 30 years, covering about 44 moder
countries and around 73,000 miles. His extensive travel
included North Africa, the Middle East, East and South Asia
China, and more, totaling approximately 117,000 km.

: Important Tips :

Megasthenes (c. 350-290 BCE):

« Megasthenes was an ancient Greek historian, explored
and chronicled India during the Hellenistic era.

|e He served as an envoy under Seleucus I Nicator,
visiting Chandragupta Maurya’s court in Pataliputra.

« His account of India, noted in the lost work “Indica,”
provided insights into its geography, rivers, and culture.

« Scholars have differing opinions on his reliability, with
Arrian favoring him, while Strabo and Pliny criticized
his fabulous tales.

Faxian (337~422 CE):

¢ Faxian, also known as Fa-Hien, was a Chinese Buddhist
monk who undertook a remarkable journey to India
around 399 CE, spending 10 years there during the
reign of Chandragupta II.

* He explored sacred sites, collected Buddhist texts,

: and documented his travels in “A Record of Buddhist
Kingdoms.” His memoirs offer insights into ancient
Indian society, rituals, and Buddhism.

« He marveled at the benevolence, prosperity, and
religious practices of Magadha. Faxian’s writings are
crucial for understanding early Indian Buddhism and

__its influence on East Asian traditions."
37,"Arrange the following conquests of Alauddin Khilji in chronological order:
1.Ranthambor
2.Gujarat
3.Warangal
4.Chittor
Select the correct answer from the code given below.","3,4,1,2","4,2,3,1","1,3,2,4","2,1,4,3",U.P.P.C.S.(Pre),2022.0,d,"Exp) Option d is the correct answer.

Conquests of Alauddin Khilji in chronological order:
Gujarat (1299): In 1299, Alauddin dispatched Ulugl
Khan and Nusrat Khan to Gujarat. Facing feeble resistanc
from Vaghela king Karna, they looted towns like Somnat!
and desecrated its temple. They captured Vaghela queer

] Kamala Devi and Malik Kafur, who later led Alauddin’s
southern campaigns. Alauddin’s victory extended his control
over Gujarat, adding to his empire’s wealth and resources.

Ranthambor (1301): In 1301, Alauddin commanded Ulugh

Khan and Nusrat Khan to attack Ranthambore, where King

Hammiradeva sheltered mutiny leaders. After Nusrat

Khan’s death, Alauddin led the siege and captured the

fort in July 1301. This conquest demonstrated his military

prowess and strengthened his rule in the northern regions.

Chittor (1303): In the winter of 1302-1303, Alauddin led

an army to conquer Chittor, capital of the Guhila kingdom

| ruled by Ratnasimha, After an eight-month-long siege, he

| captured Chittor, ordering a massacre of local Hindus. This

conquest added to his wealth and territorial control, while
showcasing his determination.

| Warangal (1309-10): In late 1309, Alauddin dispatched

| Malik Kafur to plunder Warangal, aided by Ramachandra.

Kafur marched through Kakatiya territory in January 1310,

ravaging towns en route. Following a month-long siege,

Kakatiya king Prataparudra submitted, offering riches,

possibly including the Koh-i-Noor diamond, as tribute to

Alauddin."
38,"Which one of the following is not correctly matched? 
Ruler            State",Rana Hamir     Mewar,Rana Chunda    Marwar,Malik Raja Farooqi  Khandesh,Malik Sarwar Khwaja Jahan Malwa,U.P.P.C.S.(Pre),2021.0,d,"Exp) Option d is the correct answer

Jaunpur Sultanate, not Malwa sultanate was founded in

1394 by Khwajah-i-Jahan Malik Sarwar, an eunuch slave

and former wazir of Sultan Nasiruddin Muhammad

Shah IV Tughlug, amidst the disintegration of the Delhi

Sultanate’s Tughlag dynasty

Important Tips )
Rana Hamir Singh, a 14th-century Hindu Rajput ruler
of Mewar, Rajasthan, reclaimed the region from the
Tughlag dynasty, becoming the first Maharana of Mewar.

| His reign saw Mewar successfully withstand Turkic
invasions. He built the Annapoorna Mata temple and
Roopnarayan Ji temple in Chittor.

Rana Chunda was the eldest son of Maharana Lakha, the
ruler of Marwar, He is known in history for his sacrifice

| of his rights to the throne, to keep his promise, He was the ,
heir-apparent until he renounced his right in favour of the |
heir born from Hansa Bai, the Rathore princess who was
married to Maharana Lakha.

; Malik Ahmad Raja Farugi founded the Khandesh
Sultanate in Central India (1382-1601). After 17 years as
ruler, he died and was succeeded by his son, Nasser Khan.
The Sultanate had a Persianate society and promoted Islam
peacefully. It was annexed by the Mughal Emperor Akbar
in 1601, :"
39,"Given below are two statements, one is labelled as Assertion (A) and other as Reason (R):

Assertion (A): We have much more information about Cholas than their predecessors.
Reason (R): The Chola rulers adopted the practice of having inscriptions written on the walls of temples giving a historical narrative of their victories.
Select the correct answer from the codes given below:",Both (A) and (R) are true and (R) is the correct explanation of (A).,Both (A) and (R) are true and (R) is not the correct explanation of (A).,(A) is true but (R) is false.,(A) is false but (R) is true.,U.P.P.C.S.(Pre),2020.0,a,"Exp) Option a is the correct answer.

Assertion (A) is correct: Chola dynasty, which ruled over

southern India and Sri Lanka from the 9th to the 13th

century CE, left behind a rich and detailed record of

thelr bistory and culture. The Cholas produced 9 large
ourmber of inscriptions, copper plates, coins, sculptures,
palntings, temples, and monuments, which provide valuable
information about thelr political, social, econorale, religious,
and artlstic aspects. . tee
Reason Js correct and explains the Assertion: Cholé
culers were fond of recording thelr achievements aad
accomplishments In inscriptions, which were engraved
on stone or metal and fixed on the walls or pillars of
temples. The fasceiptions were written in Tamil of Sanskrit
languages, and vsed various xceipts, such as Tamil, Greatha,
Nagar, etc. The inscriptions gave a historical narrative of
the Chola kings’ victories over thele enemies, thelr conquests
and annexations of new territories, theie donations and
endowments to temples and rellgtous institatlons, their titles
and epithets, ther genealogy and chronology, ete, ."
40,"Match list-I with list-II and select the correct answer using the codes given below the lists:
list-I              list-II
(Ruling Dynasties)  (Capitals)

A.Pallava  1.Warangal
B.Pandya   2.Kanchi
C.Yadava   3.Madura
D.Kakatiya 4.Devagiri
Code: 
A B C D",2 1 4 3,2 3 4 1,1 2 3 4,2 4 3 1,U.P.P.C.S.(Pre),2019.0,b,"vs
Exp) Option b fe the correct answer ae
‘The Pailava dynasty ruled in South Indie, particularly in the
region of present-day Tamil Nadu, from the 3rd to the 9th
centary. Thelr capital was Kanchi, which Js now knows as
Kenchiparam. . Pos “
The Pandya dynasty was snother ancient ruling dynasty of
South Indie, with Its stronghold tn the Tamll Nedu region.
Their capital was Madura, now known as Madural.
The Yadava or Sewna dynasty rated In the Deccan region,
particulerty Ia present-dey Maharashira, from the lete
12th to the early 14th century. Their capita! was Devagiri,
tow known ae Daulatabed. . an
The Kekatlya dynasty ruled in the Teleogena reglon of
South India from the 12th to the 14th centory, Their capital
was Warangal. oa . iS
Importaat Tips ws,

A. Pallave: The Pallave dynasty was e powerful kingdom
that ruled over parts of southern Iadla from the 3rd to
the 9th century CE, They were influential in spreading
Indian culture and civilization to Southeast Asia.
They were also pioneers of Dravidian architecture and
sculpture, especially In stone and rock-cul temples.
Thete capital was Kanchi or Kaachipurem, which is
located In Tamit Nadu. Kanch! was 9 major center of
learning, religion, and art. cas

B. Pandya: The Pendya dynasty was.one of the oldest
and longest-lasting Tamil dynasties that ruled over the
southera tip of [India from the 6th century BCE to the
16th century CE. They were knowa for their maritime
trade, naval prowess, and patronage of literature and
cure. Their capital wes Madure or Madurai, which
Is also located in Temil Nadu, Maducal was famous
for ite Meenakshi Temple, which ts dedicated to the
goddess Parvatl and her consort Shiva,” 7 *

C.. Yadava: The Yadeve dynasty was a medieval kingdom
+ that ruled over parts of Maharashtra and Karnataka from
the 9th to the 14th century CE. They were descendants
of the Yedu clan, which clelmed to be related to
_ Krishna, the avatar of Vishnu, They were known for
their cesistance agalnst the Istamic invasions and their
support of various religious sects and movements.
Thele capital was Devegiel o¢ Deulatebad, which is
- altuated in Maharashtra. Devagirl was a fortified city
that had a massive hilltop citadel and e complex water
_bystem, .
D. Kakatlya: The Kakatiya dynasty was a Telugu-speeking
kingdom that ruled over most of Andhra Pradesh end
_ parts of Telangana from the 22th to the 14th century
CE, They were originolly feudatorles of the Western
Chalukyas, but leter became independent and expended
thelr territory through conquests and alliances. They
+ ‘were known for thelr irrigation projects, temple
architecture, and promotion of local languages end
cultures, Thelr capital wes Warangel or Orugaily,
which Is located ia Telangene, Warangel was 0 well-
planned city that had four conceatric fortifications and
a magnificent stone gateway called the Werangal Fort."
41,Which one of the following is NOT the characteristics of ‘Iqta System’?,Iqta was a revenue collection system.,Siyasatnama was the source of information for Iqta system.,Revenue from Iqta was directly deposited in Sultan’s account.,Muqti was supported to maintain troops out of the revenue collected from Iqta.,U.P.P.C.S.(Pre),2019.0,c,".
Bxp) Option ¢ is the correct answer. .
Option als correct: The Iqte systern was primarily e revenue
collection system used to collect land taxes. This collection
was done by Muqtis or Iqtedars. .
Option b ls correct: The Slyasetnems wes the source of
Informatlon for Iqta system, The classical definition of
the iqta systems has beem given by Nizamult Mulk Tust!'s
Siyasatname, According to il, the Iqta was @ revenue
assignment that the mugtl held at the pleasure of the Sultan.
Optton ¢ la incorrect: The Muqtl and Wall collected revenue
fom thelc igta area. They retalned part of revenue for their
own expenses, paid the troops maintained by them and sent
the eucplus (fawazil) to the centre. Hence, the revenue
from Iqte was not directly deposited in Sultan's account.
Option & is correct: The Provincial adroinistration was
headed by the mugti or wali. Mugth was supported to
malntain troops out of the revenue collected from Iqta. He
Seada military campaigns and maintain lew and order In thelr
iqtss. -
. important Tips
Iqte Systera: . .
© The igqta system in India was introduced by the
Ututmlsh of the Dethl Sultanate. The concept was
»*_ bated on Mubarumad Ghori's ideas,
o Iqte'la the Delhi Sultansie means laad or fand revenue
entrusted to a person on specific conditions.

¢ Under the Igta system, the land was divided into several
large and small areas called ‘iqtas, and the sultan ceded
these iqtas to his soldiers, officers, and nobles. -

* The grant of iqta did not imply a right to the land nor
was it hereditary though the holders of iqta tended to
acquire hereditary rights in Firuz Tughlaq’s reign."
42,"Given below are two statements, one is labeled as Assertion (A) and the other as Reason (R)

Assertion (A): Turkish invasions on India were successful.
Reason (R): There was no political unity in North India.

Select the correct answer from the codes given below:","Both (A) and (R) are true, and (R) is correct explanation of (A).","Both (A) and (R) are true, but (R) is not the correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S.(Pre),2018.0,a,"-
Exp) Option a is the correct answer.
Assertion (A) is true: Turkish invasions on India were indeec
successful as various Turkish rulers, notably Muhammac
Ghori and his successors, established their dominance ove
parts of North India. Their strategic military tactics, superio:
organization, and the fragmented political landscape of Indi
facilitated their conquests.
Reason (R) is true: In the [1th and 12th centuries, Nort
India experienced a lack of political cohesion, characterized
by a multitude of fragmented kingdoms and dynasties
Notable among these were the Chahamanas (Chauhans) o:
Delhiand Ajmer, the Gahadavalas of Kannauj, the Tomara:
of Delhi, the Rathors of Kanauj, and the Chalukyas o:
Gujarat, each governed by distinct rulers and pursuing thei:
individual agendas. ;
(R) is correct explanation of (A): The lack of politica
unity in North India made it easier for the Turkish invader:
to conquer different regions since there was no. strong
centralized authority that. could effectively resist thei
advances. The fragmented nature of political power in Nortt
India weakened the resistance against external invasions
thus facilitating the success of the Turkish campaigns."
43,"Which of the following pairs is not correctly matched? 
State-Ruler",Devgiri-Shankar Dev,Warangal-Ramchandra Dev,Hoysal-Veer Ballal,Madura-Veer Pandya,U.P.P.C.S.(Pre),2018.0,b,"Exp) Option b is the correct answer.
Pair 1 correctly matched: Shankardeva (simhana III) wa:
the ruler of the Seuna (Yadava) dynasty of Devagiri from
1308-1311.
Pair 2 incorrectly matched: Ramachandra (1271-1311
CE), a Yadava ruler of Devagiri, seized power by ousting
his cousin and expanded his kingdom by defeating Hindu
neighbors. In 1296 CE, Alauddin Khalji invaded, anc
Ramachandra paid tribute. Alauddin’s later invasion in 1308
led to Ramachandra becoming a Delhi Sultanate vassal. He
aided Alauddin in battles against Kakatiyas and Hoysalas.
Pair 3 correctly matched: Veera Ballala III (1292-1342),
the last significant ruler of Hoysala Empire, united it:
northern and southern branches from Halebidu. He engagec
in conflicts with Yadavas, Pandyas, and faced invasion:
by Alauddin Khalji and Muhammad bin Tughluq from
Delhi. His reign’s challenges contributed to the rise of the
Vijayanagara Empire in South India, supported by Hariharz
I and Bukka Raya I, former military servants.
Pair 4 correctly matched: In 1311 AD, Malik Kafur, unde:
Alauddin Khilji’s command, defeated Vir Pandya, the rule:
of Madurai. This marked the Delhi Sultanate’s dominance
| over the region and showcased Kafur’s military prowess."
44,"During Sultanate period, ‘Diwan-i- Amir-Kohi’ was related with which of the following?",Army,Revenue,Agriculture,Entertainment,U.P.P.C.S.(Mains),2017.0,c,"Exp) Option c is the correct answer.

Diwan-i-Amir-Kohi was Department of Agriculture

introduced by Muhammad Bin Tughlug. This department

was headed by officer Amir-e-Kohi. The aim of this

department was.to improve the condition of cultivation in

Ganga-Yamuna doab, to increase production and bring more

land under cultivation."
45,"Arrange the names of the following historical personalities in correct chronological order
and select the correct answer from the codes given below:

1, Nagabhatta II
2.Mahipala
3.Mahendrapala
4.Vatsaraja
Codes:","2,3,1,4","4,1,3,2","1,2,3,4","3,1,4,2",U.P.P.C.S.(Mains),2017.0,b,"Exp) Option b is the correct answer.

The correct chronological order of the given personalities is:

« Vatsaraja (780-800 CE): Vatsaraja, pratihara king

e« Nagabhatta II (800-833 CE): Nagabhata II, pratihara
king

¢ Mahendrapala I (885-910 CE): Mahendrapala 1,

-  pratihara king

e . Mahipala I (913-944 CE): Mahipala I, the 9th Pratihara
king"
46,"With reference to digging canals for enriching agriculture, who among the following is given the credit of being the first ruler of 14th century?",Balban,Iltutmish,Ghiyasuddin Tughluq,Raziyya Begum,U.P.P.C.S.(Mains),2017.0,c,"Exp) Option c is the correct answer.

Ghiyasuddin ‘Tughlugq is credited as the first ruler of the

14th century to initiate irrigation projects. He embarked

on significant infrastructure ventures, constructing canals

to enhance agriculture by connecting Yamuna with

Ghaggar and Sutlej rivers. In addition to irrigation, his reign

witnessed the construction of bridges, madrasas, mosques,

and other Islamic structures, showcasing his commitment

to both agricultural and architectural advancements,"
47,Who among the following Chola rulers is credited to have built a huge artificial lake known as Chola Gangam?,Rajaraja-I,Rajendra,Rajdhiraja,Rajaraja-II,U.P.P.C.S.(Mains),2016.0,b,"Exp) Option b is the correct answer.

Rajendra is credited to have built a huge artificial lake

known as Chola Gangam, which means “the Ganges of the

Cholas”. It was located near his new capital of Gangaikonda

Cholapuram, and was fed by the waters of the Kollidam river,

a tributary of the Kaveri River. The lake was about 16 km

long and 5 km wide and had a capacity of 16 million cubic

meters. The lake was used for irrigation, navigation, and

recreation purposes. The lake also symbolized Rajendra’s

conquest of the Ganges region and his imperial ambition.

The lake was praised by many poets and historians, such as

Kamban, Jayamkondar, etc."
48,Who was called ‘a slave of a slave’?,Mohd.Ghori,Qutbuddin Aybak,Balban,Iltuimish,U.P.P.C.S.(Pre),2016.0,d,"Exp) Option d is the correct answer.

Shams ud-Din Iltutmish earned the moniker ‘a slave of a

slave. Sold into slavery as a young boy, Iltutmish spent his

early life in Bukhara and Ghazni under multiple masters.

In the late 1190s, Qutb ud-Din Aibak, a Ghurid slave-

commander, purchased him in Delhi, furthering his status

as a slave of a slave. Thriving under Aibak’s tutelage, he

received the significant iqta’ of Badaun. His actions against

the Khokhar rebels in 1205-1206 captured the attention of

the Ghurid ruler Muhammad of Ghor, who freed him even

before Aibak’s manumission."
49,Who among the following composed poems with the penname “Gulrukhi’?,Firuz Shah Tughluq,Bahlul Lodhi,Sikandar Lodhi,Ibrahim Lodhi,U.P.P.C.S.,,c,"Exp) option ¢ is the correct answer.

Svi.am Sikandar Lodi composed poems under the pea
name ‘Gulrekbl, He was known for his fondness for
Heeratuce and poetry and wrote 130 verses Io the Persian
language. His patronage of learning and scholarship during
bis reign contributed to a renaissance of poetry and music
in Delhi, The rere musical composition “Lehdjat Slkender
Shebj wa-tote’lf-( la-zoutenebl” was e resalt of bis [ntercat
In Indlan music. This showcased his talents as @ scholer,
poet, and supporter of the arts,"
