Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
12," <p>With reference to Indian economy, demand-pull inflation can be caused/increased by which of the following? </p><p>1. Expansionary policies </p><p>2. Fiscal stimulus </p><p>3. Inflation-indexing wages </p><p>4. Higher purchasing power </p><p>5. Rising interest rates </p><p>Select the correct answer using the code given below.</p>","(a) 1, 2 and 4 only","(b) 3, 4 and 5 only","(c) 1, 2, 3 and 5 only","(d) 1, 2, 3, 4 and 5",Economics (Macroeconomics),a,Easy,,"<ul><li>Demand Pull Inflation- This type of inflation is caused by increase in demand and when the demand in the economy outgrows the supply in the economy. This kind of inflation can be described by “too much money chasing too few goods”. One of the reasons for demand pull inflation can be the increase in money supply, by way of increased salary, increased government expenditure etc. </li><li>First statement- expansionary policies whether it is fiscal or monetary. </li><li>Expansionary fiscal policy is defined as an increase in government expenditures and/or a decrease in taxes. Expansionary monetary policy increases the supply of money in an economy by making credit supply easily available. so expansionary policy can cause demand pull inflation in the economy. Hence, statement 1 is Correct. </li><li>Second statement- Fiscal stimulus- it is the part of expansionary policies of the government. It is used by the government to stimulate the economy by way of tax rebates, various incentives, stimulate private sector economic activities thus job creation, etc. So it can also lead to Demand Pull Inflation in the economy. Hence, statement 2 is Correct. </li><li>Third statement- Inflation-indexing wages, wages in the economy is linked to the inflation which means wage moves as inflation changes in the economy. Such indexing is provided to reduce the effect of inflation on wages. For example- a worker is getting 100 rs as a wage and inflation in the economy increases to 5%, so wage of the worker increases by 5% i.e. 105. So effective change in the wages is zero and it does not increase/decrease purchasing power. So, it can not lead to demand pull inflation in the economy. Hence, statement 3 is not correct. </li><li>Higher purchasing power- If purchasing power increases in the economy (for example previously a household has an income of 100 rs and out of that 50 rs is spending, if the spending capacity of this household increases to 60 rs then it can demand more goods/services in the economy.) and it can lead to demand pull inflation in the economy. <strong>Hence, statement 4 is correct. </strong></li><li>Rising interest rates- It decreases the money supply in the economy. This may result in credit crunch in the economy. It is costlier to borrow money in the economy and it leads to decreased money supply. So, it can not cause demand pull inflation in the economy. </li><li><strong>Hence, statement 5 is not correct.</strong></li></ul>"
13," <p>With reference to India, consider the following statements:</p><p>1. Retail investors through demat account can invest in 'Treasury Bills' and 'Government of India Debt Bonds' in primary market.</p><p>2. The 'Negotiated Dealing System-Order Matching' is a government securities trading platform of the Reserve Bank of India.</p><p>3. The 'Central Depository Services Ltd' is jointly promoted by the Reserve Bank of India and the Bombay Stock Exchange.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 1 and 2,(c) 3 only,(d) 2 and 3,Economics (Macroeconomics),b,Medium,,"<ul><li>In February, 2021, RBI allowed retail investors to directly purchase government bonds by opening gilt accounts with RBI. RBI has provided retail investors with online access to the government securities market (primary and secondary) through the RBI (Retail Direct). </li><li><strong>Hence statement 1 is correct. </strong></li><li>Previously, retail investors can purchase government bonds by registering themselves on stock exchanges for non-competitive bids. Other route for retail investors is to buy government bonds is government securities (gilt) mutual funds. These are mutual funds which in turn invest in government securities. </li><li>Negotiated Dealing System-Order Matching(NDS-OM) is a screen based electronic anonymous order matching system for secondary market trading in Government securities owned by RBI. The membership of the system is open to entities like Banks, Primary Dealers, Insurance Companies, Mutual Funds etc. i.e. entities who maintain SGL accounts with RBI. <strong>Hence, statement 2 is correct.</strong></li><li>Central Depository Services Ltd (CDSL) was promoted by BSE Ltd. jointly with leading banks such as State Bank of India, Bank of India, Bank of Baroda, HDFC Bank, Standard Chartered Bank and Union Bank of India. </li><li>CDSL was set up with the objective of providing convenient, dependable and secure depository services at affordable cost to all market participants. A Depository facilitates holding of securities in the electronic form and enables securities transactions to be processed by book entry.<strong> Hence, statement 3 is not correct. </strong></li></ul>"
14," <p>With reference to 'Water Credit', consider the following statements:</p><p>1. It puts microfinance tools to work in the water and sanitation sector.</p><p>2. It is a global initiative launched under the aegis of the World Health Organization and the World Bank.</p><p>3. It aims to enable the poor people to meet their water need without depending on subsidies.</p><p>Which of the statements given above are correct?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Economics (Macroeconomics),c,Medium,,"<ul><li>Water.org is a global nonprofit organization working to bring water and sanitation to the world. It started the initiative of WaterCredit loan program to address the barrier of affordable financing for safe water and sanitation. </li><li><strong>Hence, statement 2 is not correct. </strong></li><li>WaterCredit is a powerful solution and the first to put microfinance tools to work in the water and sanitation sector. WaterCredit helps bring small loans to those who need access to affordable financing and expert resources to make household water and toilet solutions a reality.</li><li>How it works</li></ul><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">1. It identifies a region where people need access to water and sanitation and that is ready for a microfinance solution.</p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">2. It partners with carefully selected institutions to provide affordable financing for water and sanitation to families in need.</p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">3. These microfinance partners establish water and sanitation loans in their portfolio of offerings. It supports them by providing technical assistance, connections and resources to get them started.</p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">4. People in need use these small, affordable loans to put a tap or toilet in their homes and access local resources to do the work. It enables poor households to meet their water and sanitation needs without depending on subsidies. </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">5. Every repaid loan can be lent to another family in need of safe water or sanitation.</p><ul><li><strong>Hence, statements 1 and 3 are correct.</strong></li><li><strong>Hence option (c) is the correct answer.</strong></li></ul>"
15," <p>In India, the central bank's function as the 'lender of last resort' usually refers to which of the following? </p><p>1. Lending to trade and industry bodies when they fail to borrow from other sources </p><p>2. Providing liquidity to the banks having a temporary crisis </p><p>3. Lending to governments to finance budgetary deficits </p><p>Select the correct answer using the code given below. </p>",(a) 1 and 2,(b) 2 only,(c) 2 and 3,(d) 3 only,Economics (Macroeconomics),b,Easy,,"<ul><li>The Reserve Bank of India was established on April 1, 1935 in accordance with the provisions of the Reserve Bank of India Act, 1934. </li><li>Though originally privately owned, since nationalisation in 1949, the Reserve Bank is fully owned by the Government of India. </li><li>The functions of the Reserve Bank can be categorised as follows: </li></ul><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">1. Monetary policy </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">2. Regulation and supervision of the banking and non-banking financial institutions, including credit information companies </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">3. Regulation of money, forex and government securities markets as also certain financial derivatives </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">4. Debt and cash management for Central and State Governments </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">5. Management of foreign exchange reserves </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">6 Foreign exchange management—current and capital account management </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">7. Banker to banks </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">8. Banker to the Central and State Governments </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">9. Oversight of the payment and settlement systems </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">10. Currency management </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">11. Developmental role </p><p data-mce-style=""padding-left: 40px;"" style=""padding-left: 40px;"">12. Research and statistics </p><ul><li>As a Banker to Banks, the Reserve Bank also acts as the ‘lender of the last resort’. It can come to the rescue of a bank that is solvent but faces temporary liquidity problems by supplying it with much needed liquidity when no one else is willing to extend credit to that bank. The Reserve Bank extends this facility to protect the interest of the depositors of the bank and to prevent possible failure of the bank, which in turn may also affect other banks and institutions and can have an adverse impact on financial stability and thus on the economy.</li></ul>"
16, <p>R2 Code of Practices' constitutes a tool available for promoting the adoption of </p>,(a) environmentally responsible practices in electronics recycling industry,(b) ecological management of 'Wetlands of International Importance' under the Ramsar Convention,(c) sustainable practices in the cultivation of agricultural crops in degraded lands.,(d) 'Environmental Impact Assessment' in the exploitation of natural resources,Current Affairs,a,Difficult,t,"<ul><li>R2 stands for Responsible Recycling and is a standard specifically created for the electronics recycling industry by Sustainable Electronics Recycling International (SERI). <strong>Hence, option (a) is the correct answer</strong>. </li><li>SERI is the housing body and ANSI-accredited Standards Development Organization for the R2 Standard: Responsible Recycling Practices for Use in Accredited Certifications Programs. </li><li>Stakeholders who contributed to the creation of these standards include the U.S. Environmental Protection Agency (the EPA was responsible for a study of the implementation of the R2 standards); regulators from state agencies; electronics recyclers, refurbishers, and their trade associations; OEMs/customers of electronics recycling services; and non-governmental organizations. </li></ul>"
17, <p>Why is there a concern about copper smelting plants? </p><p>1. They may release lethal quantities of carbon monoxide into environment. </p><p>2. The copper slag can cause the leaching of some heavy metals into environment. </p><p>3. They may release sulphur dioxide as a pollutant. </p><p>Select the correct answer using the code given below. </p>,(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Environment,b,Difficult,t,"<ul><li>Smelting is a process of applying heat to ore in order to extract a base metal. The copper concentrates are fed through the flash smelting furnace with oxygen-enriched air. In the furnace, the concentrates are instantly oxidized, after which they melt and separate by their own reaction heat into copper matte with a grade of 65% and slag consisting of iron oxide, silica, and other compounds. </li><li>Extractive metallurgical and smelting processes can be highly polluting activities. Some facilities that carry out metal and smelting processes are known to emit high quantities of air pollutants such as hydrogen fluoride, <strong>sulfur dioxide, </strong>oxides of nitrogen, offensive and noxious smoke fumes, vapors, gases, and other toxins. </li><li>Due to the application of pyro-metallurgical processes in copper smelters, significant air pollution occurs with suspended particles. These particles contain high concentrations of Lead (Pb), Cadmium (Cd), Nickel (Ni) and Arsenic (As). Copper slag can have heavy metals like cobalt, zinc, arsenic, lead, cadmium, barium etc. Slag can release these elements into the environment under natural weathering conditions and cause pollution of soils, surface waters and groundwater. <strong>Hence, statement 2 is correct. </strong></li><li>Organic vapors and sulfur oxides resulting from secondary smelting roasting operations and fuel combustion can cause smog, containing ozone, fine airborne particles, nitrogen oxides, sulfur dioxide and carbon monoxide. Carbon monoxide poisoning typically occurs from breathing in carbon monoxide (CO) at excessive levels. <strong>Hence, statement 1 is not correct and 3 is correct. </strong></li></ul>"
18," <p>With reference to furnace oil, consider the following statements: </p><p>1. It is a product of oil refineries. </p><p>2. Some industries use it to generate power. </p><p>3. Its use causes sulphur emissions into environment. </p><p>Which of the statements given above are correct?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Environment,d,Medium,,"<ul><li>Fuel oil (also known as heavy oil, marine fuel, bunker, furnace oil, or gasoil) is a fraction obtained from petroleum distillation. <strong>Hence, statement 1 is correct.</strong></li><li>Diesel-based power plants may use Diesel, Furnace Oil, Heavy Fuel Oil (HFO), Low Sulfur Fuel Oil (LSFO) or Low Sulfur Heavy Stock (LSHS). The Basin Bridge Diesel Generator Power Plant (DGPP) in Tamil Nadu was one such example. <strong>Hence, statement 2 is correct.</strong></li><li>The oxides of sulphur (SOx; SO<sub>2</sub> + SO<sub>3</sub>) emissions are a direct result of the sulphur content of the fuel oil. During the combustion process this fuel-bound sulphur is rapidly oxidised to sulphur dioxide (SO<sub>2</sub>). A small fraction of the SO<sub>2</sub>, some 3-5% may be further oxidised to sulphur trioxide (SO3) within the combustion chamber and exhaust duct. <strong>Hence, statement 3 is correct.</strong></li></ul>"
19, <p>What is blue carbon?</p>,(a) Carbon captured by oceans and coastal ecosystems,(b) Carbon sequestered in forest biomass and agricultural soils,(c) Carbon contained in petroleum and natural gas,(d) Carbon present in atmosphere,Current Affairs,a,Easy,,"<ul><li>Blue carbon is the term for carbon captured by the world's ocean and coastal ecosystems. <strong>Hence, option (a) is the correct answer. </strong></li><li>Sea grasses, mangroves, and salt marshes along our coast ""capture and hold"" carbon, acting as something called a carbon sink. </li><li>These coastal systems, though much smaller in size than the planet's forests, sequester this carbon at a much faster rate, and can continue to do so for millions of years. </li></ul>"
20," <p>In the nature, which of the following is/are most likely to be found surviving on a surface without soil?</p><p>1. Fern</p><p>2. Lichen</p><p>3. Moss</p><p>4. Mushroom</p><p>Select the correct answer using the code given below.</p>",(a) 1 and 4 only,(b) 2 only,(c) 2 and 3,"(d) 1, 3 and 4",Environment,c,Easy,,"<ul><li>A fern is a member of a group of vascular plants that reproduce via spores and have neither seeds nor flowers. Ferns require indirect sunlight, moist soil, and a humid atmosphere. Ferns prefer potting soil with good drainage and high organic content. <strong>Hence, option 1 is not correct.</strong></li><li>Lichens are a complex life form that is a symbiotic partnership of two separate organisms, a fungus and an alga. only require an undisturbed surface, time, and clean air. Lichens grow on any undisturbed surface--bark, wood, mosses, rock, soil, peat, glass, metal, plastic, and even cloth. <strong>Hence option 2 is correct.</strong></li><li>Mosses are non-flowering plants which produce spores and have stems and leaves, but don't have true roots. Moss is very low maintenance and needs virtually nothing except shade and moisture to thrive. <strong>Hence option 3 is correct.</strong></li><li>A mushroom or toadstool is the fleshy, spore-bearing fruiting body of a fungus, typically produced above ground, on soil, or on its food source. Mushrooms can be cultivated hydroponically as fungi. <strong>Hence option 4 is not correct.</strong></li></ul>"
21, <p>Which one of the following is used in preparing a natural mosquito repellent?</p>,(a) Congress grass,(b) Elephant grass,(c) Lemongrass,(d) Nut grass,Environment,c,Easy,,"<ul><li>Citronella the essential oil found in Lemongrass is registered with the FDA. It is the most widely used natural mosquito repellent found in candles, sprays, and lotions. To help deter mosquitoes with its strong fragrance, plant lemongrass along walkways and in locations close to seating areas. <strong>Hence, option (c) is the correct answer.</strong></li></ul>"
22, <p>Consider the following kinds of organisms: </p><p>1. Copepods </p><p>2. Cyanobacteria </p><p>3. Diatoms </p><p>4. Foraminifera </p><p>Which of the above are primary producers in the food chains of oceans?</p>,(a) 1 and 2,(b) 2 and 3,(c) 3 and 4,(d) 1 and 4,Environment,b,Medium,,"<ul><li>Autotrophs or primary producers are organisms that acquire their energy from sunlight and materials from nonliving sources. </li><li>Copepods are a group of small crustaceans found in nearly every freshwater and saltwater habitat. Copepods are major secondary producers in the World Ocean. They represent an important link between phytoplankton, microzooplankton and higher trophic levels such as fish. They are an important source of food for many fish species but also a significant producer of detritus. <strong>Hence, option 1 is not correct. </strong></li><li>Cyanobacteria, also called blue-green algae, are microscopic organisms found naturally in all types of water. Cyanobacteria are important primary producers and form a part of the phytoplankton. They may also form biofilms and mats (benthic cyanobacteria). <strong>Hence option 2 is correct. </strong></li><li>Diatoms are photosynthesising algae, they have a siliceous skeleton (frustule) and are found in almost every aquatic environment including fresh and marine waters. Diatoms are one of the major primary producers in the ocean, responsible annually for ~20% of photosynthetically fixed CO<sub>2</sub> on Earth. <strong>Hence option 3 is correct.</strong> </li><li>Foraminifera are single-celled organisms, members of a phylum or class of amoeboid protists characterized by streaming granular ectoplasm for catching food and other uses. <strong>Hence, option 4 is not correct. </strong></li></ul>"
23," <p>Consider the following animals: </p><p>1. Hedgehog </p><p>2. marmot </p><p>3. Pangolin </p><p>to reduce the chance of being captured by predators, which of the above organisms rolls up/roll up and protects/protect its/their vulnerable parts?</p>",(a) 1 and 2,(b) 2 only,(c) 3 only,(d) 1 and 3,Environment,d,Medium,,"<ul><li>Hedgehogs are a small mammal with short limbs and a body low to the ground. When they are frightened, or annoyed, <strong>hedgehogs will roll into a ball</strong> so that an predator will feel the full brunt of its sharp spines and will then leave the hedgehog alone. <strong>Hence option 1 is correct. </strong></li><li><strong>Marmots</strong> are relatively large ground squirrels in the genus Marmota, with 15 species living in Asia, Europe, and North America. These herbivores are active during the summer when often found in groups, but are not seen during the winter when they hibernate underground. They are the heaviest members of the squirrel family. They do not roll up when threatened. <strong>Hence, option 2 is not correct. </strong></li><li>Pangolins are uniquely covered in tough, overlapping scales. These mammals eat ants and termites using an extraordinarily long, sticky tongue, and are able to <strong>quickly roll themselves up into a tight ball</strong> when they feel threatened. <strong>Hence option 3 is correct. </strong></li></ul>"
24," <p>With reference to the 'New York Declaration on Forests', which of the following statements are correct?</p><p>1. It was first endorsed at the United Nations Climate Summit in 2014.</p><p>2. It endorses a global timeline to end the loss of forests.</p><p>3. It is a legally binding international declaration.</p><p>4. It is endorsed by governments, big companies and indigenous communities.</p><p>5. India was one of the signatories at its inception.</p><p>Select the correct answer using the code given below.</p>","(a) 1, 2 and 4","(b) 1, 3 and 5",(c) 3 and 4,(d) 2 and 5,Environment,a,Difficult,t,"<ul><li>The New York Declaration on Forests (NYDF) is a political declaration calling for global action to protect and restore forests. It offers a common, multi-stakeholder framework for forest action, consolidating various initiatives and objectives that drive forest protection, restoration, and sustainable use.</li><li>It is a voluntary and non-legally binding political declaration which grew out of dialogue among governments, companies and civil society, spurred by the United Nations Secretary-General's Climate Summit held in New York in 2014. <strong>Hence, statements 1 and 4 are correct while statement 3 is not correct. </strong></li><li>The declaration includes ambitious targets to end natural forest loss by 2030, with a 50% reduction by 2020 as a milestone toward its achievement. <strong>Hence, statement 2 is correct.</strong></li><li>The Declaration is currently endorsed by over 190 entities including more than 50 governments, more than 50 of the world’s biggest companies, and more than 50 influential civil society and indigenous organizations. It is not endorsed by India. <strong>Hence, statement 5 is not correct.</strong></li></ul>"
25," <p>Magnetite particles, suspected to cause neurodegenerative problems, are generated as environmental pollutants from which of the following?</p><p>1. Brakes of motor vehicles</p><p>2. Engines of motor vehicles</p><p>3. Microwave stoves within homes</p><p>4. Power plants</p><p>5. Telephone lines</p><p>Select the correct answer using the code given below.</p>","(a) 1, 2, 3 and 5 only","(b) 1, 2 and 4 only","(c) 3, 4 and 5 only","(d) 1, 2, 3, 4 and 5",Environment,d,Difficult,t,"<ul><li>Magnetite can have potentially large impacts on the brain due to its unique combination of redox activity, surface charge and strongly magnetic behaviour. Airborne magnetite pollution particles &lt; ~200 nm in size can access the brain directly via the olfactory and/or trigeminal nerves, bypassing the blood-brain barrier. These tiny particles, each less than a thousandth the width of a human hair, are generated by a wide variety of processes, both natural and fabricated, including <strong>forest fires and wood-burning stoves, road traffic pollution, and many high-temperature industrial processes.</strong></li><li>In addition to occupational settings (including, for example, exposure to printer toner powders), higher concentrations of magnetite pollution nanoparticles may arise in the indoor environment from open fires or <strong>poorly-sealed stoves used for cooking</strong> and/or heating, and in the outdoor environment from <strong>vehicle (tailpipe and brake wear)</strong> and/or<strong> industrial PM sources.</strong></li></ul>"
26, <p>Which one of the following is a filter feeder?</p>,(a) Catfish,(b) Octopus,(c) Oyster,(d) Pelican,Environment,c,Medium,,"<ul><li>Filter Feeder is an animal (such as a clam or baleen whale) that obtains its food by filtering organic matter or minute organisms from a current of water that passes through some part of its system. </li><li>Oysters are natural filter feeders. This means they feed by pumping water through their gills, trapping particles of food as well as nutrients, suspended sediments and chemical contaminants. <strong>Hence, option (c) is the correct answer. </strong></li></ul>"
27," <p>In case of which one of the following biogeochemical cycles, the weathering of rocks is the main source of release of nutrient to enter the cycle?</p>",(a) Carbon cycle,(b) Nitrogen cycle,(c) Phosphorus cycle,(d) Sulphur cycle,Environment,c,Easy,,"<ul><li>Much of the phosphorus on Earth is tied up in rock and sedimentary deposits, from which it is released by weathering, leaching, and mining. </li><li>Phosphorus moves in a cycle through rocks, water, soil and sediments and organisms. Over time, rain and weathering cause rocks to release phosphate ions and other minerals. This inorganic phosphate is then distributed in soils and water.<strong> Hence, option (c) is the correct answer.</strong></li></ul>"
28, <p>Which of the following are detritivores?</p><p>1. Earthworms</p><p>2. Jellyfish</p><p>3. Millipedes</p><p>4. Seahorses</p><p>5. Woodlice</p><p>Select the correct answer using the code given below.</p>,"(a) 1, 2 and 4 only","(b) 2, 3, 4 and 5 only","(c) 1, 3 and 5 only","(d) 1, 2, 3, 4 and 5",Environment,c,Medium,,"<ul><li>Detritivores are heterotrophs that obtain nutrients by consuming detritus. There are many kinds of invertebrates, vertebrates and plants that carry out coprophagy. By doing so, all these detritivores contribute to decomposition and the nutrient cycles. </li><li>Examples of detritivores are earthworms, blowflies, millipedes, maggots, and woodlice.  </li><li>Seahorse is considered a secondary consumer. They occupy a middle position in their food chain. Seahorses do not have teeth; they suck in their food and swallow it whole. Thus their prey needs to be very small. Primarily, seahorses feed on plankton, small fish and small crustaceans, such as shrimp and copepods. Fish, jellyfish and crustaceans are common secondary consumer. <strong>Hence, option (c) is the correct answer. </strong></li></ul>"
29," <p>The 'Common Carbon Metric', supported by UNEP, has been developed for </p>",(a) assessing the carbon footprint of building operations around the world,(b) enabling commercial farming entities around the world to enter carbon emission trading,(c) enabling governments to assess the overall carbon footprint caused by their countries,(d) assessing the overall carbon foot-print caused by the use of fossil fuels by the world in a unit time,Environment,a,Difficult,t,"<ul><li>The Common Carbon Metric is the calculation used to define measurement, reporting, and verification for GHG emissions associated with the operation of buildings types of particular climate regions. It does not include value-based interpretation of the measurements such as weightings or benchmarking. <strong>Hence, option (a) is the correct answer. </strong></li><li>While it is not a building rating tool, it is consistent with methods for assessing the environmental performance of buildings used globally. </li><li>The Common Carbon Metric is applied to the specific inventory of the buildings under study. Such an inventory can be developed from a top-down or bottom-up approach, depending on the scope and goal of the investigation.</li></ul>"
30, <p>Which of the following have species that can establish symbiotic relationship with other organisms? </p><p>1. Cnidarians </p><p>2. Fungi </p><p>3. Protozoa </p><p>Select the correct answer using the code given below. </p>,(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Environment,d,Difficult,t,"<ul><li><strong>Cnidarian,</strong> also called coelenterate are mostly marine animals. They include the corals, hydras, jellyfish, Portuguese men-of-war, sea anemones, sea pens, sea whips, and sea fans. The relationship between cnidarians and dinoflagellate algae is termed as ""symbiotic"", because both the animal host and the algae are benefiting from the association. It is a mutualistic interaction</li><li><strong>Fungi </strong>have several mutualistic relationships with other organisms. In mutualism, both organisms benefit from the relationship. Two common mutualistic relationships involving fungi are mycorrhiza and lichen.</li><li>Termites have a mutualistic relationship with <strong>protozoa</strong> that live in the insect's gut. The termite benefits from the ability of bacterial symbionts within the protozoa to digest cellulose. <strong>Hence option (d) is the correct answer.</strong></li></ul>"
31," <p>With reference to Chausath Yogini Temple situated near Morena, consider the following statements: </p><p>1. It is a circular temple built during the reign of Kachchhapaghata Dynasty. </p><p>2. It is the only circular temple built in India. </p><p>3. It was meant to promote the Vaishnava cult in the region. </p><p>4. Its design has given rise to a popular belief that it was the inspiration behind the Indian Parliament building. </p><p>Which of the statements given above are correct? </p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 4,"(d) 2, 3 and 4",Art And Culture,c,Medium,,"<ul><li>The Chausath Yogini temple is in Morena district 40 kilometres from Gwalior. According to an inscription dated to 1323 CE (Vikram Samvat 1383), the temple was built by the Kachchhapaghata king Devapala (1055 – 1075).<strong> Hence statement 1 is correct.</strong></li><li>The cells and the main shrine are flat topped, but it is believed that initially each had a shikhara on top. While the 64 Yoginis originally placed in the 64 subsidiary shrines are now missing, a Shiva linga has taken their places in each cell. The central shrine also holds a Shivalinga. The uniqueness of this Yogini temple is its circular shape that is popularly believed to have inspired the design of the Indian Parliament. The circular shape is likely to have represented a Sri-Yantra in which the Yoginis reside, with the Supreme Yogini or Maha Sakti residing in the centre (represented by the circular central main shrine). It is not the only circular temple built in India. <strong>Hence statements 2 and 3 are not correct and statement 4 is correct.</strong></li><li><strong>Hence option (c) is the correct answer. </strong></li></ul>"
32, <p>Which one of the following ancient towns is well-known for its elaborate system of water harvesting and management by building a series of dams and channelizing water into connected reservoirs?</p>,(a) Dholavira,(b) Kalibangan,(c) Rakhigarhi,(d) Ropar,History (Ancient India),a,Easy,,"<ul><li>Dholavira is located on Khadir bet island in the Rann of Kutch in Gujarat. In protohistoric times, water levels in the Rann may have been higher than they are today, allowing boats to sail from the coast up to the site. The architecture of Dholavira shows a large-scale use of sandstone, combined in places with mud-brick—a feature of the Harappan sites of Gujarat.</li><li>The city had an impressive and <strong>unique water harvesting and management system.</strong> It can be noted that this area receives less than 160 cm of rain every year and is very prone to droughts. The site is flanked by two streams—the Manhar and Mandsar.<strong> Dams were built across these to channelize their water into reservoirs. Hence option (d) is the correct answer.</strong></li></ul>"
33," <p>In the first quarter of seventeenth century, in which of the following was/were the factory/factories of the English East India Company located? </p><p>1. Broach </p><p>2. Chicacole </p><p>3. Trichinopoly </p><p>Select the correct answer using the code given below. </p>",(a) 1 only,(b) 1 and 2,(c) 3 only,(d) 2 and 3,History (Modern India),a,Medium,,"<ul data-mce-style=""list-style-type: circle;"" style=""list-style-type: circle;""><li>English East India Company was formed by a group of merchants known as the ‘Merchant Adventures’ in 1599. A charter to the new Company was granted by Queen Elizabeth (December, 1600) giving it the monopoly of Eastern trade for 15 years.</li><li><strong>Establishment of Factories by East India Company: </strong><ul data-mce-style=""list-style-type: circle;"" style=""list-style-type: circle;""><li><strong>West Coast:</strong> The English established factories at <strong>Agra, Ahmadabad, Baroda and Broach by 1619,</strong> all of which were placed under the control of the president and council of the Surat factory. The company acquired Bombay from Charles II on lease at an annual rental often pounds in 1668.</li><li>South-eastern Coast: Factories were established at <strong>Masulipatam (1611) and Armagaon near Pulicat (1626). </strong></li><li>Eastern India: Factories were set up at <strong>Hariharpur and Balasore in Orissa (1633), at Hugli in 1651, </strong>followed by those at Patna, Dacca, Kasimbazar in Bengal and Bihar.</li></ul></li><li><strong>Hence option (a) is the correct answer.</strong> </li><li>Moreover, during Carnatic wars (18th C), in return for the French help to Salabat Jung, to the throne of Hyderabad as Nizam, Salabat granted the French the area in Andhra known as Northern Circars (The Northern Circars were 5 in number: Chicacole (Srikakulam), Rajahmundry, Eluru, Kondapalli and Guntur)-So during the first quarter of 17th C, <strong>Chicacole was under the control of regional kingdoms-there was no East India company factory here.</strong></li><li>Also during the same Carnatic wars, <strong>Trichinopoly was under the Kingdom of Arcot, as there was famous incident of seize of Trichinopoly. There was no EIC factory here too.</strong></li></ul>"
