Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
11, <p>Under which Article of the Indian Constitution did the President give his assent to the ordinance on electoral reforms when it was sent back to him by the Union Cabinet without making any changes (in the year 2002)? </p>,(a)  Article 121,(b)  Article 122,(c)  Article 123,(d)  Article 124,Polity and Governance,c,Medium,Applied(A),"<ul><li style=""text-align: justify;"">Under Article 123 of the Indian Constitution, President has the power to promulgate ordinance while for the Governor of a State can do the same under Article 213. Article 111 – The President may return the Bill (if it is not a Money Bill) to the Houses to reconsider, and when a Bill is so returned the Houses shall reconsider the Bill accordingly, and if the Bill is passed again by the Houses with or without amendment and presented to the President for assent, the President shall not withhold assent there from.</li></ul>"
12, <p>Under which Article of the Indian Constitution did the President make a reference to the Supreme Court to seek the Court’s opinion on the Constitutional validity of the Election Commission’s decision on deferring the Gujarat Assembly elections (in the year 2002)?</p>,(a)  Article 142,(b)  Article 143,(c)  Article 144,(d)  Article 145,Polity and Governance,b,Medium,Fundamental(F),<ul><li>Article 143 – The Power of President to consult Supreme Court.</li></ul>
13," <p>Consider the following statements: </p><p>In the electoral college for Presidential Election in India,</p><p>1. The value of the vote of an elected Member of Legislative Assemble equals </p><p>                                 <span style=""text-decoration: underline;"">State Population </span></p><p>              Number of Elected MLAs of the State x 100.</p><p>2. The value of the vote of an elected Member of Parliament equals </p><p>                 <span style=""text-decoration: underline;"">  Total Value of the votes of all elected MLAs </span></p><p>                              Total Number of elected MPs.</p><p>3. There were more than 5000 members in the latest elections.</p><p> Which of these statements is/are correct?</p>",(a)  1 and 2,(b)  Only 2,(c)  1 and 3,(d)  Only 3,Polity and Governance,b,Difficult,tFundamental(F),<ul><li>Value of an elected MLA = State Population / No. of elected MLA’s of the State x 1000.</li></ul>
14," <p>As per Indian Protocol, who among the following ranks highest in the order of precedence? </p>",(a)  Deputy Prime Minister,(b)  Former President,(c)  Governor of a State within his State,(d)  Speaker of Lok Sabha,Polity and Governance,c,Medium,Fundamental(F),<ul><li>The order of Precedence for the given optional is Governor of a State within his state &gt; Former Presidents. Deputy Prime Minister &gt; Lok Sabha Speaker.</li></ul>
15, <p>Consider the following statements: </p><p>The function(s) of the Finance Commission is/are:</p><ol><li>To allow the withdrawal of the money out of the Consolidated Fund of India.</li><li>To allocate between the States the shares of proceeds of taxes.</li><li>To consider applications for grants-in-aid from States.</li><li>To supervise and report on whether the Union and State governments are levying taxes in accordance with the budgetary provisions.</li></ol><p>Which of these statements is/are correct?</p>,(a)  Only 1,(b)  2 and 3,(c)  3 and 4,"(d)  1, 2 and 4",Polity and Governance,b,Medium,Fundamental(F),<p>Functions of Finance Commission are to recommend:</p><ul><li>The distribution of the net proceeds of taxes to be shared between the Centre and the State.</li><li>The principles that should govern the grants-in-aid to the States by the Centre.</li><li>Measures needed to augment the Consolidated Fund of a State.</li></ul>
16," <p>Which one of the following High Courts has the Territorial Jurisdiction over Andaman and Nicobar Islands?</p>
",(a)  Andhra Pradesh,(b)  Calcutta,(c)  Madras,(d)  Orissa,Polity and Governance,b,Easy,Fundamental(F),"<ul>
<li>The Calcutta High Court has the territorial jurisdiction over West Bengal, it is having Circuit Bench at Port Blair.</li>
</ul>"
17, <p>Assertion (A): The amount of moisture in the atmosphere is related to latitude.</p><p>Reason (R): The capacity to hold moisture in the form of water vapor is related to temperature.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,a,Medium,Applied(A),"<p>The amount of moisture in the atmosphere is related to latitude. Because, according to the change in latitudes, temperature also varies on the earth. Temperature directly influences the moisture holding capacity of the atmosphere.</p>"
18," <p>What is the correct sequence of the rivers-Godavari, Mahanadi, Narmada and Tapi in the descending order of their lengths?</p>",(a)  Godavari – Mahanadi – Narmada – Tapi,(b)  Godavari – Narmada – Mahanadi – Tapi,(c)  Narmada – Godavari – Tapi – Moahanadi,(d)  Narmada – Tapi – Godavari – Mahanadi,Geography,b,Medium,Applied(A),"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal"">Godavari with 1465 km, length, Mahanadi with 828 km length,
are flowing from west to east. Narmada with 1312 km length, Tapi with 724 km
length are flowing from east to west. So, the descending order of their lengths
is Godavari &gt; Narmada &gt; Mahanadi &gt; Tapi.</p>
</div>"
19, <p>Assertion (A): Coal-based thermal power stations contribute to acid-rain.</p><p>Reason (R): Oxides of carbon are emitted when coal burns.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Ecology and Environment,b,Medium,Applied(A),"<p>Coal based thermal power stations emit the oxides of Carbon (like CO, CO2 etc.) Sulphur (SO2), Nitrogen (NO2, N2O) etc. with the combustion of coal. When coal burns. After reacting with the atmospheric moisture these oxides produce acids and contribute to acid rains. So, both statements are correct and R is the correct explanation of A.</p>"
20," <p>Consider the following statements:</p><p>1. In Macedonia, ethnic Albanians are a minority.</p><p>2. In Kosovo, Serbians are a majority.</p><p>Which of these statements is/are correct?</p>",(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,c,Difficult,tFundamental(F),"<p>Both are correct. In Macedonia, ethnic Albanians are a minority. In Kosovo, Serbians are a majority.</p>"
21, <p>Israel has common borders with</p>,"(a)  Lebanon, Syria, Jordan and Egypt","(b)  Lebanon, Syria, Turkey and Jordan","(c)  Cyprus, Turkey, Jordan and Egypt","(d)  Turkey, Syria, Iraq and Yemen",Geography,a,Medium,Fundamental(F),"<p>Israel has common borders with Lebanon and Syria in the north and north-east, Jordan in the east, and Egypt in the west.</p>"
22, <p>Which one of the following countries is land locked?</p>,(a)  Bolivia,(b)  Peru,(c)  Suriname,(d)  Uruguay,,a,Medium,Fundamental(F),"<p>Bolivia is land locked among Brazil, Peru, Chile, Argentina and Paraguay.</p>"
23, <p>Which amongst the following States has the highest population density as per Census-2001?</p>,(a)  Kerala,(b)  Madhya Pradesh,(c)  Uttar Pradesh,(d)  West Bengal,Geography,d,Medium,Fundamental(F),"<p>Density of population is expressed as man-land ratio, i.e., number of persons per unit of geographical area. The state wise population density varies from 13 persons in Arunachal Pradesh to 904 persons in West Bengal.</p>"
24, <p>Which one among the following States is smallest in area?</p>,(a)  Andhra Pradesh,(b)  Gujarat,(c)  Karnataka,(d)  Tamil Nadu,Geography,d,Medium,Fundamental(F),"<p>Tamil Nadu is the smallest in area, in the given optionals. The decreasing order of the area is Andhra Pradesh &gt; Gujarat &gt; Karnataka &gt; Tamil Nadu.</p>"
25, <p>Which one among the following States has the highest female literacy rate as per the Census 2001?</p>,(a)  Chattisgarh,(b)  Madhya Pradesh,(c)  Orissa,(d)  Rajasthan,Geography,a,Medium,Fundamental(F),"<p>The female literacy rates of Chhattisgarh, Madhya Pradesh, Orissa and Rajasthan are 51.85%, 50.29%, 50-51% and 43.85% respectively, according to 2001 Census.</p>"
26, <p>Life expectancy is highest in the world in:</p>,(a)  Canada,(b)  Germany,(c)  Japan,(d)  Norway,Current Affairs,c,Medium,Fundamental(F),"<p>Highest life expectancy in the world is in Japan (80.9 years) next to it, Canada (79.9 years), Norway (78.9 years) and Germany (77.8 years).</p>"
27, <p>Which among the following countries has the largest population?</p>,(a)  Indonesia,(b)  Japan,(c)  Pakistan,(d)  Sudan,Geography,a,Medium,Fundamental(F),"<p>In the given countries, Indonesia has the largest population (23,20,73,071) next to in Pakistan (14,76,00,000), Japan (12,70,00,000), Sudan (3,71,00,000).</p>"
28, <p>Which one among the following has the largest shipyard in India?</p>,(a)  Kolkata,(b)  Kochi,(c)  Mumbai,(d)  Visakhapatnam,Geography,b,Medium,Fundamental(F),"<p>Kochi (Cochin) Shipyard Limited is designed to construct ships of size upto 1,10,000 DWT and repair ships up to 1,25,000 DWT. It is the only shipyard with ISO-9001 accreditation for ship building, ship-repair and marine engineering training in India.</p>"
29," <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><table border=""1"" cellpadding=""0"" cellspacing=""0""><tbody><tr><td valign=""top"" width=""163""><p>List I (Organization)</p></td><td valign=""top"" width=""114""><p>List II (Location)</p></td></tr><tr><td valign=""top"" width=""163""><p>A. National Sugar Institute</p></td><td valign=""top"" width=""114""><p>1. Dehradun</p></td></tr><tr><td valign=""top"" width=""163""><p>B. Mishra Dhatu Nigam Ltd.</p></td><td valign=""top"" width=""114""><p>2. Kamptee</p></td></tr><tr><td valign=""top"" width=""163""><p>C. Institute of Military Law</p></td><td valign=""top"" width=""114""><p>3. Pune</p></td></tr><tr><td valign=""top"" width=""163""><p>D. Institute of National Integration</p></td><td valign=""top"" width=""114""><p>4. Hyderabad</p></td></tr><tr><td valign=""top"" width=""163""><p> </p></td><td valign=""top"" width=""114""><p>5. Kanpur</p></td></tr></tbody></table><p>     A B C D</p>",(a)  3 1 4 2,(b)  5 1 4 3,(c)  3 4 5 2,(d)  5 4 2 3,Current Affairs,d,Difficult,tFundamental(F),<p>A. National Sugar Institute – Kanpur B. Mishra Dhatu Nigam Ltd. – Hyderabad C. Institute of Military Law – Kamptee D. Institute of National Integration – Pune.</p>
30, <p>Among the following which planet takes maximum time for one revolution around the Sun? </p>,(a)  Earth,(b)  Jupiter,(c)  Mars,(d)  Venus,Geography,b,Medium,Fundamental(F),"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal"">Jupiter takes 12 years for one revolution where as earth
takes 1 year, Mars takes 687 days and Venus takes 263 days.</p>
</div>"
31, <p>Assertion (A): Areas lying within five to eight degrees latitude on either side of the equator receive rainfall throughout the year.</p><p>Reason (R): High temperatures and high humidity cause convectional rain to fall mostly in the afternoons near the equator.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,a,Medium,Applied(A),"<p>Areas lying within 50–80 latitude on either side of the equator receives convectional rainfall, mostly in the afternoons throughout the year, due to high humidity and high temperatures.</p>"
32, <p>Which one of the following statements is NOT correct?</p>,(a)  India is the second largest producer for nitrogenous fertilizers in the world,(b)  India is the ninth largest steel producing country in the world,(c)  India is the second largest producer of silk in the world,(d)  India ranks third in the world in coal production,Economics,d,,,<p>India is the Eighth largest steel producing country in the world. India is the third largest producer of nitrogenous fertilizers in the world after U.S.A. and China. (Remaining two statements are correct).</p>
33, <p>Consider the following statements: </p><p>1. India is the original home of the cotton plant. </p><p>2. India is the first country in the world to develop hybrid cotton variety leading to increased production.</p><p>Which of these statements is/are correct?</p>,(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,c,Difficult,tFundamental(F),"<p>Both statements are correct. Among the four cultivated cotton species, Gossypium arboreum is supposed to be native of India. India is the first country in the world to develop hybrid cotton named H-4 in Gujarat Agricultural University.</p>"
34, <p>Consider the following statements:</p><p>1. India ranks first in the world in fruit production.</p><p>2. India ranks second in the world in the export of tobacco.</p><p>Which of these statements is/are correct?</p>,(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,b,Medium,Fundamental(F),<p>India ranks second in the world in fruit production after China.</p>
35, <p>Consider the following statements:</p><p>1. Longitude of Jabalpur’s location is between those of Indore and Bhopal.</p><p>2. Latitude of Aurangabad’s location is between those of Vadodara and Pune.</p><p>3. Bangalore is situated more southward than Chennai.</p><p>Which of these statements is/are correct?</p>,(a)  1 and 3,(b)  Only 2,(c)  2 and 3,"(d)  1, 2 and 3",Geography,c,Medium,Applied(A),"<p>Statements 2, 3 are correct. Longitude of Jabalpur’s location is eastwards of those of Indore and Bhopal; but not in between them.</p>"
36," <p>Among the following cities, which one is nearest to the Tropic of Cancer?</p>",(a)  Delhi,(b)  Kolkata,(c)  Jodhpur,(d)  Nagpur,Geography,b,Medium,Applied(A),<p>Kolkata is the nearest city to the Tropic of Cancer (23½° North latitude). Kolkata is located just below the Tropic of Cancer.</p>
37, <p>Nanda Devi peak forms a part of</p>,(a)  Assam Himalayas,(b)  Kumaon Himalayas,(c)  Nepal Himalayas,(d)  Punjab Himalayas,Geography,b,Easy,Fundamental(F),<p>Nanda devi peak (7817 mts) forms part of Kumaon Himalayas which extends from the river Sutlej to the Kali to a distance of 320 km.</p>
38," <p>
	Assertion (A): Unlike temperate forests, the tropical rain forests, if cleared, can yield productive farmland that can support intensive agriculture for several years even without chemical fertilizers.</p>
<p>
	Reason (R): The primary productivity of the tropical rain forest is very high when compared to that of temperate forests.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,d,Medium,Applied(A),"<p>A is wrong R is correct. In tropical rainforests because of the rainfall throughout the year, leaching of minerals occur. Due to high temperatures bacterial activity is enormous, there by humous cantent in the soil decreases. To raise crops in this region requires application of chemical fertilizers.</p>"
39, <p>Which one among the following covers the highest percentage of forest area in the world?</p>,(a)  Temperate Coniferous forests,(b)  Temperature Deciduous forests,(c)  Tropical Monsoon forests,(d)  Tropical Rain forests,Geography,a,Medium,Fundamental(F),<ul><li>Temperate coniferous forests cover the highest percentage of forest area in the world.</li></ul>
40, <p>Which one of the following counties does Not border the Caspian Sea?</p>,(a)  Armenia,(b)  Azerbaijan,(c)  Kazakhstan,(d)  Turkmenistan,Geography,a,Difficult,tFundamental(F),"<p>Armenia is land locked among Georgia, Azerbaijan, Iran and Turkey.</p>"
41, <p>Assertion (A): The eastern coast of India produces more rice than the western coast. </p><p>Reason (R): The eastern coast receives more rainfall than the western coast.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,c,Medium,Applied(A),"<p>Statement A is correct. West Bengal, Orissa, Andhra Pradesh, Tamil Nadu, Assam states are producing more than 75% of the Rice in river delta regions. Statement R is wrong. Because the 1000 mm isohyet runs southwards from the Gujarat coast, roughly parallel to the crest of Western Ghats upto Kanyakumari. The rainfall over the peninsular regions lying to the east of this line drops abruptly to below 600 mm, as it lies in the rain-shadow region. So, west coast receives more rainfall than east coast.</p>"
42, <p>The thermal power plant of Bokaro is located in</p>,(a)  Bihar,(b)  Chhattisgarh,(c)  Jharkhand,(d)  Orissa,Geography,c,Easy,Fundamental(F),<p>Bokaro is situated at a point between Jamshedpur and Jharia coal fields and near to Raniganj Coal fields in Jharkhand. Its establishment integrates the entire steel-coal belt into one closely Knit industrial region.</p>
43, <p>Emperor Harsha’s southward march was stopped on the Narmada river by</p>,(a)  Pulakesin-I,(b)  Pulakesin-II,(c)  Vikramaditya-I,(d)  Vikramaditya-II,Ancient and Medieval History,b,Easy,Fundamental(F),Emperor Harsha’s southward march was stopped on the Narmada river by Chalukya King of Vatapi-Pulakesin-II.
44, <p>Consider the following statements:</p><ol><li>The Cholas defeated Pandya and Chera rulers and established their domination over peninsular India in the early medieval times.</li><li>The Cholas sent an expedition against Sailendra empire of South East India and conquered some of the areas.</li></ol><p>Which of these statements is/are correct?</p>,(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ancient and Medieval History,c,Difficult,tFundamental(F),<ul><li>Chola's established their domination in peninsular India by defeating Pandya and Chera rulers. Naval expedition by Rajendra-I of Chola's against Sailendra empire of South East Asia as Srivijaya rulers created difficulties of Indian merchants.</li></ul>
45, <p>‘Mrichchhakatika’ an ancient Indian book written by Shudraka deals with</p>,(a)  The love affair of a rich merchant with the daughter of a courtesan,(b)  The victory of Chandragupta II over the Shaka Kshatrapas of western India,(c)  The military expeditions and exploits of Samudragupta,(d)  The love affair between a Gupta King and a princess of Kamarupa,Ancient and Medieval History,a,Medium,Fundamental(F),‘Mrichhakatikam’ of Sudraka deals with the love affair of a rich merchant called ‘Charudatta’ and the daughter of a courtesan called ‘Vasanthasena’. ‘Mrichchhakatika’ is also known as ‘Little clay cart’.
46," <p>Consider the following statements: </p><p>1. Vardhaman Mahavira’s mother was the daughter of Lichchhavi chief Chetaka. </p><p>2. Gautama Buddha’s mother was a princess from the Koshalan dynasty. </p><p>3. Parshvanatha, the twenty-third Tirthankara, belonged to Banaras. </p><p>Which of these statements is/are correct? </p>",(a)  Only 1,(b)  Only 2,(c)  2 and 3,"(d)  1, 2 and 3",Ancient and Medieval History,c,Difficult,tFundamental(F),"Trisala, the mother of Vardhaman Mahavira, was the sister of Lichchhavi Chief Chetaka.
 1st Tirthankara : Rishabhnath
 23rd Tirthankara : Parshvanath
 24th and last Tirthankara : Vardhamana Mahavira"
47," <p>Consider the following statements:</p><ol><li>The last Mauryan ruler, Brihadratha was assassinated by his commander-in-chief, Pushyamitra Sunga.</li><li>The last Sunga king, Devabhuti was assassinated by his Brahmana minister Vasudeva Kanva who usurped the throne.</li><li>The last ruler of the Kanva dynasty was deposed by the Andhras.</li></ol><p>Which of the statements is/are correct?</p>",(a)  1 and 2,(b)  Only 2,(c)  Only 3,"(d)  1, 2 and 3",Ancient and Medieval History,d,Difficult,tFundamental(F),"<ul><li>Pushyamitra Sunga killed Brihadratha to establish 'Sunga' dynasty. Vasudeva Kanva established 'Kanva' dynasty by killing the last Sunga ruler, Devabhuti. The last ruler of Kanva dynasty 'Susharma' was killed by 'Andhra Simuk' to establish 'Satavahana dynasty'.</li></ul>"
48, <p>Assertion (A): Saluva Narasimha put an end to the old dynasty and assumed the royal title.</p><p>Reason (R): He wanted to save the kingdom from further degeneration and disintegration.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Ancient and Medieval History,c,Difficult,tFundamental(F),<ul><li>Saluva Narasimha ended the Sangama dynasty and seized the throne for himself and started the Saluva dynasty. He assumed the royal title due to his greed for power.</li></ul>
49, <p>Consider the following statements:</p><p>In India. stamp duties on financial transactions are</p><ol><li>levied and collected by the State Government.</li><li>appropriated by the Union Government.</li></ol><p>Which of these statements is/are correct?</p>,(a) Only 1,(b) Only 2,(c) Both 1 and 2,(d) Neither 1 nor 2,Polity and Governance,d,Medium,Fundamental(F),"<ul><li>Stamp duties on bills of exchanges, cheques, promissory notes, and others (Financial transactions) are levied by the Centre but collected and appropriated by the States.</li></ul>"
50, <p>Consider the following statements</p><p>1. The maximum limit of shareholding of Indian promoters in private sector banks in India is 49 per cent of the paid up capital.</p><p>2. Foreign Direct Investment upto 49 per cent from all sources is permitted in private sector banks in India ruler the automatic route.</p><p>Which of these statements is/are correct ?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,b,Medium,Fundamental(F),<ul><li>FDI upto 49% is allowed in private sector banks through automatic route.</li></ul>
51," <p>Assertion (A): During the year 2001-02, the value of India’s total exports declined, registering a negative growth of 2.17%.</p><p>Reason (R): During the year 2001-02, negative growth in exports was witnessed in respect of iron and steel, coffee, textiles and marine products.</p><p><br/></p>",(a) Both A and R are individually true and R is the correct explanation of A,(b) Both A and R are individually true but R is not the correct explanation of A,(c) A is true but R is false,(d) A is false but R is true,Economics,d,Medium,Fundamental(F),"<ul><li>Assertion is false because in 2001-02, the total exports registered a negative growth of 1.6%.</li></ul>"
52," <p>Assertion (A): The new EXIM policy is liberal, market-oriented and favours global trade.</p><p>Reason (R): GATT has played a significant role in the liberalization of the economy.</p><p><br data-mce-bogus=""1""/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal""></p><br/></div>","(a)  Both A and R are individually true and R is the correct
explanation of A","(b)  Both A and R are individually true but R is not the
correct explanation of A",(c)  A is true but R is false,(d)  A is false but R is true,Economics,b,Medium,Fundamental(F),"<ul><li>Both A and R are individually true, but R does not explain A. The reason for liberal EXIM policy is the economic liberalization started in 1991.</li></ul>"
53," <p>Consider the following statements:</p><p>1. In the last five years, Indian software exports have increased at a compound annual growth rate of about 60%.</p><p>2. The software and service industry in India registered an overall growth of about 28% in rupee terms during the year 2001-2002.</p><p>Which of these statements is/are correct ?</p><p> </p>",(a)   1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,c,Medium,Fundamental(F),"<ul><li>Software exports were increased from Rs. 6350 crore in 1997-98, to Rs. 48,000 crore in 2001-02. Thus, software exports increased at a Compound annual growth rate of 60% in the last five years. The Software and Service Industry registered 28% growth in rupee terms during 2001-02.</li></ul>"
54," <p>With reference to Government of India’s decisions regarding Foreign Direct Investment (FDI) during the year 2001-02, consider the following statements:</p><p>1. Out of the 100% FDI allowed by India in tea sector, the foreign firm would have to disinvest 33% of the equity in favour of an Indian partner within four years.</p><p>2. Regarding the FDI in print media in India, the single largest Indian shareholders should have a holding higher than 26%.</p><p>Which of these statements is/are correct ?</p>",(a)   1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,b,Medium,Fundamental(F),"<ul><li>FDI was allowed upto 26% is the print media in India. In tea sector, the foreign firm would have to disinvest 26% of the equity in favour of an Indian partner within 5 years.</li></ul>"
55," <p>In India, the first bank of limited liability managed by Indians and founded in 1881 was</p>",(a)  Hindustan Commercial Bank,(b)  Oudh Commercial Bank,(c)  Punjab National Bank,(d)  Punjab and Sind Bank,Economics,b,Difficult,tFundamental(F),"<ul><li>In India, Oudh Commercial Bank founded in 1881 was the first bank of limited liability managed by Indians.</li></ul>"
