Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
23, <p>Which one of the following lakes of West Africa has become dry and turned into a desert ?</p>,(a) Lake Victoria,(b) Lake Faguibine,(c) Lake Oguta,(d) Lake Volta,Current Affairs,b,Difficult,t,"<ul><li>Lake Faguibine is an isolated lake in Mali, west of Timbuktu (Tombouctou). It lies north of the Niger River in the Macina depression. Lake Faguibine in northern Mali is dry and has been since the 1970s. Over seven years, droughts in the 1970s dried up the lakes. Then sand filled the channels connecting the lakes to the River Niger, with the result that when rain finally returned the water could no longer reach the lakes. </li></ul>"
24, <p>Gandikota canyon of South India was created by which one of the following rivers.</p>,(a) Cauvery,(b)  Manjira,(c) Pennar,(d) Tungabhadra,Geography,c,Medium,,"<ul><li>Gandikota is a village and historical fort on the right bank of the Pennar river, in Kadapa district, Andhra Pradesh, India. The fort was the centre of power for various dynasties, such as the Kalyani Chalukyas, Pemmasani Nayakas, and the Golconda Sultanate. </li></ul>"
25," <p>Consider the following pairs:</p><table border=""1"" data-mce-style=""border-collapse: collapse; width: 100.01%;"" style=""border-collapse: collapse; width: 100.01%;""><tbody><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100""><strong><em>Peak</em></strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100""></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100""><strong><em>Mountains</em></strong></td></tr><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">1. Namcha Barwa</td><td data-mce-style=""width: 7.93651%; text-align: center;"" style=""width: 7.93651%; text-align: center;"" width=""100""><strong>:</strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">Garhwal Himalaya</td></tr><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">2. Nanda Devi</td><td data-mce-style=""width: 7.93651%; text-align: center;"" style=""width: 7.93651%; text-align: center;"" width=""100""><strong>:</strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">Kumaon Himalaya</td></tr><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">3. Nokrek</td><td data-mce-style=""width: 7.93651%; text-align: center;"" style=""width: 7.93651%; text-align: center;"" width=""100""><strong>:</strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">Sikkim Himalaya </td></tr></tbody></table><p>Which of the pairs given above is/are correctly matched ?   </p>",(a) 1 and 2,(b) 2 only,(c) 1 and 3,(d) 3 only,Geography,b,Easy,,"<ul><li>Pair 1 is not correctly matched: Namcha Barwa or Namchabarwa is a mountain peak lying in Tibet in the region of Pemako. It is the easternmost section of the Himalaya in southeastern Tibet and northeastern India. The Garhwal Himalayas are mountain ranges located in the Indian state of Uttarakhand.</li><li>Pair 2 is correctly matched: Nanda Devi is the second-highest mountain in India, after Kangchenjunga. It is situated in the Chamoli district of Uttarakhand. Kumaun Himalayas, west-central section of the Himalayas in northern India, extends 200 miles (320 km) from the Sutlej River east to the Kali River. It rises to 7,817 metres at Nanda Devi, the range’s highest peak, and to 7,756 metres at Kamet, near the Chinese border.</li><li>Pair 3 is not correctly matched: The Nokrek Peak is located in the northeast of India on the Tura Range, which forms part of the Meghalaya Plateau. The entire area is mountainous and Nokrek is the highest peak of the Garo hills, rising up 1,412 metres. </li></ul>"
26," <p>The term ""Levant"" often heard in the news roughly corresponds to which of the following regions ?</p>",(a) Region along the eastern Mediterranean shores,(b) Region along North African shores stretching from Egypt to Morocco,(c) Region along Persian Gulf and Horn of Africa,(d) The entire coastal areas of Mediterranean Sea,International Relations,a,Medium,,"<ul><li>The Levant is an old term referring to countries of the eastern Mediterranean. Some scholars include in it Cyprus and a small part of Turkey. But basically the Levant has throughout history meant Syria, Lebanon and Palestine. This means Jordan, the West Bank (now under Israeli occupation) and Israel itself are part of the Levant.</li></ul>"
27, <p>Consider the following countries :</p><p>1. Azerbaijan</p><p>2. Kyrgyzstan</p><p>3. Tajikistan</p><p>4. Turkmenistan</p><p>5. Uzbekistan</p><p>Which of the above have borders with Afghanistan ?</p>,"(a) 1, 2 and 5 only","(b) 1, 2, 3 and 4 only","(c) 3, 4 and 5 only","(d) 1, 2, 3, 4 and 5",Geography,c,Medium,,"<ul><li>Afghanistan is bounded to the east and south by Pakistan (including those areas of Kashmir administered by Pakistan but claimed by India), to the west by Iran, and to the north by the Central Asian states of Turkmenistan, Uzbekistan, and Tajikistan. </li></ul>"
28," <p>With reference to India, consider the following statements:</p><p>1. Monazite is a source of rare earths. </p><p>2. Monazite contains thorium.</p><p>3. Monazite occurs naturally in the entire Indian coastal sands in India.</p><p>4. In India, Government bodies only can process or export monazite.</p><p>Which of the statements given above are correct?</p>","(a) 1, 2 and 3 only","(b) 1, 2 and 4 only",(c) 3 and 4 only,"(d) 1, 2, 3 and 4",Geography,b,Easy,,"<ul><li>Statement 1 is correct: Monazite is a primarily reddish-brown phosphate mineral that contains rare-earth elements. Due to variability in composition, monazite is considered a group of minerals.</li><li>Statement 2 is correct: In addition to the rare-earth elements, thorium (Th) can be extracted from monazite ore. Thorium is a slightly radioactive metal, identical to uranium.</li><li>Statement 3 is not correct: Atomic Minerals Directorate for Exploration and Research (AMD), a constitute unit of Department of Atomic Energy (DAE) has estimated the presence of 11.93 million tonnes of monazite resources in the beach sand mineral placer deposits along the coastal tracts of India. &lt;Insert Table&gt;</li><li>Statement 4 is correct: Monazite is a mineral mainly containing rare earths and thorium-a prescribed substance to be handled by the Department of Atomic Energy (DAE). Accordingly, Indian Rare Earths Ltd. (IREL) wholly owned by the Govt. of India, under the administrative control of the Dept. of Atomic Energy (DAE) utilises monazite mainly for production of rare earth compounds, and thorium, as needed in the Department of Atomic Energy.</li></ul>"
29," <p>In the northern hemisphere, the longest day of the year normally occurs in the :</p>",(a) First half of the month of June,(b) Second half of the month of June,(c) First half of the month of July,(d) Second half of the month of July,Geography,b,Easy,,"<ul><li>The summer solstice, also known as estival solstice or midsummer, occurs when one of Earth's poles has its maximum tilt toward the Sun. It happens twice yearly, once in each hemisphere. During the Northern Hemisphere's summer solstice—which always falls around June 21—the Southern Hemisphere gets its winter solstice.</li></ul>"
30," <p>Consider the following pairs :  </p><table border=""1"" data-mce-style=""border-collapse: collapse; width: 100.01%;"" style=""border-collapse: collapse; width: 100.01%;""><tbody><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100""><strong><em>Wetland/Lake</em></strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100""></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100""><strong><em>Location</em></strong></td></tr><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">1. Hokera Wetland</td><td data-mce-style=""width: 7.93651%; text-align: center;"" style=""width: 7.93651%; text-align: center;"" width=""100""><strong>:</strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">Punjab</td></tr><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">2. Renuka Wetland</td><td data-mce-style=""width: 7.93651%; text-align: center;"" style=""width: 7.93651%; text-align: center;"" width=""100""><strong>:</strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">Himachal Pradesh</td></tr><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">3. Rudrasagar Lake</td><td data-mce-style=""width: 7.93651%; text-align: center;"" style=""width: 7.93651%; text-align: center;"" width=""100""><strong>:</strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">Tripura</td></tr><tr><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">4. Sasthamkotta</td><td data-mce-style=""width: 7.93651%; text-align: center;"" style=""width: 7.93651%; text-align: center;"" width=""100""><strong>:</strong></td><td data-mce-style=""width: 7.93651%;"" style=""width: 7.93651%;"" width=""100"">Tamil Nadu Lake</td></tr></tbody></table><p>How many pairs given above are correctly matched ?</p>",(a) Only one pair,(b) Only two pairs,(c) Only three pairs,(d) All four pairs,Geography,b,Medium,,"<ul><li>Pair 1 is not correctly matched: It is located at the northwest Himalayan biogeopgraphic province of Kashmir, back of the snow-draped Pir Panchal.</li><li>Pair 2 is correctly matched: Renuka Wetland is located in Himachal Pradesh. It is a natural wetland with freshwater springs and inland subterranean karst formations.</li><li>Pair 3 is correctly matched: Rudrasagar Lake, also known as Twijilikma, is a lake located in Melaghar, Tripura, India. The Government of India's Ministry of Environment and Forest has identified Rudrasagar as one of the wetlands of National Importance for conservation and sustainable use based on its bio-diversity and socio economic importance.</li><li>Pair 4 is not correctly matched: Sasthamcotta Lake or Sasthamkotta Lake, also categorized as a wetland, is the largest fresh water lake in Kerala. Sasthamkotta lake is also known as the Queen of Lakes.</li></ul>"
31, <p>Consider the following:</p><p>1. Aarogya Setu</p><p>2. CoWIN</p><p>3. DigiLocker</p><p>4. DIKSHA</p><p>Which of the above are built on top of open-source digital platforms?</p>,(a) 1 and 2 only,"(b) 2, 3 and 4 only","(c) 1, 3 and 4 only","(d) 1, 2, 3 and 4",Current Affairs,d,Medium,,"<ul><li>Open-source software (OSS) is computer software that is released under a license in which the copyright holder grants users the rights to use, study, change, and distribute the software and its source code to anyone and for any purpose.</li><li>DIKSHA: DIKSHA (Digital Infrastructure for Knowledge Sharing) is a national platform for school education, an initiative of National Council for Education Research and Training (NCERT), Ministry of Education. DIKSHA was developed based on the core principles of open architecture, open access, open licensing diversity, choice and autonomy as outlined in the Strategy and Approach Paper for the National Teacher Platform released in 2017. Hence option 4 is correct.</li><li>DigiLocker is an initiative by the government to offer Indian citizens a free platform to store and access important documents. The platform uses several open source technologies to deliver a mass solution and contributes back to the ever-growing community. Hence option 3 is correct.</li><li>COWIN: CoWIN is an Indian government web portal for COVID-19 vaccination registration, owned and operated by India's Ministry of Health and Family Welfare. It displays booking slots of COVID-19 vaccine available in the nearby areas and can be booked on the website. Initially it was not an open-source digital platform, but in July, 2019 it was made open source. Hence option 2 is correct.</li><li>Aarogya Setu: On 2nd April 2020, India launched Aarogya Setu mobile App for helping augment the efforts of limiting the spread of COVID19, with an objective of enabling Bluetooth based contact tracing, mapping of likely hotspots and dissemination of relevant information about COVID19. It is open source now. Hence option 1 is correct.</li></ul>"
32," <p>With reference to Web 3.0, consider the following statements:</p><p>1. Web 3.0 technology enables people to control their own data.</p><p>2. In Web 3.0 world, there can be blockchain based social networks.</p><p>3. Web 3.0 is operated by users collectively rather than a corporation.</p><p>Which of the statements given above are correct?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Science And Technology,d,Medium,,"<ul><li>The concept of Web3, also called Web 3.0, is used to describe a potential next phase of the internet. The model, a decentralised internet to be run on blockchain technology, would be different from the versions in use, Web 1.0 and Web 2.0. Hence, statement 2 is correct.</li><li>Web3 enables peer to peer (seller to buyer) transactions by eliminating the role of the intermediary. </li><li>In web3, users will have ownership stakes in platforms and applications unlike now where tech giants control the platforms. Web3 will deliver a “decentralized and fair internet where users control their own data”. Hence, statements 1 and 3 are correct.</li></ul>"
33," <p>With reference to ""Software as a Service (SaaS)"", consider the following statements:</p><p>1. SaaS buyers can customise the user interface and can change data fields.</p><p>2. SaaS users can access their data through their mobile devices.</p><p>3. Outlook, Hotmail and Yahoo! Mail are forms of SaaS.</p><p>Which of the statements given above are correct?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Science And Technology,d,Medium,,"<ul><li>Software-as-a-Service (SaaS) is a software licensing model. It allows access to software on a subscription basis using external servers. As its important feature, SaaS allows each user to access programs via the Internet. Thus, SaaS allows data to be accessed from any device (computer or mobile phones) with an internet connection and a web browser. The user need not install the software on his/her computer. In simple words, software-as-a-Service (SaaS)—also known as cloud based software—is now mainstream. </li><li>Today’s web-based software (SaaS) is flexible enough to be modified for specific business uses but also individual users. Buyers can customize the user interface (UI) to change the look and feel of the program, as well as modify specific areas, such as data fields, to alter what data appears. Several business process features can also be turned off and on at will. Hence statements 1 and 2 are correct.</li><li>Any web-based email service is classified as SaaS, examples a web-based email service such as Outlook, Hotmail or Yahoo! Hence statement 3 is correct.</li></ul>"
34," <p>Which one of the following statements best reflects the idea behind the ""Fractional Orbital Bombardment System"" often talked about in media?</p>",(a) A hypersonic missile is launched into space to counter the asteroid approaching the Earth and explode it in space.,(b) A spacecraft lands on another planet after making several orbital motions.,(c) A missile is put into a stable orbit around the Earth and deorbits over a target on the Earth.,(d) A spacecraft moves along a comet with the same speed and places a probe on its surface.,Science And Technology,c,Difficult,t,"<ul><li>Recently (in October 2021), China was suspected to have tested Fractional Orbital Bombardment System.</li><li>A Fractional Orbital Bombardment System (FOBS) is a warhead delivery system that uses a low earth orbit towards its target destination. Just before reaching the target, it deorbits through a retrograde engine burn.</li><li>The flight path of the warhead from the system does not reveal the target location till the payload hits the destination. Hence option (c) is the correct answer.</li></ul>"
35," <p>Which one of the following-is the context in which the term ""qubit"" is mentioned ?</p>",(a) Cloud Services,(b) Quantum Computing,(c) Visible Light Communication Technologies,(d) Wireless Communication Technologies,Science And Technology,b,Easy,,"<ul><li>Quantum computing holds the promise to solve some of our planet's biggest challenges - in the areas of environment, agriculture, health, energy, climate, materials science, and others we haven't encountered yet. For some of these problems, classical computing is increasingly challenged as the size of the system grows.</li><li>Just as bits are the fundamental object of information in classical computing, qubits (quantum bits) are the fundamental object of information in quantum computing. While a bit, or binary digit, can have a value either 0 or 1, a qubit can have a value that is either 0, 1 or a quantum superposition of 0 and 1.</li><li>Hence option (b) is the correct answer.</li></ul>"
36, <p>Consider following communication the technologies:</p><p>1. Closed-circuit Television</p><p>2. Radio Frequency Identification</p><p>3. Wireless Local Area Network</p><p>Which of the above are considered Short-Range devices/technologies?</p>,(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Science And Technology,d,Easy,,"<ul><li>Short Range Devices (SRD) are radio devices that offer a low risk of interference with other radio services, usually because their transmitted power, and hence their range, is low. The definition 'Short Range Device' may be applied to many different types of wireless equipment, including various forms of:<ul><li>Access control (including door and gate openers)</li><li>Alarms and movement detectors</li><li>Closed-circuit television (CCTV)</li><li>Cordless audio devices, including wireless microphones</li><li>Industrial control</li><li>Local Area Networks</li><li>Medical implants</li><li>Metering devices</li><li>Remote control</li><li>Radio frequency identification (RFID)</li><li>Hence option (d) is the correct answer.</li></ul></li></ul>"
37, <p>Consider the following statements :</p><p>1. Biofilms can form on medical implants within human tissues.</p><p>2. Biofilms can form on food and food processing surfaces.</p><p>3. Biofilms can exhibit antibiotic resistance.</p><p>Which of the statements given above are correct?</p>,(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Science And Technology,d,Difficult,t,"<ul><li>Biofilm is a thin usually resistant layer of microorganisms (as bacteria) that forms on and coats various surfaces (as of catheters or water pipes). These cells are frequently embedded within a self-produced matrix of extracellular polymeric substance (EPS). Biofilms can form on just about any imaginable surface: metals, plastics, natural materials (such as rocks), medical implants, kitchen counters, contact lenses, the walls of a hot tub or swimming pool, human and animal tissue, including medical devices and implants. Hence statement 1 is correct.</li><li>They are a constant concern in food processing environments. Biofilms of Lactobacillus curvatus could lead to a defect caused by the formation of calcium lactate crystals in Cheddar cheese and they can be present on equipment surfaces (tough to remove). Hence statement 2 is correct.</li><li>Bacteria form biofilms, a kind of matrix, during infection in plants and animals. The biofilm shields the bacteria from antibiotics and helps bacteria survive harsh conditions such as extreme temperature or stress. Thus they can exhibit antibiotic resistance. Hence statement 3 is correct.</li></ul>"
38, <p>Consider the following statements in respect of probiotics:</p><p>1. Probiotics are made of both bacteria and yeast.</p><p>2. The organisms in probiotics are found in foods we ingest but they do not naturally occur in our gut.</p><p>3. Probiotics help in the digestion of milk sugars.</p><p>Which of the statements given above is/are correct ?</p>,(a) 1 only,(b) 2 only,(c) 1 and 3,(d) 2 and 3,Basic Science (Biology),c,Medium,,"<ul><li>Probiotics are live microorganisms (bacteria and yeasts can form an important part of the human mycobiome as probiotics.) that are intended to have health benefits when consumed or applied to the body. They can be found in yogurt and other fermented foods, dietary supplements, and beauty products. Hence statement 1 is correct.</li><li>Although people often think of bacteria and other microorganisms as harmful “germs,” many are actually helpful. Some bacteria help digest food, destroy disease-causing cells, or produce vitamins. Many of the microorganisms in probiotic products are the same as or similar to microorganisms that naturally live in our bodies. Hence statement 2 is not correct.</li><li>There is evidence that probiotics can alleviate symptoms of lactose intolerance. This can occur by increased hydrolysis (breaking down or digestion) of lactose (milk sugar) in the dairy product and in the small intestine. It can also be achieved by manipulation of the colonic metabolism. Hence statement 3 is correct.</li></ul>"
39," <p>In the context of vaccines manufactured to prevent COVID-19 pandemic, consider the following statements :</p><p>1. The Serum Institute of India produced COVID-19 vaccine named Covishield using mRNA platform.</p><p>2. Sputnik V vaccine is manufactured using vector based platform.</p><p>3. COVAXIN is an inactivated pathogen based vaccine. </p><p>Which of the statements given above are correct?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Science And Technology,b,Easy,,"<ul><li>Covishield and Covaxin were the first vaccines permitted to be administered to people in India in the first half of 2021. Sputnik came weeks later. </li><li>Covishield: It is not an mRNA-based vaccine. Covishield (produced by Serum Institute of India) is a recombinant, replication-deficient chimpanzee adenovirus vector encoding the SARS-CoV-2 Spike (S) glycoprotein. Following administration, the genetic material of part of corona virus is expressed which stimulates an immune response. Hence statement 1 is not correct. By using elimination technique, one can reach option (b). Hence option (b) is the correct answer.</li><li>Covaxin: It is an indigenous, inactivated pathgen type vaccine developed and manufactured in Bharat Biotech's BSL-3 (Bio-Safety Level 3) high containment facility. The vaccine is developed using Whole-Virion Inactivated Vero Cell derived platform technology. Hence statement 3 is correct.</li><li>Sputnik V: It is an adenovirus viral vector vaccine for COVID-19 developed by the Gamaleya Research Institute of Epidemiology and Microbiology in Russia. It is the world's first registered combination vector vaccine for the prevention of COVID-19, having been registered on 11 August 2020 by the Russian Ministry of Health. Hence statement 2 is correct.</li></ul>"
40," <p>If a major solar storm (solar-flare) reaches the Earth, which of the following are the possible effects on the Earth ?</p><p>1. GPS and navigation systems could fail.</p><p>2. Tsunamis could occur at equatorial regions.</p><p>3. Power grids could be damaged.</p><p>4. Intense auroras could occur over much of the Earth.</p><p>5. Forest fires could take place over much of the planet.</p><p>6. Orbits of the satellites could be disturbed.</p><p>7. Shortwave radio communication of the aircraft flying over polar regions could be interrupted.</p><p>Select the correct answer using the code given below :</p>","(a) 1, 2, 4 and 5 only","(b) 2, 3, 5, 6 and 7 only","(c)  1, 3, 4, 6 and 7 only","(d) 1, 2, 3, 4, 5, 6 and 7",Environment,c,Medium,,"<ul><li>Solar flares occur when magnetic energy builds up in the solar atmosphere and is released suddenly. These outbursts are intrinsically linked to the solar cycle — an approximately 11-year cycle of solar activity driven by the sun's magnetic field. These are large explosions from the surface of the sun that emit intense bursts of electromagnetic radiation. According to NASA, harmful radiation from a flare cannot pass through Earth’s atmosphere to physically affect humans on the ground. The solar flares, even the intense ones, do not pose an immediate threat to us, at least those who are within the Earth's atmosphere. Flares are not fires but outbursts of electromagnetic radiation. Thus they will not cause forest fires. Hence statement 5 is not correct.</li><li>Tsunami is a purely seismic phenomenon. Earthquakes, volcanic eruptions and other underwater explosions (including detonations, landslides, glacier calvings, meteorite impacts and other disturbances) above or below water all have the potential to generate a tsunami and not solar flares. Hence statement 2 is not correct. By elimination technique, one can easily reach option (c). Hence option (c) is the correct answer.</li><li>Strong M-class and X-class solar flares and can trigger coronal mass ejections — a large release of plasma and magnetic field from the sun. This behavior can disrupt Earth's magnetosphere and result in geomagnetic storms. Such geomagnetic storms can lead to auroras closer to the equator than is possible during calm conditions. Hence statement 4 is correct.</li><li>Known as a coronal mass ejection or CME these solar explosions propel bursts of particles and electromagnetic fluctuations into Earth's atmosphere. Those fluctuations could induce electric fluctuations at ground level that could blow out transformers in power grids. A CME's particles can also collide with crucial electronics onboard a satellite and disrupt its systems. The following impacts were predicted in April 2022 owing to the huge solar flares over South Asia and India.</li><li>Expected high-frequency communication blackouts, satellite anomalies, GPS scintillations, airline communication impacts.</li></ul>"
41," <p>""Climate Action Tracker, which monitors the emission reduction pledges of different countries is a:</p>",(a) Database created by coalition of research organisations,"(b) Wing of ""International Panel of Climate Change""","(c) Committee under ""United Nations Framework Convention on Climate Change""",(d) Agency promoted and financed by United Nations Environment Programme and World Bank,Environment,a,Medium,,"<ul><li>The Climate Action Tracker is an independent scientific analysis that tracks government climate action and measures it against the globally agreed Paris Agreement aim of ""holding warming well below 2°C, and pursuing efforts to limit warming to 1.5°C."" A collaboration of two organisations, Climate Analytics and NewClimate Institute, the CAT has been providing this independent analysis to policymakers since 2009.</li><li>CAT quantifies and evaluates climate change mitigation targets, policies and action. It also aggregates country action to the global level, determining likely temperature increases during the 21st century using the MAGICC climate model. CAT further develops sectoral analysis to illustrate required pathways for meeting the global temperature goals.</li><li>CAT tracks 39 countries and the EU covering around 85% of global emissions</li><li>CAT covers all the biggest emitters and a representative sample of smaller emitters covering about 85% of global emissions and approximately 70% of global population. </li></ul>"
42," <p>Consider the following statements :</p><p>1. ""The Climate Group"" is an international non-profit organization that drives climate action by building large networks and runs them.</p><p>2. The International Energy Agency in partnership with the Climate Group launched a global initiative ""EP100"".</p><p>3. EP100 brings together leading companies committed to driving innovation in energy efficiency and increasing competitiveness while delivering on emission reduction goals.</p><p>4. Some Indian companies are members of EP100.</p><p>5. The International Energy Agency is the Secretariat to the ""Under2 Coalition"".</p><p>Which of the statements given above are correct?</p>","(a) 1, 2, 4 and 5","(b) 1, 3 and 4 only","(c) 2, 3 and 5 only","(d) 1, 2, 3, 4 and 5",Environment,b,Difficult,t,"<ul><li>Statement 1 is correct: The Climate Group is a non-profit organisation that works with business and government leaders around the world to address climate change. The group has programmes focussing on renewable energy and reducing greenhouse gas emissions.</li><li>Statement 2 is not correct and Statement 3 is correct: EP100 is a global initiative led by the international non-profit Climate Group, bringing together over 120 energy smart businesses committed to measuring and reporting on energy efficiency improvements. The Climate Group’s global EP100 initiative, delivered in partnership with the Alliance to Save Energy, brings together leading companies improving their energy productivity; using less energy to achieve higher economic output.</li><li>Statement 4 is correct: Mahindra &amp; Mahindra Ltd., the world’s largest manufacturer of tractors, has signed up to EP100. The Indian-based company has committed to doubling their energy productivity by 2030, a core requirement for any business signing on to the campaign. Recently, Dalmia Cement and JSW Cement – two leading Indian cement companies - committed to the Climate Group’s flagship business initiatives RE100, EV100 and EP100. Dalmia Cement committed to EV100, while they are already members of RE100 and EP100. JSW Cement, committed to all the three campaigns in one go.</li><li>Statement 5 is not correct: It is the largest global network of state and regional governments committed to reducing emissions in line with the Paris Agreement. </li></ul>"
43," <p>""If rainforests and tropical forests are the lungs of the Earth, then surely wetlands function as its kidneys."" Which one of the following functions of wetlands best reflects the above statement?</p>","(a) The water cycle in wetlands involves surface runoff, subsoil percolation and evaporation.","(b) Algae form the nutrient base upon which fish, crustaceans, molluscs, birds, reptiles and mammals thrive.",(c) Wetlands play a vital role in maintaining sedimentation balance and soil stabilization.,(d) Aquatic plants absorb heavy metals and excess nutrients.,Environment,d,Easy,,"<ul><li>Tropical rainforests are often called the “lungs of the planet” because they generally draw in carbon dioxide and breathe out oxygen. Natural wetlands have often been referred to as ""earth's kidneys"" because of their high and long-term capacity to filter pollutants from the water that flows through them.</li><li>Aquatic plants can uptake large amounts of metals from water and/or sediment through active and passive absorption, with this absorption capacity of metals through different organs such as roots, stems, and leaves, making these plants suitable for heavy metal alterations in the aquatic environment.</li></ul>"
44," <p>In the context of WHO Air Quality Guidelines, consider the following statements :</p><p>1. The 24-hour mean of PM 2.5 should not exceed 15 µg/m3 and annual mean of PM2.5 should not exceed 5 µg/m3.</p><p>2. In a year, the highest levels of ozone pollution occur during the periods of inclement weather.</p><p>3. PM10 can penetrate the lung barrier and enter the bloodstream.</p><p>4. Excessive ozone in the air can trigger asthma.</p><p>Which of the statements given above are correct?</p>","(a) 1, 3 and 4",(b) 1 and 4 only,"(c) 2, 3 and 4",(d) 1 and 2 only,Environment,b,Medium,,"<ul><li>Statement 1 is correct: According to the guidelines, The annual average for PM2.5 should not exceed 5 micrograms per cubic metre of air, while the 24-hour average should not exceed 15 micrograms per cubic metre.</li><li>Statement 2 is not correct: Ozone at ground level is one of the major constituents of photochemical smog. It is formed by the reaction with sunlight (photochemical reaction) of pollutants such as nitrogen oxides (NOx) from vehicle and industry emissions and volatile organic compounds (VOCs) emitted by vehicles, solvents and industry. As a result, the highest levels of ozone pollution occur during periods of sunny weather. (Inclement weather is unpleasant, especially with cold wind and rain.)</li><li>Statement 3 is not correct: While particles with a diameter of 10 microns or less, (≤ PM10) can penetrate and lodge deep inside the lungs, the even more health-damaging particles are those with a diameter of 2.5 microns or less, (≤ PM2.5). PM2.5 can penetrate the lung barrier and enter the blood system. </li><li>Statement 4 is correct: Excessive ozone in the air can have a marked effect on human health. It can cause breathing problems, trigger asthma, reduce lung function and cause lung diseases.</li></ul>"
45," <p>With reference to ""Gucchi"" sometimes mentioned in the news, consider the following statements:</p><p>1. It is a fungus.</p><p>2. It grows in some Himalayan forest areas.</p><p>3. It is commercially cultivated in the Himalayan foothills of north-eastern India.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 3 only,(c) 1 and 2,(d) 2 and 3,Current Affairs,c,Difficult,t,"<ul><li>Statement 1 is correct: Grown in the foothills of the Himalayas, Gucchi mushrooms are the costliest among fungi in the world. They are also known as Morel Mushrooms, and are a rare variety that cannot be cultivated commercially.</li><li>Statement 2 is correct: Gucchi mushrooms grow in clusters on logs in decaying wood and are mostly cultivated in parts of India like Himachal Pradesh, Uttarakhand and Jammu and Kashmir. </li><li>Statement 3 is not correct: The fresh morel mushroom season is limited to a barely few weeks in the spring. It is collected from the wild habitats in northwestern Himalayas by the locals""</li></ul>"
46," <p>With reference to polythylene terephthalate, the use of which is so widespread in our daily lives, consider the following statements:</p><p>1. Its fibres can be blended with wool and cotton fibres to reinforce their properties.</p><p>2. Containers made of it can be used to store any alcoholic beverage.</p><p>3. Bottle made of it can be recycled into other products.</p><p>4. Articles made of it can be easily disposed of by incineration without causing greenhouse gas emissions.</p><p>Which of the statements given above are correct?</p>",(a) 1 and 3,(b) 2 and 4,(c) 1 and 4,(d) 2 and 3,Environment,a,Difficult,t,"<ul><li>Polyethylene terephthalate (PET or PETE), a strong, stiff synthetic fibre and resin and a member of the polyester family of polymers. PET is spun into fibres for permanent-press fabrics and blow-molded into disposable beverage bottles. </li><li>Statement 1 is correct: They are often used in durable-press blends with other fibres such as rayon, wool, and cotton, reinforcing the inherent properties of those fibres. </li><li>Statement 2 is not correct: Plastic packaging is dangerous to human health and the country liquor and country made foreign liquor cannot be sold in such bottles. </li><li>Statement 3 is correct: PET bottles are made of one of the few polymers that can be recycled into the same form – a new beverage bottle – again and again. During the process the PET is generally blended in a ratio of virgin to recycled, to give strength to the material for use in a new product. Some other everyday items recycled plastic bottles can be made into are: Plastic packaging, Clothing and shoes, Carpets and soft furnishings, Furniture, Automotive parts etc. </li><li>Statement 4 is not correct: Globally, in this year alone, researchers estimate that the production and incineration of plastic will pump more than 850 million tonnes of greenhouse gases into the atmosphere. Producing a 16 oz. PET bottle generates more than 100 times the toxic emissions to air and water than making the same size bottle out of glass.</li></ul>"
