Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
13, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>      List I (Oceanic Trench)                List II (Location)</p><p>    A. Aleutian                                   1. Indian Ocean</p><p>    B. Kermadec                                2. North Pacific Ocean</p><p>    C. Sunda                                       3. South Pacific Ocean</p><p>    D. S. Sandwich                             4. South Atlantic Ocean</p><p>                         </p><p>             </p>,"(a) A-2, B-4, C-1, D-3","(b) A-2, B-3, C-1, D-4","(c) A-1, B-3, C-2, D-4","(d) A-1, B-4, C-2, D-3",Geography,b,Difficult,tFundamental(F),<p>A – Aleutian trench in North Pacific Ocean near Bering Sea B – Kermadec trench in South Pacific Ocean near New Zealand C – Sunda trench in Indian Ocean near Sumatra Island D – South Sandwich trench in Atlantic Ocean.</p>
14, <p>Assertion (A): The frequency of floods in North Indian plains has increased during the last couple of decades. </p><p>Reason (R): There has been reduction in the depth of river valleys due to deposition of silt.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,a,Medium,Applied(A),<p>Frequency of floods in North Indian plains increased due to reduction in depth of valleys by silt deposition.</p>
15, <p>Which one of the following statements is <em><strong>not</strong></em> true ?</p>,"(a)  Ghaggar""s water is utilized in the Indira Gandhi Canal",(b)  Narmada rises from Amarkantak region,(c)  Nizam Sagar is situated on the Manjira river,(d)  Penganga is a tributary of the Godavari,Geography,a,Medium,Fundamental(F),"<ul><li>Indira Gandhi Canal starts from the confluence of Sutlej and Beas river in Punjab, and flows through Rajasthan. It receives water from Sutlej and Beas rivers.</li></ul>"
16, <p>Along which one of the following meridians did India experience the first light of the sunrise of the new millennium?</p>,(a)  2o30’ W,(b)  82o30’ E,(c)  92o30’ W,(d)  92o30’ E,Geography,d,Easy,Applied(A),<p>In the given optional 92030’ E is the easternmost point in India. So it experienced the first light of the sunrise of the new millennium.</p>
17, <p>Consider the following provinces of former Yugoslavia :</p><p>1. Bosnia</p><p>2. Croatia</p><p>3. Slovenia</p><p>4. Yugoslavia</p><p>The correct sequence of these provinces from the east to the west is : </p>,(a) 4-1-3-2,(b) 4-1-2-3,(c) 1-4-3-2,(d) 1-4-2-3,Geography,b,Difficult,tFundamental(F),"<p>The correct sequence from East to West is Yugoslavia, Bosnia Herzgovina, Croatia, Slovenia. These were former Yugoslavia provinces and divided in 1999.</p>"
18, <p>Which one of the following statements is false?</p>,(a)  All countries other than India have over 80% literacy,(b)  Malaysia and Korea have life expectancy higher than all other countries,(c)  Higher the adult literacy lower is the infant mortality,(d)  The life expectancy at birth in India is almost the same as that of Indonesia,Geography,c,Difficult,tApplied(A),
19, <p>Assertion (A): Ganga Plain is the most densely populated part of India. </p><p>Reason (R): Ganga is the most harnessed river of India.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,b,Difficult,tApplied(A),<p>Cauvery is the most harnessed river of India.</p>
20, <p>Consider the following statements about the megacities of India :</p><p>1. Population of each megacity is more than 5 million.</p><p>2. All the megacities are importance sea ports.</p><p>3. Megacities are either national or state capitals.</p><p>Which of the statements given above are correct ?</p>,"(a)  1, 2 and 3",(b) 1 and 2,(c)  2 and 3,(d) 1 and 3,Geography,d,Medium,Applied(A),"<p>Statements 1 and 3 are correct. Urban agglomerations, with over five million population are called Mega cities. These are six – Greater Mumbai, Kolkata, Delhi, Chennai, Bangalore and Hyderabad. Delhi is N.C.T. and remaining cities are state capitals.</p>"
21, <p>Which one of the following pairs of primitive tribes and places of their inhabitation is <strong>NOT</strong> correctly matched?</p>,(a)  Buksa     : Pauri-Garhwal,(b)  Kol          : Jabalpur,(c)  Munda   : Chhotanagpur,(d) Korba     : Kodagu,Geography,a,Difficult,tFundamental(F),"<ul><li>Primitive Tribal Groups (PTGs) are Scheduled Tribes known for their declining or stagnant population, low levels of literacy, pre-agricultural technology, primarily belonging to the hunting and gathering stage, and extreme backwardness. There are 75 PTGs spread over 15 states and UT's.</li></ul>"
22, <p>Which one of the following statements is true according to 1991 census data?</p>,(a)  U.P. has the highest density of population in India,(b)  Himachal Pradesh has the highest female to male sex ratio in India,(c)  West Bengal has the highest growth rate of population in India,(d)  Bihar has the lowest literacy rate in India,Geography,d,Medium,Fundamental(F),"<span data-mce-bogus=""true"" id=""_mce_caret""><sup>﻿</sup></span><p>According to 2001 Census, Highest population density is in West Bengal (904). Sex ratio is highe in Kerala (1058). Highest growth rate of population is in Nagaland (64.415). Bihar has the lowest literacy rate (47.43%). Hence, ‘d’ is correct.</p>"
23, <p>Which one of the following ports of India handles the highest tonnage of import cargo?</p>,(a)  Calcutta,(b)  Kandla,(c)  Mumbai,(d)  Visakhapatnam,Geography,b,Medium,Fundamental(F),<p>Kandla handles the highest tonnage of import cargo.</p>
24, <p>Match List I with List II and select the correct answer using the codes given below the lists :</p><p>      List I                                                            List II</p><p>(Minerals)                                               (Major producer)</p><p>A. Mineral Oil                                  1. Zambia</p><p>B. Copper                                         2. Guyana</p><p>C. Manganese                                 3. Venezuela</p><p>D. Bauxite                                        4. Gabon</p>,"(a) A-3, B-1, C-4, D-2","(b) A-3, B-1, C-2, D-4","(c) A-1, B-3, C-2, D-4","(d) A-1, B-3, C-4, D-2",Geography,a,Difficult,tFundamental(F),"<p>The major producer of Mineral oil is Venezuela. The major producer of Copper is Zambia in Africa, (also Chile in South America). The major producer of Manganese is Gabon. The major producer of Bauxite is Guyana.</p>"
25, <p>Which one of the following lakes forms an international boundary between Tanzania and Uganda ?</p>,(a)  Chad,(b)  Malawi,(c)  Victoria,(d)  Zambezi,Geography,c,Difficult,tFundamental(F),<p>Lake Victoria (Biggest lake in Africa) forms the international boundary between Tanzania (South) and Uganda (North).</p>
26, <p>The correct sequence in decreasing order of the four sugarcane producing States in India is :</p>,"(a)  Maharashtra, U.P., Tamil Nadu, Andhra Pradesh","(b)  U.P., Maharashtra, Tamil Nadu, Andhra Pradesh","(c)  Maharashtra, U.P., Andhra Pradesh, Tamil Nadu","(d)  U.P., Maharashtra, Andhra Pradesh, Tamil Nadu",Geography,b,Medium,Fundamental(F),<p>The correct sequence in decreasing order of the Sugarcane producing states is U.P. &gt; Maharashtra &gt; Tamil Nadu &gt; Andhra Pradesh. U.P. is the largest producing state of Sugarcane in India.</p>
27, <p>Consider the following statements:</p><p>1. Maharashtra has the highest acreage under jawar in India.</p><p>2. Gujarat is the largest producer of groundnut in India.</p><p>3. Rajasthan has the largest area of cultivable wasteland in India.</p><p>4. Andhra Pradesh has the highest per hectare yield of maize in India.</p><p>Which of the statements given above are correct?            </p>,(a)  1 and 4,(b)  2 and 3,(c)  1 and 3,(d)  2 and 4,Geography,c,Difficult,tFundamental(F),"<ul><li>1, 3 statements are correct. Because Andhra Pradesh is the largest producer of Groundnut in India.</li></ul>"
28," <p>Assertion (A): In Australia, cattle rearing is done more for meat than for milk. </p><p>Reason (R): Australians are traditionally non-vegetarians.</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,b,Medium,Applied(A),"<p>Both A and R are correct. But R is not the correct reason for A. Though they are traditionally non-vegetarian, they rear cattle for meat, for exporting.</p>"
29, <p>Which one of the following is knows as the “Coffee port” of the world ?</p>,(a)  Sao Paulo,(b)  Santos,(c)  Rio de Janeiro,(d)  Buenos Aires,Geography,b,Medium,Fundamental(F),<p>‘Santos’ is considered as the “Coffee port” of the world. It is in Brazil. It is also an out port of Sao Paulo.</p>
30, <p>A ‘black hole’ is a body in space which does not allow any radiation to come out. This properly is due to its</p>,(a)  Very small size,(b)  Very large size,(c)  Very high density,(d)  Very low density,Geography,c,Medium,Applied(A),"<p>Because of its high density, a black hole has very high gravitational force. So no object, whether it is particle or light, can escape from it.</p>"
31, <p>Assertion (A): The origin of Feudal system in Ancient India can be traced to Military campaigns. </p><p>Reason (R): There was considerable expansion of the Feudal system during the Gupta period.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Ancient and Medieval History,d,Difficult,tApplied(A),The origin of feudal system can be traced back to landgrants given by Satavahanas. The feudal system considerably expanded during the Gupta period.
32, <p>Assertion (A): Ashoka annexed Kalinga to the Mauryan Empire.</p><p>Reason (R): Kalinga controlled land and sea routes to South India.</p>,(a) Both A and R are individually true and R is the correct explanation of A,(b) Both A and R are individually true but R is not the correct explanation of A,(c) A is true but R is false,(d) A is false but R is true,Ancient and Medieval History,a,Medium,Fundamental(F),Kalinga controlled land and sea routes to South India hence it was annexed to Mauryan empire by Ashoka.
33, <p>Assertion (A): The emphasis of Jainism on non-violence (ahimsa) prevented agriculturalists from embracing Jainism.</p><p>Reason (R): Cultivation involved killing of insects and pests.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Indian Art and Culture,a,Medium,Applied(A),Agriculturalists were prevented from embracing Jainism as cultivation involves killing of insects and pests which is against the principle of non-violence (ahimsa) of Jainism.
34, <p>The practice of military governorship was first introduced in India by the</p>,(a)  Greeks,(b)  Shakas,(c)  Parthians,(d)  Mughals,Ancient and Medieval History,a,Easy,Fundamental(F),"The practice of military governorship was first introduced in India by Greeks. Alexander in his return journey from India, distributed his possessions among his military generals. The military governors are called ‘strategos’."
35, <p>Which one of the following dynasties was ruling over North India at the time of Alexander’s invasion?</p>,(a)  Nanda,(b)  Maurya,(c)  Sunga,(d)  Kanva,Ancient and Medieval History,a,Easy,Fundamental(F),Nanda dynasty was ruling over North India at the time of Alexander’s invasion. Nanda’s were later deposed by Chandragupta Maurya with the help of Kautilya.
36, <p>The Swarna Jayanti Shahari Rozgar Yojana which came into operation from 1-12-1997 aims to provide gainful employment to the urban unemployment or underemployment poor but does <em><strong>not</strong></em> include</p>,(a)  Nehru Rozgar Yojana,(b)  Urban Basic Services Programme,(c)  Prime Minister’s Integrate Urban Poverty Eradication Programme,(d)  Prime Minister’s Rozgar Yojana,Economics,a,Medium,Fundamental(F),<p>The Swarna Jayanti Shahari Rozgar Yojana doesn’t include ‘Nehru Rozgar Yojana’.</p>
37, <p>Consider the following statements:</p><p>The Indian rupee is fully convertible</p><p></p><ol><li>In respect of Current Account of Balance of Payment</li><li>In respect of Capital Account of Balance of Payment</li><li>Into gold</li></ol><p></p><p>Which of the statements is/are correct?</p>,(a)  1 only,(b)  3 only,(c)  1 and 2 only,"(d)  1, 2 and 3",Economics,a,Difficult,tApplied(A),"<ul>
<li>The Indian rupee is fully convertible in respect of current account of Balance of payment. Tarapore Committee recommended for full convertibility of rupee i.e. both current and capital account convertibility.</li>
</ul>"
38," <p>Resurgent India Bonds was issued in US Dollar, Pound, Sterling and</p>",(a)  Japanese Yen,(b)  Deutsche Mark,(c)  Euro,(d)  French Franc,Economics,a,Medium,Fundamental(F),"<p>The Resurgent Bonds were issued in US Dollar, Pound, Sterling and Japanese Yen.</p>"
39, <p>Consider the following statements: The Ministerial Meeting of WTO held in December 1999 was unsuccessful because it attempted to link trade with </p><p>1. Labour related issues.</p><p>2. Environment related issues.</p><p>3. Terrorism related issues.</p><p>4. Debt related issues.</p><p>Which of these statements are correct ?</p>,"(a)  1, 3 and 4",(b)  1 and 2,(c)  2 and 3,(d)  2 and 4,Economics,b,Medium,Fundamental(F),"<ul>
<li>The Ministerial Meeting of WTO (1999) was unsuccessful because it attempted to link trade with labour related issues and environment related issues.</li>
</ul>"
40," <p>The growth rate of per capita income at current prices is higher than that of per capita income at constant prices, because the latter takes into account the rate of</p>",(a)  Growth of population,(b)  Increase in price level,(c)  Growth of money supply,(d)  Increase in the wage rate,Economics,b,Medium,Applied(A),<p>The growth rate of per capita income at current prices is higher than that of PCI at constant prices because the latter takes into account the rate of increase in price level.</p>
41, <p>A rise in ‘SENSEX’ means </p>,(a)  A rise in prices of states of all companies registered with Bombay Stock Exchange,(b)  A rise in prices of shares of all companies registered with National Stock Exchange,(c)  An overall rise in prices of shares of group of companies registered with Bombay Stock Exchange,(d)  A rise in prices of shares of all companies belonging to a group of companies registered with Bombay Stock Exchange,Economics,c,Medium,Fundamental(F),<p>A rise in ‘SENSEX’ means an overall rise in prices of shares of group of companies registered with Bombay Stock Exchange.</p>
42," <p>Match List I with List II and select correct answer using the codes given below the lists:                                                                                                                                             List I                                                                 List II</p><p>A. Boom.                1. Business activity at high level with increasing income, output and employment at macro level</p><p>B. Recession          2. Gradual fall of income, output and employment with business activity in a low gear</p><p>C. Depression        3. Unprecedented level of under employment and unemployment, drastic fall in income, output and employment</p><p>D. Recovery           4. Steady rise in the general level of prices, income, output and employment</p>","(a) A-1, B-2, C-3, D-4","(b) A-1, B-2, C-4, D-3","(c) A-2, B-1, C-4, D-3","(d) A-2, B-1, C-3, D-4",Economics,a,Difficult,tApplied(A),"<p>A. Boom – Business activity at high level with increasing income, output and employment at macro level.                                  </p><p> B. Recession – Gradual fall of income, output and employment with business activity in a low gear.                                            </p><p>C. Depression – Unprecedented level of under employment and unemployment, drastic fall in income, output and employment.                                                                                                                                                                                                  </p><p>D. Recovery – Steady rise in the general level of prices, income, output and employment.</p><p><br/></p>"
43, <p>Assertion (A): The rate of growth of India’s exports has shown an appreciable increase after 1991.                                                           Reason (R): The Govt. of India has resorted to devaluation.</p>,(a)  Both A and R are true and R is the correct explanation of A,(b)  Both A and R are true but R is NOT the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Economics,a,Medium,Applied(A),<p>The Government of India resorted to devaluation in the year 1991 which led to increase in exports. Devaluation lowers the prices of domestic goods in the international market. Along with this some export promotion schemes were initiated to enhance the export growth rate in India.</p>
44," <p>“instill into the vast millions of workers, men and women, who actually do the job, a sense of partnership and of cooperative performance………………” The above passage related to</p>",(a)  Planned Development,(b)  Community Development,(c)  Panchayati Raj System,(d)  Integrated Development Programme,Economics,b,Medium,Fundamental(F),<p>The above passage relates to Community Development Programme. It was started in 1952 with an aim of overall development of rural areas.</p>
45, <p>Indian Human Development Report does not give for each sample village </p>,(a)  Infrastructure and Amenities Index,(b)  Education Related Index,(c)  Health Related Index,(d)  Unemployment Related Index,Economics,d,Medium,Fundamental(F),"<p>Indian Human Development Report was first initiated in 2001 by the former Deputy Chairman of Planning Commission ‘K.C. Pant’ which includes indicators on Education, Health, Economic well being and access to amenities.</p>"
46, <p>Consider the following statements regarding the Chakiarkoothu form of dance :</p><ol><li>It is performed by Chakiar caste.</li><li>It cannot be traditionally witnessed by the higher caste Hindus.</li><li>Mizhavu is the accompanying instrument.</li><li> Its theatre form is called koothambalam.</li></ol><p>Which of the statements given above is/are correct ?</p>,"(a) 1, 3 and 4","(b) 1, 2 and 3","(c) 2, 3 and 4","(d) 1, 2 and 4",Indian Art and Culture,d,Difficult,tFundamental(F),"<ul style=""list-style-type: disc;""><li>Chakiarkoothu is a famous folk dance of Kerala performed by Chakiar caste. Mizhavu is not associated with this dance.</li></ul>"
47," <p><strong>Assertion (A):</strong> The Aham and Puram poems of the Padinen Kulukanakku group formed a continuation of the Sangam composition.</p><p><strong>Reason (R):</strong> They were included under the Post-Sangam works as against the Sangam works proper.</p><b>Assertion (A):</b> The Aham and Puram poems of the Padinen Kulukanakku group formed a continuation of the Sangam composition.

<b>Reason (R):</b> They were included under the Post-Sangam works as against the Sangam works proper.",(a) Both A and R are individually true and R is the correct explanation of A,(b) Both A and R are individually true but R is not the correct explanation of A,(c) A is true but R is false,(d) A is false but R is true,Indian Art and Culture,c,Medium,Fundamental(F),"<ul style=""list-style-type: disc;""><li>Kilukanakku forms the didactic group of Sangam literature.</li></ul>"
48," <p>Match List-I with List-II and select the correct answer using the codes given below the lists:</p><table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""mceItemTable mce-item-table"" width=""266""><tbody><tr><td valign=""top"" width=""115""><p><strong>List-I (Artist)</strong></p></td><td valign=""top"" width=""24""><p> </p></td><td valign=""top"" width=""132""><p><strong>List-II (Medium of music delivery)</strong></p></td></tr><tr><td valign=""top"" width=""115""><p>A. Balamurali Krishna</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""132""><p>1. Hindustani vocal</p></td></tr><tr><td valign=""top"" width=""115""><p>B. Mita Pandit</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""132""><p>2. Ghatam</p></td></tr><tr><td valign=""top"" width=""115""><p>C. Kanyakumari</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""132""><p>3. Sitar</p></td></tr><tr><td valign=""top"" width=""115""><p>D. Nikhil Bannerjee</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""132""><p>4. Violin</p></td></tr><tr><td valign=""top"" width=""115""><p> </p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""132""><p>5. Carnatic vocal</p></td></tr></tbody></table><p><br/></p>","(a) A-5, B-1, C-2, D-3","(b) A-4, B-3, C-1, D-5","(c) A-3, B-1, C-5, D-2","(d) A-5, B-4, C-1, D-3",Indian Art and Culture,a,Difficult,tFundamental(F),<p>A. Balamurali Krishna - Carnatic vocal</p><p>B. Mita Pandit - Hindustani vocal</p><p>C. Kanyakumari - Ghatam</p><p>D. Nikhil Bannerjee - Sitar</p>
49, <p>Which one of the following pairs is<em><strong> not</strong></em> correctly matched?</p>,(a) Bakti Itihar         :     Badal Sarkar,(b)  Sita Swayamvar:      Vishnu Das Bhave,(c) Yayati                  :      Girish Karnad,(d)  Giddha               :      Jabbar Patel,Indian Art and Culture,d,Difficult,tFundamental(F),<ul><li>'Giddha' is written by 'Vijay Tendulkar'.</li></ul>
50, <p>The Raga which is sung early in the morning is</p>,(a)  Todi,(b)  Darbari,(c)  Bhopali,(d)  Bhimpalasi,Indian Art and Culture,a,Difficult,tFundamental(F),<ul><li>Togo is the Raga which is sung early in the morning.</li></ul>
51, <p>Which one of the following Muslim rulers was hailed as the ‘Jagadguru’ by his Muslim subjects because of his belief in secularism?</p>,(a)  Husain Shah,(b)  Zain-ul-Abidin,(c)  Ibrahim Adil Shah,(d)  Mahmud II,Ancient and Medieval History,c,Medium,Fundamental(F),Ibrahim Adil Shah was called ‘Jagadguru’ and ‘Adilbaba’ by his people because of his belief in Secularism.
52, <p>Who among the following streamlined the Maratha administration after Sambhaji ?</p>,(a)  Raja Ram,(b)  Balaji Viswanath,(c)  Ganga Bai,(d)  Nanaji Deshmukh,History of Modern India,b,Medium,Fundamental(F),Peshwa Balaji Viswanah streamlined the Maratha administration after Sambhaji.
53, <p>Match List-I with List-II and select the correct answer using the codes given the lists :</p><p>List-I                           List-II</p><p>A. Iqta.                   1. Marathas</p><p>B. Jagir.                   2. Delhi Sultans</p><p>C. Amaram.            3. Mughals</p><p>D. Mokasa.             4. Vijayanagara</p>,"(a) A-3, B-2, C-1, D-4","(b) A-2, B-3, C-4, D-1","(c) A-2, B-3, C-1, D-4","(d) A-3, B-2, C-4, D-1",Ancient and Medieval History,b,Difficult,tFundamental(F),"<p>These were all land grants.<br/> Iqta – Delhi Sultans, Jagir – Mughals<br/> Amaram – Vijayanagara rulers, Mokasa – Marathas</p>"
54, <p>“In this instance we could not play off the Mohammedans against the Hindus.” To which one of the following events did this remark of Aitchison relate ?</p>,(a)  Revolt of 1857,(b)  Champaran Satyagraha (1917),(c)  Khilafat and Non-Cooperation Movement (1919-22),(d)  August Movement of 1942,History of Modern India,c,Medium,Fundamental(F),"During the Khilafat and Non-Cooperation Movement period, Muslims joined with Hindus to struggle against the common enemy British. This period had seen unprecedented unity between these two religions. This forced Aitchison to make the above statement."
55, <p>The Indian National Army (I.N.A.) came into existence in 1943 in </p>,(a)  Japan,(b)  Then Burma,(c)  Singapore,(d)  The Malays,History of Modern India,c,Medium,Fundamental(F),"Though INA was formed by Captain Mohan Singh, on 1 September 1942, it was failed and came into existence again on 2 July 1943, when Subhash Chandra Bose reached Singapore and gave the rousing war cry of “Dilli Chalo”."
56, <p>The last major extension of British Indian territory took place during the time of</p>,(a)  Dufferin,(b)  Dalhousie,(c)  Lytton,(d)  Curzon,History of Modern India,b,Medium,Fundamental(F),"Dalhousie (1849-56) introduced the ‘Doctrine of Lapse’ which proved fatal for the princely states. Based on this, he annexed a lot of States and expanded the British Indian territory to a large extent."
57," <p>As an alternative to the partition of India, Gandhiji suggested to Mountbatten that he</p>",(a)  Postpone granting of independence,(b)  Invite Jinnah to form the government,(c)  Invite Nehru and Jinnah to form the government together,(d)  Invite the army to take over for some time,History of Modern India,b,Medium,Fundamental(F),"Gandhiji, as an alternative to the partition of India, suggested to Mountbatten to invite Jinnah to form the Government. But it was opposed by Congress as well as Muslim League."
58, <p>The native state of Tripura became involved in the Freedom movement early in the 20<sup>th</sup> century because</p>,(a)  The kings of Tripura were always anti-British,(b)  The Bengal revolutionaries took shelter in Tripura,(c)  The tribes of the state were fiercely freedom loving,"(d)  There were already some groups fighting against the kingship ‘and its protector, the British",History of Modern India,d,Medium,Fundamental(F),"Tripura became involved in the freedom struggle early in the 20th century because there were already some groups (Bengal revolutionary armies) who were fighting against the Kingship ‘and its protector, the British."
