Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
11, <p>Which one of the following rivers originates at Amarkantak?</p>,(a)  Damodar,(b)  Mahanadi,(c)  Narmada,(d)  Tapti,Geography,c,,,<ul><li>River Place of Origin Damodar Chotanagpur plateau (Jharkhand) Mahanadi Dandakaranya (Chhattisgarh) Narmada Amarkantak (Maikal Mountain) Tapti Muttai’s Baitul District (MP).</li></ul>
12, <p>Assertion (A): River Kalinadi is an east-flowing river in the southern part of India.</p><p>Reason (R): The Deccan Plateau is higher along its western edge and gently slopes towards the Bay of Bengal in the east.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,d,,,<p>River Kalindi is a west flowing river.</p>
13, <p>Match List-I with List-II and select the correct answer using the code given below the lists: </p><p>List-I (City)                   List-II (River) </p><p>A. Bangkok                  1. Irrawaddy</p><p>B. Phnom-Penh          2. Mekong </p><p>C. Hanoi                       3. Menam (Chao Phraya) </p><p>D. Yangon                    4. Red River </p><p><span>         A        B      C     D                       A         B        C     D</span><br/><span></span></p><br/>,(a)      3       2       4     1,(b)    4        1        3     2,(c)      3       1       4     2,(d)    4        2        3     1,Geography,a,,,"<p>Bangkok is the capital of Thailand. It is found at the banks of Chao Phraya river near the Gulf of Thailand. Phnom-Penh is located is south-central region of Cambodia, at the confluence of Mekong river. Hanoi is the capital of Vietnam. It is located on the right bank of the Red river. Yangon is the largest city and former capital of Myanmar. It is located at the convergence of the Yangon and Bago rivers.</p>"
14, <p>Which one among the following rivers is the longest?</p>,(a)  Amazon,(b)  Amur,(c)  Congo,(d)  Lena,Geography,a,,,<ul><li>Amazon – 6570 km (longest river of the world) Amur – 2825 km (A river in N-E Asia) Congo – 4667 km (Second largest river of Africa) Lena – 4410 km (A river in Siberia).</li></ul>
15, <p>Which one of the following cities does not have the same clock time as that of the other three cities at any given instant?</p>,(a)  London (U.K.),(b)  Lisbon (Portugal),(c)  Accra (Ghana),(d)  Addis Ababa (Ethiopia),Geography,d,,,"<p>London, Lisbon and Accra cities are situated approximately on the same longitude away from Addis Ababa showing the same clock time.</p>"
16, <p>Where is the famous Vijaya Vitala temple having its 56 carved pillars emitting musical notes located?</p>,(a)  Belur,(b)  Bhadrachalam,(c)  Hampi,(d)  Srirangam,Indian Art and Culture,c,,,"<p>Vijaya Vittam Temple is one of the most exquisitely carved temples in Hampi. The magnificently sculptured pillars are the marvel in the history of temple architecture. Each of the pillars are different, which gives different musical notes when hit with fingers.</p>"
17, <p>Which one among the following major Indian cities is most eastward located?</p>,(a)  Hyderabad,(b)  Bhopal,(c)  Lucknow,(d)  Bengaluru (Bangalore),Geography,c,,,<p>Hyderabad is located almost in middle of India. Bhopal is located in North eastern parts of MP in Central region of India. Lucknow is situated in the Upper Gangetic plains of India. Bangalore is situated on the south-eastern corner of Karnataka.</p>
18," <p>Out of the four southern states: Andhra Pradesh, Karnataka, Kerala and Tamil Nadu, which shares boundaries with the maximum number of Indian States?</p>",(a)  Andhra Pradesh only,(b)  Karnataka only,(c)  Each of Andhra Pradesh and Karnataka,(d)  Each of Tamil Nadu and Kerala,Geography,c,,,"<ul><li>State Boundary shared by Andhra Pradesh Maharashtra, Karnataka, Chhattisgarh, Orissa, Tamilnadu Karnataka Goa, Maharashtra, Andhra Pradesh, Tamilnadu, Kerala Tamilnadu Andhra Pradesh, Kerala, Karnataka Kerala Karnataka, Tamilnadu.</li></ul>"
19," <p>Through which one of the following Straits, does a tunnel connect the United Kingdom and France?</p>",(a)  Davis Strait,(b)  Denmark Strait,(c)  Strait of Dover,(d)  Strait of Gibraltar,Geography,c,,,"<p>Dover Strait is between English Channel and North Sea. Dover is the strait at the narrowest part of the English Channel. The shortest distance across the strait is from the South Foreland, some 6 km north-east of Dover in the country of Kent, England. The strait lies at the east end of the English Channel, where it joins the North Sea. Its width is the shortest distance between France and England.</p>"
20, <p>Which one of the following countries is planning to construct a rival to the Panama Canal to link the Pacific and Atlantic Oceans?</p>,(a)  Colombia,(b)  Costa Rica,(c)  Guatemala,(d)  Nicaragua,International Affairs and Institutions,d,,,"<p>Nicaragua is likely to pursue an ambitious $20 b project to create an alternative to Panama canal. This project would redraw the map of the world trade by opening an east coast of North America, Europe, Brazil to large scale sea traffic from pacific Rim countries like China and South Korea.</p>"
21, <p>Which one among the following States in India has the lowest density of population?</p>,(a)  Himachal Pradesh,(b)  Meghalaya,(c)  Arunachal Pradesh,(d)  Sikkim,Geography,c,,,<ul><li>State Density of Population Arunachal Pradesh 13 Sikkim 76 Himachal Pradesh 109 Meghalaya 103.</li></ul>
22, <p>What is the average distance (approximate) between the Sun and the Earth?</p>,(a)  70 x 105 km,(b)  100 x 105 km,(c)  110 x 106 km,(d)  150 x 106 km,Geography,d,,,"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal"">One Astronomical Unit (AU) is the approximately the mean
distance between the Earth and the Sun, or, 149,598,000 km.</p>
</div>"
23," <p>Which one of the following National Highways passes though Maharashtra, Chhattisgarh and Orissa?</p>",(a)  NH 4,(b)  NH 5,(c)  NH 6,(d)  NH 7,Geography,c,,,"<p>NH 4 – Thane – Chennai NH 5 – Jharpokharia – Chennai (Along east coast) NH 6 – Hajra, Kolkata via Nagpur, Sambalpur and Raipur NH 7 – Varanasi – Kanyakumari via Jabalpur, Nagpur, Hydebarabad, Bangalore and Madurai (longest in the country).</p>"
24, <p>Assertion (A): There are no tea plantations in any African country. </p><p>Reason (R): Tea plants need fertile soil with high humus.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,d,,,"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal"">Major Tea producing countries in Africa are Kenya, Tanzania,
Malawi, Zimbabwe and Mozambique.</p>
</div>"
25," <p>Consider the following statements:</p><p>1. In India, Red Panda is naturally found in the Western Himalayas only.</p><p>2. In India, Slow Loris lives in the dense forests of the North East.</p><p>Which of the statement(s) given above is/are correct.</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ecology and Environment,b,,,"<p>The Red Panda is found in mountainous band from Nepal through NE India and Bhutan and into China, Laos and northern Myanmar.</p>"
26, <p>Which one of the following is located in the Bastar region?</p>,(a)  Bandhavgarh National Park,(b)  Dundeli Sanctuary,(c)  Rajaji National Park,(d)  Indravati National Park,Ecology and Environment,d,,,"<p>Bandhavgarh National Park – M.P. Dandeli Sanctuary – Karnataka Rajaji National Park –Uttarakhand Indravati National Park – Bastar, Chhattisgarh.</p>"
27, <p>Which one of the following is also known as Top Slip?</p>,(a)  Simplipal National Park,(b)  Periyar Wildlife Sanctuary,(c)  Manjira Wildlife Sanctuary,(d)  Indira Gandhi Wildlife Sanctuary and National Park,Ecology and Environment,d,,,<p>Indira Gandhi Wildlife Sanctuary and National Park is also known as ‘Top Slip’. It lies in the Coimbatore District of Tamil Nadu at the southern part of the Nilgiri Biosphere Reserve in the Anamalai Hills.</p>
28, <p>Consider the following statements:</p><ol><li>Either of the two belts over the oceans at about 30 to 35 degrees N and S Latitudes in known as Horse Latitude.</li><li>Horse latitudes are low pressure belts.</li></ol><p>Which of the statement(s) given above is/are correct.</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,a,,,<ul><li>'Horse latitudes' are sub tropical high pressure belts extends between 300-350 (250-350) latitudes in both the hemispheres.</li></ul>
29, <p>In which State is the Guru Shikhar Peak located?</p>,(a)  Rajasthan,(b)  Gujarat,(c)  Madhya Pradesh,(d)  Maharashtra,Geography,a,,,"<p>Guru Shikhar – On covering a distance of 3 miles Delwara Achagarh road, a hilly coal-tarred road of nearly 7 kms. leads to highest peak of Mount-Abu – popularly known as Guru Shikhar. It is the highest peak of Mt. Abu, at the height of 5650 ft/1722 mts. On the peak is the temple of Guru Dattatreya, who is supposed to be ab incarnation of God Brahma, Vishnu and Mahesh.</p>"
30, <p>Where were Shevaroy hills located?</p>,(a)  Andhra Pradesh,(b)  Karnataka,(c)  Kerala,(d)  Tamil Nadu,Geography,d,,,"<p>Yercaud, popularly known as ‘poor man’s ooty’ is located in the Shevaroy Hills of north central Tamilnadu about 4,500 ft. above sea level.</p>"
31, <p>Where is Copacabana Beach located?</p>,(a)  Buenos Aires,(b)  Hawaiian Islands,(c)  Rio de Janeiro,(d)  Valletta,Geography,c,,,"<ul><li>Copacabana Beach is located right in the heart of Rio de Janeiro, it is also one of the most lively beaches of the world. It is famous for its 4 km beach. It plays host to millions of revelers during the annual New Year’s Eve celebrations.</li></ul>"
32, <p>Match List-I with List-II and select the correct answer using the code given below lists: </p><p>List-I (Aluminium Company)                    List-II (Location) </p><p>A. BALCO                                                    1. Hirakud </p><p>B. HINDALCO                                             2. Korba </p><p>C. Indian Aluminium Company              3. Koraput </p><p>D. NALCO                                                   4. Renukoot </p><p><span>        A     B       C      D                                          A     B      C     D</span><br/><span></span></p><br/>,(a)    3     1       4      2,(b)   2     4     1      3,(c)    3      4       1     2,(d)   2     1     4      3,Geography,b,,,"<p>BALCO is located at distance of 10 km from the Korba city. HINDALCO commissioned its aluminium factory at Renukoot in eastern UP in 1962. NALCO was incorporate in 1981 in the Public sector, to exploit a part of large deposits of bauxite discovered in East Coast.</p>"
33, <p>Consider the following statements:</p><p>1. Balaghat is known for its diamond mines.</p><p>2. Majhgawan is known for its manganese deposits.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,d,,,<p>Manganese reserves are found in Balaghat and Chindwara districts (MP). Majhagawan area in Panna district in rich in Diamond reserves.</p>
34," <p>In which one of the following districts, have large reserves of diamond-bearing kimberlite been discovered in the recent past?</p>",(a)  Hoshangabad,(b)  Raipur,(c)  Sambalpur,(d)  Warangal,Geography,b,,,<p>Large reserves of diamond-bearing Kimberlite traits have been discovered in Payalikhand and Behradin in Raipur district and Tokapal in Bastar.</p>
35," <p>Consider the following statements:</p><p>1. The Judges (Inquiry) Bill 2006 contemplates to establish a Judicial Council which will receive complaints against Judges of the Supreme Court including the Chief Justice of India, High Court Chief Justices and Judges.</p><p>2. Under the Protection of Women from Domestic Violence Act, 2005, a women can file a petition before as 1st Class Judicial Magistrate.</p><p><span>Which of the statement given above is/ are correct?</span></p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,b,Difficult,t,<ul><li>The Chief Justice of India (CJI) has been excluded from the purview of the proposed legislation.</li></ul>
36, <p>Tarapore Committee was associated with which one of the following?</p><p> </p>,(a)  Special Economic Zones.,(b)  Fuller capital account convertibility.,(c)  Foreign exchange reserves.,(d)  Effect of oil-prices on the Indian economy.,Current Affairs,b,Medium,Factual,"<ul><li>S. S. Tarapore Committee was constituted by RBI to set out the framework for fuller capital account convertibility. Its members were Surjith S. Bhalla, M.G. Bhide, R.H. Patil, A.V. Rajwade, Ajith Ranade.</li></ul>"
37, <p>Participatory Notes (PNs) are associated with which one of the following?</p><p> </p>,(a)  Consolidated Fund of India.,(b)  Foreign Institutional Investors.,(c)  United Nations Development Programme.,(d)  Kyoto Protocol.,Economics,b,Easy,Factual,"<ul><li>Participatory Notes are the instruments issues by SEBI – registered foreign institutions to entities that want to invest in Indian markets but do not want to directly register with the market, resulting in concealment of the investor’s identity.</li></ul>"
38, <p>Consider the following statements:</p><p>1. The repo rate is the rate at which other banks borrow from the Reserve Bank of India.</p><p>2. A value of 1 for Gini Coefficient in a country implies that there is perfectly equal income for everyone in its population.</p><p>Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,b,Medium,Conceptual,"<ul><li>Repo rate is the rate at which the RBI borrows from the banks, while the bank rate is the rate at which the banks borrow from the RBI.</li></ul>"
39, <p>MCA-21 is a major initiative taken up by the Government of India in which one of the following areas?</p><p> </p>,(a)  Foreign direct investment in India.,(b)  Attracting international tourists.,(c)  e-governance.,(d)  Modernization of airports.,Economics,c,Medium,Factual,<ul><li>MCA 21: World Bank funded e-governance project to open a chain of 53 front offices of Registrar of Companies where the companies and professionals would be able to file returns and documents in the electronic mode (Ministry of Company Affairs).</li></ul>
40, <p>Which one of the following is the correct sequence in the decreasing order of contribution of different sectors to the Gross Domestic Product of India?</p>,(a)  Services – Industry – Agriculture,(b)  Services – Agriculture – Industry,(c)  Industry – Services – Agriculture,(d)  Industry – Agriculture - Services,Economics,a,Medium,Factual,<ul><li>Contribution of different sectors to the GDP of India – Services – 11.2 Industry – 10 Agriculture – 2.7</li></ul>
41," <p>With reference to the steel industry in India in the recent times, consider the following statements:</p><p>1. Vizag Steel Plant (RINL) has been declared Mini Ratna.</p><p>2. Merger of IISCO with SAIL has been completed.</p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,c,Medium,Factual,<ul><li>Vizag steel plant in AP has been conferred the Mini Ratna status. The Union Cabinet approved SAIL (Steel Authority of India Ltd.) to initiate the process of merger of IISCO (Indian Iron and Steel Company) with SAIL offer taking approval of the Board of Industrial and Financial Reconstruction (BIFR).</li></ul>
42, <p>BASEL II relates to which one of the following?</p><p> </p>,(a)  International standards for safety in civil aviation.,(b)  Measures against cyber crimes.,(c)  Measures against drug abuse by sportpersons.,(d)  International standards for measuring the adequacy of a bank’s capital.,Economics,d,Medium,Factual,<ul><li>Basel II is the revised international capital framework. The Basel II framework describes a more comprehensive measure of minimum standard for capital adequacy that national supervisory authorities are now working to implement through domestic rule-making and adaptation procedures.</li></ul>
43, <p>The National Housing Bank was set up in India as a wholly-owned subsidiary of which one of the following?</p><p> </p>,(a)  State Bank of India.,(b)  Reserve Bank of India.,(c)  ICICI Bank.,(d)  Life Insurance Corporation of India.,Economics,b,Easy,Factual,"<ul><li>National Housing Bank was set up in 1988 as a wholly owned subsidiary of the RBI, to promote housing finance institutions at local and regional level.</li></ul>"
44, <p>Which one of the following is the correct sequence in the decreasing order of production (in million tonnes) of the given food grains in India?</p>,(a)  Wheat – Rice – Pulses – Coarse cereals .,(b)  Rice – Wheat – Pulses – Coarse cereals.,(c)  Wheat – Rice – Coarse cereals – Pulses.,(d)  Rice – wheat – Coarse cereals - Pulses.,Economics,d,Medium,Factual,<ul><li>Food Grains Production (mt) Rice 89.88 Wheat 71.54 Coarse Cereals 34.67 Pulses 13.92</li></ul>
45, <p>Consider the following statements: </p><p>1. The nation-wide scheme of the National Child Labour Projects (NCLP) is run by the Union Ministry of Social Justice and Empowerment. </p><p>2. Gurupadswamy Committee dealt with the issues of child labour. </p><p>Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Social issues,b,,,"NCLP is run by a registered society constituted under the State Government’s Department of Labour.
 NCLP Scheme was initiated in 12 districts in 1988 with the objective of withdrawing and rehabilitating children working in identified hazardous occupations and process. The number of projects was increased to 200 during 9th Plan and has been expanded to cover 250 districts across 21 states during the 10th Plan.
 The Child Labour Cell is entrusted with the responsibility of formulation and implementation of policy and programmes for tackling problems of child labour. The Cell is responsible for funding and monitoring of the projects taken up under the scheme of National Child Labour Projects."
46, <p>The song ‘Amar Sonar Bangla’ written during the Swadeshi Movement of India inspired the liberation struggle of Bangladesh and was adopted as the National Anthem of Bangladesh. Who wrote this song?</p><p> </p>,(a)  Rajni,(b)  Dwijenralal Ray,(c)  Mukunda Das,(d)  Rabindranath Tagore,History of Modern India,d,Medium,Factual,Rabindranath Tagore wrote and composed the song “Amar Sonar Bangla” (My Golden Bengal). The song was written in 1906 when Bengal ws divided in two halves by the British Govt. on religion. The first 10 lines of the song constitute the National anthem of Bangladesh.
47," <p>The First Factory Act restricting the working hours of women and children, and authorizing local governments to make necessary rules was adopted during whose time?</p><p> </p>",(a)  Lord Lytton,(b)  Lord Bentinck,(c)  Lord Ripon,(d)  Lord Canning,History of Modern India,c,Medium,Factual,"The first factory Act was passed (1881) during Lord Ripon’s Viceroyship (1880-84) to improve labour conditions.
 Viceroy    Tenure
 Lord Lytton   1876-80
 Lord Bentinck   1828-35
 Lord Canning (1st Viceroy) 1856-58, 1858-62"
48, <p>Who among the following wrote the book Babuvivah?</p><p> </p>,(a)  Raja Rammohan Roy,(b)  Ishwar Chandra Vidyasagar,(c)  Pandita Rambai,(d)  Rabindranath Tagore,History of Modern India,b,Medium,Factual,
49, <p>Who wrote the book – ‘The Story of the Integration of the Indian States’?</p><p> </p>,(a)  B.N. Rao,(b)  C. Rajagopalachari,(c)  Krishna Menon,(d)  V.P. Menon,History of Modern India,d,Medium,Factual,V.P. Menon was an Indian Civil Servant played an important role in the partition of India and the integration of Independent India during the period 1945-50.
50, <p>Which one of the following aroused a wave of popular indignation that led to the massacre by the British at Jallianwala Bagh?</p><p> </p>,(a)  The Arms Act,(b)  The Public Safety Act,(c)  The Rowlatt Act,(d)  The Vernacular Press Act,History of Modern India,c,Medium,Factual,"Jallianwala Bagh Massacre took place on 13th April, 1919, when a huge crowd had assembled in Amritsar to protest peacefully against the arrest of Saifuddhin Kitchlew and Satyapal who were arrested on 10 April, 1919 for starting a Rowlatt Satyagraha against Rowlatt Act."
51, <p>At which one of the following places did Mahatma Gandhi first start his Satyagraha in India?</p><p> </p>,(a)  Ahmedabad,(b)  Bardoli,(c)  Champaran,(d)  Kheda,History of Modern India,c,Medium,,"Champaran Satyagraha – 1917: Gandhi’s first great experiment in Satyagraha came in 1917 in Champaran, a district in Bihar. He took up the cause of the poor peasants against the excesses of the indigo planters in Champaran. He defied the government order asking him to leave the area and was willing to face trial and imprisonment. The Government was forced to inquire into the injustices committed by the indigo planters and to put an end to them.
Ahmedabad Mill Strike – 1918
Kheda Satyagraha – 1918
Bardoli (Surat, Gujarat) – Satyagraha was led by Sardar Vallabhbhai Patel in 1928."
52, <p>Who among the following started the newspaper Shome Prakash?</p><p> </p>,(a)  Dayanand Saraswati,(b)  Ishwar Chandra Vidyasagar,(c)  Raja Rammohan Roy,(d)  Surendranath Banerjee,History of Modern India,b,Medium,Factual,A Bangali newspaper ‘Somprakash’ was started in 1898 by Ishwar Chandra Vidyasagar.
53, <p>The ruler of which one of the following States was removed from power by the British on the pretext of mis-governance?</p>,(a)  Awadh,(b)  Jhansi,(c)  Nagpur,(d)  Satara,History of Modern India,a,Medium,Factual,"During the administration of Nawab ‘Wazid Ali’, Awadh was annexed under the pretext of misrule."
54, <p>Who among the following Europeans were the last to come to pre-independence India as traders?</p>,(a)  Dutch,(b)  English,(c)  French,(d)  Portuguese,History of Modern India,c,Medium,Factual,"Entry of European powers in India:
 Portuguese – 1548
 English – 1600
 Dutch – 1902
 Danish – 1616
 French – 1664"
55, <p>Consider the following statements:</p><p> 1. Robert Clive was the first Governor-General of Bengal.</p><p> 2. William Bentinck was the first Governor-General of India.</p><p> Which of the statements given below above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,History of Modern India,b,Medium,Factual,Warren Hastings was the first Governor-General of Bengal as per the Regulating Act of 1773.
56, <p>Which one of the following was the first fort constructed by the British in India?</p>,(a)  Fort William,(b)  Fort St. George,(c)  Fort St. David,(d)  Fort St. Angelo,History of Modern India,b,Medium,Factual,"Fort. St. George – 1644 (Madras) – British
Fort William – 1700 (Calcutta) – British
Fort St. David – Fort sold by Marathas to British in 1690.
Fort St. Angelo –Built by Portuguese in 1505 at Kannur (Kerala)."
57, <p>Which one of the following places was associated with Acharya Vinoba Bhave’s Bhoodan Movement at the beginning of the movement?</p><p> </p>,(a)  Udaygiri,(b)  Rapur,(c)  Pochampalli,(d)  Venkatagiri,History of Modern India,c,Medium,Factual,"Eminent Gandhian constructive worker Acharya Vinoba Bhave, drew upon Gandhian techniques and ideas such as constructive work and trusteeship, to launch the Bhoodan Movement in early fifties (1950’s). Vinoba Bhave received the first donation of land on 18 April 1951 in the village of Pachampalli in the Telangana district of Andhra Pradesh."
58," <p>Assertion (A): According to the Wavell Plan, the number of Hindu and Muslim members in the Executive Council were to be equal. </p><p>Reason (R): Wavell thought that this arrangement would have avoided the partition of India.</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,History of Modern India,c,Difficult,tFactual,"Wavell Plan proposed a council with equal numbers of Hindus and Muslims, and one representative each of Sikhs and the Depressed classes, besides the Commander in chief and the main purpose was to delay the process of partition but not to avoid partition."
59, <p>Dalbergia species is associated with which one of the following?</p><p> </p>,(a)  Cashew nut,(b)  Coffee,(c)  Tea,(d)  Rosewood,Ecology and Environment,d,,,"Palisander Rosewood – Dalbergia baroni
 Siamese Rosewood – D. Cochinchinensis
 Indian Rosewood – D. latifolia etc."
