Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
11," <p>Among other things, which one of the following was the purpose for which the Deepak Parekh Committee was constituted ?</p>",(a)  To study the current socio-economic conditions of certain minority communities.,(b)  To suggest measures for financing the development of infrastructure.,(c)  To frame a policy on the production of genetically modified organisms.,(d)  To suggest measures to reduce the fiscal deficit in the Union Budget.,Current Affairs,b,Medium,Current Affairs(CA),"Deepak S. Parekh Committee: Constituted by Ministry of Finance, to look into the massive long term funding needs of the infrastructure sector which is projected to require an investment of $ 320 b."
12, <p>The brothers Umakant and Ramakant Gundecha are :</p>,(a)  Dhrupad vocalists,(b)  Kathak dancers,(c)  Sarod Maestros,(d)  Tabla players,Indian Art and Culture,a,Medium,Current Affairs(CA),"<ul><li>Umakant and Ramakant Gundecha are India’s leading exponents of the Dhrupad style of Indian classical music, and are the most active young performers in that style in Indian and international circuits. Gundecha Brothers received conventional university education and learned the Dhrupad vocal art under the renowned Dhrupad vocalist Ustad Zia Fariduddin Dagar and also with Ustad Zia Mohiuddin Dagar (the distinguished performer of Rudra Veena) in Dhrupad Kendra, Bhopal. They have received National Fellowship from 1987 to 89, Ustad Allauddin Khan Fellowship in 1993, Sanskriti Award in 1994 and Kumar Gandharva Award in 1998 by Govt. of Madhya Pradesh and Dagar Gharana Award by Mewar Foundation in 2001.</li></ul>"
13, <p>Match List I with List II and select the correct answer using the code given below the lists :</p><p>      List I <strong>(Famous Person)</strong>                                                List II <strong>(Well-known for)</strong></p><p>A. Mandakini Amte                                                  1. Theatre direction</p><p>B. Neelam Mansingh Chowdhry                             2. Social service and community leadership</p><p>C. Romila Thapar                                                       3. Dance</p><p>D. Vanashree Rao                                                      4. History writing </p><p> <strong>Code :</strong></p><p>          A      B      C      D</p>,(a)     2    1    4    3,(b)     2    4    1    3,(c)      3    1    4    2,(d)      3    4    1    2,Current Affairs,a,Difficult,tCurrent Affairs(CA),"Mandakini Amte, daughter-in-law of famous social activist Baba Amte alongwith her husband Prakash Amte have been awarded the 2008 Ramon Magsaysay Award for community leadership, for serving the medical, education and livelihood needs of remote tribal communities in Maharashtra for over 30 years.
Famous theatre person Neelam Mansingh Chowdhry, was selected for the Sangeet Natak Akadmi Award in 2003. She got the honour in the category of theatre direction.
Romila Thapar (born 1931) is an Indian historian whose principal area of study is ancient India. Thapar’s major worksd are Asoka and the Decline of the Maurya, Ancient Indian Social History: Some Interpretations, Recent Perspectives of Early Indian History (editor), A history of India Volume One, and Early India: From the Origins to AD 1300.
Guru Jayarama and his wife Vanashree Rao are to-day, considered to be the front ranking artists of Kuchipudi style of Andhra. Vanashree received fellowship from the Govt of India and The Sangeet Natak Akademi in the field of Abhinaya."
14," <p>With reference to Stree Shakti Puraskar, for which one of the following is ""Devi Ahilya Bai Holkar Award"" given ?</p>",(a)  Administrative skills,(b)  Achievements in Scientific Research,(c)  Achievements in Sports and games,(d)  Courage and Valour,Current Affairs,d,Medium,Current Affairs(CA),"As a measure of recognition of achievements of individual women in the field of social development, the Government of India has decided to institute five national awards. Which are to be called ‘Stree Shakti Puraskar’. These awards will be in the name of the following eminent women personalities in the Indian history, who are famous for their personal courage and integrity:
• Devi Ahilya Bai Holkar
• Kanngi
• Mata Jijabia
• Rani Gaidenlou Zeliang
• Rani Lakshmi Bai
The Award will carry a cash prize of Rs. 1 lakh and a citation. The awards will be given to women who have triumphed over difficult circumstances and have fought for and established the rights of women in various fields."
15, <p>In which State in the Buddhist site Tabo Monastery located?</p>,(a)  Arunachal Pradesh,(b)  Himachal Pradesh,(c)  Sikkim,(d)  Uttarakhand,Indian Art and Culture,b,Easy,Fundamental(F),"Located in the valley of Spiti (Himachal Pradesh) at an altitude of 3050m, the Tabo Monastery in quiet often referred to as the Ajanta of the Himalayas. Founded by an eminent scholar Richen Zangpo in the 996 AD, as an advanced centre of learning, this is basically a complex that houses a number of small gompas, temples and monasteries. It spreads over an area of 6300 sq m and is surrounded by high boundary wall."
16, <p>With which one of the following has the B.K. Chaturvedi Committee dealt?</p>,(a)  Review of Centre-state relations.,(b)  Review of Delimitation Act.,(c)  Tax reforms and measures to increase revenues.,(d)  Price reforms in the oil sector.,Current Affairs,d,Medium,Current Affairs(CA),"The BK Chaturvedi committee was set up by minister Manmohan Singh to look into the domestic oil pricing policy, which has remained largely controlled despite the dismantling of administered prices in 2002.
The Committee “has given outrageous recommendations for further price rise in petroleum products based on another notional basis of pricing.”
Remarks: Monthly hike in prices of petrol and diesel, restricting and phasing out subsidy on LPG cylinders, imposition of Metro Extra tax in 11 cities, reduction in excise duty on petrol, raise the petrol price by Rs. 2.50 a litre per month till March 2009 and diesel price by Rs. 0.75 per litre per month till 2010 to eliminate subsidies on the two fuels."
17," <p>Mahamastakabhisheka, a great religious event, is associated with and done for who of the following ?</p>",(a)  Bahubali,(b)  Buddha,(c)  Mahavir,(d)  Nataraja,Ancient and Medieval History,a,Easy,Fundamental(F),"The Mahamastabhisheka (or Mahamasthak Abhishek) is an important Jain festival held once every twelve years in the town of Shravanabelagola in Karnataka state, India. The festival is held in veneration of an immense 18 meter high statue of the Bhagwan (or Saint) Gomateshwara Bahubali. The anointing last took place in February 2006, and the next ceremony will occur in 2018."
18," <p>Consider the following pairs : </p><p><span style=""text-decoration: underline;"">Tradition</span>                                                                      <span style=""text-decoration: underline;"">State</span></p><p>1. Gatka, a traditional Martial Art                           Kerala </p><p>2. Madhubani, a Traditional Painting                      Bihar        </p><p>3. Singhey Khabas Sindhu Darshan Festival            J &amp; K </p><p>Which of the pairs given above is/are correctly matched?</p>",(a)  1 and 2 only,(b)  3 only,(c)  2 and 3 only,"(d)  1, 2 and 3",Indian Art and Culture,c,Difficult,tFundamental(F),"Gatka is an Indian martial art created by the Sikhs of the Punjab region. It was used by Sikh forces against the Mughals, primarily in reaction to oppressive or aggressive policies. Though rarely used in combat today, gatka is still popular as a sport and is often shown during Sikh festivals
 Madhubani painting or Mithila Painting is a style of Indian painting, practiced in the Mithila region of Bihar state, India.
The Sindhu Darshan festival is a celebration of River Sindhu or Indus. It is held every year in June at Leh, Ladakh in the Indian state of Jammu and Kashmir. Festival aims at projecting the Sindhu was as a symbol of multi-dimensional cultural identity, communal harmony and peaceful co-existence in India."
19, <p>Match List I with List II and select the correct answer using the code given below the lists : </p><p>List I <strong>(Famous Person)</strong>                                    List II<strong> (Well-known as)</strong></p><p>A. Anna Hazare                                                      1. Lawyer </p><p>B. Deepak Parekh                                                  2. Banker </p><p>C. GVK Reddy                                                         3. Gandhian and social activist </p><p>D. Harish Salve                                                       4. Industrialist  </p><p><strong>Code :</strong></p><p>         <strong>A      B      C       D</strong></p>,(a)     1      2       4       3,(b)     1      4       2       3,(c)      3      2      4       1,(d)     3      4      2       1,Current Affairs,c,,,"Kisan Baburao Hazare, popularly known as Anna Hazare (January 15, 1940), is an Indian social activist who is especially recognized for his contribution to the development of Ralegan Siddhi, a village in Ahmednagar district, Maharashtra, India and his efforts for establishing it as a model village, for which he was awarded the Padma Bhushan by Govt. of India, in 1992. Anna utilized individual centred Gandhian methods for bringing about moral pressure on the people.
 Deepak Parekh is the Chairman of HDFC, the India’s leading housing finance company. He has won several awards including businessman of the year 1996 and conferred with Padma Bhushan by the Government of India.
 G.V. Krishna Reddy is the Chairman of GVK Industries Ltd. He has been unanimously elected chairman of Emergency Management Research Institute (EMRI), a brainchild of disgraced founder and former chairman of Satyam Computer Services B. Ramalinga Raju.
 Harish Salve is a lawyer who served as Solicitor General of India from November 1, 1999 to November 3, 2002. Salve was ranked 18th most powerful person in India in 2009 by India Today magazine."
20, <p>Match List I with List II and select the correct answer using the code given below the lists : </p><p>List I <strong>(Famous Person)</strong>                                                   List II <strong> (Well-known as)</strong> </p><p>A. Amrita Sher-Gil                                                           1. Dancer </p><p>B. Bhimsen Joshi                                                              2. Painter </p><p>C. Rukmini Devi Arundale                                              3. Poet </p><p>D. Suryakant Tripathi Nirala                                           4. Singer </p><p><strong>Code :</strong></p><p>         <strong>A      B      C       D</strong></p>,(a)     2      2       4       3,(b)     1      4       2       3,(c)      3      2      4       1,(d)     3      4      2       1,Indian Art and Culture,b,Difficult,tFundamental(F),"Amrita Shet-Gil (January 30, 1913, - December 5, 1941), was an eminent Indian painter, sometimes known as India’s Frida Kahlo, and today considered an important women painter of 21st century India, whose legacy stands at par with that of the Masters of Bengal Renaissance. Today, she is amongst Nine Masters, whose work was declared as art treasures by The Archaeological Survey of India, in 1976 and 1979
Pandit Bhimsen Gururaj Joshi is an Indian vocalists in the Hindustani classical tradition. A member of the Kirana Gharana (school), he is renowned for the khayal form of singing, as well as for his popular renditions of devotional music (bhajans and abhangs). In 2008, he was awarded the Bharat Ratna, India’s highest civilian honour
Rukmini Devi Arundale (February 29, 1904 – February 24, 1986) was an Indian theosophist, dancer and choreographer in Indian classical dancer form of Bharatnatyam, and also an activist for animal rights, animal welfare and vegetarianism.
Suryakant Tripathi ‘Nirala’ (January 22, 1896 – October 15, 1961) was one of the most famous figures of the modern Hindi literature. He was a poet, novelist, essayist and story-writer. He also drew many sketches."
21," <p>With reference to the schemes launched by the Union Government, consider the following statements:</p><p>1. Ministry of Health and Family Welfare launched the Rashtriya Swasthya Bima Yojana.</p><p>2. Ministry of Textiles launched the Rajiv Gandhi Shilpi Swasthya Bima Yojana.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Social issues,c,,,"RSBY has been launched by Ministry of Labour and Employment, Government of India to provide health insurance coverage for Below Poverty Line (BPL) families. The objective of RSBY is to provide protection to BPL households from financial liabilities arising out of health shocks that involve hospitalization. Beneficiaries under RSBY are entitled to hospitalization coverage up to Rs. 30,000/- for most of the diseases that require hospitalization.
 Union Ministry of Textiles, in association with ICICI Lombard General Insurance Company Limited, has launched a comprehensive health insurance scheme for the handicraft artisans across the country. The scheme christened as ‘Rajiv Gandhi Shilpi Swasthya Bima Yojana’ would be the first even health insurance initiative for the artisans in the country. The Yojana aims at financially enabling the artisans’ community to access to the best of healthcare facilities in the country. This scheme will cover the artisans family of for comprising self and any three out of spouse, dependant parents and children."
22, <p>Consider the following pairs : </p><p>         Persons                                                          Sport </p><p>1. Anand Pawar                                                     Chess</p><p>2. Akhil Kumar                                                       Boxing </p><p>3. Shiv Shankar Prasad Chowrasia                     Golf</p><p>Which of the pairs given above is/are correctly matched ? </p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",Current Affairs,b,Medium,Current Affairs(CA),"Anand Pawar is a Badminton player. He won the under 19 Badminton Wimbledon tilte in 2004.
 Akhil Kumar (born March 27, 1981) is an Indian boxer from Bhiwani, Haryana. Akhil lost 3-10 to Veaceslav Gojan of Moldova in the quarter finals of Beijing Olympics on August 18th, 2008. Akhil received the Arjuna award in 2005.
 Shik Shankar Chowrasia (born 15 May 1978), also known as “Chipputtsia”, is an Indian professional golfer. After he turned professional in 1997, he went on to win eight titles on the Indian Tour and finished second twice in the Indian Open. In February 2008he won the inaugural Indian Masters, which was a part of the 2008 European Tour."
23, <p>Match List I with List II and select the correct answer using the code given below the lists:</p><p>List I<strong> (Book)</strong>                                  List II <strong>(Author) </strong></p><p>A. In custody                                   1. Amartya Sen </p><p>B. Sea of Poppies                            2. Amitav Ghosh</p><p> C. The Argumentative Indian        3. Anita Desai </p><p>D. Unaccustomed Earth                 4. Jhumpa Lahiri </p><p><strong>Code :</strong></p><p>         <strong>A      B      C       D</strong></p>,(a)     4      1       2       3,(b)     4      2       1       3,(c)      3      2      1       4,(d)     3      1      2       4,Indian Art and Culture,c,Difficult,tCurrent Affairs(CA),"In Custody (1984) is Anita Desai’s ironic story about literacy traditions and academic illusions. The central characters are Nur, an Urhi poet, who has fallen on hard times, and Deven, a professor of Hindi, who realizes that the beloved poet is not the magical genius e has imagined.
Sea of Poppies is a novel by Indian novelist Amitav Ghosh which was shortlisted for the Man Booker Prize in 2008. It is the first volume of what will be the Ibis trilogy. The story is set on the banks of the holy river Ganges and in Calcutta.
The Argumentative Indian is a book written by the Indian Nobel Prize winning economist Amartya Sen. It is a collections of essays that discuss India’s history and identity, focusing on the traditions of public debate and intellectual pluralism. It was published on June 2, 2005.
Unaccustomed Earth is the latest book from Pulitzer Prize winning author Jhumpa Lahiri. It was published on April, 2008. Just like her other books, Unaccustomed Earth is also a reflection of life of two separate cultures, and how people cope with each other. It made the New York Times book Review list of “10 Best Books of 2008” as chosen by the papers editors."
24," <p>Among the following, who are the Agaria community ?</p>",(a)  A traditional toddy tappers community of Andhra Pradesh.,(b)  A traditional fishing community of Maharashtra.,(c)  A traditional silk-weaving community of Karnataka.,"(d)  A traditional salt pan workers"" community of Gujarat.",Geography,d,Difficult,tCurrent Affairs(CA),"<ul><li>The Agaria, originally the inhabitants of Agra town, but due to harassments of Muslim ruler of Agra, they migrated to Kutchch through Ahmedabad. They are concentrated in a few villages including Bhut, Matra, Mandvi and Loharto of Gujarat.</li></ul>"
25," <p>Recently, which one of the following was included in the UNESCO’s World Heritage list?</p>",(a)  Dilwara Temple,(b)  Kalka-Shimla Railway,(c)  Bhiterkanika Mangrove Area,(d)  Visakhapatnam to valley railway line,Current Affairs,b,Difficult,tCurrent Affairs(CA),"The 150 year old Kalka-Shimla railway line was officially declared as a world heritage site. A special first day postal cover was released and a railway museum dedicated to Baba Bhalkhu, a legend connected with the construction of the line was also inaugurated."
26, <p>Where is the famous Virupaksha temple located?</p>,(a)  Bhadrachalam,(b)  Chidambaram,(c)  Hampi,(d)  Srikalahasti,Indian Art and Culture,c,Easy,Fundamental(F),"<ul><li>Virupaksha Temple is located in Hampi 350 km from Bangalore, in the state of Karnataka in southern India. The temple of dedicated to Shiva, known here as Virupaksha, as the consort of the local goddess Pampa who is associated with the Tungabhadra River. The temple continues to prosper and attracts huge crowds for the betrothal and marriage festivities of Virupaksha and Pampa in December. In the month of February the annual chariot festival is celebrated here.</li></ul>"
27," <p>Other than Venezuela, which one among the following from South America is a member of OPEC?</p>",(a)  Argentina,(b)  Brazil,(c)  Ecuador,(d)  Bolivia,Economy: External Sector,c,Difficult,tFundamental(F),"OPEC : HQ – Vienna, Austria.
 Secretary General- Abdalla Salem El-Badri (Libya)
 The Organization of the Petroleum Exporting Countries (OPEC) is a permanent, intergovernmental Organization, created at the Baghdad Conference on September 10-14, 1960, by Iran, Iraq, Kuwait, Saudi Arabia and Venezuela. The five Founding Members were later joined by nine other Members. Indonesia’s membership currently under review as Indonesia is no longer considered by OPEC as a net oil exporter. Former Members are Gabon (full member from 1975 to 1995) and Ecuador (full member from 1963 to 1993). However Ecuador has expressed interest in rejoining. OPEC’s official language is English, although the official language of a majority of OPEC member-states is Arabic, as seven current members are Arab states. Only one member nation (Nigeria) has English as an official language. From 1976-2006 OPEC gained no new member nations. In November 2006 the Angolan Government announced its intention to apply for membership and subsequently joined on 1st Jan 2007. Sudan has also expressed intent for joining. Russia, though a net exporter of oil has failed to gain membership into the grouping.
 In 2008, Indonesia announced its withdrawal of membership of OPEC. Membership – 12 states."
28, <p>Under the administration of which one of the following is the Department of Atomic Energy?</p>,(a)  Prime Minister’s Office,(b)  Cabinet Secretariat,(c)  Ministry of Power,(d)  Ministry of Science and Technology,Polity and Governance,a,Medium,Fundamental(F),"The Department of Atomic Energy (DAE) was set up on August 3, 1954 under the direct charge of the Prime Minister through a Presidential Order. The department is responsible for nuclear technology, including nuclear power and research."
29," <p>Consider the following pairs : </p><p>       <strong><span data-mce-style=""text-decoration: underline;"" style=""text-decoration: underline;""> Large Bank</span> </strong>                                   <strong>  <span data-mce-style=""text-decoration: underline;"" style=""text-decoration: underline;"">Country of origin</span></strong><br/></p><p>1. ABN Amro Bank              :                    USA </p><p>2. Barclays Bank                  :                    UK </p><p>3. Kookmin Bank                 :                   Japan </p><p>Which of the above pairs is/are correctly matched?</p><p></p><br/>",(a)  1 only,(b)  2 only,(c)  1 and 2,(d)  2 and 3,Economics,b,Difficult,tCurrent Affairs(CA),"ABN AMRO is a Dutch bank, currently owned by RFS Holdings B.V., a consortium of Royal Bank of Scotland Group, the Government of the Netherlands, and Banco Santander. The bank was created as the result of the 1990-91 merger between Amsterdam-Rotterdam (AMRO) Bank and ABN.
 Barclays bank was founded in 1690, John Freame and Thomas Gould started trading as Goldsmith bankers in Lombard Street London. It is the second largest bank in UK.
 Kookmin Bank is the largest bank by both asset value and market capitalization in South Korea. It was founded in 1963 and have headquarters at Jung-gu, Seoul, South Korea"
30, <p>Which among the following has the world’s largest reserves of Uranium?</p>,(a)  Australia,(b)  Canada,(c)  Russian Federation,(d)  USA,Geography,a,Medium,Current Affairs(CA),"<ul><li>Uranium deposits are found all over the world. The largest deposits of uranium are found in Australia, Kazakhstan and Canada. High-grade deposits are only found in Canada. Australia has 23% of the world’s uranium ore reserves and the world’s largest single uranium deposit, located at the Olympic Dam Mine in South Australia. Almost all Australia’s mined uranium is exported, under strict International Atomic Energy Agency safeguards against use in nuclear weapons.</li></ul>"
31," <p>Elephant Pass, which is frequently in the news, is mentioned in the context of the affairs of which one of the following?</p>",(a)  Bangladesh,(b)  India,(c)  Nepal,(d)  Sri Lanka,Current Affairs,d,Medium,Current Affairs(CA),"<ul><li>Elephant Pass, Northern Province, Sri Lanka is an important military base and formerly the island’s largest salt field, located in the gateway of Jaffna Peninsula. It has thus regularly been the site of battles during the civil war. In a major military defeat, the Sri Lankan Army lost control of the pass to the LTTE on April 22, 2000 in the Second Battle of Elephant Pass. The Sri Lankan Army recaptured Elephant Pass in the Third Battle of Elephant Pass on January 09, 2009.</li></ul>"
32, <p>Consider the following countries:</p><p> 1. Brunei Darussalam .</p><p>2. East Timor .</p><p>3. Laos .</p><p>Which of the above is/are member/members of ASEAN? </p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economy: External Sector,c,Medium,Fundamental(F),"ASEAN: HQ- Jakarta, Indonesia.
 The Association of Southeast Asian Nations (ASEAN) is a geo-political and economic organization of 10 countries located in Southeast Asia. ASEAN was established on 8 August 1967 in Bangkok by the five original Member Countries, namely, Indonesia, Malaysia, Philippines, Singapore, and Thailand. Brunei Darussalam joined on 8 January 1984, Vietnam on 28 July 1995, Lao PDR and Myanmar on 23 July 1997, and Cambodia on 30 April 1999."
33, <p>Consider the following countries:</p><p>1. Switzerland</p><p>2. Malta</p><p>3. Bulgaria</p><p>Which of the above are members of European Union?</p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economy: External Sector,b,Medium,Current Affairs(CA),"The European Union (EU) is an economic and political union of 27 member states, located primarily in Europe. It was established by the Treaty of Maastricht on 1 November 1993. The European Union is composed of 27 independent sovereign states which are known as member states: Austria, Belgium, Bulgaria, Cyprus, the Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, the Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, and the United Kingdom.
 There are three official candidate countries, Croatia, the former Yugoslav Republic of Macedonia, and Turkey. The western Balkan countries of Albania, Bosnia and Herzegovina, Montenegro, and Serbia are officially recognized as potential candidates. Kosovo is also listed by the European Commission as a potential candidate but the Commission does not list it as an independent country because not all member states recognize at as an independent country, separate from Serbia."
34, <p>Consider the following countries:</p><p>1. Australia</p><p>2. Namibia</p><p>3. Brazil</p><p>4. Chile </p><p>Through which of the above does the Tropic of Capricorn pass ?</p>,(a)  1 only,"(b) 2, 3 and 4 only","(c)  1, 2 and 3  only","(d) 1, 2, 3 and 4 only",Geography,d,Medium,Fundamental(F),"<ul><li>The Tropic of Capricorn, or Southern tropic, is one of the five major circles of latitude that mark maps of the Earth. It lies 23o 26’ 22’ south of the Equator. Tropic of Capricorn passes through the following countries, starting at the prime meridian and heading west: Brazil, Paraguay, Argentina, Chile. It also passes through these other countries: French Polynesia, Tonga, Coral Sea Islands Territory, Australia, Madagascar, Mozambique, South Africa, Botswana, Namibia</li></ul>"
