Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
11," <p>In August 2006, the Government of India notified the Rural Electrification Policy. This policy aims a provision of access to all households by which year?</p>",(a)  2008.,(b)  2009.,(c)  2010.,(d)  2012.,Current Affairs,b,,,"The policy aims at:
• Provision of access to electricity to all households by year 2009.
• Quality and reliable power supply at reasonable rates.
• Minimum lifeline consumption of 1 unit per household per day as a merit good by year 2012."
12," <p>As per India’s National Population Policy, 2000, by which one of the following year is it our long-term objective to achieve population stabilization?</p>",(a)  2025.,(b)  2035.,(c)  2045.,(d)  2055.,Current Affairs,c,,,"<ul><li>The immediate objective of the NPP 2000 is to address the unmet needs for contraception, health care infrastructure, and health personnel, and to provide integrated service delivery for basic reproductive and child health care. The medium-term objective is to bring the TFR to replacement levels by 2010, through vigorous implementation of inter-sectoral operational strategies. The long-term objective is to achieve a stable population by 2045, at a level consistent with the requirements of sustainable economic growth, social development, and environmental protection.</li></ul>"
13, <p>Which one of the following Union Ministries is implementing the Biodiesel Mission (as Nodal Ministry)? </p>,(a)  Ministry of Agriculture .,(b)  Ministry of Science and Technology.,(c)  Ministry of New and Renewable Energy.,(d)  Ministry of Rural Development.,Current Affairs,d,Medium,Factual,"The Ministry of Rural Development, which is set to coordinate the national mission on biofuel when it is approved, estimates that there are already between 500,000 and 600,000 hectares of jatropha growing across India.
But, in 2007, The government is contemplating shifting bio-diesel mission from rural development ministry to agriculture ministry. The shift is being contemplated to give a boost to the project which can reduce India’s dependence on imported oil to as much as 20% in case of diesel.
Although the project was launched as a national mission on bio-fuels as per the recommendations of a committee on development of bio-fuels with rural development ministry as the nodal ministry, not much progress has been made. During 2004-05 a small amount of Rs 9 crore was earmarked for the project. The rural development ministry, however, managed to spend only Rs 20 lakh as per revised estimates for the fiscal."
14," <p>Consider the following statements with reference to Indira Gandhi National Old Age Pension Scheme (IGNOAPS):</p><p>1. All persons of 60 years or above belonging to the households below poverty line in rural areas are eligible.</p><p>2. The Central Assistance under this Scheme is at the rate of Rs. 300 per month per beneficiary. Under the Scheme, States have been urged to given matching amounts.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only.,(b)  2 only.,(c)  Both 1 and 2.,(d)  Neither 1 nor 2.,Social issues,d,,,"The Indira Gandhi National Old Age Pension Scheme (IGNOAPS) named after the late Prime Minister Smt. Indira Gandhi on to all those senior citizens who are 65 years of age or above and living below the poverty line (BPL) was formally launched by the Prime Minister Dr. Manmohan Singh in a function held at G.M.C. Balayogi Auditorium in the Parliament Library Complex.
Under Indira Gandhi National Old Age Pension Scheme (IGNOAPS), Rs. 200 per month per beneficiary is provided by way of Central Assistance to a person who is 65 years or older and belonging to a household below the poverty line according to the criteria prescribed by the Government of India. Further, Government is also implementing An Integrated Programme for Older Persons, under which grants-in-aid are provided to the Non-Governmental Organizations for running of old age homes, Daycare Centres and Mobile Medicare Units."
15, <p>What is the name of the scheme which provides training and skills to women in traditional and non-traditional trades?</p>,(a)  Kishori Shakti Yojana.,(b)  Rashtriya Mahila Kosh.,(c)  Swayamsiddha.,(d)  Swawlamban.,Economics,d,Medium,Factual,"<ul><li>Swawlamban (NORAD) Scheme is being implemented by the Department of Women and Child Development, Government of India with partial assistance from Norway since 1982. Its basic objective is to provide training and skill to women to facilitate them obtain employment or self-employment on a sustained basis. The target group under the scheme are the poor and needy women, women from weaker sections of the society, such as Scheduled Castes and Scheduled Tribes, etc. Financial assistance is provided to undertake training programmes for women in both traditional as well as non-traditional trades.</li></ul>"
16, <p>Consider the following statements:</p><p>1. Orange Prize is awarded to a work of published fiction in English by a woman.</p><p>2. Pulitzer Prize is awarded by the Commonwealth Foundation to a citizen of any Commonwealth county for any literacy work in English.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only.,(b)  2 only.,(c)  Both 1 and 2.,(d)  Neither 1 nor 2.,Current Affairs,a,,,"The Orange Broadband Prize for Fiction is one of the United Kingdom’s most prestigious literacy prizes, [citation needed] awarded annually for the best original full-length novel by a female author of any nationality, written in English and published in the UK in the preceding year.
 The winner of the prize receives £30,000, along with a bronze sculpture called the “Bessie” created by artist Grizel Niven, the sister of actor/writer David Niven.
 Pulitzer Prize is an American award regarded as the highest national honor in newspaper journalism, literary achievements and musical composition. It is administered by Columbia University in New York City.
 Prizes are awarded yearly in twenty-one categories. In twenty of these, each winner receives a certificate and a US$10,000 cash reward. The winner in the public service category of the journalism competition is awarded a gold medal, which always goes to a newspaper, although an individual may be named in the citation."
17," <p>Recently, the manuscripts of which one of the following have been included in the UNESCO’s Memory of World Register?</p>",(a)  Abhidhamma Pitaka.,(b)  Mahabharata.,(c)  Ramayana.,(d)  Rig-Veda.,Current Affairs,d,,,"‘Memory of the World’ Program: The program for the ‘Memory of the World’ was started by the UNESCO to honor significant landmarks in the documentary heritage and record them in its ‘Memory of the World Register’ as world’s inheritance. The program seeks to guard against collective amnesia, calling upon the preservation of the valuable archival holdings and library collections all over the world, ensuring their wide dissemination.
The Memory of the World Register was created in 1997 and includes 120 properties. 38 new items were added to the list including the thirty manuscripts of the Rig Veda dating from 1800 to 1500 BC."
18," <p>Selene-1, the lunar orbiter mission belongs to which one of the following?</p>",(a)  China.,(b)  European Union.,(c)  Japan.,(d)  USA.,Science and Technology,c,,,"The Japan Aerospace Exploration Agency (JAXA) launched the Selenological and Engineering Explorer (or Moon explorer) “SELENE” by an H-IIA Launch Vehicle in the summer of 2007. 
Selene: SELenological and ENgineering Explorer Lunar orbiter and lander mission, ISAS (Japan)
Selene 1 carried 15 instruments including a radar sounder, laser altimeter, X-ray fluorescence spectrometer and gamma-ray spectrometer to study the origin, evolution, and tectonics of the moon. The 2800 kg launch-mass spacecraft carried by on H-24 rocket from the Tanegashima Space Center. The orbiter undergone four orbit maneuvers over nine days to place it into a 100 km circular lunar orbit for one year of surface observations."
19, <p>From which one of the following did India buy the Barak anti-missile defence systems?</p><p> </p>,(a)  Israel,(b)  France,(c)  Russia,(d)  USA,International Affairs and Institutions,a,,,"The Barak Weapon System is a highly advanced ship-borne anti-missile-missile point-defence system, as well as an anti-air/anti-surface gunnery control system. The system is highly effective against anti-ship sea-skimming missiles and aerial threats. The Barak anti-missile defence systems were purchased from Israel in 2000 for the naval ships, after the DRDO failed to develop the indigenous system Trishul."
20," <p>Consider the following:</p><p>1. Rice fields.</p><p>2. Coal mining.<br/></p><p>3. Domestic animals.</p><p>4. Wetlands.</p><p>Which of the above are sources of methane, a major greenhouse gas?</p><p></p><br/>",(a)  1 and 4 only.,(b)  2 and 3 only.,"(c)  1, 2 and 3 only.","(d)  1, 2, 3 and 4.",Ecology and Environment,d,Medium,Factual,"<ul><li>Major sources of methane are fossil fuel burning, mining, agriculture and wetlands. In an attempt to study the sources of methane in our environment, a programme to study the methane emission from the wetland lakes of Kadinamkulam, Paravur, Ashtamudy, Kayamkulam, Vembanad and Kudungalloor was taken up. The measurement results show that the methane flux from the lake is moderate. It is proposed to estimate methane loading into the atmosphere, from wetland environments of Kerala and to study the climate change potential of this source.</li></ul>"
21, <p>What is the number of spokes in the Dharmachakra in the National Flag of India?</p>,(a)  16.,(b)  18.,(c)  22.,(d)  24,Indian Art and Culture,d,Easy,Factual,"<ul><li>The National flag is a horizontal tricolor of deep saffron (kesari) at the top, white in the middle and dark green at the bottom in equal proportion. The ratio of width of the flag to its length is two to three. In the centre of the white band is a navy blue wheel which represents the chakra. Its design is that of the wheel which appears on the abacus of the Sarnath Lion Capital of Ashoka. Its diameter approximates to the width of the white band and it has 24 spokes. Each spoke depicts one hour of the day, portraying the prevalence of righteousness, all 24 hours of it.</li></ul>"
22, <p>Which one of the following is not essentially a species of the Himalayan vegetation?</p>,(a)  Juniper.,(b)  Mahogany,(c)  Silver fir.,(d)  Spruce,Geography,b,,,"<ul><li>Silver fir (Abies pindrow, Spach) and Spruce (Picea smithiana, Boiss), commonly referred as high level conifers. These species extend throughout Western Himalayas from Afghanistan to Nepal chiefly at 7,000 to 12,000 ft. but sometimes descending below and up in cool ravines. Spruce and Silver fir is also common in Bhutan with its multiple uses. Juniper is found in Europe, southwestern Asia up to the Himalayas, and North America, where it grows from southern coastal sites to more northerly moorland and mountainous regions.</li></ul>"
23, <p>Which of the following hills are found where the Eastern Ghats and the Western Ghats meet?</p>,(a)  Anaimalai Hills.,(b)  Cardamom Hills.,(c)  Nilgiri Hills.,(d)  Shevoroy Hills.,Geography,c,,,"<ul><li>The Nilgiri (Blue Mountains), often referred to as the Nilgiri Hills, are a range of mountains with at least 24 speaks above 2,000 metres in the western most part of Tamil Nadu. The Mudumalai wildlife sanctuary is located where the Nilgiri Hills, the offshoot of the Western Ghats meet the Eastern Ghats.</li></ul>"
24, <p>Consider the following pairs:</p><p>Tributary River          Main River</p><p>1. Chambal        :       Narmada</p><p>2. Sone              :        Yamuna</p><p>3. Manas : Brahmaputra</p><p>Which of the following statements given above is/are correct?</p>,"(a)  1, 2 and 3 only",(b)  1 and 2 only,(c)  2 and 3 only,(d)  3 only,Geography,d,,,"<ul><li>The Chambal River is a tributary of the Yamuna River in central India. Two tributaries of Narmada river are Hallon and Banjar. Sone river is the principal southern tributary of the Ganges river, rising in Madhya Pradesh. The Manas River is a major tributary of the Brahmaputra River flowing through Assam. It is named after Manasa, the serpent god in Hindu mythodology.</li></ul>"
25, <p>Consider the following statements:</p><p>1. Salt-water crocodile is found in the Andaman and Nicobar Islands.</p><p>2. Shrew and tapir are found in the Western Ghats of the Malabar region.</p><p>Which of the following statements given above is/are correct?</p><p> </p>,(a)  1 only.,(b)  2 only.,(c)  Both 1 and 2.,(d)  Neither 1 nor 2.,Ecology and Environment,a,,,"<ul><li>Andaman and Nicobar Islands Marine Life-Islands harbor more than 1,200 species of fish, 350 species of echinoderms, 1,000 species of mollusks and many more lower forms of life. Among vertebrates dugongs, dolphins, whales, salt water crocodiles, sea turtles, sea snakes, etc., are common. The great Himalayan range has a very interesting variety of fauna that includes the wild sheep and goats, markhor, ibex, shrew and tapir.</li></ul>"
26, <p>Which one amongst the following has the largest livestock population in the world?</p>,(a)  Brazil .,(b)  China.,(c)  India.,(d)  USA.,Geography,b,,,"<ul><li>According to the Global Livestock Production and Health Atlas (GLiPHA) database of the Food and Agricultural Organization (FAO), China has the largest number of livestock units globally, followed by India. The 17th Livestock Census (2003) has placed the total livestock population at 485 millions in India. Australia, Pakistan, Indonesia, Bangladesh, Vietnam, and New Zealand are the other countries with large numbers of livestock units.</li></ul>"
27, <p>How many High Courts in India have jurisdiction over more than one State (Union Territories not included)?</p>,(a)  2,(b)  3,(c)  4,(d)  5,Polity and Governance,b,,,"<ul><li>There are 21 High Courts in the country, three having jurisdiction over more than one state. Bombay High Court has the jurisdiction over Maharasthra, Goa, Dada and Nagar Haveli and Daman and Diu. Guwahati High Court, which was earlier known as Assam High Court, has the jurisdiction over Assam, Manipur, Meghalaya, Nagaland, Tripura, Mizoram and Arunachal Pradesh. Punjab and Haryana High Court has the jurisdiction over Punjab, Haryana and Chandigarh.</li></ul>"
28," <p>In which one of the following kinds of organisms is the phenomenon found wherein the female kills the male after copulation?</p><p><br data-mce-bogus=""1""/></p><p></p><br/>",(a)  Dragonfly,(b)  Honeybee,(c)  Spider,(d)  Pit viper,Ecology and Environment,c,,,"Sexual cannibalism is special case of cannibalism in which a female organism kills and consumes a male of the same species before, during, or after copulation. Rarely, these roles are reversed.
Although other forms of cannibalism are widespread in the animal kingdom, sexual cannibalism has been documented only in arachnids, insects and amphipods although anecdotal evidence suggests its existence in gastropods and copepods as well.
Despite its overall rarity, sexual cannibalism is common in many families of spiders and scorpions, and can have important effects on population size and sex ratio. Among insects, sexual cannibalism is a nearly universal habit among mantids but is otherwise rare. In most species in which it occurs, sexual cannibalism is relate to the larger size of the female due to sexual dimorphism.
Some scientists have downplayed the significance of sexual cannibalism. Stephen Jay Gould argued that sexual cannibalism was too rare to be significant and said biologists had become “overzealous about the power and range of selection by trying to attribute every significant form and behavior to its direct action.”
Subsequent research contradicted this opinion and shows that for some sexually cannibalistic species, males are a significant food source for females. One study estimated that 63 percent of the diets of female Chinese mantids are the males of the species."
29, <p>For which one of the following snakes is the diet mainly composed of other snakes?</p><p> </p>,(a)  Krait,(b)  Russell’s viper,(c)  Rattlesnake,(d)  King cobra,Ecology and Environment,d,,,"Kraits are ophiophagous, preying primarily upon other snakes (including venomous varieties) and are cannibalistic, feeding on other kraits. They will also eat small lizards. Kraits usually range between 1 to 1.5 m in length. Kraits are found in the Indian subcontinent (including Sri Lanka and eastern Pakistan) and southeast Asia (including Indonesia and Borneo).
Russell’s viper feeds primarily on rodents, especially murid species. However, they will eat just about anything, including rats, mice shrews, squirrels, domestic cats, land crabs, scorpions and other arthropods.
Rattlesnake feeds upon rats, rabbits, mice, squirrels and birds.
King Cobra’s diet is mainly composed of other snakes (ophiophagy): both non-venomous snakes such as pythons and venomous snakes including kraits and Indian Cobras. When food is scarce, King Cobras may also feed on other small vertebrates such as lizards, birds, and rodents."
30, <p>Which one of the following is an insectivorous plant?</p><p> </p>,(a)  Passion flower plant,(b)  Pitcher plant,(c)  Night queen,(d)  Flame of the forest,Ecology and Environment,b,,,"Insectivorous plants (Carnivorous plants) are plants that derive some or most of their nutrients (but not energy) from trapping and consuming animals or protozoans, typically insects and other arthropods. Carnivorous plants appear adapted to grow in places where the soil is thin or poor in nutrients, especially nitrogen, such as acidic bongs and rock outcroppings. Five basic trapping mechanisms are found in carnivorous plants.
1. Pitfall traps (pitcher plants) trap prey in a rolled leaf that contains a pool of digestive enzymes or bacteria.
2. Flypaper traps use a sticky mucilage.
3. Snap traps utilize rapid leaf movements.
4. Bladder traps suck in prey with a bladder that generates an internal vacuum.
5. Lobster-pot traps force prey to move towards a digestive organ with inward pointing hairs."
31," <p>Starting with the Australian Open Lawn Tennis tournament, which one of the following is the correct chronological order of the other three major Lawn Tennis Tournaments?</p>",(a)  French Open – US Open – Wimbledon.,(b)  French Open – Wimbledon – US Open.,(c)  Wimbledon – US Open – French Open.,(d)  Wimbledon – French Open – US Open.,Current Affairs,b,Medium,Factual,"Period  Tournament  Location Surface
 January  Australian Open Melbourne Hard (Plexicushion)
 May-June French Open  Paris  Clay
 June-July Wimbledon  London  Grass
 August  US Open  New York Hard (DecoTurf)
 September"
32, <p>In which one of the following is Malta located?</p>,(a)  Baltic Sea,(b)  Mediterranean Sea,(c)  Black Sea,(d)  North Sea,Geography,b,,,"<ul><li>Malta is small and densely-populated island nation comprising an archipelago of seven islands, three of which are inhabited. It is located in the Mediterranean Sea in Southern Europe just 93 km (58 miles) south of Sicily, giving the country a warm, Mediterranean climate; and 288 km (179 miles) to its south is North Africa.</li></ul>"
33," <p>ISRO successfully conducted a rocket test using cryogenic engines in the year 2007. Where is the test-stand used for the purpose, located?</p><p> </p>",(a)  Balasore,(b)  Thiruvananthapuram,(c)  Mahendragiri,(d)  Karwar,Science and Technology,c,,,"ISRO has achieved a significant milestone through the successful test of indigenously developed Cryogenic Stage, to be employed as the upper stage of India’s Geosynchronous Satellite Launch Vehicle (GSLV). The test was conducted for its full light duration of 720 seconds (November 15, 2007) at Liquid Propulsion test facility at Mahendragiri, in Tamil Nadu. With this test, the indigenous Cryogenic Upper Stage has been fully qualified on the ground."
34, <p>Match List-I with List-II and select the correct answer using the codes given below the lists:</p><p>            List-I                                              List-II  </p><p> (Service/Agency)                                 (Country)</p><p>A. Foreign Intelligence Service.         1. Israel </p><p>B. Ministry of State Security.             2. Britain </p><p>C. Secret Intelligence Service.           3. China  </p><p>D. The Mossad.                                    4. Russia </p><p>   </p><p>      A B C D.</p>,(a)  4 1 2 3,(b)  2 3 4 1,(c)  4 3 2 1,(d)  2 1 4 3,International Affairs and Institutions,c,Difficult,tFactual,"Foreign Intelligence Service is Russia’s primary external intelligence agency. The SVR is the successor of First chief Directorate (FCD) of the KGB since December 1991. The headquarters of SRV are still in Yesenevo, Moscow.
The Ministry of State Security (MSS) is the Chinese Government’s intelligence arm, responsible for foreign intelligence and counterintelligence operations. The MSS is responsible to the premier and state council, and the Chinese Communist Party (CCP) Political Science and Law Commission oversees ministry activities.
As Britain’s Secret service, Secret Intelligence Service provides the British Government with a global covert capability to promote and defend the national security and economic well-being of the United Kingdom. SIS operates world-wide to collect secret foreign intelligence in support of the British Government’s policies and objectives.
The Mossad is the national intelligence agency of the State of Israel. Its headquarters is in the Israel city of Tel Aviv. The Mossad is a civilian service, and does not use military ranks, although most of its staff have served in the Israel Defence Forces as part of Israel’s compulsory draft system, and many of them are officers. It is assumed to consists to eight different departments."
35, <p>C. Rangarajan has been actively involved in the Pan-Asian Commission addressing to which one of the following issues?</p><p> </p>,(a)  Promotion of tourism in the Asian region.,(b)  Impact of HIV/AIDS in the Asian region.,(c)  Promotion of free trade in the Asian region.,(d)  Higher technical education in the universities in the Asians region.,Current Affairs,b,,,"The former RBI Governor and Chairman of the PM’s Economic Advisory Council, C. Rangarajan has been actively involved 9n the Pan-Asian Commission studying the impact of HIV/AIDS in Asia region. He met sex workers in Kolkata, Chennai, Bangladesh, Thailand and Philippines. He visited the Sonagachi Sex workers’ Project in Kolkata, which has been hailed as a model project for bringing down the rate of HIV infection and stopping child trafficking because of the active participation of the sex workers."
36, <p>What is the PH level of blood of normal person?</p><p> </p>,(a)  4.5 – 4.6,(b)  6.45 – 6.55,(c)  7.35 – 7.45,(d)  8.25 – 8.35,Basic Sciences,c,,,"Regulation of body pH (the normal pH of blood is in the range 7.35 – 7.45). Blood that has a pH below 7.35 is too acidic, while blood pH above 7.45 is too alkaline. Blood pH, partial pressure of oxygen (PaO2), partial pressure of carbon dioxide (PaCO2) and HCO3 are carefully regulated by a number of homeostatic mechanisms, which principally exert their influence through influence the respiratory system and the urinary system in the control the acid-base balance and respiration. Plasma also circulates hormones transmitting their messages to various tissues."
37, <p>Who among the following have held the office of the Vice-President of India?</p><p>1. Mohammad Hidayatullah</p><p>2. Fakhruddin Ali Ahmed</p><p>3. Neelam Sanjiva Reddy</p><p>4. Shankar Dayal Sharma</p><p>  Select the correct answer using the code given below.</p>,"(a)  1, 2, 3 and 4 only",(b)  1 and 4 only,(c)  2 and 3 only,(d)  3 and 4 only,Polity and Governance,b,,,"<p>Vice-President of India: </p><p>1. Sarvepalli Radhakrishnan May 13, 1952 – May 12, 1962 </p><p>2. Zakir Hussain May 13, 1962 – May 12, 1967 </p><p>3. Varahagiri Venkata Giri May 13, 1967 – May 3, 1969 </p><p>4. Gopal Swarup Pathak Aug. 31, 1969 – Aug. 30, 1974 </p><p>5. Basappa Danappa Jatti Aug. 31, 1974 – Aug. 30, 1979 </p><p>6. Muhammad Hidayat Ullah Aug. 31, 1979 – Aug. 30, 1984 </p><p>7. R. Venkataraman Aug. 31, 1984 – July 27, 1987 </p><p>8. Shankar Dayal Sharma Setp. 3, 1987 – July 24, 1992 </p><p>9. Kocheril Raman Narayanan Aug. 21, 1992 – July 24, 1997 </p><p>10. Krishan Kant Aug. 21, 1997 – July 27, 2002 </p><p>11. Bhairon Singh Shekhawat Aug. 19, 2002 – July 21, 2007 </p><p>12. Mohammad Hamid Ansari Aug. 11, 2007 – Fakhruddin Ali Ahmed (May 13, 1905- February 11, 1977) was President of India from 1974 to 1977. Neelam Sanjiva Reddy (May 19, 1913- June 1, 1996) was the sixth President of India, serving from 1977 to 1982.</p>"
38, <p>Which was the Capital of Andhra State when it was made a separate State in the year 1953?</p>,(a)  Guntur,(b)  Kurnool,(c)  Nellore,(d)  Warangal,Polity and Governance,b,,,"<ul><li>Kurnool was made a municipality in 1866 and was the capital of Andhra Pradesh from 1st October 1953 until 1st November, 1956, when the capital was moved to Hyderabad, Kurnool lies in the west-central part of Andhra Pradesh State, southern banks of the Tungabhadra and Handri rivers. The name Kurnool is sad to have been derived form “Kandanavolu”.</li></ul>"
39, <p>Which one of the following is correct in respect of Indian football team’s performance in the Olympic Games?</p><p> </p>,(a)  India has never participated in the Olympic Football Tournament.,(b)  India played only in the First Round.,(c)  India entered only up to the Quarter Finals.,(d)  India entered the Semi Finals.,Current Affairs,d,Medium,Factual,"India finished 4th in the football tournament at the 1956 Melbourne Olympics.
In 1956 Olympics, Bulgaria beat India for the 3rd place match 3-3. India finished with 4th place.
The India national football team is the national football team of India and is controlled by the All India Football Federation. It is a member of the Asian Football Confederation, and a member of FIFA."
40, <p>In which one of the following States are Namchik-Namphuk Coalfields located?</p>,(a)  Arunachal Pradesh,(b)  Meghalaya,(c)  Manipur,(d)  Mizoram,Geography,a,,,"<ul><li>Namchik-Namphuk Coalfields are located in Arunachal Pradesh and are under Arunachal Pradesh Mineral Development and Trading Corporation Limited (were setup in 1991). Other important coalfields in North Eastern Region are Makum coalfields in Assam, West Darrangiri, Langrin, Siju and Bapung coalfields in Meghalaya.</li></ul>"
41, <p>Norman Ernest Borlaug who is regarded as the father of the Green Revolution in India is from which country?</p><p> </p>,(a)  United States of America,(b)  Mexico,(c)  Australia,(d)  New Zealand,Current Affairs,a,Easy,Factual,"Norman Ernest Borlaug (born March 25, 1914) is an American agronomist, humanitarian, Nobel laureate, and has been called the father of the Green Revolution. Borlaug was one of five people in history to have won the Nobel Peace Prize, the Presidential Medal of Freedom and the Congressional Gold Medal. He is also an awardee of the Padma Vibhushan, India’s highest civilian honour to non-citizens of exemplary accomplishment."
42, <p>Yom Kippur War was fought between which sides/countries?</p>,(a)  Turkey and Greece,(b) Serbs and Croats,"(c)  Israel, and Arab countries led by Egypt and Syria",(d)  Iran and Iraq,World History,c,,,"The Yom Kippur War, Ramadan War or October War, also known as the 1973 Arab-Israeli War and the Fourth Arab-Israeli War, was fought from October 6 to October 26, 1973 by a coalition of Arab states led by Egypt and Syria against Israel. The war began with a surprise joint attack by Egypt and Syria on the Jewish holiday of Yom Kippur. Egypt and Syria crossed the cease-fire lines in the Sinai and Golan Heights, respectively, which had been captured by Israel in 1967 during the Six-Day War."
43, <p>Consider the following statements about probiotic food:</p><p> 1. Probiotic food contains live bacteria which are considered beneficial to humans.</p><p> 2. Probiotic food helps in maintaining gut flora.</p><p> Which of the statements given above is/are correct? </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,c,,,"Billions of bacteria inhabit the human digestive system. They form over a kilo (2.2 pounds) of our body weight. These bacteria are referred to as the gut flora. The gut flora is needed to break down food remains that have not been digested earlier in the digestive system and to discourage harmful bacteria and yeasts from invading the body. The gut flora also produces beneficial substances such as vitamins like vitamin K. One way of maintaining a balance between the beneficial and harmful bacteria in the gut is to consume a source of beneficial bacteria in the diet. Probiotics are beneficial bacteria that can be introduced into the digestive system through food.
Probiotics that are added to foods can be derived from a human, animal or vegetable source. Most commercially promoted fermented milk products with probiotic properties contain strains of Lactobacillus bacteria or Bifidobacteria. They are also naturally present in the human intestine."
44, <p>Consider the following statements:</p><p>1. The albedo of an object determines its visual brightness when viewed with reflected light.</p><p>2. The albedo of Mercury is much greater than the albedo of the Earth.</p><p>Which of the following statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,a,,,"<ul><li>The albedo of an object is the extent to which it diffusely reflects light from the sun. It is therefore a more specific form of the term reflectivity. Albedo is defined as the ratio of diffusely reflected to incident electromagnetic radiation. It is a unitless measure indicative of a surface’s or body’s diffuse reflectivity. The world is derived from Latin albedo “whiteness”, in turn from albus “white”. The range of possible values is from 0 (dark) to 1 (bright). The albedo of planets, satellites and asteroids can be used to infer much about their properties. The albedo of an object will determine its visual brightness when viewed with reflected light. For example, the planets are viewed by reflected sunlight and their brightness depends upon the amount of light received from the sun and their albedo. Mercury receives the maximum amount of sunlight, but its albedo is only 0.1 so it is not as bright as it would be with a higher albedo. Geometric Albedo of Earth is 0.367 and its bond albedo is 0.29. Geometric Albedo of Mercury is 0.138 and its bond albedo is 0.119.</li></ul>"
