Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
11, <p>Who was the Provisional President of the Constituent Assembly before Dr. Rajendra Prasad took over ?</p>,(a) C. Rajagopalachari,(b) Dr. B.R. Ambedkar,(c) T.T. Krishnamachari,(d) Dr. Sachchidananda Sinha,Polity And Governance,d,Easy,Fundamental(F),"<ul><li>The Constituent Assembly held its first meeting on December 9,1946. The Muslim League boycotted the meeting and insisted ona separate state of Pakistan. The meeting was, thus, attended byonly 211 members.<strong> Dr. Sachchidananda Sinha, the oldestmember, was elected as the temporary/provisional President of the Assembly, </strong>following the French practice. Later<strong>, </strong>Dr. Rajendra Prasad was elected as the President of the Assembly. <strong>Hence, option (d) is the correct answer.</strong></li></ul>"
12," <p>With reference to the Government of India Act, 1935, consider the following statements :</p><p>1. It provided for the establishment of an All India Federation based on the union of the British Indian Provinces and Princely States.</p><p>2. Defence and Foreign Affairs were kept under the control of the federal legislature.</p><p>Which of the statements given above is/are correct ?</p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,History (Modern India),a,Easy,Fundamental(F),"<ul><li>The Government of India Act of 1935 was a significant piece of legislation passed by the British Parliament that laid the groundwork for the political structure of independent India. Here are some of its key provisions:<strong>Establishment of an All-India Federation: </strong>The Act proposed the creation of a “Federation of India” that would <strong>include both British Indian territories and princely states. </strong>However, the federation never materialized due to a lack of support from the required number of princely states.Division of Powers: The Act divided powers between the center and the provinces into three lists - Federal, Provincial, and Concurrent. Provincial Autonomy: The Act abolished the diarchy system introduced by the Government of India Act of 1919 and granted a large measure of autonomy to the provinces.<strong> </strong></li><li><strong>Introduction of Dyarchy at the Center:</strong> The Act introduced the concept of dyarchy at the center. <strong>Defence, External Affairs, Ecclesiastical Affairs, and the administration of Tribal Areas were reserved in the hands of the Governor-General.</strong></li><li>Bicameral Legislature: The Act established a bicameral federal legislature consisting of the Council of State and the Federal Assembly.Extension of Franchise: The Act extended the franchise, increasing the size of the legislatures.Establishment of a Federal Court: The Act provided for the establishment of a Federal Court.Safeguards for Minorities: The Act included provisions safeguarding the rights of minorities.Restructuring of Provinces: The Act partially restructured provinces, for instance, separating Sindh from Bombay, splitting Bihar and Orissa Province into separate provinces of Bihar and Orissa, and completely separating Burma from India.</li></ul>"
13, <p>Which one of the following is a work attributed to playwright Bhasa ?</p>,(a)Kavyalankara,(b)Natyashastra,(c)Madhyama-vyayoga,(d)Mahabhashya,Art And Culture,c,Difficult,tFundamental(F),"<ul><li><strong>Bhāsa was the earliest known Sanskrit dramatist, </strong>many of whose complete plays have been found. There is no consensus regarding when the play was written, and it has been dated variously from 475 BCE to the 11th century CE. The Sanskrit poet Nannaya, who lived around 400 CE, has mentioned Bhasa in his works, and this suggests Bhasa may have lived around 350 CE.</li><li>Bhasa was an ancient Indian playwright who is considered one of the earliest known dramatists in Sanskrit literature. <strong>He was the author of works such as the Madhyamavyayoga, DutaGhatotkacha, Dutavakya, Balacharita and Charudatta.</strong></li></ul>"
14," <p>Sanghabhuti, an Indian Buddhist monk, who travelled to China at the end of the fourth century AD, was the author of a commentary on :</p>",(a)Prajnaparamita Sutra,(b)Visuddhimagga,(c)Sarvastivada Vinaya,(d)Lalitavistara,Art And Culture,c,Difficult,tFundamental(F),"<ul><li>India developed cultural relations with China through the propagation of Buddhism there. In the first century B.C. the Buddhist monks, Dharmaratna and Kasyapa Matanga, went to China and spent the rest of their lives there translating Buddhist texts into Chinese and preaching Buddhism among the people. By the third or the fourth century A.D., Buddhism became a widely popular religion in China.</li><li>Afterwards too many Buddhist missionaries like Kumarajiva, <strong>Sangabhuti.</strong> Gyanabhadra, Buddhbhadra, Jiva Gupta, Dharma Gupta, Prabhakaramitra, Sudhakarasingha, etc., went to China. The same way, many Chinese pilgrims came to India, the most important of them being Fa-Hien, Hiuen-Tsang and I-tsing. <strong>Sangabhuti was the author of the commentary on the Sarvastivada Vinaya.</strong></li></ul>"
15, <p>Consider the following properties included in the World Heritage List released by UNESCO :</p><p>1. Shantiniketan</p><p>2. Rani-ki-Vav</p><p>3. Sacred Ensembles of the Hoysalas</p><p>4. Mahabodhi Temple Complex at Bodhgaya</p><p>How many of the above properties were included in 2023 ?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,Current Affairs,b,Easy,Current Affairs(CA),"<ul><li><strong>World Heritage List UNESCO</strong><ul><li>Mahabodhi Temple Complex at Bodh Gaya (2002)</li><li>Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat (2014)</li><li><strong>Sacred Ensembles of the Hoysalas (2023)</strong></li><li><strong>Santiniketan (2023)</strong></li></ul></li><li><strong>Hence option (b) is the correct answer.</strong></li></ul>"
16," <p>As per Article 368 of the Constitution of India, the Parliament may amend any provision of the Constitution by way of :</p><p>1. Addition</p><p>2. Variation</p><p>3. Repeal</p><p>Select the correct answer using the code given below :</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 2 and 3 only,"(d) 1, 2 and 3",Polity And Governance,d,Easy,Fundamental(F),"<ul><li>Article 368 (1) states that, ‘Notwithstanding anything in this Constitution, Parliament may in exercise of its constituent power<strong> amend by way of addition, variation or repeal </strong>any provision of this Constitution in accordance with the procedure laid down in this article.’ <strong>Hence, option (d) is the correct answer.</strong></li></ul>"
17," <p>Consider the following countries :</p><p>1. Italy</p><p>2. Japan</p><p>3. Nigeria</p><p>4. South Korea</p><p>5. South Africa</p><p>Which of the above countries are frequently mentioned in the media for their low birth rates, or ageing population of declining population ?</p>","(a) 1, 2 and 4","(b) 1, 3 and 5",(c) 2 and 4 only,(d) 3 and 5 only,Geography,a,Difficult,tCurrent Affairs(CA),"<ul><li><strong>Japan's</strong> population will more than halve, from a peak of 128 million in 2017 to less than 53 million by the end of the century. Japan already has the world's oldest population and the highest rate of people over the age of 100.</li><li>The Italian population is also expected to more than halve, from 61 million in 2017 to 28 million by the end of the century.<strong> Like Japan, Italy is known for its ageing population</strong>. More than 23% of people there were over the age of 65 in 2019, according to World Bank data.</li><li><strong>Nigeria</strong> and other countries in Africa are bucking the trend of population decline. Nigeria will become the world's second most populous country, with 791 million people. The new study predicts that Nigeria will have one of the largest working-age populations in the world by 2100 and see big increases in GDP.</li><li><strong>South Korea's</strong> demographic crisis has become the top risk to economic growth and the social welfare system, with the country's population of 51 million on track to halve by the end of this century. South Korea has previously projected its fertility rate is likely to fall further to 0.68 in 2024.  </li><li><strong>Hence option (a) is the correct answer.</strong></li></ul><p>     <img alt="""" data-mce-src=""https://visionresources.s3-us-west-2.amazonaws.com/test_images/667421fe4606a.jpg"" height=""884"" src=""./UPSC Prelims 2024_files/667421fe4606a.jpg"" width=""451""/></p>"
18, <p>Which of the following statements are correct in respect of a Money Bill in the Parliament?</p><p>1. Article 109 mentions special procedure in respect of Money Bills.</p><p>2. A Money Bill shall not be introduced in the Council of States.</p><p>3. The Rajya Sabha can either approve the Bill or suggest changes but cannot reject it.</p><p>4. Amendment to a Money Bill suggested by the Rajya Sabha have to be accepted by the Lok Sabha.</p><p>Select the correct answer using the code given below :</p>,(a) 1 and 2 only,(b) 2 and 3 only,"(c) 1, 2 and 3","(d) 1, 3 and 4",Polity And Governance,c,Easy,Fundamental(F),"<ul><li><strong>Article 109</strong> provides for the Special procedure in respect of Money Bills. <strong>Hence, statement 1 is correct. The provisions mentioned in Article 109 are as follows:</strong><ul><li><strong>A Money Bill </strong>shall not be introduced in the Council of States. <strong>Hence, statement 2 is correct. </strong>After the House of the People has passed a Money Bill it shall be transmitted to the Council of States for its recommendations and the Council of States shall within a period of fourteen days from the date of its receipt of the Bill return the Bill to the House of the People with its recommendations. The Rajya Sabha can either approve the Bill or suggest changes but cannot reject it. <strong>Hence, statement 3 is correct. </strong></li><li>The House of the People may thereupon either accept or reject all or any of the recommendations of the Council of States. If the House of the People accepts any of the recommendations of the Council of States, the Money Bill shall be deemed to have been passed by both Houses with the amendments recommended by the Council of States and accepted by the House of the People. </li><li>If the House of the People does not accept any of the recommendations of the Council of States, the Money Bill shall be deemed to have been passed by both Houses in the form in which it was passed by the House of the People without any of the amendments recommended by the Council of States.<strong> Hence, statement 4 is not correct. </strong></li><li>If a Money Bill passed by the House of the People and transmitted to the Council of States for its recommendations is not returned to the House of the People within the said period of fourteen days, it shall be deemed to have been passed by both Houses at the expiration of the said period in the form in which it was passed by the House of the People.</li></ul></li></ul>"
19," <p>Which of the following is/are correctly matched in terms of equivalent rank in the three services of Indian Defence forces ?</p><p>     Army  :         Airforce :            Navy</p><p>1. Brigadier : Air Commodore : Commander</p><p>2. Major General : Air Vice Marshal : Vice Admiral</p><p>3. Major Squadron Leader : Lieutenant Commander</p><p>4. Lieutenant Colonel : Group Captain : Captain</p><p>Select the correct answer using the code given below :</p><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" id=""mceResizeHandlenw"" style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1387px; top: 25px;"" id=""mceResizeHandlene"" style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1387px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1387px; top: 110px;"" id=""mceResizeHandlese"" style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1387px; top: 110px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110px;"" id=""mceResizeHandlesw"" style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110px;"" unselectable=""true""></div>",(a) 1 and 4,(b) 1 and 3,"(c) 2, 3 and 4",(d) 3 only,Miscellaneous,d,Medium,Fundamental(F),"<p><img alt="""" data-mce-src=""https://visionresources.s3-us-west-2.amazonaws.com/test_images/667416c75293f.jpg"" src=""./UPSC Prelims 2024_files/667416c75293f.jpg""/><br data-mce-bogus=""1""/></p>"
20," <p>The North Eastern Council (NEC) was established by the North Eastern Council Act, 1971. Subsequent to the amendment of NEC Act in 2002, the Council comprises which of the following members ?</p><p>1. Governor of the Constituent State</p><p>2. Chief Minister of the Constituent State</p><p>3. Three Members to be nominated by the President of India</p><p>4. The Home Minister of India</p><p>Select the correct answer using the code given below :</p>","(a) 1, 2 and 3 only","(b) 1, 3 and 4 only",(c) 2 and 4 only,"(d) 1, 2, 3 and 4",Polity And Governance,a,Medium,Fundamental(F),"<ul><li><strong>The NEC Act, 1971 </strong>was amended by the Parliament in 2002 (Act No. 68 of 2002). The 'North Eastern Areas' now means the area comprising the States of Assam, Manipur, Meghalaya, Nagaland, Tripura, Arunachal Pradesh, Sikkim and Mizoram. <strong>The Council now has as its members the Governors of the States mentioned above, the Chief Ministers of the said States and three Members nominated by the President. The President will nominate the Chairman of the Council and he need not be nominated from amongst the other Members.</strong> The North Eastern Council (Amendment) Act, 2002 enjoined the NEC to act as a 'regional planning body'. <strong>Hence, option (a) is the correct answer.</strong></li></ul>"
21, <p>Consider the following statements regarding ‘Nari Shakti Vandan Adhiniyam’ :</p><p>1. Provisions will come into effect from the 18th Lok Sabha.</p><p>2. This will be in force for 15 years after becoming an Act.</p><p>3. There are provisions for the reservation of seats for Scheduled Castes Women within the quota reserved for the Scheduled Castes.</p><p>Which of the statements given above are correct ?</p>,"(a) 1, 2 and 3",(b) 1 and 2 only,(c) 2 and 3 only,(d) 1 and 3 only,Current Affairs,c,Easy,Current Affairs(CA),"<ul><li><strong>The Constitution (106th Amendment) Act, 2023, </strong>also known as ‘Nari Shakti Adhiniyam’ reserves one-third of all seats for women in Lok Sabha, State legislative assemblies, and the Legislative Assembly of the National Capital Territory of Delhi, including those reserved for SCs and STs. </li><li><strong>Key Provisions:</strong> <ul><li>Within the 33% reservation for women, there will be sub-reservations for Scheduled Castes (SCs) and Scheduled Tribes (STs) in line with their proportion in the population.<strong> Hence, statement 3 is correct. </strong></li><li>The reservation will be in effect for a period of 15 years from the date of commencement of the legislation. </li><li>The duration can be extended by Parliament if deemed necessary.<strong> Hence, statement 2 is correct. </strong></li><li>The bill does not propose any reservation for women in the Rajya Sabha (the upper house of India's Parliament) or the state legislative councils. </li><li>The reservation will come into effect after the completion of the first delimitation exercise undertaken after the commencement of the bill, ensuring that constituencies are redrawn to reflect the population changes. <strong>Hence, statement 1 is not correct. </strong></li></ul></li></ul>"
22, <p>Which of the following statements about ‘Exercise Mitra Shakti-2023’ are correct?</p><p>1. This was a joint military exercise between India and Bangladesh.</p><p>2. It commenced in Aundh (Pune).</p><p>3. Joint response during counter-terrorism operations was a goal of this operation.</p><p>4. Indian Air Force was a part of this exercise.</p><p>Select the correct answer using the code given below :</p>,"(a) 1, 2 and 3","(b) 1, 2 and 4","(c) 1, 3 and 4","(d) 2, 3 and 4",Current Affairs,d,Medium,Current Affairs(CA),"<ul><li>The exercise was conducted between India and Sri Lanka from 16th to 29th November 2023. The Indian contingent, of 120 personnel, was represented mainly by troops from the MARATHA LIGHT INFANTRY Regiment. The Sri Lankan side was represented by personnel from 53 Infantry Division. <strong>Hence statement 1 is not correct. </strong></li><li>The ninth edition of Joint Military exercise “Exercise MITRA SHAKTI-2023” commenced in Aundh (Pune). <strong>Hence statement 2 is correct. </strong></li><li>The aim of the exercise is to jointly rehearse conduct of Sub Conventional operations under Chapter VII of United Nations Charter. The Scope of the exercise includes synergising joint responses during counter-terrorist operations. Both sides will practice tactical actions such as raid, search and destroy missions, heliborne operations, etc. <strong>Hence statement 3 is correct. </strong></li><li>15 personnel from Indian Air Force and five personnel from Sri Lankan Air Force are also participated in the exercise. Exercise MITRA SHAKTI – 2023 also involved employment of Drones and Counter Unmanned Aerial Systems besides helicopters. Drills to secure helipads and undertake casualty evacuation during counter-terrorist operations also be rehearsed jointly by both sides. <strong>Hence statement 4 is correct. Hence option (d) is the correct answer. </strong></li></ul>"
23, <p>A Writ of Prohibition is an order issued by the Supreme Court or High Courts to :</p>,(a) a government officer prohibiting him from taking a particular action.,(b) the Parliament/ Legislative Assembly to pass a law on Prohibition.,(c) the lower court prohibiting continuation of proceedings in a case.,(d) the Government prohibiting it from following an unconstitutional policy.,Polity And Governance,c,Easy,Fundamental(F),"<ul><li><strong>A writ of prohibition </strong>is issued by a Court to prohibit the lower courts, tribunals and other quasi-judicial authorities from doing something beyond their authority. It is issued to direct inactivity and thus differs from mandamus which directs activity.</li><li><strong>The writ of prohibition can be issued only against judicial and quasijudicial authorities. </strong>It is not available against administrative authorities, legislative bodies, and private individuals or bodies. <strong>Hence, option (c) is the correct answer.</strong></li></ul>"
24, <p>Consider the following statements : </p><p>1. It is the Governor of the State who recognizes and declares any community of that State as a Scheduled Tribe.</p><p>2. A community declared as a Scheduled Tribe in a State need not to be so in another State.</p><p>Which of the statements given above is/are correct ?</p>,(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 2 nor 2,Polity And Governance,b,Medium,Fundamental(F),"<ul><li><strong>342(1)</strong> states that the President may with respect to any State or Union Territory, and where it is a State, after consultation with the Governor thereof, by a public notification, specify the tribes or tribal communities or part of or groups within tribes or tribal communities as Scheduled Tribe in relation to that State or Union Territory as the case may be. <strong>Hence, statement 1 is not correct.</strong></li><li><strong>Clause (2) of the Article 342</strong> empowers the Parliament to pass a law to include in or exclude from the List of Scheduled Tribes, any tribe or tribal community or parts of these. The List of Scheduled Tribes is State/UT specific and a community declared as a Scheduled Tribe in a state need not be so in another state/UT. <strong>Hence, statement 2 is correct.</strong></li></ul>"
