Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
11, <p>Consider the following kinds of organisms:</p><p>1. Bacteria</p><p>2. Fungi</p><p>3. Flowering plants </p><p> Some species of which of the above kinds of organisms are employed biopesticides?  </p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Ecology and Environment,d,Medium,Applied(A),"<p>A fungal biopesticide formulation has been developed by a faculty member of the Department of Biotechnology of Gitam University and the test results held at different districts showed that it can control several pests affecting chilli, paddy and vegetable crops. Pasted from &lt;http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/article2838771.ece&gt;</p>"
12," <p>Biomass gasification is considered to be one of the sustainable solutions to the power crisis in India. In this context, which of the following statements is/are correct?</p><p>1. Coconut shells, groundnut shells and rice husk can be used in biomass gasification.</p><p>2. The combustible gases generated consist of hydrogen and carbon dioxide only.</p><p>3. The combustible gases generated from biomass gasification can be used for direct heat generation but not in internal combustion engines.</p><p>Select the correct answer using the codes given below:  </p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Ecology and Environment,a,Difficult,tFundamental(F),"Syngas
is combustible and often used as a fuel of internal combustion engines or as an
intermediate for the production of other chemicals. For more info 

http://en.wikipedia.org/wiki/Syngas

 

The system designs originated during
World War II, when the shortage of petroleum fuel in Europe sparked a wave of
innovation on ways to use locally available biomass, primarily chunk wood, to
fuel internal combustion engines for transportation. Those designs are still
being employed to power internal combustion gensets.

 

Pasted from <http: 5301="""" articles="""" biomassmagazine.com="""" powering-an-engine-generator-with-a-biomass-gasifier=""""> 

Mr. Rai Singh Dahiya in Rajasthan
never stepped into a school, but it did not stop him from receiving an award
from the local District Collector for building a unique biomass gasifier for
operating modified diesel engines.

 

Pasted from <http: agriculture="""" article95927.ece="""" sci-tech="""" www.thehindu.com=""""> 

 

In gasification process organic material is converted into
methane, carbon monoxide, hydrogen, carbon dioxide . It is obtained by reacting
the material at high temperature (&gt;7000C) without combustion with a
controlled amount of oxygen / steam and the resulting gas mixture is called Syngas
or Producer Gas which itself is a fuel.

 

Pasted from <http: efeatures.aspx?relid=""79651"" newsite="""" pib.nic.in=""""> 

 </http:></http:></http:>"
13," <p>What is the role of ultraviolet (UV) radiation in the water purification systems?</p><p>1. It inactivates/kills the harmful microorganisms in water.</p><p>2. It removes all the undesirable odours from the water.</p><p>3. It quickens the sedimentation of solid particles, removes turbidity and improves the clarity of water.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Ecology and Environment,a,Easy,Fundamental(F),"Water turbidity (i.e., the amount of
suspended &amp; colloidal solids contained in the water to be treated) must be
low, such that the water is clear, for UV purification to work well.

 

Pasted from <http: en.wikipedia.org="""" portable_water_purification="""" wiki=""""> 

It does not create new chemical
complexes, nor does it change the taste or odor of the water, and does
not remove any beneficial minerals in the water.

 

Pasted from <http: b2c="""" eng="""" water_tech_3.php="""" www.excelwater.com=""""></http:></http:>"
14," <p>Graphene is frequently in news recently. What is its importance?</p><p>1. It is a two-dimensional material and has good electrical conductivity.</p><p>2. It is one of the thinnest but strongest materials tested so far.</p><p>3. It is entirely made of silicon and has high optical transparency.</p><p>4. It can be used as ‘conducting electrodes’ required for touch screens, LCDs and organic LEDs.</p><p>Which of the statements given above are correct?  </p>",(a)  1 and 2 only,(b)  3 and 4 only,"(c)  1, 2 and 4 only","(d)  1, 2, 3 and 4",Science and Technology,c,Medium,Fundamental(F),"Graphene
has been in news for Noble Prize

 

Thanks to graphene, research
institutes worldwide are already looking at ways to build better touch-screens,
ultrafast transistors and photo-detectors. 

 

Pasted from <http: article2299569.ece="""" sci-tech="""" www.thehindu.com=""""> 

Nobel prize 2010</http:>"
15," <p>Lead, ingested or inhaled, is a health hazard. After the addition of lead to petrol has been banned, what still are the sources of lead poisoning?</p><p>1. Smelting units</p><p>2. Pens and pencils</p><p>3. Paints</p><p>4. Hair oils and cosmetics  </p><p>Select the correct answer using the codes given below:  </p>","(a)  1, 2 and 3 only",(b)  1 and 3 only,(c)  2 and 4 only,"(d)  1, 2, 3 and 4",Ecology and Environment,b,Difficult,tApplied(A),"<p>Folkmedicines, ayurvedics, and cosmetics  Othercommon sources of lead (car batteries, radiators, some inks, etc.)  Lead can be found in products such askohl, aSouth Asian cosmetic, and from some toys.</p>"
16," <p>With reference to ‘stem cells’, frequently in the news, which of the following statements is/are correct?</p><p>1. Stem cells can be derived from mammals only.</p><p>2. Stem cells can be used for screening new drugs.</p><p>3. Stem cells can be used for medical therapies.  </p><p>Select the correct answer using the codes given below:</p>",(a)  1 and 2 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",Basic Sciences,b,Medium,Applied(A),"Stem
Cells have been in news for New therapies and drug development

 

Once established, these cells can be
used to elucidate disease mechanisms and to screen drugs.

 

Pasted from <http: article2845451.ece?css=""print"" health="""" medicine-and-research="""" www.thehindu.com=""""></http:>"
17," <p>Consider the following statements:  </p><p>Chlorofluorocarbons, known as ozone-depleting substances, are used-</p><p>1. In the production of plastic foams.</p><p>2. In the production of tubeless tyres.</p><p>3. In cleaning certain electronic components.</p><p>4. As pressurizing agents in aerosol cans.  </p><p>Which of the statements given above is/are correct?  </p>","(a)  1, 2 and 3 only",(b)  4 only,"(c)  1, 3 and 4 only","(d)  1, 2, 3 and 4",Ecology and Environment,c,Difficult,tApplied(A),<ul><li>Eco-friendly car radials from MRF.</li></ul>
18, <p>A team of scientists at Brookhaven National Laboratory including those from India crated the heaviest anti-matter (anti-helium nucleus). What is/are the implication/implications of the creation of anti-matter?</p><p>1. It will make mineral prospecting and oil exploration easier and cheaper.</p><p>2. It will help probe the possibility of the existence of stars and galaxies made of anti-matter.</p><p>3. It will help understand the evolution of the universe.</p><p>Select the correct answer using the codes given below:</p>,(a)  1 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",Current Affairs,b,Difficult,tApplied(A),"“The new results suggest that RHIC
may have a unique opportunity to test in the laboratory some crucial features
of symmetry-altering bubbles speculated to have played a role in the evolution
of the infant universe,” said Steven Vigdor.

 

Pasted from <http: 20100409270710700.htm="""" fl2707="""" stories="""" www.frontlineonnet.com=""""> 

 

The discovery of antihelium at the Relativistic Heavy Ion Collider at Brookhaven national laboratory in
New York will aid the search for exotic phenomena in the distant universe,
including antimatter versions of stars and even galaxies.

 

Pasted from <http: 2011="""" 24="""" antihelium-antimatter-brookhaven="""" apr="""" science="""" www.guardian.co.uk=""""></http:></http:>"
19, <p>Which of the following is/are cited by the scientists as evidence/evidences for the continued expansion of universe?</p><p>1. Detection of microwaves in space.</p><p>2. Observation of redshift phenomenon in space.</p><p>3. Movement of asteroids in space.</p><p>4. Occurrence of supernova explosion in space.  </p><p>Select the correct answer using the codes given below:  </p>,(a)  1 and 2,(b)  2 only,"(c)  1, 3 and 4",(d)  None of the above can be cited as evidence,Science and Technology,a,Difficult,tApplied(A),"For example, other scientists found
evidence for it when they analyzed the microwave radiation left over from the
big bang that still bathes the universe, he said. 

 

Pasted from <http: article2512038.ece="""" sci-tech="""" science="""" www.thehindu.com="""">

Point 2 is well know fact
which eliminates potion C and D.

 </http:>"
20, <p>Electrically charged particles from space travelling at speeds of several hundred km/sec can severely harm living beings if they reach the surface of the Earth. What prevents them from reaching the surface of the Earth?</p>,(a)  The Earth’s magnetic field diverts them towards its poles.,(b)  Ozone later around the Earth reflects them back to outer space.,(c)  Moisture in the upper layers from reaching the surface of the Earth.,"(d)  None of the statements a, b and c given above is correct.",Basic Sciences,a,Difficult,tFundamental(F),"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoListParagraph"" style=""text-indent:-.25in;mso-list:l0 level1 lfo1""><span style=""font-family:Symbol;mso-fareast-font-family:Symbol;mso-bidi-font-family:
Symbol""><span style=""mso-list:Ignore"">·<span style='font:7.0pt ""Times New Roman""'>        
</span></span></span>Most of the solar wind is diverted to poles due
to Earth's magnetic field lines. Although a big flare can interfere with
communication systems and power supplies doing a blackout at some places on the
globe, the possibilities are there but marginal.</p>
</div>"
21," <p>With reference to the scientific progress of ancient India, which of the statements given below are correct?</p><p>1. Different kinds of specialized surgical instruments were in common use by 1st century AD.</p><p>2. Transplant of internal organs in the human body had beginning of 3rd century AD.</p><p>3. The concept of sine of an angle was known in 5th century AD.</p><p>4. The concept of cyclic quadrilaterals was known in 7th century AD.  </p><p>Select the correct answer using the codes given below:  </p>",(a) 1 and 2 only,(b) 3 and 4 only,"(c) 1, 3 and 4 only","(d) 1, 2, 3 and 4",Ancient and Medieval History,c,Difficult,tFundamental(F),"<p>The more likely accounts of early transplants deal with skin transplantation. The first reasonable account is of the Indiansurgeon Sushruta in the 2nd century BC, who used autografted skin transplantation in nose reconstruction rhinoplasty.</p>"
22," <p>With reference to the history of ancient India, which of the following was/were common to both Buddhism and Jainism?</p><p>1. Avoidance of extremities of penance and enjoyment.</p><p>2. Indifference to the authority of the Vedas.</p><p>3. Denial of efficacy of rituals.</p><p>Select the correct answer using the codes given below:</p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Ancient and Medieval History,b,Easy,Fundamental(F),Also asked in 1996
23, <p>Which of the following can be said to be essentially the parts of ‘Inclusive Governance’?</p><p>1. Permitting the Non-Banking Financial Companies to do banking.</p><p>2. Establishing effective District Planning Committees in all the districts.</p><p>3. Increasing the government spending on public health.</p><p>4. Strengthening the Mid-day Meal Scheme.</p><p>Select the correct answer using the codes given below:</p>,(a)  1 and 2 only,(b)  3 and 4 only,"(c)  2, 3 and 4 only","(d)  1, 2, 3 and 4",Economics,c,Medium,Applied(A),
24," <p>The Nagara, the Dravida and the Vesara are the:</p>",(a)  three main racial groups of the Indian subcontinent.,(b)  thee main linguistic divisions into which the languages of India can be classified.,(c)  three main styles of Indian temple architecture.,(d)  three main musical Gharanas prevalent in India.,Indian Art and Culture,c,Easy,Fundamental(F),
25," <p>The Congress ministries resigned in the seven provinces in 1939, because</p>",(a)  The Congress could not form ministries in the other four provinces.,(b)  Emergence of a ‘left wing’ in the Congress made the working of the ministries impossible.,(c)  There were widespread communal disturbances in their provinces.,"(d)  None of the statements (a ), (b ) and (c ) given above is correct.",History of Modern India,d,Medium,Fundamental(F),
26," <p>With reference to National Rural Health Mission, which of the following are the jobs of ‘ASHA’, a trained community health worker?</p><p>1. Accompanying women to the health facility for antenatal care checkup.</p><p>2. Using pregnancy test kits for early detection of pregnancy.</p><p>3. Providing information on nutrition and immunization.</p><p>4. Conducting the delivery of baby.</p><p>Select eh correct answer using the codes given below:</p>","(a)  1, 2 and 3 only",(b)  2 and 4 only,(c)  1 and 3 only,"(d)  1, 2, 3 and 4",Polity and Governance,a,Medium,Applied(A),
27," <p>Which of the following is/are the principal feature(s) of the Government of India Act, 1919?</p><p>1. Introduction of dyarchy in the executive government of the provinces.</p><p>2. Introduction of separate communal electorates for Muslims.</p><p>3. Devolution of legislative authority by the Centre to the provinces.</p><p>Select the correct answer using the codes given below:</p>",(a)  1 only,(b)  2 and 3 only,(c) 1 and 3 only,"(d)  1, 2 and 3",History of Modern India,c,Medium,Factual,
28," <p>During Indian freedom struggle, the National Social Conference was formed. What was the reason for its formation?</p>",(a)  Different social reform groups or organizations of Bengal region united to form a single body to discuss the issues of larger interest and to prepare appropriate petitions/representations to the government.,(b)  Indian National Congress did not want to included social reforms in its deliberations and decided to form a separate body for such a purpose.,(c)  Behramji Malabari and M.G. Ranade decided to bring together all the social reform groups of the country under one organization.,"(d)  None of the statements (a ), (b ) and (c ) given above is correct in this context.",History of Modern India,b,Medium,Fundamental(F),
29, <p>Which of the following parties were established by Dr. B.R. Ambedkar?</p><p>1. The Peasants and Workers Party of India.</p><p>2. All India Scheduled Castes Federation.</p><p>3. The Independent Labour Party.</p><p>Select the correct answer using the codes given below:</p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",History of Modern India,b,Medium,Fundamental(F),
30, <p>Which of the following special powers have been conferred on the Rajya Sabha by the Constitution of India?  </p>,(a)  To change the existing territory of a State and to change the name of a State.,(b)  To pass a resolution empowering the Parliament to make laws in the State List and to create one or more All India Services.,(c)  To amend the election procedure of the President and to determine the pension of the President after his/her retirement.,(d)  To determine the functions of the Election Commission and determine the number of Election Commissioners.,Polity and Governance,b,Easy,Fundamental(F),
31," <p>How does the National Rural Livelihood Mission seek to improve livelihood options of rural poor?</p><p>1. By setting up a large number of new manufacturing industries and agribusiness centres in rural areas.</p><p>2. By strengthening ‘self-help groups’ and providing skill development.</p><p>3. By supplying seeds, fertilizers, diesel pump-sets and micro-irrigation equipment free of cost to farmers.</p><p>Select the correct answer using the codes given below:</p>",(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,b,Medium,Fundamental(F),
32," <p>The Multi-dimensional Poverty Index developed by Oxford Poverty and Human Development initiative with UNDP support covers which of the following?</p><ol><li>Deprivation of education, health, assets and services at household level.</li><li>Purchasing power parity at national level.</li><li>Extent of budget deficit and GDP growth rate at national level.</li></ol><p>Select the correct answer using the codes given below.</p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,a,Easy,Fundamental(F),
33," <p>Which of the following is/are among the noticeable features of the recommendations of the Thirteenth Finance Commission?</p><p>1. A design for the Goods and Services Tax, and a compensation package linked to adherence to the proposed design.</p><p>2. A design for the creation of lakhs of jobs in the next ten years in consonance with India’s demographic dividend.</p><p>3. Devolution of a specified share of central taxes to local bodies as grants.  </p><p>Select the correct answer using the codes given below:  </p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Polity and Governance,c,Medium,Fundamental(F),"<ul><li>The 13th Finance Commission report has an elaborate design for the GST. <strong>Hence statement 1 is correct.</strong></li><li><strong> Statement 2 is not correct:</strong> The  Report basically discusses the improved implementation of the existing schemes.</li><li><strong>Statement 3 is correct:</strong> The report mentions: “Taking into account the demand of local bodies that they be allowed to benefit from the buoyancy of central taxes and the Constitutional design of supplementing the resources of panchayats and municipalities through grants-in-aid, we recommend that local bodies be transferred a percentage of the divisible pool of taxes (over and above the share of the states), as stipulated by us, after converting this share to grant-in-aid under Article 275.”</li></ul>"
34, <p>What is/are the recent policy  initiative(s) of Government of India to promote the growth manufacturing sector?</p><p>1. Setting up of National Investment and Manufacturing Zones.</p><p>2. Providing the benefit of ‘single window clearance’.</p><p>3. Establishing the Technology Acquisition and Development Fund.</p><p>Select the correct answer using codes given below:</p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,d,Difficult,tFundamental(F),
35, <p>Which of the following are the methods of Parliamentary control over public finance in India?</p><p>1. Placing Annual Financial Statement before the Parliament.</p><p>2. Withdrawal of moneys from Consolidated Fund of India only after passing the Appropriation Bill.</p><p>3. Provisions of supplementary grants and vote-on-account.</p><p>4. A periodic or at least a mid-year review of programme macroeconomic forecasts and expenditure by a Parliamentary Budget Office.</p><p>5. Introducing Finance Bill in the Parliament.  </p><p>Select the correct answer using the codes given below:  </p>,"(a)  1, 2, 3 and 5 only","(b)  1, 2 and 4 only","(c)  3, 4 and 5 only","(d)  1, 2, 3, 4 and 5",Polity and Governance,a,Medium,Fundamental(F),
36," <p>Mahatma Gandhi underlook fast unto death in 1932, mainly because</p>",(a)  Round Table Conference failed to satisfy Indian political aspirations.,(b)  Congress and Muslim League had differences of opinion.,(c)  Ramsay Macdonald announced the Communal Award.,"(d)  None of the statements a, b and c given above is correct in this context.",History of Modern India,c,Medium,Fundamental(F),
37," <p>With reference to Ryotwari Settlement, consider the following statements:</p><p>1. The rent was paid directly by the peasants to the Government.</p><p>2. The government gave Pattas to the Ryots.</p><p>3. The lands were surveyed and assesses before being taxed.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  1 and 2 only,"(c) 1, 2 and 3",(d)  None,History of Modern India,c,Medium,Fundamental(F),
38, <p>Consider the following specific stages of demographic transition associated with economic development:</p><p>1. Low birthrate with low death rate.</p><p>2. High birthrate with high death rate.</p><p>3. High birthrate with low death rate.  </p><p>Select the correct order of the above stages using the codes given below:  </p>,"(a)  1, 2, 3","(b)  2, 1, 3","(c)  2, 3, 1","(d)  3, 2, 1",Economics,c,Easy,Fundamental(F),<br/>
39," <p>In India, in the overall index of Industrial Production, the Indices of Eight Core Industries have a combined weight of 37.90%. Which of the following are among those Eight Core Industries? </p><p>1. Cement </p><p>2. Fertilizers </p><p>3. Natural Gas </p><p>4. Refinery products </p><p>5. Textiles  </p><p>Select the correct answer using the codes given below:  </p>",(a)  1 and 5 only,"(b)  2, 3 and 4 only","(c)  1, 2, 3 and 4 only","(d)  1, 2, 3, 4 and 5",Economics,c,Medium,Fundamental(F),"<p>The term "" Eight core industries"" is used in many articles and Analysis.</p>"
40, <p>Which of the following provisions of the Constitution of India have a bearing on Education?</p><p>1. Directive Principles of State Policy.</p><p>2. Rural and Urban Local Bodies.</p><p>3. Fifth Schedule</p><p>4. Sixth Schedule</p><p>5. Seventh Schedule  </p><p>Select the correct answer using the codes given below:  </p>,(a) 1 and 2 only,"(b)  3, 4 and 5 only","(c)  1, 2 and 5 only","(d)  1, 2, 3, 4 and 5",Polity and Governance,d,Medium,Fundamental(F),"<ul><li><strong>DPSP</strong>- Article 45 to provide early childhood care and education for all children until they complete the age of 6 years.</li><li><strong>Rural and Urban Local Bodies - </strong>11th schedule, 29 functions of Panchayat : item17 education including primary and secondary schools; 12th schedule 18 items - Promotion of cultural, educational and aesthetic aspects.</li><li><strong>6th Schedule</strong> - The district councils and regional councils have powers to make laws on certain matters of local importance but all such laws require the assent of th governor. The subjects on which these councils can make laws include: Roads, bridges, ferries etc. modes of transport Animal husbandry, veterinary training &amp; practice,  <strong>Primary and Secondary Education</strong>, etc</li><li><strong>5th Schedule</strong> - aimed towards making the state responsible towards educational and economic interests of tribals in scheduled areas.</li></ul>"
41, <p>Government of India encourages the cultivation of ‘sea buckthorn’. What is the importance of this plant?</p><p>1. It helps in controlling soil erosion and in preventing desertification.</p><p>2. It is a rich source of biodiesel.</p><p>3. It has nutritional value and is well-adapted to live in cold areas of high altitudes.</p><p>4. Its timber is of great commercial value.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,"(b)  2, 3 and 4 only",(c)  1 and 3 only,"(d)  1, 2, 3 and 4",Ecology and Environment,c,Difficult,tFundamental(F),"<ul><li><p>The name buckthorn is also referred as sand thorn or sea berry. This plant produces orange yellow berries which has high nutritional value.The berries that is produced by this plant is used as food in many parts of the country like China, Russia, Europe.</p></li><li><p>The Government is encouraging its cultivation because of its multiple uses. This plant is used as a <strong>medicine and for skin treatment</strong> which states that it has high economical value. T<strong>his plant can withstand a lower range of temperature(-43 degree Celsius) </strong>and also <strong>helps in controlling soil erosion and desertification.</strong></p></li><li><strong>However, it is not a rich source of biodiesel neither well-known for its timber.</strong></li></ul>"
42, <p>Which of the following is the chief characteristic of ‘mixed farming’?  </p>,(a)  Cultivation of both cash crops and food crops.,(b)  Cultivation of two or more crops in the same field.,(c)  Rearing of animals and cultivation of crops together.,(d)  None of the above,Geography,c,Medium,Fundamental(F),<p>Mixed Farming is discussed in many Agriculture related articles in PIB and The Hindu.</p>
