Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
27," <p>""Gold Tranche"" (Reserve Tranche) refers to</p>",(a) a loan system of the World Bank,(b) one of the operations of a Central Bank,(c) a credit system granted by WTO to its members,(d) a credit system granted by IMF to its members,Economics (Macroeconomics),d,Easy,Fundamental(F),"<ul><li><strong>A reserve tranche is a portion of the required quota of currency each member country must provide to the International Monetary Fund (IMF) that can be utilized for its own purposes without a service fee or economic reform conditions.</strong></li><li>The IMF is funded through its members and their quota contributions. The reserve tranche is basically an emergency account that IMF members can access at any time without agreeing to conditions or paying a service fee.</li><li><strong>The reserve tranches that countries hold with the IMF are considered their facilities of first resort, meaning they will tap into the reserve tranche at a short notice before seeking a formal credit tranche.</strong></li><li>The reserve tranche represents the member’s unconditional drawing right on the IMF, created by the foreign exchange portion of the quota subscription, plus increase (decrease) through the IMF’s sale (repurchase) of the member’s currency to meet the demand for use of IMF resources by other members in need of balance of payments financing.</li><li><strong>Hence option (d) is the correct answer.</strong></li></ul>"
28," <p>With reference to the provisions contained in Part IV of the Constitution of India, which of the following statements is/are correct?</p><p>1. They shall be enforceable by courts.</p><p>2. They shall not be enforceable by any court</p><p>3. The principles laid down in this part are to influence the making of laws by the State.</p><p>Select the correct answer using the code given below:</p>",(a) 1 only,(b) 2 only,(c) 1 and 3 only,(d) 2 and 3 only,Polity And Governance,d,Easy,Fundamental(F),"<ul><li>DPSPs, contained in Part IV (Article 36–51) of the Constitution of India, <strong>are not enforceable by any court, but the principles laid down there in are considered in the governance of thecountry, making it the duty of the State to apply these principles in making laws to establish a just society. Hence statements 2 and 3 are correct and statement 1 is not correct.</strong></li></ul>"
29," <p>Consider the following statements: </p><p>1. According to the Constitution of India a person who is eligible to vote can be made a minister in a State for six months even if he/she is not a member of the Legislature of that State</p><p>2. According to the Representation of People Act, 1951, a person convicted of a criminal offence and sentenced to imprisonment for five years is permanently disqualified from contesting an election even after his release from prison</p><p>Which of the statements given above is are correct?</p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,Polity And Governance,d,Difficult,tFundamental(F),"<ul><li><strong>Constitution does not mention eligibility as a condition to be made a minister in a State.</strong></li><li>Qualifications a person should possess to become eligible for appointment as a minister are:<ul><li>He should be a citizen of India. </li><li>He should be above 25 years of age </li><li>He should not hold any office of profit under the government of India </li><li>If he is not a member of Parliament, then he should be elected to the Lok Sabha or the Rajya Sabha within six months after his appointment as a minister. <strong>Section 8 in The Representation of the People Act, 1951:</strong> A person convicted of any offence and sentenced to imprisonment for not less than two years [other than any offence referred to in sub-section (1) or sub-section (2)] shall be disqualified from the date of such conviction and shall continue to be disqualified for a further period of six years since his release.</li></ul></li></ul>"
30," <p>Consider the following statements: </p><p>1. The President of India can summon a session of the Parliament at such place as he/she thinks it.</p><p>2. The Constitution of India provides for three sessions of the Parliament in a year, but it is not mandatory to conduct all three sessions.</p><p>3. There is no minimum number of days that the Parliament is required to meet in a year.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 2 only,(c) 1 and 3 only,(d) 2 and 3 only,Polity And Governance,c,Easy,Fundamental(F),"<ul><li><strong>Article 85(1) of the Constitution empowers the President to summon each House of Parliament to meet at such time and place as he thinks fit,</strong> but six months shall not intervene between its last sitting in one Session and the date appointed for its first sitting in the next Session. In other words, the <strong>Parliament should meet at least twice a year. Hence statement 1 is correct and statement 2 is not correct.</strong> There is no minimum number of days that Parliament is required to meet in a year. Hence statement 3 is correct.</li></ul>"
31, <p>Consider the following statements: </p><p>1. Aadhaar metadata cannot be stored for more than three months.</p><p>2. State cannot enter into any contract with private corporations for sharing of Aadhaar data.</p><p>3. Aadhaar is mandatory for obtaining insurance products.</p><p>4. Aadhaar is mandatory for getting benefits funded out of the Consolidated Fund of India.</p><p>Which of the statements given above is/are correct?</p>,(a) 1 and 4 only,(b) 2 and 4 only,(c) 3 only,"(d) 1, 2 and 3 only",Polity And Governance,b,Medium,Current Affairs(CA),"<ul><li>Metadata or meta base is a set of data that describes and gives information about other data. <strong>“Authentication records are not to be kept beyond a period of six months, as stipulated in Regulation 27(1) of the Authentication Regulations.</strong> As per SC Judgement, retaining authentication data of citizens who have enrolled for Aadhaar beyond six months was “impermissible. <strong>Hence statement 1 is not correct.</strong></li><li><strong>Supreme Court has struck down the Section 57 of the Aadhaar Act which allowed sharing of data with private entities.</strong>The judgement means that private bodies like telecom companies, e-commerce firms cannot ask for biometriric and other data from consumers for their services. <strong>Hence statement 2 is correct.</strong></li><li><strong>Insurance regulator IRDAI has advised insurers not to mandatorily seek Aadhaar and PAN/Form 60 from customers, existing or new, for KYC (Know Your Customer) purpose.</strong> It, however, allowed insurers to accept Aadhaar card as one of the documents for establishing identity, address of the customer subject to certain conditions that presumably are being stipulated to guard against misuse of the information. The insurers can accept Aadhaar as one of the documents for KYC, only when the same is offered voluntarily by the proposer/policy-holder. <strong>Hence statement 3 is not correct.</strong></li><li><strong>As per section 7 of the Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services) Act, 2016, any individual who is desirous of availing any subsidy, benefit or service for which the expenditure is incurred from the Consolidated Fund of India, shall require to furnish proof of possession of Aadhaar number or undergo Aadhaar based authentication.</strong> In case the individual does not have Aadhaar, he/she shall make an application for enrolment and the individual shall be offered alternate and viable means of identification for delivery of the subsidy, benefit or service. <strong>Hence statement 4 is correct.</strong></li></ul>"
32, <p>Rajya Sabha has equal powers with Lok Sabha in </p>,(a) the matter of creating new All India Services,(b) amending the Constitution,(c) the removal of the government,(d) making cut motions,Polity And Governance,b,Easy,Fundamental(F),"<ul><li><strong>The powers and status of the Rajya Sabha are equal to that of the Lok Sabha in the following matters:</strong> Introduction and passage of ordinary bills.</li><li><strong>Introduction and passage of Constitutional amendment bills.</strong> Introduction and passage of financial bills involving expenditure from the Consolidated Fund of India.</li><li>Election and impeachment of the president. Election of the Vice-President.</li><li>The Vice-President is elected by an electoral college consisting of members of both Houses of Parliament, in accordance with the system of proportional representation by means of the single transferable vote and the voting in such election is by secret ballot. The Electoral College to elect a person to the office of the Vice-President consists of all members of both Houses of Parliament. However, Rajya Sabha alone can initiate the removal of the vice-president. He is removed by a resolution passed by the Rajya Sabha by a special majority and agreed to by the Lok Sabha by a simple majority.</li><li>Making recommendation to the President for the removal of Chief Justice and judges of Supreme Court and high courts, chief election commissioner and comptroller and auditor general. Approval of ordinances issued by the President.</li><li>Approval of proclamation of all three types of emergencies by the President. Selection of ministers including the Prime Minister. Under the Constitution, the ministers including the Prime Minister can be members of either House. However, irrespective of their membership, they are responsible only to the Lok Sabha. Consideration of the reports of the constitutional bodies like Finance Commission, Union Public Service Commission, comptroller and auditor general, etc.</li><li>Enlargement of the jurisdiction of the Supreme Court and the Union Public Service Commission.</li></ul>"
33," <p>With reference to the funds under Members of Parliament Local Area Development Scheme (MPLADS), which of the following statements are correct? </p><p>1. MPLADS funds must be used to create durable sets like physical infrastructure for health, education, etc</p><p>2. A specified portion of each MP fund must benefit SC/ST populations</p><p>3. MPLADS funds are sanctioned on yearly basis and the unused funds cannot be carried forward to the next year.</p><p>4. The district authority must inspect at least 10% of all work under implementation every year.</p><p>Select the correct answer using the code given below:</p>",(a) 1 and 2 only,(b) 3 and 4 only,"(c) 1, 2 and 3 only","(d) 1, 2 and 4 only",Ministry-wise Schemes,d,Difficult,tCurrent Affairs(CA),"<ul><li><strong>Statement 1 is correct: Members of Parliament Local Area Development Scheme is for development works and creation of durable community assets. The emphasis is on creation of durable community assets based on locally felt needs in the arenas of roads, electricity, drinking water, health and education etc.</strong></li><li>The recommendations of the works are made by the Members of Parliament for the betterment of the community. These works are executed by District Authorities in accordance with the respective State Government’s financial, technical and administrative rules.</li><li>The scheme was announced in 1993. Initially the MPLADS was under the control of the Ministry of Rural Development. The MPLAD Scheme was transferred to the Ministry of Statistics and Programme Implementation in October 1994.</li><li>The annual MPLADS fund entitlement per MP constituency is Rs. 5 crores.</li><li>Lok Sabha Members can recommend works within their Constituencies. Elected Members of Rajya Sabha can recommend works within the State of Election. Nominated Members of both the Rajya Sabha and Lok Sabha can recommend works anywhere in the country. Hence statement 2 is not correct.</li><li>Statement 2 is correct: M.Ps are to recommend every year, works costing at least 15 per cent of the MPLADS entitlement for the year for areas inhabited by Scheduled Caste population and 7.5 per cent for areas inhabited by S.T. population. In other words, out of an amount of Rs.5 crores, a M.P. shall recommend for areas inhabited by S.C. population, Rs.75 lacs and Rs.37.5 lacs for areas inhabited by S.T. population. In case there is insufficient tribal population in the area of Lok Sabha Member, they may recommend this amount for the creation of community assets in tribal areas outside of their constituency but within their State of election. In case a State does not have S.T. inhabited areas, this amount may be utilized in S.C. inhabited areas and vice-versa. It shall be the responsibility of the district authority to enforce the provision of the guideline. In order to facilitate implementation of this guideline, it will be responsibility of the district authority keeping in view the extant provisions of State and Central Government’s to declare areas eligible for utilization for funds meant for the benefit of SC &amp; ST population.</li><li><strong>Statement 3 is not correct:</strong> An important aspect of the MPLAD Scheme is that <strong>funds released under this scheme are non-lapsable i.e. if the money is not utilised, it gets carried to the next year. Statement 4 is correct: The District Authority would be responsible for overall coordination and supervision of the works under the scheme at the district level and inspect at least 10% of the works under implementation every year.</strong></li></ul>"
34, <p>Which one of the following categories of Fundamental Rights incorporate protection against untouchability as a form of discrimination? </p>,(a) Right against Exploitation,(b) Right to Freedom,(c) Right to Constitutional Remedies,(d) Right to Equality,Polity And Governance,d,Easy,Fundamental(F),"<ul><li>Right to Equality (Article 14-18) protects the citizens against any discrimination by the State on the basis of religion, caste, race, sex, or place of birth.</li><li>Article 14 says that all citizens enjoy equal privileges and opportunities. Article 15 provides that the State shall not discriminate against any citizen on grounds only of religion, race, caste, sex or place of birth.</li><li>Article 16 says that no citizen can be discriminated against or be ineligible for any employment or office under the State on grounds of only religion, race, caste, sex, descent, place of birth or residence.</li><li> <strong>Article 17 abolishes ‘untouchability’ and forbids its practise in any form.</strong></li><li>Article 18 abolish all titles national or foreign which create artificial distinctions in social status amongst the people.</li></ul>"
35," <p>In India, separation of judiciary from the executive is enjoined by </p>",(a) the Preamble of the Constitution,(b) a Directive Principle of State Policy,(c) the Seventh Schedule,(d) the conventional practice,Polity And Governance,b,Easy,Fundamental(F),"<ul><li>Directive Principles of State Policy can be classified into three broad categories, viz, socialistic, Gandhian and liberal–intellectual.</li><li><strong>Socialistic Principles:</strong> These principles reflect the ideology of socialism. They lay down the framework of a democratic socialist state, aim at providing social and economic justice, and set the path towards welfare state.</li><li><strong>Gandhian Principles:</strong> These principles are based on Gandhian ideology. They represent the programme of reconstruction enunciated by Gandhi during the national movement. In order to fulfil the dreams of Gandhi, some of his ideas were included as Directive Principles.</li><li><strong>Liberal–Intellectual Principles:</strong> The principles included in this category represent the ideology of liberalism. They direct the state: To secure for all citizens a uniform civil code throughout the country (Article 44). To provide early childhood care and education for all children until they complete the age of six years (Article 45).</li><li>To organise agriculture and animal husbandry on modern and scientific lines (Article 48).</li><li>To protect and improve the environment and to safeguard forests and wild life (Article 48 A).</li><li>To protect monuments, places and objects of artistic or historic interest which are declared to be of national importance (Article 49). </li><li><strong>To separate the judiciary from the executive in the public services of the State (Article 50).</strong></li><li>To promote international peace and security and maintain just and honourable relations between nations; to foster respect for international law and treaty obligations, and to encourage settlement of international disputes by arbitration (Article 51).</li></ul>"
36," <p>Along with the Budget, the Finance Minister also places other documents before the Parliament which include ""The Macro Economic Framework Statement'. The aforesaid document is presented because this is mandated by </p>",(a) Long standing parliamentary convention,(b) Article 112 and Article 110(1) of the Constitution of India,(c) Article 113 of the Constitution of India,"(d) Provisions of the Fiscal Responsibility and Budget Management Act, 2003",Polity And Governance,d,Easy,Fundamental(F),"<ul><li>Fiscal Responsibility and Budget Management (FRBM) became an Act in 2003. The objective of the Act is to ensure inter-generational equity in fiscal management, long run macroeconomic stability, better coordination between fiscal and monetary policy, and transparency in fiscal operation of the Government.</li><li>It requires for the presentation of the following documents before the Parliament - the Medium Term Expenditure Framework Statement (MTEF), Medium-Term Fiscal Policy Statement, Fiscal Policy Strategy Statement and <strong>Macroeconomic Framework Statement.</strong></li></ul>"
37, <p>A constitutional government by definition is a </p>,(a) government by legislature,(b) popular government,(c) multi-party government,(d) limited government,Polity And Governance,d,Easy,Fundamental(F),"<ul><li>Constitutionalism has a variety of meanings. Most generally, it is ""a complex of ideas, attitudes, and patterns of behavior elaborating the principle that the authority of government derives from and is limited by a body of fundamental law"". Constitutionalism’ means limited government or limitation on government. It is the antithesis of arbitrary powers. Constitutionalism recognizes the need for a government with powers but at the same time insists that limitation be placed on those powers. The antithesis of constitutionalism is despotism. A government that goes beyond its limits loses its authority and legitimacy.</li><li>Constitutionalism could be seen as constituting the following elements:<ul><li>government according to the constitution;</li><li>separation of power;</li><li>sovereignty of the people and democratic government;</li><li>constitutional review;</li><li>independent judiciary;</li><li><strong>limited government subject to a bill of individual rights;</strong></li><li>controlling the police;</li><li>civilian control of the military; and</li></ul></li><li>no state power, or very limited and strictly circumscribed state power, to suspend the operation of some parts of, or the entire, constitution.</li></ul>"
38," <p>Other than the Fundamental Rights, which of the following parts of the Constitution of India reflect/reflects the principles and provisions of the Universal Declaration of Human Rights (1948)?</p><p>1. Preamble</p><p>2. Directive Principles of State Policy</p><p>3. Fundamental Duties</p><p>Select the correct answer using the code given below:</p>",(a) 1 and 2 only,(b) 2 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Polity And Governance,d,Difficult,tFundamental(F),"<ul><li>The Universal Declaration of Human Rights was adopted by the UN General Assembly in 1948. This declaration represents the first international expression of human rights to which all human beings are entitled. It is described as the “International Magna Carta”. The Constitution of India has a rich content of human rights. <strong>The Preamble, the Fundamental Rights and the Directive Principles of State Policy reflect the principles and provisions of the Universal Declaration of Human Rights (1948).</strong></li><li><strong>The four ideals of the Preamble are aimed at the promotion of human rights. They are as under:</strong><ul><li>Justice in social, economic and political spheres</li><li>Liberty of thought, expression, belief, faith and worship</li><li>Equality of status and opportunity</li><li>Fraternity assuring the dignity of the individual</li></ul></li><li><strong>The Fundamental Rights under Part-III of the Constitution contain an elaborate list of civil and political rights divided into six categories:</strong><ul><li>Right to equality</li><li>Right to freedom</li><li>Right against exploitation</li><li>Right to freedom of religion</li><li>Cultural and educational right</li></ul></li><li>Right to constitutional remedies <strong>The Directive Principles of State Policy in Part-IV of the Constitution comprise economic, social and cultural rights.</strong></li><li><strong>Article 26 of The Universal Declaration of Human Rights:</strong> Everyone has the right to education. Education shall be free, at least in the elementary and fundamental stages. Elementary education shall be compulsory. Technical and professional education shall be made generally available and higher education shall be equally accessible to all on the basis of merit. <strong>Education shall be directed to the full development of the human personality and to the strengthening of respect for human rights and fundamental freedoms.</strong> It shall promote understanding, tolerance and friendship among all nations, racial or religious groups, and shall further the activities of the United Nations for the maintenance of peace.</li><li><strong>Parents have a prior right to choose the kind of education that shall be given to their children. All this is reflected in the Fundamental Duty Article 51-A(k) ""Who is a parent or guardian to provide opportunities for education to his child or, as the case may be, ward between the age of six and fourteen years.""</strong></li><li><strong>Hence all the options are correct.</strong></li></ul>"
39," <p>In India, Legal Services Authorities provide free legal services to which of the following type of citizens?</p><p>1. Person with an annual income of less than Rs. 1,00,000</p><p>2. Transgender with an annual income of less than Rs. 2,00,000</p><p>3. Member of Other Backward Classes (OBC) with an annual income of less than Rs. 3,00,000</p><p>4. All Senior Citizens</p><p>Select the correct answer using the code given below: </p>",(a) 1 and 2 only,(b) 3 and 4 only,(c) 2 and 3 only,(d) 1 and 4 only,Polity And Governance,a,Difficult,tFundamental(F),"<ul><li>As per the Legal Services Authorities Act, 1987, following are entitled to free legal services:</li><li>A member of a Scheduled Caste or Scheduled Tribe;</li><li>A victim of trafficking in human beings or begar as referred to in Article 23 of the Constitution;</li><li>A woman is entitled for free legal aid irrespective of her income or financial status;</li><li>Child is eligible for free legal aid till the age of majority i.e. 18 years;</li><li>A mentally ill or otherwise differently abled person;</li><li>A person under circumstances of undeserved want such as being a victim of a mass disaster, ethnic violence, caste atrocity, flood, drought, earthquake or industrial disaster; or</li><li>An industrial workman; or</li><li><strong>a person in receipt of annual income less than the amount mentioned in the following schedule (or any other higher amount as may be prescribed by the State Government), if the case is before a Court other than the Supreme Court, and less than Rs 5 Lakh,</strong> if the case is before the Supreme Court.</li><li>The Income Ceiling Limit prescribed u/S 12(h) of the Act for availing free legal services in different States.</li><li><strong>Senior Citizen - Senior citizens’ eligibility for free legal aid depends on the Rules framed by the respective State Governments in this regard. Hence option 4 is not correct.</strong><ul><li>Low income (Annual income less than Rs. 1,00,000</li><li>Transgender (Annual income less than Rs. 2 Lac) in Delhi</li></ul></li></ul>"
40, <p>Consider the following pairs International agreement/set-up Subject</p><p>1. Alma-Ata Declaration - Healthcare of the people</p><p>2. Hague Convention - Biological and chemical weapons</p><p>3. Talanoa Dialogue - Global climate change</p><p>4. Under2 Coalition - Child rights</p><p>Which of the pairs given above is/are correctly matched?</p>,(a) 1 and 2 only,(b) 4 only,(c) 1 and 3 only,"(d) 2, 3 and 4 only",International Relations,c,Easy,Current Affairs(CA),"<ul><li><strong>Alma Ata Declaration:</strong> The Declaration of Alma-Ata was adopted at the International Conference on Primary Health Care, Almaty, Kazakhstan, 6–12 September 1978. It expressed the need for urgent action by all governments, all health and development workers, and the world community to protect and promote the health of all people. <strong>Hence pair 1 is correctly matched. </strong></li><li><strong>Hague Convention:</strong> The Hague Convention on the Civil Aspects of International Child Abduction or Hague Abduction Convention is a multilateral treaty developed by the Hague Conference on Private International Law that provides an expeditious method to return a child internationally abducted by a parent from one member country to another. Hence pair 2 is not correctly matched.</li><li><strong>The Talanoa Dialogue</strong> is a process designed to help countries implement and enhance their Nationally Determined Contributions by 2020. The Dialogue was mandated by the Parties to the United Nations Framework Convention for Climate Change to take stock of the collective global efforts to reduce the emissions of greenhouse gases, in line with the goals of the Paris Agreement.<strong> Hence pair 3 is correctly matched.</strong> The Under2 Coalition is a global community of state and regional governments committed to ambitious climate action in line with the Paris Agreement. The coalition brings together more than 220 governments who represent over 1.3 billion people and 43% of the global economy. Signatories commit to keeping global temperature rises to well below 2°C with efforts to reach 1.5°C. <strong>Hence pair 4 is not correctly matched.</strong></li></ul>"
41," <p>With reference to the history of India, consider the following pairs:</p><p>1. Aurang - In-charge of treasury of the State</p><p>2. Banian -Indian agent of the East India Company</p><p>3. Mirasidar - Designated revenue payer to the State</p><p>Which of the pairs given above is/are correctly matched?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 3 only,"(d) 1, 2 and 3",History (Modern India),b,Difficult,tFundamental(F),"<ul><li><strong>Aurang – A Persian term for a warehouse –a place where goods are collected before being sold; also refers to a workshop. Hence pair 1 is not correctly matched</strong></li><li><strong>Banian:</strong> In the 18th and 19th centuries, European merchants opened and deepened trade routes throughout Asia, Africa, and Latin America. However, in these markets they faced considerable challenges due to linguistic and cultural barriers. This led to difficulties in integrating into indigenous commercial and political systems, which restricted their operations. <strong>The use of intermediaries with expertise of the local markets and languages rapidly proliferated. In South-East Asia, this was known as the ‘comprador’ system, whilst in the Anglo-Indian trade individuals carrying out these functions were known as ‘banians’.</strong> These intermediaries fulfilled various internal and external roles for trading companies including, managing treasury functions, securing credit, and acting as brokers in the local markets. A contemporary described the banian as an individual,<strong> “By whom the English gentlemen in general conduct all their business. He is interpreter, head book-keeper, head secretary, head broker, the supplier of cash and cash-keeper, and in general also secret-keeper. Hence pair 2 is correctly matched</strong>.</li><li><strong>Mirasidars:</strong> Under the ryotwari settlement system, the government recognized mirasidars as the sole proprietors of land, dismissing tenants' rights completely. Only in villages where no mirasidar system existed were those villagers holding permanent occupancy rights recognized as<strong> landholders responsible for the payment of land revenue.</strong></li><li>According to Elphinstone (Governor of Bombay), the two important features of the Maratha government were:</li><li>1. the existence of village communities as units of local administration 2. the existence of mirasi tenure</li><li><strong>Mirasdars</strong> were hereditary peasant proprietors who cultivated their own fields and paid land tax at fixed rates to the state. The Mirasdar belonged to the village and could not be dispossessed of it so long as he continued to pay the rent. He could sell and transfer his fields and had the right to sit in the village council. All the land which did not belong to the Mirasdar belonged to government or those to whom government assigned it. His lands were measured out and classified, and the standard demand on them fixed. If, however, the rains failed, if the village suffered from war or pestilence or if a family calamity intervened, he could seek remission.</li></ul>"
42," <p>With reference to the religious history of India, consider the following statements: </p><p>1. Sthaviravadins belong to Mahayana Buddhism.</p><p>2. Lokottaravadin sect was an offshoot of Mahasanghika sect of Buddhism.</p><p>3. The deification of Buddha by Mahasanghikas fostered the Mahayana Buddhism.</p><p>Which of the statements given above is/are Correct? </p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 3 only,"(d) 1, 2 and 3",History (Ancient India),b,Difficult,tFundamental(F),"<ul><li>The division of the Buddhist community in India in the first three centuries following the death of the Buddha in c. 483 BC.</li><li><strong>The first division in the Buddhist community occurred as a result of the second council,</strong> said to have been held 100 years after the Buddha’s death, at Vaisali (Bihar state) this Council was called to condemn certain practices of some monks which were contrary to the Vinaya or Monk’s Code of conduct., when the <strong>Acariyavadins (followers of the traditional teaching) split away from the Sthaviravadins (followers of the Way of the Elders) and formed their own school, known as the Mahasanghikas.</strong></li><li>These Sthaviravadins followed a realist line, stating that all phenomena exist and are unstable compounds of elements. They taught that it is necessary for all humans to strive for Arahantship or release from the constant round of rebirth (Samsara). They taught that Buddhas are men - pure and simple, rejecting any notion of their being transcendental. The other group, which were in the majority, were known as the Mahasanghikas.</li><li>Like the Sthaviravadins, they accepted the fundamental doctrines as taught by the Buddha, such as: the Four Noble Truths, the Noble Eightfold Path etc but they differed in believing that Buddhas are supramundane and transcendental. They also believed that the original nature of the mind is pure and that it is contaminated when it is stained by passions and defilements.<strong> It was from the Mahasanghikas that the Mahayana was to evolve. Hence statement 1 is not correct.</strong></li><li>They differed or came to differ significantly from the Sthaviravada in how they understood the nature of the Buddha, and they are the first to<strong> attribute divinity to him and represent him in anthropomorphic form</strong> in statuary, setting a precedent which has continued to the present day. <strong>Hence statement 3 is correct.</strong></li><li><strong>Further subdivisions of the Mahasanghikas</strong> over the next seven centuries included <strong>sect of Lokottarvadin whose philosophy was based on the concept of Lokottara Buddha or Supernatural Buddha.,</strong> the Ekavyavaharikas, and the Kaukkutikas. <strong>Hence statement 2 is correct.</strong></li></ul>"
43, <p>Which of the following statements correctly explain the impact of Industrial Revolution on India during the first half of the nineteenth century?</p>,(a) Indian handicrafts were ruined.,(b) Machines were introduced in the Indian textile industry in large numbers.,(c) Railway lines were laid in many parts of the country,(d) Heavy duties were imposed on the imports of British manufactures,History (Modern India),a,Medium,Fundamental(F),"<ul><li>India was a major player in the world export market for textiles in the early 18th century, but by the middle of the 19th century it had lost all of its export market and much of its domestic market.</li><li>At the beginning of Industrial revolution cotton industries developed in England, industrial groups began worrying about imports from other countries. They pressurised the government to impose import duties on cotton textiles so that Manchester goods could sell in Britain without facing any competition from outside. At the same time industrialists persuaded the East India Company to sell British manufactures in Indian markets as well. Exports of British cotton goods increased dramatically in the early nineteenth century.</li><li>Cotton weavers in India thus faced two problems at the same time: their export market collapsed, and the local market shrank, being glutted with Manchester imports. Produced by machines at lower costs, the imported cotton goods were so cheap that weavers could not easily compete with them. <strong>By the 1850s, reports from most weaving regions of India narrated stories of decline and desolation. Hence option (a) is correct answer.</strong></li></ul>"
44," <p>Consider the following events in the history of India:</p><p>1. Rise of Pratiharas under King Bhoja</p><p>2 Establishment of Pallava power under Mahendravarman-I</p><p>3. Establishment of Chola power by Purantaka</p><p>4. Pala dynasty founded by Gopala</p><p>What is the correct chronological order of the above events, starting from the earliest time?</p>",(a) 2-1-4-3,(b) 3-1-4-2,(c) 2-4-1-3,(d) 3-4-1-2,History (Medieval India),c,Difficult,tFundamental(F),"<ul><li><strong>The Gurjara Pratihara dynasty was founded by Nagabhatta I in the region of Malwa in the 8th century AD.</strong> He belonged to a Rajput clan. Gurjara-Pratihara dynasty ruled much of Northern India from the mid-8th to the 11th century. The Pratiharas derived their name from the Sanskrit meaning doorkeeper, are seen as a tribal group or a clan of the Gurjaras. The greatest ruler of the Pratihara dynasty was <strong>Mihir Bhoja (836–885 CE).</strong> He recovered Kannauj (Kanyakubja) by 836 A.D, and it remained the capital of the Pratiharas for almost a century.</li><li><strong>The Pallavas </strong>were a powerful ancient dynasty that ruled a huge part of Southern India, including present day Tamil Nadu, between the 6th and 9th centuries AD, with Kanchipuram as their capital. The Pallavas reached their zenith during the reign of Mahendravarman I <strong>(</strong>c.<strong> 600–630),</strong> a contemporary of Harsha and Pulakeshin II.</li><li><strong>Mahendravarman I - </strong>He was a Pallava King who succeeded Simhavishnu and reigned for c. 600–630. He was a great patron of art and architecture and is known for introducing a new style to Dravidian architecture, which is sometimes referred to as “Mahendra style.” He built temples at Panamalai, Mandagapattu and Kanchipuram. The inscription at Mandagapattu mentions Mahendravarman I with numerous titles such as: Vichitrachitta (curious-minded) Chitrakarapuli (tiger among artists) Chaityakari (temple builder).</li><li><strong>The Cholas</strong> became prominent in the ninth century and established an empire comprising the major portion of South India. Their capital was Tanjore. The Chola ruler Parantaka succeeded his father<strong> Aditya</strong> <strong>I</strong>(Aditya I or Aditya Chola, the son of Vijayalaya Chola, is the second ruler of the Medieval Cholas) on the throne in <strong>907</strong> and ruled for forty-eight years. Soon after his accession, as early as 910, he invaded the Pandyan country and assumed the title Maduraikonda (‘ Capturer of Madura’).</li><li><strong>The Pala</strong> Empire was an imperial power during the post-classical period (8th and 9th century AD) which originated in the Bengal region. The empire was founded with the election of Gopala as the emperor of Gauda in <strong>750 CE.</strong></li><li><strong>Hence correct sequence is 2-4-1-3.</strong></li></ul>"
45, <p>Which of the following phrases defines the nature of the Hundi' generally referred to in the sources of the post-Harsha period? </p>,(a) An advisory issued by the king to his subordinates,(b) A diary to be maintained for daily accounts,(c) A bill of exchange,(d) An order from the feudal lord to his subordinates,History (Ancient India),c,Medium,Fundamental(F),"<ul><li>In India, instruments of credit have been in use since time immemorial and are popularly known as Hundies.</li><li>The movement of goods during Medieval period was facilitated by the growth of a financial system which permitted easy transfer of money from one part of the country to another.</li><li><strong>This was done through the use of Hundis. The Hundis was a letter of credit payable after a period of time at a discount. </strong></li></ul>"
