q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
11,"In India, Legal Services Authorities provide free legal services to which of the following
type of citizens?
1. Person with an annual income of less than Rs. 1,00,000.
2. Transgender with an annual income of less than Rs. 2,00,000.
3. Member of Other Backward Classes  (OBC) with an annual income of less than Rs. 3,00,000.
4, All Senior Citizens.
Select the correct answer using the code given below:",1 and 2 only,3 and 4 only,2 and 3 only,1 and 4 only,UPSC CSE Pre.,2020.0,a,"Exp) Option a is the correct answer.

The National Legal Services Authority (NALSA) has been
constituted under the Legal Services Authorities Act, 1987
to provide free Legal Services to the weaker sections of the
society and to organize Lok Adalats for amicable settlement
of disputes.

The Income Ceiling Limit prescribed under Section 12(h)
of the Act for availing free legal services depend on the
limits set by the respective State Governments. Thus, Senior
citizens’ eligibility for free legal aid depends on the Rules
framed by the respective State Governments in this regard.
The Income Ceiling Limit prescribed for availing free legal
services in is:

General -Rs. 1,00,000, Senior citizen- Rs. 2,00,000,
Transgender - Rs. 2,00,000.

Free legal aid is available to a member of a Scheduled Caste
or Scheduled Tribe, not OBC."
12,"With reference to the Constitution of India,consider the following statements:
1. No High Court shall have the jurisdiction to declare any central law to be constitutionally invalid.
2. An amendment to the Constitution of India cannot be called into question bythe Supreme Court of India.
Which of the statements give above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,UPSC CSE Pre.,2019.0,d,"Exp) Option d is the correct answer.

Statement 1 is incorrect. With the power of judicial review,
High Courts can strike down State law as well as Central
laws. Though the phrase ‘judicial review’ has no where been
used in the Constitution, the provisions of Articles 13 and
226 explicitly confer the power of judicial review on a high
court.

Statement 2 is incorrect, The Supreme Court in Kesavananda
Bharati case (1973) held that Constitutional amendment can
be challenged on the ground that it violates a fundamental
right that forms a part of the ‘basic structure’ of the
Constitution and hence, can be declared as void. Therefore,
as it stands the constitutional amendment comes under a law
for judicial review if it violates any fundamental rights and
Basic structure of our constitution."
13,"Consider the following statements:
1. The 44th Amendment to the Constitution of India introduced an Article placing the election of the Prime Minister beyond judicial review.
2. The Supreme Court of India struck down the 99th Amendment to the Constitution of India as being violative of the independence of judiciary.
Which of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,UPSC CSE Pre.,2019.0,b,"Exp) Option b is the correct answer.

Statement 1 is incorrect. The 44° Amendment to the
Constitution of India had no provision placing the election of
the Prime Minister beyond judicial review. 44% Amendment
to the Constitution of India was enacted to nullify some of
the amendments made by the 427 Amendment Act, 1976.
Statement 2 is correct. 99th Constitutional Amendment
Act, 2014 was enacted to reflect the change in the system of
appointments of Judges from the collegium system. It sought
to establish the National Judicial Appointment Commission

(NJAC). This was struck down by the Supreme Court as
being violative of the independence of judiciary."
14,"In India, Judicial Review implies",The power of the Judiciary to pronounce upon the constitutionality of laws and executive orders.,The power of the Judiciary to question the wisdom of the laws enacted by the Legislatures.,The power of the Judiciary to review all the legislative enactments before they are assented to by the President.,The power of the Judiciary to review its own judgements given earlier in similar or different cases.,UPSC CSE Pre.,2017.0,a,"Exp) Option a is the correct answer.

Judicial Review is the power of the Courts to determine
the constitutionality of Legislative act and executions
orders. Judicial review is the power of the judiciary to
examine the constitutionality of legislative enactments and
executive orders of both the Central and State governments.
On examination, if they are found to be violative of the
Constitution (ultra vires), they can be declared as illegal,
unconstitutional and invalid (null and void) by the judiciary.
Consequently, they cannot be enforced by the Government.

Important Tips

The scope of judicial review before Indian courts has
evolved in three dimensions:

1, to ensure fairness in administrative action.

2. to protect the constitutionally guaranteed

fundamental rights of citizens
3. to rule on questions of legislative competence
between the centre and the states"
15,"With reference to the ‘Gram Nyayalaya Act}
which of the following statements is/are correct?
1. As per the Act, Gram Nyayalayas can hear only civil cases and not criminal cases.
2. The Act allows local social activists as mediators/ reconciliators.
Select the correct answer using the code given below.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,UPSC CSE Pre.,2016.0,b,"Exp) Option b is the correct answer.
Statement 1 is incorrect. Gram Nyayalayas are established
under the Gram Nyayalayas Act, 2008 for speedy and easy
access to justice system in the rural areas. They can try
criminal cases as well as civil suits, claims or disputes
which are specified in the First Schedule and the Second
Schedule of the Act.
Statement 2 is correct. The Act explicitly provides for
mediation by social workers. The Gram Nyayalaya shall not
be bound by the rules of evidence provided in the Indian
Evidence Act, 1872 but shall be guided by the principles of
natural justice and subject to any rule made by the High
Court."
16,Who/Which of the following is the custodian of the Constitution of India?,The President of India,The Prime Minister of India,The Lok Sabha Secretariat,The Supreme Court of India,UPSC CSE Pre.,2015.0,d,"Exp) Option d is the correct answer.
The Constitution has conferred a very extensive jurisdiction
and vast powers on the Supreme Court. It is not only a
Federal Court like the American Supreme Court but also
a final court of appeal like the British House of Lords (the
Upper House of the British Parliament). It is also the final
interpreter and guardian/custodian of the Constitution
and guarantor of the fundamental rights of the citizens.
The Supreme Court ensures that the other branches of
government perform their responsibilities in accordance
with the Constitution. The Supreme Court also ensures that
the Constitution of India remains the law of the land and
the parliament doesn’t affect or in any way undo the soul of
the Constitution through its basic structure doctrine. This
also ensures that there aren’t any unreasonable restrictions
placed on fundamental rights of individuals by the state."
17,"What is the provision to safeguard the autonomy of the Supreme Court of India?
1. While appointing the Supreme Court Judges, the President of India has to consult the Chief Justice of India.
2. The Supreme Court Judges can be removed by the Chief Justice of Indiaonly.
3. The salaries of the Judges are charged on the Consolidated Fund of India to which the legislature does not have to vote.
4. All appointments of officers and staffs of the Supreme Court of India are made by the Government only after consulting the Chief Justice of India.
Which of the statements given above is/are correct?",1 and 3 only,3 and 4 only,4 only,"1, 2,3 and 4",UPSC CSE Pre.,2012.0,a,"Exp) Option a is the correct answer.

Statement 1 is correct. The judges of the Supreme Court

are appointed by the President in consultation with the

Chief Justice of India. This provision curtails the absolute

discretion of the executive as well as ensures that the judicial

appointments are not based on any political or practical

considerations.

Statement 2 is incorrect. A judge of the Supreme Court

can be removed from his Office by an order of the

president. The President can issue the removal order only

after an address by Parliament has been presented to him

in the same session for such removal. The address must be

supported by a special majority of each House of Parliament.
Statement 3 is correct. The salaries, allowances and

pensions of the judges and the staff as well as all the

administrative expenses of the Supreme Court are charged

on the Consolidated Fund of India. ‘Thus, they are non-

votable by the Parliament (though they can be discussed by

it).

Statement 4 is incorrect. All appointments of officers and

staffs of the Supreme Court of India are made by the Chief

Justice of India. ‘to maintain the independence of the

judiciary the Chief Justice of India has been given powers to

appoint officers and servants of the Supreme Court without

any interference from the executive. He can also prescribe

their conditions of service.

Iinportant Tips

The power to increase the number of judges in the
Supreme Court of India is vested in the parliament. At
present, the Supreme Court consists of thirty-four judges
(one chief justice and thirty-three other judges). In 2019,
the centre notified an increase in the number of Supreme
Court judges from thirty-one to thirty-four, including
the Chief Justice of India. This followed the enactment of
the Supreme Court (Number of Judges) Amendment Act,
2019. Originally, the strength of the Supreme Court was
fixed at eight (one chief justice and seven other judges)."
18,"Which of the following are included in the original jurisdiction of the Supreme Court?
1. A dispute between the Government of India and one or more States
2. A dispute regarding elections to either House of the Parliament or that of Legislature of a State
3. A dispute between the Government of India and a Union Territory
4. A dispute between two or more States
Select the correct answer using the codes given below:",1 and 2 only,2 and 3 only,land 4 only,3 and 4 only,"UPSC CSE Pre,",2012.0,c,"Exp) Option c is the correct answer.

As a federal court, the Supreme Court decides the disputes

between different units of the Indian Federation. More

elaborately, the Supreme Court has exclusive original

jurisdiction in the cases where there is any dispute:

(a) Between the Centre and one or more states; or

(b) Between the Centre and any state or states on one side

and one or more other states on the other side; or

(c) Between two or more states.

Exclusive means, no other court can decide such disputes

and original means, the power to hear such disputes in the

first instance, not by way of appeal."
19,How many High Courts in India have jurisdiction over more than one State (Union Territories not included)?,2,3,4,5,UPSC CSE Pre.,2012.0,b,"Exp) Option b is the correct answer.

There are 21 Uigh Courts in the country, out of these 3 have

jurisdiction over more than one state.

¢ Bombay High Court has the jurisdiction over
Maharasthra, Goa, Dada and Nagar Haveli and Daman
and Diu.

« Guwahati High Court, which was earlier known as
Assam High Court, has the jurisdiction over Assam,
Nagaland, Mizoram and Arunachal Pradesh.

¢ Punjab and Haryana High Court has the jurisdiction
over Punjab, Haryana and Chandigarh."
20,"Consider the following statements: The Supreme Court of India tenders advice to the President of India on matters of law or fact
1. On its own initiative (on any matter of larger public interest).
2. Ifhe seeks such an advice.
3. Only if the matters relate to the Fundamental Rights of the citizens.
Which of the statement given above is/are correct?",1 only,2 only,3 only,land2,UPSC CSE Pre.,2011.0,b,"Exp) Option b is the correct answer.

The Supreme Court of India tenders advice to the President

of India on matters of law or fact only if the President seeks

such an advice (and not on its own initiative).

The Constitution (Article 143) authorises the president to

seck the opinion of the Supreme Court in the two categories

of matters:

1) On any question of law or fact of public importance which
has arisen or which is likely to arise. In this situation, the
Supreme Court may tender or may refuse to tender its
opinion to the president.

2) On any dispute arising out of any pre-constitution
treaty, agreement, covenant, engagement, sanad or other
similar. In this situation, the Supreme Court must tender
its opinion to the president.

In both the cases, the opinion expressed by the Supreme
Court is only advisory and not a judicial pronouncement.
Hence, it is not binding on the president; he may follow
or may not follow the opinion. However, it facilitates the
government to have an authoritative legal opinion on a
matter to be decided by it.
The President can seek advice of Supreme Court on matters
related to Fundamental rights but it is not the only matter on
which President can seek advice."
21,"With reference to Lok Adalat’s, which of the following statements is correct?",Lok Adalat has the jurisdiction to settle the matters at the pre-litigation stage and not those matters pending before any court.,Lok Adalat’s can deal with matters which are civil and not criminal in nature.,Every Lok Adalat consists of either serving or retired judicial officers only and not any other person.,None of the statements given above is correct.,UPSC CSE Pre,2010.0,d,"Exp) Option d is the correct answer.
Option a is incorrect-Lok Adalats have the jurisdiction to
settle both pre-litigation and pending cases. They are an
alternative dispute resolution mechanism aimed at resolving
disputes outside the regular court process. They can take up
cases that are yet to be filed in court (pre-litigation) as well
as cases that are already pending before the courts.
Option b is incorrect- While Lok Adalats are more
commonly associated with settling civil disputes, they can
also handle certain criminal cases that are compoundable
offenses. Compoundable offenses are those offenses where
the victim and the accused can reach a compromise, and the
case can be withdrawn.
Option c is incorrect- While Lok Adalats do have the
participation of judicial officers, they are not exclusively
composed of serving or retired judicial officers. Lok Adalats
typically involve a panel of members, which may include
serving or retired judicial officers, lawyers, social workers,
or any other person with legal expertise or experience in
dispute resolution."
22,<A Constitution (Amendment) Act may be declared unconstitutional by the Supreme Court of India  ifit-,Establishes three-tier federal set up in place of the existing two tier-set up.,Removes Right of Equality before the law from Part III and places it elsewhere in the Constitution.,Replaces Parliamentary System of Executive with the Presidential one.,Establishes a Federal Court of Appeal to lighten the burden of the Supreme Court.,UPSC CSE Pre,2009.0,b,"Exp) Option b is the correct answer
Right to equality forms part of basic structure of Constitution.
As per Keshavananda Bharati case basic structure of
constitution cannot be amended. Hence removing Right to
Equality from part Ill and placing it elsewhere in constitution
may be declared as unconstitutional by Supreme Court of
India."
23,"Consider the following statements:
1. Justice V.R. Krishna Iyer was the Chief Justice of India.
2. Justice V.R. Krishna Iyer is considered as one of the progenitors of Public Interest
Litigation (PIL) in the Indian Judicial System.
Which of the statement(s) given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,UPSC CSE Pre,2008.0,b,"Exp) Option b is the correct answer
Justice V. R. Krishna Iyer was a judge and Minister who
reformed the Indian criminal justice system. He stood
up for the poor and the underprivileged, and remained a
human rights champion, a crusader for social justice and
the environment, and a doyen of civil liberties, throughout
his life. Justice V.R. Krishna lyer and Justice P.N. Bhagwati
are considered the pioneer/ progenitors of Public Interest
Litigation (PIL)."
24,"Consider the following statements: 
1. The mode of removal of a Judge of a High Court in India is same as that of removal of a Judge of the Supreme Court.
2. After retirement from the office, a permanent Judge of a High Court cannot plead or act in any Court or before any authority in India.
Which of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor,UPSC CSE Pre,2007.0,a,"Exp) Option a is the correct answer.
Statement I is correct- The mode of removal of a Judge of a
High Court in India is same as that of removal of a Judge of
the Supreme Court. Both judges can be removed by a process
of impeachment, which is initiated by a motion -a removal
motion signed by 100 members (in the case of Lok Sabha)
or 50 members (in the case of Rajya Sabha) and passed by
Special majority once admitted by the Presiding officer of
the House. The ground of removal is proved misbehavior
or incapacity.
Statement 2 is incorrect- According to the constitution, a
retired High Court judge is not allowed to practice law in any
court or before any authority in India, except the Supreme
Court and other High Courts. This restriction implies that
the retired judge cannot practice in lower courts or in the
High Court from which he/she has retired.

Important Tips

Some of the provision for independence of Judge of High

Court:

«+ Mode of appointment: The judges of a High Court are
appointed by the President of India in consultation
with the Chief Justice of India and the Chief Justice
of the High Court. This ensures that the appointment
is made on the basis of merit and not on political
considerations.

¢ Security of tenure: The judges of a High Court hold
office until they attain the age of 62 years. They can
only be removed from office by the President on the
grounds of proved misbehaviour or incapacity, after
an inquiry into the matter by a Supreme Court judge.
This ensures that judges can discharge their duties
without fear of being removed from office for political
or other reasons

e Fixed service conditions: The salaries, allowances,
privileges, leave and pension of the judges of a High
Court are determined by Parliament. These cannot be
changed to their disadvantage after their appointment.
‘This ensures that judges can enjoy a reasonable
standard of living and do not have to worry about their
financial security.

« Expenses charged on Consolidated Fund: The
salaries and allowances of the judges of a High
Court are charged on the Consolidated Fund of
India. This means that they are not subject to the
annual budgetary process and cannot be reduced
or abolished by Parliament. This ensures that the
financial independence of the judges is protected.

¢ Prohibition of discussion in Parliament: The conduct
of the judges of a High Court cannot be discussed in
Parliament. This ensures that the judges can discharge
their duties without fear of being subjected to political
pressure"
25,"Consider the following statements: 
1. The Parliament cannot enlarge the Jurisdiction of the Supreme Court of India as its Jurisdiction is limited to that conferred by the Constitution.
2. The officers and servants of the Supreme Court and High Courts are appointed by the concerned Chief Justice, and the administrative expenses are charged on the Consolidated Fund of India. 
Which of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,UPSC CSE Pre,2005.0,d,"Exp) Option d is the correct answer

Statement 1 is incorrect: Under Article 138 of the
Constitution of India, the Parliament by law can enlarge the
jurisdiction and power of the Supreme Court on any matter
in the Union List.

Statement 2 is incorrect: As per Article 146 and 229,
appointments of officers and servants of the Supreme
Court and High Courts are made by their respective
Chief Justices. The conditions of service are governed
by rules made by the Chief Justices, with salary-related
rules requiring the President’s or Governor’s approval.
The administrative expenses of the Supreme Court are
charged on the Consolidated Fund of India, while the
administrative expenses of High Courts are charged on the
Consolidated Fund of states."
26,The power to enlarge the jurisdiction of the Supreme Court of India with respect to any matter included in the Union List of Legislative Powers rests with-,The President of India,‘The Chief Justice of India,The Parliament,"The Union Ministry of Law, Justice and Company Affairs",UPSC CSE Pre,2003.0,c,"Exp) Option:c is the correct answer

Under Article 138 of the Constitution of India, the Parliament
by law can enlarge the jurisdiction and power of the Supreme
Court on any matter in the Union List."
27,The concept of Public Interest Litigation originated in:,Australia,India .,The United States,The United Kingdom,UPSC CSE Pre,1997.0,c,"Exp) Option c is the correct answer

The concept of Public Interest Litigation (PIL) originated
and developed in the USA in the 1960s. In the USA, it
was designed to provide legal representation to previously
unrepresented groups or interests."
28,"Given below are two statements, one labelled as Assertion (A) and the other 
labelled as Reason (R).
Assertion (A): Willful disobedience or non-compliance of Court orders and use of derogatory language about Judicial behaviour amount to Contempt of Court.
Reason (R): Judicial activism cannot be practiced without arming the Judiciary with punitive powers to punish contemptuous behavior.
In the context of the above two statements
which one of the following is correct?",Both (A) and (R) are true and (R) is the correct explanation of (A).,Both (A) and (R) are true but (R) is not the correct explanation of (A).,(A) is true but (R) is false.,(A) is false but (R) is true.,UPSC CSE Pre,1997.0,b,"Exp) Option b is the correct answer.

Assertion (A) is true- Willful disobedience or non-
compliance of Court orders and use of derogatory language
about Judicial behaviour amount to Contempt of Court. This
is because contempt of court is any act that tends to interfere

with the administration of justice or to bring the authority
and dignity of the court into disrespect.
Reason (R) is true- Judicial activism cannot be practiced
without arming the Judiciary with punitive powers to punish
contemptuous behavior. This is because judicial activism is
the practice of judges. taking an active role in interpreting
the law and issuing rulings that have a significant impact on
society. In order to be able to do this effectively, judges need
to have the power to punish people who try to interfere with
the administration of justice."
