q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
34,"Which of the following gave legal basis
to extraordinary powers exercised by the

Government of India during Lockdown?



1, Mental Health Care Act, 2017

2. Disaster Management Act, 2005

3. Enemy Property Act, 1968

4. Epidemic Diseases Act, 1897

Select the correct answer from the codes

given below.","1,2 and 3","2,3 and 4",2 and 4,"1,3 and 4",U.P.P.C.S. (Pre),2020.0,c,"Exp) Option c is the correct answer.

The legal basis for the extraordinary powers exercised by

the Government of India during the lockdown is provided

by the following Acts:

« Disaster Management Act, 2005: The Disaster
Management Act, 2005, empowers the government
to take necessary measures to prevent, mitigate, and
manage disasters, including public health emergencies.
It provides the legal framework for the government to
declare disasters, issue guidelines and orders, and take
actions to control the situation.

« Epidemic Diseases Act, 1897: The Epidemic Diseases Act,
1897, gives the government the authority to take special
measures and prescribe regulations to control the spread
of epidemic diseases. This Act provides the legal basis
for the government to impose restrictions, quarantine
measures, and other necessary actions during public
health emergencies.

Therefore, the combination of the Disaster Management

Act, 2005, and the Epidemic Diseases Act, 1897, gave the

legal basis for the extraordinary powers exercised by the

Government of India during the lockdown."
35,"Consider the following statements in the
context of Attorney General of India:

1. The President shall appoint such a person
as Attorney General of India who is
qualified as to be appointed a Judge of
Supreme Court.

2. The Attorney General shall receive such
remuneration as the Parliament may
determine.

Select the correct answer using the codes

given below.",Only 1 is correct,Only 2 is correct,Both | and 2 are correct,} Neither 1 nor 2 is correct,U.P.P.C.S. (Pre),2020.0,a,"Exp) Option a is the correct answer.

Statement 1 is correct: The Attorney General of India is the

highest law officer of the country and he/she is the chief legal

advisor to the Government of India. He/she is appointed by
the President of India under Article 76 (1) of the Constitution
and holds office during the pleasure of the President. He/she

must be a person qualified to be appointed as a Judge of
the Supreme Court.

Statement 2 is incorrect: The Attorney General of India
shall receive such remuneration as the President may
determine. ‘There is no provision in the Constitution or any
other law that empowers the Parliament to determine the
remuneration of the Attorney General of India."
36,"Consider the following statements and
select your answer from the codes given
below:

1. The Governor does not have the power to
appoint a judge of a state High Court.

2. He is not a part of the Legislature.

3. He has the power to nominate some
members of the Legislative Council.

4. He has no judicial powers.

Code:",1 and 2 are correct,1 and 3 are correct,2 and 4 are correct,All are correct,U.P.P.C.S. (Pre),2017.0,b,"Exp) Option b is the correct answer.

Statement 1 is correct: The Governor does not have
the power to appoint a judge of a state High Court. The
judges of a high court are appointed by the President in
consultation with the Chief Justice of India (CJI), the
Governor of the State.

Statement 2 is incorrect: Governor is a part of the State
Legislature, In unicameral system, the state legislature
consists of the governor and the legislative assembly. In the
states having bicameral system, the state legislature consists
of the governor, the legislative council and the legislative
asseinbly.

Statement 3 is correct: Governor has the power to nominate
some members of the Legislative Council. One sixth is
nominated by the Governor from persons having knowledge
or practical experience in fields such as literature, science,
arts, the co-operative movement and social services.
Statement 4 is incorrect: Governor has judicial powers
as well. He can grant pardons, reprives, respites and
remissions of punishment any person convicted of any
offence against any law relating to a matter to which the
executive power of the state extends. He is consulted by the
president while appointing the judges of the concerned
state high court."
37,Which of the following is not true?,"The President or Governor is immune
from legal action for officials acts.","No Court can compel a Governor to
perform any duty.","A two months’ notice in writing must be
delivered to the Governor for bringing
civil proceedings in respect of their
personal acts.","Courts are empowered to enquire the
advice tendered by the Ministers to the
President or Governor.",U.P.P.C.S. (Mains),2016.0,d,"Exp) Option d is the correct answer.

Option a is correct: Article 361 provide protection to
President and Governors and Rajpramukhs. The President,
or the Governor shall not be answerable to any court for the
exercise and performance of the powers and duties of his
office or for any act done or purporting to be done by him
in the exercise and performance of those powers and duties.
Option b is correct: Writ of Mandamus issued by the court
to a public official asking him to perform his official duties
that he has failed or refused to perform. However, the writ
of mandamus cannot be issued against the president of
India or the state governors.

Option c is correct: According to Article 361, Governor
is immune from criminal proceedings only. A_ civil
proceedings can be instituted against him during his term
of office in respect of his personal acts but only after giving
two months’ notice.)

Option d is incorrect: Article 74(2) barred courts from
inquiring into the advice given by Council of Ministers to ,
President. Similarly, Article 163 mentions that advice was
tendered by Ministers to the Governor shall not be inquired
into in any court."
38,"When the same person is appointed as
a Governor of two or more States, the
emoluments and allowances payable to the
Governor shall be-","As expressed, wish of the Governor",As decided by the President,As decided by the Home Ministry,"It shall be allocated among the States in
such proportion as the President may by
order determine",U.P.P.C.S. (Mains),2016.0,d,"Exp) Option d is the correct answer.
Article 158 (3A) mentions that when the same person
is appointed as Governor of two or more States, the
emoluments and allowances payable to the Governor shall
be allocated among the States in such proportion as the
President may by order determine."
39,"Which one of the following is not correct
regarding the Presidential election?","Election of the successor must be held
before the expiry of the term of the
incumbent President.","The President shall hold office for a term
of five years from the date on which he
enters upon his office.","On the expiration ofhis term, he continues
to hold office until his successor enters
upon his office.","President’s election may be postponed on
the ground that the electoral college is
incomplete.",U.P.P.C.S. (Mains),2016.0,d,"Exp) Option d is the correct answer
The election of a person as President cannot be challenged
or postponed on the ground that the electoral college was
incomplete The President holds office for a term of five years
from the date on which he enters upon his office. However,
he can resign from his office at any time by addressing the
resignation letter to the Vice President. The President can
hold office beyond his term of five years until his successor
assumes charge. When the vacancy is going to be caused by
the expiration of the term of the sitting President, an election
to fill the vacancy must be held before the expiration of the
term."
40,"Who among the following holds his/her
office during the pleasure of the President?",Comptroller and Auditor General of India,Chief Election Commissioner,Speaker of Lok Sabha,Attorney General of India,U.P.P.C.S. (Pre),2016.0,d,"Exp) Option d is the correct answer.
The Attorney General of India is the highest law officer
of the country and he/she is the chief legal advisor to the
Government of India. He/she is appointed by the President
of India under Article 76 of the Constitution and holds
office during the pleasure of the President. He/she can be
removed by the President at any time without any reason.
pe

Important Tips

¢ The Comptroller and Auditor General of India can
be removed by the President only on an address from
both Houses of Parliament on the grounds of proved
misbehavior or incapacity.

¢« The Chief Election Commissioner can be removed by
the president on the basis of a resolution passed to that
effect by both the Houses of Parliament with special
majority, cither on the ground of proved misbchavior
or incapacity.

@ The Speaker of Lok Sabha can be removed by a
resolution passed by a majority of all the then members
of Lok Sabha after giving him/her 14 days’ notice."
41,"Given below are two statements:

Assertion (A); The President of India is
elected by indirect election.
Reason (R): There is a provision of Electoral
College consisting of the elected members
of both Houses of Parliament and elected
members of the Legislative Assemblies of the
States.
In the context of above statements select the
correct answer.","(A) is true, but (R) is false.","(A) is false, but (R) is true.","Both (A) and (R) are individually true
and (R) is the correct explanation of (A).","Both (A) and (R) are individually true,
but (R) is not the correct explanation of
(A).",U.P.P.C.S. (Mains),2015.0,c,"Exp) Option c is the correct answer

The President is elected indirectly by the people but by

members of electoral college consisting of:

e the elected members of both the Houses of Parliament;

e the elected members of the legislative assemblies of the
states;

e the elected members of the legislative assemblies of the
Union Territories of Delhi and Puducherry

Important Tips
The nominated members of both of Houses of Parliament,
the nominated members of the state legislative assemblies,
the members (both elected and nominated) of the state
legislative councils (in case of the bicameral legislature)
and the nominated members of the Legislative Assemblies
of Delhi and Puducherry do not participate in the election
of the President."
42,"In case the post of President of India falls
vacant, and there is no Vice-President also,
who among the following would be the
acting President?",Vice-Chairman of Rajya Sabha,Attorney-General of India,Lok Sabha Speaker,Chief Justice of the Supreme Court,U.P.P.C.S. (Pre) (Re. Exam),2015.0,d,"Exp) Option d is the correct answer
When the office of President falls vacant due to his
resignation, removal, death or otherwise, the Vice-president
acts as the President until the new President is clected. If
the office of Vice- President is vacant, the Chief Justice of
India acts as the President and discharges the Function of
President."
43,"Under which one of the following Articles,
the procedure for removal of the President of
India through the process of impeachment
has been laid down?",Article-53,Article-6],Article-74,Article-13,U.P.P.C.S. (Pre) (Re. Exam),2015.0,b,"Exp) Option b is the correct answer
Article 61 deals with the procedure for the impeachment
of the President, When a President is to be impeached for
violation of the Constitution, the charge shall be preferred
by cither House of Parliament. ‘The proposal to prefer such
charge is contained in a resolution which has been moved
after at least fourteen days’ notice in writing signed by not
less than one-fourth of the total number of members of
the House has been given of their intention to move the
resolution, Such a resolution cannot be passed by a majority
of not less than two-thirds of the total number of members
of that House.
important Tips |

« Article 53 - The executive power of the Union shall be
vested in the President and shall be exercised by him
either directly or through officer’s subordinate to him
in accordance with this Constitution.

« Article 74 - mentions that the Council of Ministers |
is to aid and advise the President. But generally, the |
President asks the Council of Ministers to reconsider |
the given advice, or otherwise, the President shall |
act in accordance with the advice given after such |
reconsideration. |

¢ Article 13 - This article provides a constitutional basis
for judicial review as it empowers the Supreme Court
and the High Courts to interpret pre-Constitution
laws and decide whether such laws are in line with the
values and principles of the present Constitution."
44,"Who among the following is the legal

adviser of a State Government?",The Advocate-General,The Attorney-General,The Solicitor-General,The Comptroller and Auditor General,"U.P. Lower Sub, (Pre)",2015.0,a,"Exp) Option a is the correct answer.

The Advocate General of a State is the highest law officer
of a State and advises the State Government on legal
matters. He is appointed by the Governor of a State under
Article 165 of the Constitution and holds office during his
pleasure. He gives advice to the State Government upon such

legal matters, which are referred or assigned to him by the
Governor. He also performs other duties as are assigned
to him by the Governor or conferred upon him by the
Constitution or any other law."
45,"The Vice-President may be removed from

his office by a resolution of -",Council of States,Lok Sabha,Cabinet,Council of Ministers,U.P.P.C.S. (Mains),2013.0,a,"Exp) Option a is the correct answer.
Vice-President can also be removed from the office before
completion of his term. A formal impeachment is not
required for his removal. He can be removed by a resolution
of the Rajya Sabha (Council of States) passed by an absolute
majority (ie, a majority of the total members of the House)
and agreed to by the Lok Sabha. But, no such resolution
can be moved unless at least 14 days’ advance notice has
been given. Notably, no ground has been mentioned in the
Constitution for his removal."
46,"Which of the following statements is correct
about Prime Minister of India","Prime Minister is the nominal head of the
Council of Ministers.",He is not responsible to Parliament.,He cannot dismiss any of his ministers.,"Prime Minister is the real head of the
Council of Ministers.",U.P.P.C.S. (Mains),2013.0,d,"Exp) Option d is the correct answer.
‘The Prime Minister is the real head of the Council of Ministers,
not the nominal head. The Prime Minister is responsible to
Parliament and can dismiss any of his ministers."
47,"The number of Lok Sabha members
required to table a ‘No Confidence Motion’
against the Council of Ministers is-

(U.P.P.C.S. (Mains) 2013]",30,40,50,60,,,c,"Exp) Option c is the correct answer
In India, a motion of no confidence can be introduced
only in the Lok Sabha and after at least 50 members of
Lok Sabha support it, the Speaker may grant a leave and
after considering the state of business in the House, allot a
day or days or part of a day for the discussion of the motion
(under sub-rule (2) and (3) of rule 198 of Lok Sabha Rules,
16th edition).
a
Important Tips
¢ Acharya Kripalani moved the first-ever no-confidence
motion on the floor of the Lok Sabha in August 1963,
immediately after the disastrous Sino-Indian War.
¢ As of July 2019, 27 no-confidence motions have been
moved.
¢« Prime Minister Indira Gandhi faced the most no-
confidence motions (15), followed by Lal Bahadur
Shastri and P. V. Narasimha Rao (three each), Morarji
Desai (two) and Jawaharlal Nehru, Rajiv Gandhi, Atal
Bihari Vajpayee, Narendra Modi (one each).
* The most recent no-confidence motion was against
the Narendra Modi government and accepted by the
Speaker but defeated by 325-126,"
48,"The Policy of Liberalisation, Privatisation,
and Globalisation was announced as New
Economic Policy by Prime Minister-",Rajeev Gandhi,Vishwanath Pratap Singh,P.V. Narsimha Rao,Atal Bihari Vajpayee,"U.P, Lower Sub. (Pre)",2013.0,c,"Exp) Option c is the correct answer
The New Economic Policy was announced by Prime
Minister P.V. Narsimha Rao in 1991. The policy was a major
shift from the inward-looking and protectionist economic
policies that had been followed by India since Independence.
The New Economic Policy was based on the principles of
liberalization, privatization, and globalization."
49,"Given below are two statements:
(U.P.P.C.S. (Mains) 2012]
Assertion (A): The Union Executive is
headed by the President of India.
Reason (R): There is no limitation on the
power of the President.
In the context of the above which of the
following is correct?","Both (A) and (R) are true, and (R) is the
correct explanation of (A).","Both (A) and (R) are true, but (R) is not
the correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",,,c,"Exp) Option c is the correct answer
The Union executive consists of the President, the Vice
President, the Prime Minister, the council of ministers and
the attorney general of India. All executive actions of the
Government of India are formally taken in the name of the
President. He is the chief executive head of the Union.
Hence Assertion (A) is correct. The President of India has
been made only a nominal executive; the real executive being
the Council of Ministers headed by the Prime Minister. There
are limitations on the power of the President and does not
enjoy unlimited power. Hence Reasoning (R) is incorrect."
50,"Who among the following Presidents of
India was associated with Trade Union
Movement?",V. V. Giri,N. Sanjiva Reddy,K.R. Narayanan,Zakir Hussain,U.P P.C.S.(Pre),2012.0,a,"Exp) Option a is the correct answer
V.V. Giri was closely associated with the labor and trade
union movement in India throughout his career. Giri was a
founding member of the All-India Railway men’s Federation
which was formed in 1923 and served as its general secretary
for over a decade. He was elected president of the All-India
Trade Union Congress for the first time in 1926, In 1929, the
Indian Trade Union Federation (ITUF) was formed by Giri,
N. M. Joshi, and others with V. V. Giri as the president."
51,"The Vice-President of India is elected by the
members of an electoral college comprising -","Only elected members of both the Houses
of Parliament.","All the members of both the Houses of
Parliament.","Only elected members of Rajya Sabha and
State Assemblies.",Only elected members of State Assemblies.,U.P.P.C.S. (Mains),2012.0,b,"Exp) Option b is the correct answer.
The Vice-President, like the President, is elected not directly
by the people but by the method of indirect election. S/he is
elected by the members of an electoral college consisting of
the members of both Houses of Parliament.
oa
Important Tips
| ¢ The original Constitution provided that the Vice-
President would be elected by the two Houses of
Parliament assembled at a joint meeting.
e This cumbersome procedure was done away by the
11th Constitutional Amendment Act of 1961"
52,"Consider the following statements and
select the correct answer from the code
given below:

1. The executive power of the Union is
vested in the Prime Minister.

2. The Prime Minister is appointed by the
President.

3. The Prime Minister is the head of the
Council of Ministers.

4, The Prime Minister, at the time of his
appointment, needs not be a member of
either House of Parliament.

Code:","Only 1, 2 and 4 are correct.","Only 1, 2 and 3 are correct.","Only 2, 3 and 4 are correct.","Only 1, 3 and 4 are correct.",U.P.P.C.S. (Mains),2011.0,c,"Exp) Option c is the correct answer
Statement 1 is incorrect: Article 53 of the Constitution
of India says that the executive power of the union shall be
vested in President.
Statement 2 is correct: The President appoints the Prime
Minister following the convention of inviting the leader
of the majority party or group in the Lok Sabha to form
the government. The appointed leader becomes the Prime
Minister..
Statement 3 is correct: Article 75 provide for the Council
of Ministers with the Prime Minister at the head to aid and
advice the President and he shall act in accordance with such
advice while exercising his functions.
Statement 4 is correct: ‘The person who is not a member
of either house of Parliament can be appointed as Prime
Minister. But within six months he should become a member
of either house of Parliament otherwise he ceases to be the
Prime Minister."
53,"Which of the following statements is not
true regarding the Parliament of India?","The Constitution provides for a
Parliamentary form of Government.","The function of Parliament is to provide
for a Cabinet.","The membership of the cabinet is
restricted to the Lower House.","The cabinet enjoys the confidence of the

: majority in the popular chamber of the
house.",U.P.B.C.S. (Pre),2011.0,c,"Exp) Option c is the correct answer

In India’s parliamentary system, members of the cabinet can

be drawn from both houses of Parliament, ie., the Lower

House (Lok Sabha) and the Upper House (Rajya Sabha). This

provision allows for a broader representation and expertise

to be included in the cabinet."
54,"Whoamongst the following is considered to

be the first law officer of the Govt. of India?",Chief Justice of India,Solicitor-General,Attorney-General,Advocate-General,U.P.P.S.C. (SpI) (Pre),2010.0,c,"Exp) Option c is the correct answer.

The Attorney-General is considered to be the first law

officer of the Government of India. The Attorney-General

represents the Government of India in legal matters and
provides legal advice to the government. The Solicitor-

General and Advocate-General are legal officers, but they do

not hold the position of the first law officer at the national

level.

« The Solicitor General of India is the second-highest law
officer of the country and assists the Attorney General in
his/her functions.

¢ The Advocate General of a State is the highest law officer
of a State and advises the State Government on legal
matters."
55,"Which one of the following statements
about the President of India is not correct?
(U.P.P.C.S. (Mains) 2010]",He is a constituent part of Parliament.,"He participates in the discussions in the
both Houses.","He addresses the joint meeting of both
the Houses every year.","He can promulgate ordinances in certain
situations.",,,b,"Exp) Option b is the correct answer

The President is the Head of the executive as well as a

constituent part of Parliament. Though the President of

India is a constituent part of Parliament, he docs not sit or

participate in the discussions in either of the two Houses.

| Important Tips |

| Article 87 of the constitution provides two instances |

when the President specially addresses both Houses of

p Y

| Parliament. The President of India addresses both the

| Rajya Sabha and the Lok Sabha at the beginning of the first

| Session after each general election when the reconstituted

lower house meets for the first time. The President also

| addresses both the houses at beginning of the first session

| of each year.

| The President has been cmpowered to promulgate

| Ordinances based on the advice of the central government

| under Article 123 of the Constitution"
56,"Which one of the following motions, the
Council of Ministers in India can move?
(U.P.P.C.S. (Mains) 2010]",No-Confidence Motion,Censure Motion,Adjournment Motion,Confidence Motion,,,d,"Exp) Option d is the correct answer

The Council of Ministers in India can move a Confidence

Motion in the Lok Sabha. This is a motion that asks the

Lok Sabha to express its confidence in the Council of

Ministers. If the Lok Sabha passes the Confidence Motion,

the Council of Ministers remains in power. However, if the

Lok Sabha does not pass the Confidence Motion, the Council

of Ministers must resign.

| Important Tips

'e No-Confidence Motion: This is a motion that is moved

by the opposition parties in the Lok Sabha. It asks

the Lok Sabha to express its lack of confidence in the

; Council of Ministers. If the Lok Sabha passes the No- |

| Confidence Motion, the Council of Ministers must

| resign.

|. Censure Motion: This is a motion that is moved by the

opposition parties in the Lok Sabha. It expresses the
disapproval of the Lok Sabha for the policies or actions
of the Council of Ministers. However, the Censure

Motion does not force the Council of Ministers ta

resign.

¢ Adjournment Motion: The adjournment motion is
introduced in the Parliament to draw the attention
of the House to a definite matter of urgent public
importance and needs the support of 50 members to
be admitted. It is regarded as an extraordinary device
because it interrupts the normal business of the House."
57,The Office of the Deputy Prime Minister,"Was created under the original
Constitution.",Is an extra-Constitutional growth.,Was created by 44th Amendment.,Was created by the 85th Amendment.,U.P.P.C.S. (Mains),2009.0,b,"Exp) Option b is the correct answer
The Constitution of India does not mention the office of
the Deputy Prime Minister. It is an informal position that
is created by the Prime Minister to assist him or her in
the discharge of their duties. The Deputy Prime Minister
is not a constitutional functionary and does not have any
special powers or privileges. It is thus an extra constitutional
growth.
Important Tips |
Deputy Prime Ministers of India
¢ India has had seven Deputy Prime Ministers since

1947.

o Vallabhbhai Patel was the first, serving from 1947
until his death in 1950.

0 Morarji Desai became the second in 1967 and
had the second-longest tenure. Charan Singh and
Jagjivan Ram succeeded him.

° Devi Lal represented two parties in the same post.

¢ Lal Krishna Advani was the last Deputy Prime

Minister until the post became vacant intermittently,"
58,"The approval of ordinance promulgated by
Governor is necessary-",By President,By the State Legislature,By the Ministers of Council of State,None of the above,U.P.P.C.S. (Spl) (Mains),2008.0,b,"Exp) Option b is the correct answer.
The approval of ordinance promulgated by Governor is
necessary by the State Legislature. An ordinance issued by
Governor should be laid before the legislative assembly or
both the Houses of the state legislature (in case of a bicameral
legislature) when reassembles.

~— ——-—----

Important Tips !
Ordinance Making power of Governor:
« Article 213 deals with the power of the Governor to
legislate through ordinances. His power of ordinance
making is quite similar to the President’s power.

me nnn nn a

¢ He can promulgate ordinance when the Legislative |
Assembly is not in session in case of the unicameral
legislature or when both Legislative assembly and |
council are not in session in case of a Picameral
legislature

« His ordinance-making power is co-extensive with the |
legislative power of the state legislature. This means |
that he can issue ordinances only on those subjects on
which the state legislature can make laws. |

+ An ordinance issued by him has the same force and |
effect as an act of the state legislature. |

¢ The ordinance introduced by him can be withdrawn
anytime. |

» His power to promulgate ordinance is not a
discretionary power. Council of Ministers’ (headed by
CM) advice is a pre-requisite.

e An ordinance issued by him ceases to operate on the
expiry of six weeks from the reassembly of the state
legislature. It may cease to operate even earlier than
the prescribed six weeks, if a resolution disapproving
it is passed by the legislative assembly and is agreed
to by the legislative council (in case of a bicameral
legislature)."
59,"A Member of Parliament or a State
Legislature can be elected as President but","He will have to resign from his seat before
contesting the clection","He will have to relinquish his seat within
6 months of his election","He will have to relinquish his seat as soon
as he is elected",An MP can contest but an MLA can not,U.P.P.C.S. (Spl) (Mains),2008.0,c,"Exp) Option c is the correct answer

The President shall not be a member of either House of
Parliament or of a House of the Legislature of any state and if
any such member is elected President he shall be claimed to
have vacated his seat in that House on the date on which he
enters upon office as President i.e., he will have to relinquish
his seat as soon as he is elected."
60,"Which of the following is incorrect about
the powers of the President of India?","The President should accept the advice of
Supreme Court",Emergency powers,"Power of extension of President’s Rule in
States","President can accept or reject the advice
of the Supreme Court",U.P.P.C.S. (Spl) (Mains),2008.0,a,"Exp) Option a is the correct answer

The President can seek advice from the Supreme Court on
any question of law or fact. However, the advice tendered by
the Supreme Court is not binding on the President."
61,"Which one of the following has the power to
initiate the Motion of Impeachment of the
President of India?",Both the Houses of the Parliament,Lok Sabha,Rajya Sabha,Speaker of the Lok Sabha,U.P.P.C.S. (Mains),2007.0,a,"Exp) Option a is the correct answer

The impeachment charges can be initiated by either House
of Parliament i.e. Lok Sabha or Rajya Sabha. These charges
should be signed by one-fourth members of the House (that
framed the charges), and a 14 days’ notice should be given to
the President."
62,"Given below are two statements:
Assertion (A): The President is the part of
the Parliament.
Reason (R): A Bill passed by the two Houses
of Parliament cannot become law without the
assent of the President.
In the context of the above, which one of the
following is correct?","Both (A) and (R) are true, and (R) is the
correct explanation of (A).","Both (A) and (R) are true, but (R) is not
the correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S. (Mains),2007.0,a,"Exp) Option a is the correct answer

Assertion is correct. Legislature of the Union, which is
calied Parliament, consists of the President and two Houses,
known as Council of States (Rajya Sabha) and House of the
Peopie (Lok Sabha). Thus the President is an integral part of
the Parliament of India.

Reason is correct explanation for Assertion. A Bill is a
statute in draft and cannot become law unless it has received

the approval of both the Houses of Parliainent and the assent
of the President of India. Hence the President is considered
as an integral part of the Parliament of India."
63,"The Constitution authorizes the President
to make provisions for discharge of duties of
Governors in extraordinary circumstances
under",Article 160,Article 162,Article 165,Article 310,U.P.P.C.S. (Mains),2007.0,a,"Exp) Option a is the correct answer
Article 160 in the Indian Constitution provides for the
discharge of the functions of the Governor in certain
contingencies. It states that the President may make such
provision as he thinks fit for the discharge of the functions
of the Governor of a State in any contingency not provided
Chapter II of the Constitution.

Important Tips

« Article 162 is related with the extent of executive power
of State.

« Article 165 talks about Advocate-General for the State.
The Governor of each State shall appoint a person who
is qualified to be appointed as a Judge of a High Court
to be Advocate General for the State.

« Article 310 guarantees the right to hold a civil post in
the Union or a state to any citizen of India, subject to
the provisions of the Constitution and any law made by
Parliament or the state legislature"
64,"Which one of the following is not
Constitutional Prerogative of the President
of India?","Returning an ordinary’ Bill for
reconsideration","Returning a financial bill for
reconsideration",Dissolving the Lok Sabha,Appointing the Prime Minister,U.P.P.C.S. (Mains),2007.0,b,"Exp) Option b is the correct answer

Constitutional prerogative refers to the President’s
constitutionally based authority to declare policy, take
action, and make law without congressional support or
in the face of inconsistent congressional legislation. The
President may either give or withhold assent to a Money
Bill. Under the Constitution of India, a Money Bill cannot be
returned to the House by the President for reconsideration.
Hence, returning a money bill for reconsideration is not a
constitutional prerogative of the president of India."
65,"Which of the following types of authority
are attributed to the President of the India?
1. Real and Popular
2. Titular (formal) and De jure
3. Political and Nominal
4. Constitutional and Nominal
Select the correct answer from the code given
below:",land3,2 and 3,land4,2and4,U.P.P.C.S. (Mains),2006.0,d,"Exp) Option d is the correct answer

The president is the de jure head of country in contrast to
the prime minister and the Prime Minister is referred to
as de facto head of state. President is called de jure head of
India because he is the head of the state not the head of the
government. The President of India is referred to as a Nominal
Head of State because India follows the parliamentary system
of the Government. In reality, the power is exercised by the
Council of Ministers and it is headed by the Prime Minister
of India, The President of India takes decisions on behalf
of the Prime Minister (PM). Hence, Titular (formal) and
De jure; and Constitutional and Nominal authority are
attributed to the President of the India"
66,"Who has the Constitutional Power to
declare a geographical area as a ‘Scheduled
Area’?",Governor,Chief Minister,Prime Minister,President,U.P.B.C.S. (Pre),2006.0,d,"Exp) Option d is the correct answer

The President of India is the head of the country. He can
declare any area as a scheduled area and has powers with
respect to the administration of scheduled areas and tribal
areas

eT
Important Tips
Executive Powers of President:
e Ife appoints the attorney gencral of India and
determines his remuneration.
« He appoints the following people:
e Comptrolier and Auditor General of India (CAG)
¢ Chief Election Commissioner and other Election |
Connmnissioners
¢ Chairman and members of the Union Public Service
Commission
» State Governors
« Finance Commission of India chairman and
members
«+ He appoints National Commissions of Scheduled
Castes, Scheduled ‘Tribes, Other Backward Classes.
¢ He appoints administrators of union territories."
67,"Given below are two statements:

Assertion (A): The Supreme Command of

the Defence Forces is vested in the President.

Reason (R): The President’s powers as

Commander-in-Chief are independent of

Legislative Control.

In the context of the above, select the

correct answer using the code given below:","Both (A) and (R) are true, and (R) is the
correct explanation of (A).","Both (A) and (R) are true, but (R) is not a
correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S. (Mains),2005.0,c,"Exp) Option ¢ is the correct answer
The President of India is the supreme commander of the
defence forces of India. In that capacity, he appoints the chiefs
of the Army, the Navy and the Air Force. Hence Assertion
(A) is correct. He can declare war or conclude peace, subject
to the approvalof the Parliament. The President’s powers as
Commander-in-Chief are not independent of Legislative
Control. Hence Reasoning (R) is incorrect."
68,"Which of the following statements about
the Vice-President of India are not correct?
1. In order to be the Vice-President, a

person must be qualified for election as a
member of the House of the People.

2. A member of the State Legislature can be
a candidate for this office.

3. The term of the Office of the Vice-
President is the same as that of the
President.

4. He can be removed through a formal
impeachment.

Select the correct answer using the code given

below:",1 and 2 only,2 and 3 only,1 and 4 only,3 and 4 only,U.PP.C.S. (Mains),2005.0,c,"Exp) Option c is the correct answer.
Statement 1 is ie: correct: To be eligible for the office of
Vice-President ~* india, a person must be qualified for
election as a member of the Rajya Sabha (the upper house
of Parliament), not the House of the People (Lok Sabha, the
lower house of Parliament’
Statement 2 is correct: A member of a State Legislature can
be a candidate for the office of Vice-President of India.
Statement 3 is correct: The term of the office of the Vice-
President of India is the same as that of the President. Both
hold office for a term of five years.
Statement 4 is incorrect: The Vice-President of India
cannot be removed through a formal impeachment process.
Unlike the President, who can be impeached by Parliament
for violation of the Constitution, there is no provision for
impeachment of the Vice-President. The Vice-President can
only be removed by a resolution passed by a majority of the
members of the Rajya Sabha present and voting"
69,"Which one of the following is presided over
by one who is not its member?



 Lok Sabha",,Vidhan Sabha,Rajya Sabha,Council of Ministers,U.P.B.C.S. (Mains),2004.0,c,"Exp) Option c is the correct answer.
The Rajya Sabha is presided over by the Vice-President of
India, who is not a member of the Rajya Sabha. As per the
provisions of the Indian Constitution, the Vice-President
serves as the ex-officio Chairman of the Rajya Sabha. This
means that the Vice-President, in their capacity as the
Chairman, presides over the sessions of the Rajya Sabha,

maintains order, and ensures the smooth functioning of
the house, even though they are not a member of the Rajya
Sabha."
70,"The Governor of a State-

1. Is appointed by the President.

2. Holds office during the pleasure of the
President.

3. Is the head of the State’s Executive Power.

4. Normally holds office for five years.

Select the correct answer from the codes

given below: U.P.B.C.S. (Mains) 2004]",land2,"1,2 and 3",2and4,"1,2, 3 and 4",,,d,"Exp) Option d is the correct answer.
Statement 1 is correct: According to Article 155, the
Governor of a State shall be appointed by the President by
warrant under his hand and seal.
Statement 2 and 4 are correct: Article 156 of the Indian
Constitution deals with the term of office of Governor.
The Governor shall hold office during the pleasure of the
President. The Governor may, by writing under his hand
addressed to the President, resign his office. A Governor
shall hold for a term of five years from the date on which
he enters upon his office. Provided that a Governor shall
continue to hold office until his successor enters upon his
office.
Statement 3 is correct: According to Article 154, the
executive power of the State shall be vested in the
Governor and shall be exercised by him either directly or
through officers subordinate to him in accordance with the
Constitution of India."
71,"Which one of the following statements
about the Governor of an Indian State is not
true?",He is appointed by the President of India,"He can be Governor of more than one

Stale",He holds office for a term of five years,"He can be removed earlier if the
Legislature of the concerned State passes
a resolution for his removal",U.P. Lower Sub. (Pre),2004.0,d,"Exp) Option d is the correct answer.
The Constitution does not provide any power to state
legislature related to removal of Governor. He cannot be
removed earlier if the Legislature of the concerned State
passes a resolution for his removal."
