q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
31,"What is correct?

(i) In a Gram Panchayat there can be more

than one village.

(ii) Meeting of Gram Sabha held in each

village.

(iii) Meeting of Gram Sabha held in the
headquarter of Gram Panchayat.

(iv) Meeting of Gram Panchayat held in each

village.

(v) Meeting of Gram Panchayat held in the
headquarter of Gram Panchayat.

Code:","(i), (iii), (iv)","(ii), (iv), (v)","(ii), (iii), (iv)","(i), (ii), (v)",Chhattisgarh P.C.S. (Pre),2018.0,d,"Exp) Option d is the correct answer.

According to the Panchayati Raj system in India, a Gram
Panchayat is the elected body that governs a village or a
group of villages, while a Gram Sabha is the assembly of all
adult members of a village or a group of villages

Statement I is correct: In a Gram Panchayat there can be
more than one village. This is correct, as a Gram Panchayat
may consist of one or more villages, depending on the
population and area

Statement 2 is correct: Meeting of Gram Sabha held in
each village. This is correct, as the mecting of Gram Sabha
is held at least twice a year in each village within the area of
the Gram Panchayat

Statement 3 is incorrect: Meeting of Gram Sabha held in
the headquarter of Gram Panchayat. This is incorrect, as the
meeting of Gram Sabha is not held in the headquarter of
Gram Panchayat, but in each village under its jurisdiction.
Statement 4 is incorrect: Meeting of Gram Panchayat held
in each village. This is incorrect, as the meeting of Gram
Panchayat is not held in each village, but in the headquarter
of the Gram Panchayat or any other place fixed by it.
Statement 5 is correct: Meeting of Gram Panchayat held
in the headquarter of Gram Panchayat. This is correct, as
the meeting of Gram Panchayat is usually held in the
headquarter of the Gram Panchayat or any other place fixed
by it"
32,"If a candidate expired before polling in
Panchayat election, then what shall happen?
i. Polling shall be postponed.

ii. Polling shall not be postponed.

iii. If only one candidate remains, then polling
will be postponed.

iv. If more than one candidate remains, then
polling will not be postponed.

Code: 

{a) i, ii",,"ii, iii","iii, iv","ii, iv

(e) None of the above",Chhattisgarh P.C.S. (Pre),2017.0,c,"Exp) Option c is the correct answer.

Statement 1 is incorrect: Polling shall be postponed. This
statement is false because polling shall not be postponed in
all cases of death of a candidate before polling. It depends
on whether there are other contesting candidates in that seat
or not.

Statement 2 is incorrect: Polling shall not be postponed.
This statement is false because polling shall be postponed in
some cases of death of a candidate before polling. It depends
on whether there are other contesting candidates in that seat
or not.

Statement 3 is correct: If only one candidate remains, then
polling will be postponed. This statement is true because if
a candidate dies before the polling date and there is no other
contesting candidate in that seat, then the election for that
seat will be countermanded and fresh election will be held
later.

Statement 4 is correct: If more than one candidate remains,
then polling will not be postponed. This statement is true
because if a candidate dies before the polling date and there
are other contesting candidates in that seat, then the election
for that seat will not be countermanded and polling will be
held as per schedule."
33,"What is correct about the tenure of
municipal council?

i. The tenure of municipal council is counted
from the date of declaration of election
result.

ii. The tenure of the municipal council is
counted from the date of its first meeting.

iii, The tenure of municipal council is 5 years,

iv. If the municipal council is dissolved in
two years, then a new municipal council
will be organised for three years.

v. If the municipal council is dissolved in two
years, then a new municipal council will be
organised for 5 years.

Code:","i, iii, v","ii, iii, iv","i, iii, iv","ii, iii, v

{e) None of the above",Chhattisgarh P.C.S. (Pre),2017.0,b,"Exp) Option b is the correct answer.

Statement 1 is incorrect and Statement 2 is correct:
The term begins from the date of the first meeting of the
Municipal Corporation.

Statement 3 is correct: The tenure of the Municipal Council
is 5 years

Statement 4 is correct: A municipality constituted upon
the dissolution of a municipality before the expiration of its
duration shall continue only for the remainder of the period
for which the dissolved municipality would have continued
had it not been so dissolved. If the municipal council is
dissolved within the first two years of its tenure, a new
municipal council will be organized for the remaining three
years of its tenure.

Statement 5 is incorrect: A municipality reconstituted after
premature dissolution does not enjoy the full period of
five years but remains in office only for the remainder of
the period."
34,"What is correct about the wards committee
of Nagar Panchayat?

i. The Wards committee is formed with some
wards of nagar Panchayat.

ii. Councillor elected from the wards become
its member.

iii, Two persons are nominated in the
committee residing in the ward.

iv. Chairman of the wards committee is
nominated by the President of nagar
Panchayat.

Code:",ionly,"i, ii only","i, ii, iii only","i, ji, iii, iv

(e) None of the above",Chhattisgarh P.C.S. (Pre),2017.0,c,"Exp) Option c is the correct answer.

Statement 1 is correct: The wards committee is formed
with some wards of nagar Panchayat: This statement is
correct because a nagar panchayat is an urban local body that
administers a town with a population of 100,000 or less, and
it is divided into wards according to population.

Statement 2 is correct: Councillor elected from the wards
become its member: This statement is correct because the
members of the wards committee are elected by direct
election from electoral wards in the nagar panchayat for a
term of five years.

Statement 3 is correct: Two persons are nominated in the
committee residing in the ward: This statement is correct
because in addition to the elected members, there are three
nominated members in the wards committee, who are
residents of the ward.

Statement 4 is incorrect: The Chairperson of the Wards
Committee is elected by the elected members thereof from
among themselves."
35,"Who sviify the alteration in limits of Block
and Zila Panchayat?
'Chhattisgarh P.C.S. (Pre) 2016]",Governar,State Election Commission,Divisional Ce~ missioner,"Collector and District Returning Officer

(e) None of the abuve",,,a,"Exp) Option a is the correct answer.

The alteration in the limits of Block and Zila Panchayats
is notified by the Governor of the respective state. When
there is a need to alter the boundaries or geographical
limits of Block and Zila Panchayats, it is usually done to

accommodate changes in the demographic, administrative,

or developmental requirements of the region. These changes

could include the creation of new Blocks or Zila Panchayats,
the merger of existing ones, or alterations in their territorial
jurisdiction."
36,"If there is dispute between Panchayat and
Cantonment Board, who will decide finally?


{a) Collector, subject to approval of

Divisional Commissioner",,"Divisional Commissioner, — subject
to approval of Panchayat and Rural
Development Department","Panchayat and Rural Development
Department subject to approval of State
Government","State Government, subject to approval of
Central Government
(e) None of the above",Chhattisgarh P.C.S. (Pre),2016.0,d,"Exp) Option d is the correct answer.

In such a case, the state government may have the primary

responsibility to resolve the dispute, as it has administrative

control over the panchayats and their areas. However, the
state government may also need the approval of the central
government, as it has legislative and executive control over
the cantonments and their boards.
Important Tips
A panchayat is a local self-government institution under
the 73rd Constitutional Amendment Act, 1992. It has
powers and functions as per the state laws and the Eleventh
Schedule of the Constitution.
A cantonment board is a statutory body under the
Cantohments Act, 2006. It has powers and functions as per
the central laws and the rules and regulations made by the
central government. ."
37,"What is correct about the powers of Zila
Panchayats of Scheduled Areas?",To plan minor water bodies ~,"To control over institutions in all social
sectors",To control on tribal sub plans,"To exercise other functions as conferred
by the State Govt.

(e) All of the above",Chhattisgarh P.C.S. (Pre),2016.0,e,"Exp) Option e is the correct answer.

The Zila Panchayats of Scheduled Areas have the powers

to:

(a) Plan minor water bodies: They can plan and undertake
projects related to minor water bodies within their
jurisdiction.

(b) Control over institutions in all social sectors: Zila
Panchayats have the authority to oversee and manage
institutions in various social sectors, including education,
health, and other welfare activities.

(c) Control on tribal sub plans: They have the responsibility
to implement and monitor tribal sub-plans, which are
designed to ensure the socio-economic development of
tribal communities.

(d) Exercise other functions as conferred by the State
Government: In addition to the above-mentioned
powers, Zila Panchayats may be entrusted with other
functions by the State Goverriment as per the specific
requirements and policies of the state."
38,"Who presides over the meeting of Gram

Sabha in Scheduled Areas?",Sarpanch,Deputy Sarpanch,Sarpanch or Deputy Sarpanch,"Schedule Tribe member present who is
elected by Gram Sabha

(e) None of the above",Chhattisgarh P.C.S. (Pre),2015.0,d,"Exp) Option d is the corréct answer.

According to the Panchayats (Extension to Scheduled

Areas) Act, 1996 or PESA, which is a law enacted by the

Government of India for ensuring self-governance through

traditional Gram Sabha’s for people living in the Scheduled

Areas of India, the meeting of Gram Sabha in Scheduled

Areas is presided over by a Schedule Tribe member present

who is elected by Gram Sabha."
39,"Which of the following statements about
the Panchayati Raj System are correct?

1. All seats in a Panchayat are filled by
persons chosen by direct election.

2. The ‘Gram Sabha’ consists of persons
registered in the village electoral rolls.

3. The Chairperson of a Panchayat is elected
in accordance with a law passed by each
State.

4. All states in India have a three-tier system
of Panchayats.

Select the correct answer using the codes

given below: (CDS 2021(D]

(a} land4",,"1,2 and 3",2and 3,"2,3 and 4",,,b,"Exp) Option b is the correct answer

Statement 1 is correct: In the Panchayati Raj System, all
seats in a Panchayat are filled through direct elections. The
members of the Panchayat, including the Sarpanch (village
head) or Chairperson, are elected by the people through the
process of direct voting.

Statement 2 is correct: The ‘Gram Sabha’ is a village-level
assembly that consists of all the adults who are registered in
the electoral rolls of the village. The members of the Gram
Sabha have the right to participate in the decision-making
process of the Panchayat and are involved in various local
governance activities.

Statement 3 is correct: The election of the Chairperson of
a Panchayat is governed by the respective state’s legislation.
Each state in India has its own law that defines the process
and criteria for electing the Chairperson of a Panchayat.
Statement 4 is incorrect: While most states in India have a
three-tier system of Panchayats, there are a few exceptions.
Some states have a two-tier system, consisting of the Gram
Panchayat at the village level and the Zilla Parishad at the
district level. States like Kerala and Goa follow a two-tier
system, whereas states like Rajasthan, Maharashtra, and
Andhra Pradesh have a three-tier system."
40,"Which of the following statements is/are
correct?

1. The elections to the Panchayat are
conducted by the State Election
Commission.

2. The State Election Commissioner
is appointed by the Chief Election
Commissioner of India.

3. The State Legislatures have the power
to make laws on all matters relating to
Panchayat elections.

Select the correct answer using the codes

given below:",2 only,1 and 2 only,"1,2 and 3",1 and 3 only,CDS (I),2021.0,d,"Exp) Option d is the correct answer

Statement 1 is correct: The elections to the Panchayats
in India are conducted by the respective State Flection
Commissions (SECs). The State Election Commission is
responsible for overseeing and conducting the electoral
process for Panchayat elections within the state under
Article 243K of the constitution.

Statement 2 is incorrect: The State Election Commissioner
is appointed by the Governor of the state.

Statement 3 is correct: As per the provisions of the
Constitution of India, the State Legislatures have the power
to make laws on all matters relating to Panchayat elections.
This includes the conduct of elections, the qualifications
and disqualifications of candidates, the delimitation of
constituencies, and other related aspects."
41,"Which one of the following is not an objective of

MGNREGA?-","Providing up to 100 days of skilled labour
in a financial year",Creation of productive assets,Enhancing livelihood security,Ensuring empowerment to women,CDS  (1),2020.0,a,"Exp) Option a is the correct answer.

While MGNREGA guarantees 100 days of wage employment,
it primarily focuses on providing unskilled manual work
rather than specifically emphasizing skilled labor.

The other objectives of MGNREGA include the creation
of productive assets, enhancing livelihood security, and
ensuring empowerment to women. These objectives aim to
enhance livelihood security of households in rural areas of
the country."
42,"Which one of the following statements with
regard to the functioning of the Panchayats

is not correct? -","Panchayats may levy, collect and
appropriate taxes, duties, tolls, etc.","A person who has attained the age of 25
years will be eligible to be a member of a
Panchayat.","Every Panchayat shall ordinarily continue
for five years from the date of its first
meeting.","A Panchayat reconstituted after premature
dissolution shall continue only for the
remainder of the full period.",CDS  (1),2020.0,b,"Exp) Option b is the correct answer.
As per the 73rd Amendment to the Constitution of India,
individuals must be at least 21 years of age to be eligible for
Panchayat membership, contrary to the mentioned 25 years.
This amendment lowered the age requirement to encourage
youth participation in local governance.
Important Tips
Panchayati Raj was given constitutional status through
the 73rd Constitutional Amendment Act, 1992 (Part
IX, Schedule 11, Article 243-243 ©), and it was first
established in Rajasthan on October 2, 1959, followed
by Andhra Pradesh, as recommended by the Balwant Rai
Mehta Committee.
The 73rd Constitutional Amendment Act aims to provide
a three-tier system of Panchayati Raj, which consists of
Village-level Panchayats, Block-level Panchayats, and
District-level Panchayats . Panchayati Raj System (PRS)
was initially implemented based on the recommendations
of the Balwant Rai Mehta Committee. Later, it was granted
| constitutional status through on recommendation of the
LM Singhvi committee.
| Different committees associated with Panchayati Raj (in
| Chronological Order):
| ¢ Balwant Rai Mehta Committee (January 1957)
| « Ashok Mehta Committee (December, 1957)
|* G.V.K. Rao Committee (1985)
| ¢ LL.M. Singhvi Committee (1986)
|* Thungon Committee (1988)
le Gadgil Committee (1988)
| The Panchayati Raj was implemented under the Prime
Ministership of P.V. Narasimha Rao."
43,"The power to legislate on all matters relating
to elections to Panchayats lies with-",the Parliament of India,the State Legislatures,the State Election Commission,the Election Commission of India,CDS  (1,2020.0,b,"Exp) Option b is the correct answer.
Each Panchayat operates under its own set of regulations,
with the state legislature conferring powers to facilitate
their functioning effectively. These powers encompass
formulating economic development and social justice plans,
plan implementation, and handling matters specified in the
eleventh schedule."
44,"The 11th Schedule of the Constitution of

India distributes powers between-",the Union and the State Legislatures,the State Legislatures and the Panchayat,"the Municipal Corporation and the
Panchayat",the Gram Sabha and the Panchayat,CDS  (1,2020.0,b,"Exp) Option b is the correct answer.
The 11th Schedule of the Constitution of India distributes
powers between the State Legislatures and the Panchayats.
These powers include areas such as rural development,
planning, agriculture, education, health, water supply,
sanitation, poverty alleviation, and social justice. The
State Legislatures are responsible for enacting laws and
providing the necessary framework for the functioning of
the Panchayats, while the Panchayats have the authority to
implement and execute various developmental programs and
initiatives at the grassroots level."
45,"Which one of the following regarding
the tenure of the elected members of the

Autonomous District Council is correct",Five years from the date of election,"Five years from the date appointed for
the first meeting of the council after the
election","Six years from the date of administration
of oath",Six years from the date of election,CDS Pre. IT,2018.0,b,"Exp) Option b is the correct answer.

« The elected members of the District Council shall hold
office for a term of five years from the date appointed
for the first meeting of the Council after the general
elections to the Council. (option b is correct)

¢ Sixth schedule to the constitution of India provides for
setting up of autonomous district council

« The Constitution of India makes special provisions for
the administration of the tribal dominated areas in four
states viz Assam, Meghalaya Tripura and Mizoram.

» As per Article 244 and sixth Schedule these areas are
called “Tribal Areas

« The Sixth Schedule envisages establishment of
Autonomous District Councils (ADC)

| Important Tips

| District council for each autonomous district:

| « Ithas 30 members.

¢ 4are nominated by the governor — They perform their
duties during the pleasure of the governor

¢ 26 are elected using the adult franchise — Their term
of office is five years.

* There is a separate regional council for each
autonomous district

* The laws related to the following can be made by the
regional and autonomous councils with the assent |
of the governor: Land, Forest, Canal Water, shifting |
Cultivation, Village Administration, Inheritance of |
Property, Marriage & Divorce, Social Customs. |

e The central and state acts do not apply on these |
autonomous and regional councils (unless modified |

_and accepted). ee"
46,"Which of the following statements about
the 73rd and 74th Constitution Amendment

Act is/are correct?

1. It makes it mandatory for all states
to establish a three-tier system of
Government.

2. Representatives should be directly elected
for five years.

3. There should be mandatory reservation
of one-third of all seats in all Panchayats
at all levels for women.

Select the correct answer using the codes

given below:",land 2,2 and 3,"1,2 and 3",Only 3,CDS Pre. 1,2017.0,b,"Exp: Option b is the correct answer.

e Part IX of the 73rd Constitutional amendment act 1992
constitutionalised the Panchayati Raj Institutions (PRIs)

« Article 243, 243A to 243 O under Part IX has been
included in the Indian constitution.

¢ The PRIs are the local self-governing bodies that
ensure the opportunity for people’s participation and
involvement in the formulation and implementation of
rural development programmes.

¢ The main objective of Panchayat System in India is to
strengthen the base of democracy at the grass root level.

e PartIX A of the 74th Constitutional amendment act 1992
constitutionalised the The Municipality in the Indian
constitution.

+ Few states like Nagaland, Meghalaya, Mizoram and some
other tribes don’t havea three tier system of government.
The act doesn’t apply to these areas. (statement 1 is not
correct)"
47,"Which of the following statements with
regard to Panchayats in India are correct?

1. Seats in a Panchayat are filled by direct
election from the territorial constituencies
in the Panchayat area.

2. The Gram Sabha is the body of persons
registered in the electoral rolls relating to
a village within the Panchayat area.

3. The Panchayats work on the principle of
constitutional autonomy.

4. The State Legislature may by law endow
the Panchayats with the power and
authority to enable them to function.

Select the correct answer using the codes

given below:","1,2 and 3","2,3 and 4","1,2 and4",l and 4,CDS Pre. I,2017.0,c,"Exp) Option c is the correct answer.

« Article 243 G mentions “subjected to the provision of
this constitution the legislature of a state which says that
Panchayats are under the umbrella of the Constitution.

« Within the constitutional framework, ‘Panchayats’ is a
State subject. Hence, the Panchayat does not work on
the principle of constitutional autonomy. (Statement 3
is not correct)"
48,"The Constitution of India contains
no provision for the Constitution of
municipalities in every state for",a Nagar Panchayat,a Municipal Council,a Municipal Corporation,an Urban Panchayat,CAPF,2021.0,d,"Exp) Option d is the correct answer.
The Constitution of India does not contain any provision
for the constitution of urban panchayats in every state. The
Constitution only makes provisions for the constitution
of municipalities, which are divided into three categories-
Nagar Panchayats, Municipal Council, and Municipal
Corporations, The Constitution leaves it up to the states to
decide whether or not to constitute urban panchayats."
49,"Which of the following is/are correct in
relation to the Panchayats?

1. Only the Parliament may endow
Panchayats with powers and authority.

2. A state may devolve powers to Panchayats
in preparation of plans for economic
development and social justice.

3. A state may devolve powers to Panchayats
in implementation of schemes for
economic development and social justice.

Select the correct answer using the codes

given below:",1 only,land 3,2and 3,3 only,CAPF,2020.0,c,"Exp) Option c is the correct answer.
Statement 1 is incorrect- According to the Article 243G
of the Indian Constitution, the state legislature has the
authority to endow Panchayats with powers and authority
necessary for self-government. The state legislature may
authorize a Panchayat to levy, collect, and appropriate taxes,
duties, tolls, and fees.

Statement 2 is correct- The Constitution empowers the

State Legislature to devolve powers to Panchayats for the

preparation of plans related to economic development and

social justice. This enables Panchayats to play a role in local-
level planning and implementation of development schemes.

Statement 3 is correct- The State Legislature can also

devolve powers to Panchayats for the implementation of

schemes related to economic development and social
justice, This enables Panchayats to actively participate in the
execition of development programs at the local level."
50,"Which one of the following States does
not find a mention in Article 371 of the
Constitution of India?",Maharashtra,Madhya Pradesh,Gujarat,Karnataka,CAPE,2018.0,b,"Exp) Option b is the correct answer

Articles 371 to 371-J in Part XXI of the Constitution of India

contain special provisions for twelve states: Maharashtra,

Andhra Pradesh, Telangana, Sikkim, Mizoram, Arunachal

Pradesh, Gujarat, Nagaland, Assam, Manipur, Goa and

Karnataka. Madhya Pradesh is not mentioned in Article

371 of the Constitution of India."
51,"Which one of the following statements with
regard to Panchayats is not correct?
(CAPF 2018]","Members of Panchayats are elected
directly by the Gram Sabha","The elections to Panchayats are conducted
by the State Election Commission","The Central Government may by law
authorise a Panchayat to levy taxes","Every Panchayat continues for five years
from the date of convening of its first
meeting",,,c,"Exp) Option c is the correct answer

In India, the power to levy taxes by Panchayats is primarily

within the domain of the State Governments. The State

Governments have the authority to authorize Panchayats to

levy certain taxes, fees, or other local charges."
52,"Who among the following may be the Chairman of
the Zila Parishad?",Chief Minister,District Collector,Member of Parliament in the District,Elected from its own members,CAPE,2016.0,d,"Exp) Option d is the correct answer.

The Chairman of the Zila Parishad is chosen through an

election process among the members of the Zila Parishad

itself. This ensures that a member of the Zila Parishad is

selected to lead and represent the local government body.
Important Tips

« A Zila Parishad is the third tier of the Panchayati Raj
system and functions at the district level in all states.

e <A Zila Parishad is an elected body, consisting of the
representatives of the Panchayat Samitis (block-level
panchayats) under the district, the members of the
state legislature and the parliament from the district,
and some nominated members.

e« The chairman of the Zila Parishad is elected from
among its own members by a simple majority.

e« The chairman, also called Adhyaksha or President,
heads the Zila Parishad and presides over its meetings.
The vice-chairman is also elected similarly. |"
53,"Which of the following reasons were cited
by the Ashok Mehta Committee for the
decline of the Panchayati Raj Institutions
in India? 
1. Role of Bureaucracy
2. Lack of Political Will
3. Lack of conceptual clarity
4, Lack of gender parity
Select the correct answer using the code given
below.",land4,2 and 3,"1,2 and 3","2,3 and 4",CAPF,2015.0,c,"Exp) Option is the correct answer.

The Ashok Mehta Commniittee was a committee appointed

by the Janata Government in 1977 to study the Panchayati

Raj institutions in India and suggest measures to revive and

strengthen them. The committee submitted its report in

1978 and made 132 recommendations on various aspects

of local governance such as structure, functions, finances,

elections, etc. Some of the reasons cited by the Ashok

Mehta Committee for the decline of the Panchayati Raj

institutions in India were:

e Lack of political will among the state governments to
devolve power and resources to the local bodies

¢ Lack of conceptual clarity among the policy makers
and administrators about the role and objectives of the
Panchayati Raj institutions

¢ Role of bureaucracy in dominating and interfering
with the functioning of the local bodies

e Lack of adequate financial resources and taxing powers
for the Panchayati Raj institutions

* Lack of effective participation of the people, especially
the weaker sections, in the decision-making process.

The Ashok Mehta Committee did not cite lack of gender

parity as a reason for the decline of the Panchayati Raj

institutions, though it recommended reservation of one-

third scats for women in these bodies"
54,Which of the following statements is true?,"The Panchayat system exists in all states
of India except Nagaland, Meghalaya
and Mizoram. It also exists in all Union
Territories except Delhi.","The Panchayat system is introduced
in India by the Constitution 74th
Amendment Act and envisages a three-
tier system of Local Governance.","Panchayat system is not provided for states
having less than 2 million population.","Gram Panchayat can continue for 3 years
from the date of election.",CAPE,2014.0,a,"Exp) Option a is the correct answer.

Option ais correct: The Panchayat system exists in all states

of India, except Nagaland, Meghalaya, and Mizoram. It is

also applicable in all Union Territories except Delhi. These
three states have their own traditional systems of local self-
governance.
Option b is incorrect: The Panchayat system was introduced
in India by the Constitution 73rd Amendment Act, not the
74th Amendment Act. The 73rd Amendment Act deals with
the Panchayats, while the 74th Amendment Act deals with
the Municipalities. Therefore, this statement is false.
Option c is incorrect: The Panchayat system is provided for
all states in india. Panchayati Raj system is not provided for
states having less than 20 lakh population, not 2 million
population.
Option d is incorrect: Gram Panchayat can continue for
five years from the date of election, not three years"
55,"Which of the following is/are true regarding Urban

Local Bodies in India?

1. The Constitution 74th Amendment
Act envisages three types of urban local
bodies, namely Municipal Corporation,
Municipality and City Council.

2. Municipal Corporations are established
in cities with population greater than 1
million.

3. Bombay and Calcutta Corporations were
the first Municipal Corporations that
were established during British time.

Select the correct answer using the codes

given below. 

Codes:",land 2,Only 2,land3,"1,2 and 3",CAPF,2014.0,a,"Exp) Option a is the correct answer.
Statement 1 is correct: The Constitution 74th Amendment
Act of 1992 does indeed envisage three types of urban local
bodies, they are Municipal Corporation, Municipality, and
Nagar Panchayat (City Council).
Statement 2 is correct: Municipal Corporations are
established in cities with a population greater than
1 million. The population criterion may vary slightly
depending on the state-specific legislation, but generally,
Municipal Corporations are set up in large cities,
Statement 3 is incorrect: While Bombay and Calcutta (now
Kolkata) are significant cities in India, they were not the first
Municipal Corporations established during British times.
The first Municipal Corporation in India was established
in Madras (now Chennai) in 1688 during the British colonial
period."
56,"The Members of Panchayat Samiti are-
(Jharkhand P.C.S. (Pre) 2011]",Directly elected by the public,Elected by the members of Panchayat,Nominated by District Magistrate,Recruited on the basis of open competition,,,a,"Exp) Option a is the correct answer.
The Members of Panchayat Samiti are directly clected by the
public. This is because Panchayat Samiti or Block Panchayat
is a rural local government body at the intermediate tehsil or
block level in India, and it has some directly elected members
by the voters of that area.
enna
Important Tips
| The other members of Panchayat Samiti are the Sarpanches
| or Chairpersons of the Gram Panchayats within the block,
j the MPs, MLAs, and MLCs of that block, the elected
members of Zila Parishad from that block, and some
| officers of that block.
The Panchayat Samiti is headed by a chairperson q
president and a deputy chairperson or vice president
elected by the members of the Panchayat Samiti."
